Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 00:00:00,1.0754975984274557,0.20919678115417173,0.6915783783783783,0.017924959973790927,0.0034866130192361955,0.011526306306306305,0.03450057771693738,0.0,0.2913142082105183,0.6996828125000001,0.05,0.6915783783783783,0.0,0.0,0.1946134478208384,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.004544051535087718,0.0,On,0.02995652618184966,0,On,0.031829611116067025,0,On,0.21984220294579554,0.1648816522093466,On,On,15514.155647858757,16.666666666666686,0.9250000000000002,3933.5792135301326,20.268164377177175,0.6996828125000001,1,18748.05204888889,18748.05204888889,Off,0.0,18.33333333333337,0,0.0,0.05,0.0,0.0,0,0,0,8399.711115555556,Off,0.0,0.0,38.56202066555761,51.666666666666686,46.10666666666668,0.0,49.92958345565327,1.0361241702789041,2708.242929421433,0.0,38.56202066555761,49.278556102132754,49.92958345565327,48.9530424253725,12.43753247303448,15.96861996937882,-0.19804669728786628,-2.7476253352252757,-2.0536414604114,2.8,9.236100170605994,14809.724415877827,4173.173138917493,1874.0834358922414,-1073.0949065339325,-0.0,-0.0,442.42506016569445,0.0,2.0,0.0625288176789208,0.0,0.0,0.4560270585447065,131.99922844444444,-73.7613856126923,0.2431943025063222,7.247814274786891,0.002684313486453512,41.7145254556845,1.2355000726015777,0,0,239.59392538736063,0.3399318516593394,2150.191811463371,-276.10837557112944
2025-01-01 00:01:00,1.0754975984274557,0.20919678115417173,0.6915783783783783,0.017924959973790927,0.0034866130192361955,0.011526306306306305,0.03450057771693738,0.0,0.2913142082105183,0.6996828125000001,0.05,0.6915783783783783,0.0,0.0,0.1946134478208384,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.004544051535087718,0.0,On,0.02995652618184966,0,On,0.031829611116067025,0,On,0.21984220294579554,0.1648816522093466,On,On,15514.155647858757,16.666666666666686,0.9250000000000002,3933.5792135301326,20.268164377177175,0.6996828125000001,1,18748.05204888889,18748.05204888889,Off,0.0,18.33333333333337,0,0.0,0.05,0.0,0.0,0,0,0,8399.711115555556,Off,0.0,0.0,37.977577956412915,51.666666666666686,46.10666666666668,0.0,49.86665847677829,1.0378660782123177,2708.242929421433,0.0,37.977577956412915,48.89306503984784,49.86665847677829,48.406268321382626,12.43753247303448,16.09498186175693,-0.07168480490975426,-2.5270996616473744,-2.0029281856751346,2.8,9.236100170605994,14776.771027715009,4166.250828090877,1846.639129235785,-1087.4853362387325,-0.0,-0.0,442.42506016569445,0.0,2.0,0.06276506869851595,0.0,0.0,0.4577500538218183,131.99922844444444,-92.32434407071003,0.24195370231401467,7.331588194605409,0.0026844249769526684,41.44533222227981,1.2385677177676953,0,0,232.6716145607442,0.33930554731980384,2123.805322964888,-277.1661937291031
2025-01-01 00:02:00,1.0754975984274557,0.20919678115417173,0.6915783783783783,0.017924959973790927,0.0034866130192361955,0.011526306306306305,0.03450057771693738,0.0,0.2913142082105183,0.6996828125000001,0.05,0.6915783783783783,0.0,0.0,0.1946134478208384,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.004544051535087718,0.0,On,0.02995652618184966,0,On,0.031829611116067025,0,On,0.21984220294579554,0.1648816522093466,On,On,15514.155647858757,16.666666666666686,0.9250000000000002,3933.5792135301326,20.268164377177175,0.6996828125000001,1,18748.05204888889,18748.05204888889,Off,0.0,18.33333333333337,0,0.0,0.05,0.0,0.0,0,0,0,8399.711115555556,Off,0.0,0.0,37.39758262948908,51.666666666666686,46.10666666666668,0.0,49.80374828878188,1.0396134414031044,2708.2429294214326,0.0,37.39758262948908,48.507655999200765,49.80374828878188,47.8596098544102,12.43753247303448,16.217601284210577,0.0,-2.311240295682857,-1.953583971117239,2.8,9.236100170605994,14744.223826606556,4160.4651150997215,1820.6201836983284,-1101.5203554080288,-0.0,-0.0,442.42506016569445,0.0,2.0,0.06299411701633474,0.0,0.0,0.4594205192890509,131.99922844444444,-110.83652600986608,0.24007743840589696,7.391382682743208,0.0026845354736243516,41.1837044543824,1.2380427925435935,0,0,226.88590156958892,0.3386950390844617,2098.203743207989,-277.58355950966074
2025-01-01 00:03:00,1.0754975984274557,0.20919678115417173,0.6915783783783783,0.017924959973790927,0.0034866130192361955,0.011526306306306305,0.03450057771693738,0.0,0.2913142082105183,0.6996828125000001,0.05,0.6915783783783783,0.0,0.0,0.1946134478208384,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.004544051535087718,0.0,On,0.02995652618184966,0,On,0.031829611116067025,0,On,0.21984220294579554,0.1648816522093466,On,On,15514.155647858757,16.666666666666686,0.9250000000000002,3933.5792135301326,20.268164377177175,0.6996828125000001,1,18748.05204888889,18748.05204888889,Off,0.0,18.33333333333337,0,0.0,0.05,0.0,0.0,0,0,0,8399.711115555556,Off,0.0,0.0,36.82178707761159,51.666666666666686,46.10666666666668,0.0,49.740852245664975,1.041366303406646,2708.2429294214326,0.0,36.82178707761159,48.122328356038665,49.740852245664975,47.31306641122551,12.43753247303448,16.33669042932759,0.0,-2.099793504722073,-1.9054068232963313,2.8,9.236100170605994,14712.291071845442,4154.672515292404,1796.4828198752778,-1115.217920572541,-0.0,-0.0,442.42506016569445,0.0,2.0,0.06321637527564161,0.0,0.0,0.46104146438271043,131.99922844444444,-129.07171560646808,0.23827105435644677,7.449087305433531,0.0026846453193292456,40.929151249132836,1.2375334039720003,0,0,221.09330176227118,0.338097906710142,2073.2769135245658,-276.79409364928796
2025-01-01 00:04:00,1.0754975984274557,0.20919678115417173,0.6915783783783783,0.017924959973790927,0.0034866130192361955,0.011526306306306305,0.03450057771693738,0.0,0.2913142082105183,0.6996828125000001,0.05,0.6915783783783783,0.0,0.0,0.1946134478208384,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.004544051535087718,0.0,On,0.02995652618184966,0,On,0.031829611116067025,0,On,0.21984220294579554,0.1648816522093466,On,On,15514.155647858757,16.666666666666686,0.9250000000000002,3933.5792135301326,20.268164377177175,0.6996828125000001,1,18748.05204888889,18748.05204888889,Off,0.0,18.33333333333337,0,0.0,0.05,0.0,0.0,0,0,0,8399.711115555556,Off,0.0,0.0,36.249981258527896,51.666666666666686,46.10666666666668,0.0,49.677969738235625,1.0431247071505203,2708.242929421433,0.0,36.249981258527896,47.73708152095832,49.677969738235625,46.76663741231967,12.43753247303448,16.452429237447998,0.0,-1.8925757279016895,-1.8582081897475453,2.8,9.236100170605994,14684.706923525575,4149.006921955533,1773.4495919191354,-1128.592922698643,-0.0,-0.0,442.42506016569445,0.0,2.0,0.06343219448421791,0.0,0.0,0.4626154490271966,131.99922844444444,-143.28086180023413,0.23653032900630316,7.505427492695762,0.0026847545310213507,40.68131028902966,1.2370387456281449,0,0,215.42770842539977,0.3375118780574873,2048.9228607023633,-275.4732687832279
2025-01-01 00:05:00,1.0754975984274557,0.20919678115417173,0.6915783783783783,0.017924959973790927,0.0034866130192361955,0.011526306306306305,0.03450057771693738,0.0,0.2913142082105183,0.6996828125000001,0.05,0.6915783783783783,0.0,0.0,0.1946134478208384,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.004544051535087718,0.0,On,0.02995652618184966,0,On,0.031829611116067025,0,On,0.21984220294579554,0.1648816522093466,On,On,15514.155647858757,16.666666666666686,0.9250000000000002,3933.5792135301326,20.268164377177175,0.6996828125000001,1,18748.05204888889,18748.05204888889,Off,0.0,18.33333333333337,0,0.0,0.05,0.0,0.0,0,0,0,8399.711115555556,Off,0.0,0.0,35.68192187600016,51.666666666666686,46.10666666666668,0.0,49.61510018852521,1.0448886950781928,2708.242929421432,0.0,35.68192187600016,47.35191493403415,49.61510018852521,46.22032230678862,12.43753247303448,16.565026260270237,0.0,-1.6894370216869823,-1.8118416017056023,2.8,9.236100170605994,14661.819164296843,4143.472185824584,1751.4394183305924,-1141.664147584042,-0.0,-0.0,442.42506016569445,0.0,2.0,0.06364197764156555,0.0,0.0,0.4641454123261783,131.99922844444444,-153.0973961435662,0.23485076646737482,7.559911426735312,0.0026848631248031305,40.43976437834724,1.2365578925468264,0,0,209.89297229445137,0.3369351877862606,2025.0623688383034,-273.6229505077113
2025-01-01 00:06:00,3.5753941762052337,0.20919678115417173,0.6915783783783783,0.0595899029367539,0.0034866130192361955,0.011526306306306305,0.03450057771693738,2.499896577777778,0.2913142082105183,0.6996828125000001,0.05,0.6915783783783783,0.0,0.0,0.1946134478208384,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.004544051535087718,0.0,On,0.02995652618184966,0,On,0.031829611116067025,0,On,0.21984220294579554,0.1648816522093466,On,On,15514.155647858757,16.666666666666686,0.9250000000000002,3933.5792135301326,20.268164377177175,0.6996828125000001,1,18748.05204888889,18748.05204888889,Off,0.0,18.33333333333337,0,0.0,0.05,0.0,0.0,0,0,0,8399.711115555556,Lower On,2499.896577777778,1.0,35.31545510229034,51.666666666666686,46.10666666666668,0.0,49.55224305473067,1.046658308998861,2708.2429294214326,2499.896577777778,35.31545510229034,46.96682806948517,49.55224305473067,45.67412057686242,12.43753247303448,16.674676248583154,0.0,-1.4902509593650077,-1.766181327175238,2.8,9.236100170605994,14640.939536120577,4138.076913803254,1730.2839714256918,-1154.4493618993024,-0.0,-0.0,442.42506016569445,0.0,2.0,0.06384610061984353,0.0,0.0,0.4656340955417074,131.99922844444444,-161.1918100045715,0.2332282311321432,7.613278592762522,0.002684971115785149,40.20412426209821,1.236089982384494,0,0,204.49770027312093,0.33636631613823464,2001.6277094000275,-271.34373797433597
2025-01-01 00:07:00,3.5753941762052337,0.20919678115417173,0.6915783783783783,0.0595899029367539,0.0034866130192361955,0.011526306306306305,0.03450057771693738,2.499896577777778,0.2913142082105183,0.6996828125000001,0.05,0.6915783783783783,0.0,0.0,0.1946134478208384,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.004544051535087718,0.0,On,0.02995652618184966,0,On,0.031829611116067025,0,On,0.21984220294579554,0.1648816522093466,On,On,15514.155647858757,16.666666666666686,0.9250000000000002,3933.5792135301326,20.268164377177175,0.6996828125000001,1,18748.05204888889,18748.05204888889,Off,0.0,18.33333333333337,0,0.0,0.05,0.0,0.0,0,0,0,8399.711115555556,Lower On,2499.896577777778,1.0,35.1503722108132,51.666666666666686,46.10666666666668,0.0,49.4894075869252,1.0484333140229325,2708.242929421433,2499.896577777778,35.1503722108132,46.93263217628285,49.4894075869252,45.654244470961686,12.43753247303448,16.781522521544186,0.0,-1.2949068565394262,-1.721122285770768,2.8,9.236100170605994,14620.919192179685,4132.824731660367,1709.840404694834,-1166.960831394412,-0.0,-0.0,442.42506016569445,0.0,2.0,0.06404484233408711,0.0,0.0,0.4670835328207235,131.99922844444444,-168.70068445035525,0.23165948297987138,7.664992660822982,0.0026850785181508643,39.97410183425509,1.2356343753774885,0,0,199.24551813023476,0.3358039903760594,1978.562430616546,-268.72202592171186
2025-01-01 00:08:00,2.875711363705234,0.20919678115417173,0.0,0.04792852272842056,0.0034866130192361955,0.0,0.03450057771693738,2.499896577777778,0.2913142082105183,0.0,0.05,0.0,0.0,0.0,0.1946134478208384,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.004544051535087718,0.0,On,0.02995652618184966,0,On,0.031829611116067025,0,On,0.21984220294579554,0.1648816522093466,On,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,18748.05204888889,Off,0.0,18.33333333333337,0,0.0,0.05,0.0,0.0,0,0,0,8399.711115555556,Lower On,2499.896577777778,1.0,34.98844099785765,51.666666666666686,46.10666666666668,0.0,49.42660305501933,1.0502134713095501,2708.242929421433,2499.896577777778,34.98844099785765,46.898459451081315,49.42660305501933,45.63438764911231,12.43753247303448,16.885683337841073,0.0,-1.1033048235185074,-1.6765772578608187,2.8,9.236100170605994,-912.6661509888738,194.13745008214673,1689.9884149316697,-1179.2082768872053,-0.0,-0.0,442.42506016569445,0.0,2.0,0.06423843414702338,0.0,0.0,0.4684954115078433,131.99922844444444,-175.882934267363,0.23014175537247022,7.715122968381245,0.002685185345403718,39.7494584859656,1.235190541071041,0,0,194.13745008214673,0.33524715224018614,1955.8197772292783,-265.8313622976088
2025-01-01 00:09:00,2.875711363705234,0.20919678115417173,0.0,0.04792852272842056,0.0034866130192361955,0.0,0.03450057771693738,2.499896577777778,0.2913142082105183,0.0,0.05,0.0,0.0,0.0,0.1946134478208384,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.004544051535087718,0.0,On,0.02995652618184966,0,On,0.031829611116067025,0,On,0.21984220294579554,0.1648816522093466,On,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,18748.05204888889,Off,0.0,18.33333333333337,0,0.0,0.05,0.0,0.0,0,0,0,8399.711115555556,Lower On,2499.896577777778,1.0,35.08506354079418,51.666666666666686,46.10666666666668,0.0,49.36382898883838,1.0519988160685052,2708.242929421433,2499.896577777778,35.08506354079418,46.86430945156887,49.36382898883838,45.61454968293412,12.43753247303448,16.76764126941727,0.0,-0.971140922494295,-1.6324744088101908,2.8,9.236100170605994,-889.0294826225258,190.78050355165334,1670.6263882991586,-1165.332403370166,-0.0,-0.0,442.42506016569445,0.0,2.0,0.06401903127877398,0.0,0.0,0.46689529098169147,131.99922844444444,-166.1221394180542,0.23188214127733822,7.65828397237974,0.0026852916104870245,39.957776087559076,1.235693378587681,0,0,190.78050355165334,0.3346949289190484,1933.3612997307835,-262.7349114316248
