Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),Spa Pump Electric Power (kW),Spa Pump Reactive Power (kVAR),Spa Heater Electric Power (kW),Spa Heater Reactive Power (kVAR),Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 00:00:00,3.5869599344894545,0.2422152772581452,0.0,3.5869599344894545,0.2422152772581452,0.0,0.011520760044204041,0.0,0.40440975222302783,3.171029422222223,0.0,0.0,0.2422152772581452,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0589948405115722,0.04424613038367913,0.0,0.0,0.0031326663011695902,0.0,0.008388093743034451,0.0,0.010628536648467544,0.0,0.2639588624992882,0.19796914687446607,0.036904673257196936,0.0,0.033922839306502986,0.0,0.0,0.0,3171.0294222222224,21.111111111111143,0.4166666666666667,0.0,3.171029422222223,0.0,0.4166666666666667,3171.0294222222224,7610.470613333334,0.0,0.0,19.23096604346987,51.66666666666668,46.10666666666668,0.0,51.22767759738535,0.0,0.0,0.0,19.23096604346987,47.98831548786447,51.22767759738535,46.36863443310403,12.43753247303448,20.800481948380344,-0.06522302061082967,-1.0047028989572448,2.8,9.236100170605994,2355.940934365158,475.8683632742894,-1128.8111691341974,0.0,0.0,392.625493550804,0.0,1.0,0.04811148661712756,0.0,0.0,0.8678416593775805,65.99961422222222,-78.9028122736713,0.1844009468383968,9.613938324921254,0.0027476885795039777,-3.2108538100364643,1.2186369551907288,0.12066004191968965,600.624692819362,-124.75632954507275
2025-01-01 01:00:00,4.361052906621515,0.2411091239985532,0.0,4.361052906621516,0.24110912399855322,0.0,0.01128581007161632,0.0,0.4176906129943427,3.9320764835555555,0.0,0.0,0.2411091239985532,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05751996949878289,0.04313997712408715,0.0,0.0,0.0028977163285818707,0.0,0.008388093743034451,0.0,0.010628536648467544,0.0,0.2639588624992882,0.19796914687446607,0.044593146852446294,0.0,0.04099009749535778,0.0,0.0,0.0,3932.0764835555556,21.111111111111143,0.5166666666666667,0.0,3.9320764835555555,0.0,0.5166666666666667,3932.0764835555556,7610.470613333334,0.0,0.0,19.14471478816524,51.66666666666668,46.10666666666668,0.0,51.100968590280864,0.0,0.0,0.0,19.14471478816524,47.89138193870429,51.100968590280864,46.28658861291601,12.43753247303448,20.824924299287968,-0.058382547373472767,0.557289502748051,2.5,9.236100170605994,3161.4166125228508,146.25966422955258,-1082.2146747594059,0.0,0.0,390.9156725654271,0.0,1.0,0.045301224355207975,0.0,0.0,0.8171497594560707,65.99961422222222,-79.36086883872615,0.18408353623452578,9.624587259647985,0.0027469681635603213,2.4941331200265537,1.2185952476420119,0.08978322274557522,243.08243195155367,-96.82276772200109
2025-01-01 02:00:00,1.9348399429357324,0.24000297073896124,0.0,1.9348399429357324,0.24000297073896124,0.0,0.01128581007161632,0.0,0.40146001019744926,1.5220941226666667,0.0,0.0,0.24000297073896124,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05604509848599359,0.042033823864495175,0.0,0.0,0.0028977163285818707,0.0,0.008388093743034451,0.0,0.010628536648467544,0.0,0.2639588624992882,0.19796914687446607,0.036904673257196936,0.0,0.033922839306502986,0.0,0.0,0.0,1522.0941226666666,19.444444444444457,0.2,0.0,1.5220941226666667,0.0,0.2,1522.0941226666666,7610.470613333334,0.0,0.0,19.961549981976624,51.66666666666668,46.10666666666668,0.0,50.97304643852273,0.0,0.0,0.0,19.961549981976624,47.79312450996377,50.97304643852273,46.2031635456843,12.43753247303448,19.56569801860304,-0.03195296497869364,0.7879316930497366,1.6500000000000001,9.236100170605994,894.2558175920063,-21.640802032878202,-966.1040024356715,0.0,0.0,389.4408015526377,0.0,1.0,0.04118125723307495,0.0,0.0,0.7428332218627356,65.99961422222222,-51.175104191626524,0.19941543919948942,9.051824217476174,0.0027504591871462484,15.641145321001444,1.2238404938584684,0.05476571556265004,67.73516052732934,-89.37596256020755
2025-01-01 03:00:00,3.5340210630586553,0.23889681747936925,0.0,3.5340210630586557,0.23889681747936925,0.0,0.011129176756557842,0.8250098313333335,0.41474087096876405,2.283141184,0.0,0.0,0.23889681747936925,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05457022747320427,0.040927670604903196,0.0,0.0,0.0027410830135233917,0.0,0.008388093743034451,0.0,0.010628536648467544,0.0,0.2639588624992882,0.19796914687446607,0.044593146852446294,0.0,0.04099009749535778,0.0,0.0,0.0,2283.141184,19.444444444444457,0.3,0.0,2.283141184,0.0,0.3,2283.141184,7610.470613333334,825.0098313333333,0.15,21.11378580313311,51.66666666666668,46.10666666666668,0.0,51.10869009783097,0.0,0.0,825.0098313333333,21.11378580313311,49.01035374170821,51.10906689977043,47.960808761707376,12.43753247303448,19.140378896456095,-0.055496694575598166,0.6224864631719126,1.6500000000000001,9.236100170605994,1645.3324064112242,12.260736318831436,-964.2068450943152,0.0,0.0,387.80929722478993,0.0,1.0,0.04214845543798717,0.0,0.0,0.7602796770466671,65.99961422222222,-61.41122971925062,0.2050201247884616,8.863162631064467,0.0027563212565789824,-1.3353480585344804,1.2256111972965633,0.06950248061472114,108.51975054099007,-96.25901422215863
2025-01-01 04:00:00,3.014339348913085,0.2377906642197773,0.0,3.0143393489130856,0.23779066421977726,0.0,0.011129176756557842,0.0,0.4663866343787497,2.536823537777778,0.0,0.0,0.2377906642197773,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053095356460414966,0.03982151734531121,0.0,0.0,0.0027410830135233917,0.0,0.008388093743034451,0.0,0.010628536648467544,0.0,0.2639588624992882,0.19796914687446607,0.07227165179534399,0.0,0.06643222697523503,0.0,0.0,0.0,2536.823537777778,19.444444444444457,0.3333333333333333,0.0,2.536823537777778,0.0,0.3333333333333333,2536.823537777778,7610.470613333334,0.0,0.0,22.990935556763016,51.66666666666668,46.10666666666668,0.0,51.73938815864928,0.0,0.0,0.0,22.990935556763016,51.74572815004452,51.748898145742146,51.73938815864928,12.43753247303448,19.09922957521993,-0.06750404128613165,0.7256865403437481,0.55,9.236100170605994,1801.0439326856058,-59.09594835879334,-1054.44596448994,0.0,0.0,386.3344262120006,0.0,1.0,0.043252519986473593,0.0,0.0,0.7801949462929373,65.99961422222222,-67.66806681423283,0.20522421118382111,8.836725946788151,0.0027532353043613535,18.38974565500074,1.2252109714104187,0.06463107821888182,36.94975226706322,-96.04570062585657
2025-01-01 05:00:00,3.5810402502351746,0.2377906642197773,0.0,3.581040250235174,0.23779066421977726,0.0,0.011442443386674802,0.0,0.5254095615151663,3.0441882453333333,0.0,0.0,0.2377906642197773,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053095356460414966,0.03982151734531121,0.0,0.0,0.003054349643640351,0.0,0.008388093743034451,0.0,0.010628536648467544,0.0,0.2639588624992882,0.19796914687446607,0.10302554617634144,0.0,0.09470125973065419,0.0,0.0,0.0,3044.1882453333333,19.444444444444457,0.4,0.0,3.0441882453333333,0.0,0.4,3044.1882453333333,7610.470613333334,0.0,0.0,22.86026761388467,51.66666666666668,46.10666666666668,0.0,51.61509138588497,0.0,0.0,0.0,22.86026761388467,51.62989757998087,51.63730067702883,51.61509138588497,12.43753247303448,19.168630477519425,-0.04723596695712254,-0.08750483953707229,-0.25000000000000006,9.236100170605994,2251.0849659889523,-95.17742351347513,-1106.9395575875208,0.0,0.0,386.64769284211746,0.0,1.0,0.04329408591854186,0.0,0.0,0.7809447183327572,65.99961422222222,-72.81141459897786,0.20541885507721808,8.8833928646238,0.0027692967268349326,23.894150451422593,1.2242933543907157,0.05056266157907387,13.726659538479057,-108.90408305195419
2025-01-01 06:00:00,3.1743465813135243,0.24000297073896124,0.0,3.1743465813135243,0.24000297073896124,0.0,0.011834026674321001,0.0,0.4988478399725366,2.663664714666667,0.0,0.0,0.24000297073896124,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05604509848599359,0.042033823864495175,0.0,0.0,0.0034459329312865493,0.0,0.008388093743034451,0.0,0.010628536648467544,0.0,0.2639588624992882,0.19796914687446607,0.08764859898584271,0.0,0.0805667433529446,0.0,0.0,0.0,2663.664714666667,19.444444444444457,0.35,0.0,2.663664714666667,0.0,0.35,2663.664714666667,7610.470613333334,0.0,0.0,22.793382824401203,51.66666666666668,46.10666666666668,0.0,51.49136860553742,0.0,0.0,0.0,22.793382824401203,51.51454655934185,51.52613553624408,51.49136860553742,12.43753247303448,19.147944728923978,-0.05602856685903556,-0.4133958497346672,0.3,9.236100170605994,1907.470126490842,-41.58027749801224,-1069.3789236746572,0.0,0.0,389.9890181553424,0.0,1.0,0.04317079145509883,0.0,0.0,0.7787207157240253,65.99961422222222,-76.8046826565102,0.20568850802674224,8.873684671296745,0.002769282038668471,-4.127599121377435,1.224380193436336,0.0631250712636066,61.33397047500976,-102.91424797302199
2025-01-01 07:00:00,3.7335290118708553,0.24908431349311336,0.0,3.7335290118708553,0.24908431349311333,0.0,0.017243600229627155,0.0,0.41841481253011675,3.2978705991111115,0.0,0.0,0.24908431349311336,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0589948405115722,0.04424613038367913,0.0,0.0,0.00321098295869883,0.0,0.014032617270928326,0.0,0.01547488197559897,0.0,0.2731175774792457,0.20483818310943422,0.036904673257196936,0.0,0.033922839306502986,0.0,0.0,0.0,3297.8705991111115,19.444444444444457,0.43333333333333335,0.0,3.2978705991111115,0.0,0.43333333333333335,3297.8705991111115,7610.470613333334,0.0,0.0,22.557970369981387,51.66666666666668,46.10666666666668,0.0,51.33395874321887,0.14300856770882703,386.31591441988735,0.0,22.557970369981387,51.171971845844496,51.369034053737685,51.0559030866385,12.43753247303448,19.130717418184457,-0.06281791831207997,-0.6791703129554476,-0.55,9.236100170605994,2483.2333679793633,-92.50999011753444,-1149.613061184794,0.0,0.0,411.71228399471903,1.373447185206892,1.0,0.04429278772789524,0.0,0.0,0.7989594398970684,65.99961422222222,-76.73645394167308,0.20604861345731418,8.867883976146466,0.0027711564732135962,19.919031100840066,1.2244509761344362,0.06146812191447905,8.073110210214319,-100.58310032774877
2025-01-01 08:00:00,3.4326769487240654,0.27793080539392273,0.0,3.4326769487240654,0.27793080539392273,0.0,0.039034274168677476,0.0,0.4762956061109433,2.9173470684444442,0.0,0.0,0.27793080539392273,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0604697115243615,0.04535228364327111,0.0,0.0,0.0024278163834064326,0.0,0.036606457785271045,0.0,0.03489368635534628,0.0,0.3101046956675356,0.23257852175065163,0.036904673257196936,0.0,0.033922839306502986,0.0,0.0,0.0,2917.3470684444446,19.444444444444457,0.38333333333333336,0.0,2.9173470684444442,0.0,0.38333333333333336,2917.3470684444446,7610.470613333334,0.0,0.0,20.770914608257083,51.66666666666668,46.10666666666668,0.0,50.83804800006609,0.06306372432853169,169.2691639154277,0.0,20.770914608257083,48.59739011216558,50.83804800006609,47.47706116821532,12.43753247303448,19.179167816563087,-0.05380759814956519,-1.1576794628105123,-1.4,9.236100170605994,2058.218282590203,-107.46669763609312,-1248.2078303003277,0.0,0.0,450.3003782463045,77.10643816889609,0.41675,0.045875059995484864,0.0,0.0,0.8275006862156401,27.50533922711111,-61.22133380021808,0.20641573472529937,8.907875876147813,0.002783227047964736,30.923954145178325,1.2248142144460838,0.06485939753251536,-4.986475136497372,-102.48022249959574
2025-01-01 09:00:00,3.4456631469663117,0.2433214305177372,0.0,3.4456631469663117,0.2433214305177372,0.0,0.010346010181265445,0.0,0.391128891451713,3.0441882453333333,0.0,0.0,0.2433214305177372,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0604697115243615,0.04535228364327111,0.0,0.0,0.001957916438230994,0.0,0.008388093743034451,0.0,0.010628536648467544,0.0,0.2639588624992882,0.19796914687446607,0.02921619966194757,0.0,0.0268555811176482,0.0,0.0,0.0,3044.1882453333333,19.444444444444457,0.4,0.0,3.0441882453333333,0.0,0.4,3044.1882453333333,7610.470613333334,0.0,0.0,20.676009420928615,51.66666666666668,46.10666666666668,0.0,50.692401191402276,0.0,0.0,0.0,20.676009420928615,48.378792923974366,50.692401191402276,47.22198879026041,12.43753247303448,19.10492507944684,-0.0653571698564166,-1.2709247351035495,-0.85,9.236100170605994,2161.173148534514,-38.634714888790526,-1187.1898669382656,0.0,0.0,326.9260004784325,232.4743448036663,0.0,0.04503903298488383,0.0,0.0,0.8124203152028228,0.0,-22.75123033898647,0.20854499316928832,8.894068419723167,0.0027976663526332883,53.39121057791058,1.2257293826230964,0.06784798800237096,40.0926719297779,-78.72738681856843
