Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Spa Pump Electric Power (kW),Spa Pump Reactive Power (kVAR),Spa Pump Mode,Spa Heater Electric Power (kW),Spa Heater Reactive Power (kVAR),Spa Heater Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 00:00:00,0.4159305122672319,0.2422152772581452,0.0,0.006932175204453865,0.0040369212876357535,0.0,0.011520760044204041,0.0,0.40440975222302783,0.0,0.0,0.0,0.2422152772581452,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.0589948405115722,0.04424613038367914,On,0,0,Off,0.0031326663011695902,0.0,On,0.008388093743034451,0,On,0.010628536648467544,0,On,0.2639588624992882,0.19796914687446607,On,0.036904673257196936,0,On,0.033922839306502986,0,On,0,0,Off,Off,0.0,21.111111111111143,0.0,0.0,0.0,0.0,0,0.0,7610.470613333334,Off,0.0,0.0,19.143837375359688,51.666666666666686,46.10666666666668,0.0,51.29019560558095,0.0,0.0,0.0,19.143837375359688,48.0361154521196,51.29019560558095,46.40907537538894,12.43753247303448,20.972543914515754,0.0,-2.4627922259877773,2.8,9.236100170605994,-821.4089505939007,737.9735636435986,-1144.366545619558,-0.0,-0.0,392.625493550804,0.0,1.0,0.04832053946432166,0.0,0,0.871612583590551,65.99961422222222,-69.66789852514653,0.18193373963425302,9.669296663070085,0.0027483302004810556,-3.570049278416895,1.2144335127261174,0.12584503148389073,863.1175556325032,-125.14399198890469
2025-01-01 00:01:00,0.4159305122672319,0.2422152772581452,0.0,0.006932175204453865,0.0040369212876357535,0.0,0.011520760044204041,0.0,0.40440975222302783,0.0,0.0,0.0,0.2422152772581452,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.0589948405115722,0.04424613038367914,On,0,0,Off,0.0031326663011695902,0.0,On,0.008388093743034451,0,On,0.010628536648467544,0,On,0.2639588624992882,0.19796914687446607,On,0.036904673257196936,0,On,0.033922839306502986,0,On,0,0,Off,Off,0.0,21.111111111111143,0.0,0.0,0.0,0.0,0,0.0,7610.470613333334,Off,0.0,0.0,19.23021423792262,51.666666666666686,46.10666666666668,0.0,51.28808416777028,0.0,0.0,0.0,19.23021423792262,48.03450344580533,51.28808416777028,46.40771308482286,12.43753247303448,20.84826159689059,0.0,-2.383495695881461,2.8,9.236100170605994,-809.6676385249598,720.2152147659226,-1132.9994743210907,-0.0,-0.0,392.625493550804,0.0,1.0,0.048170003658548594,0.0,0,0.8688971978757533,65.99961422222222,-69.29365775467309,0.18386382786680863,9.637329542946098,0.0027483061914232556,-3.3783856671577217,1.2184959268588624,0.12556996228132347,848.2544720983202,-128.0392573323976
2025-01-01 00:02:00,0.4159305122672319,0.2422152772581452,0.0,0.006932175204453865,0.0040369212876357535,0.0,0.011520760044204041,0.0,0.40440975222302783,0.0,0.0,0.0,0.2422152772581452,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.0589948405115722,0.04424613038367914,On,0,0,Off,0.0031326663011695902,0.0,On,0.008388093743034451,0,On,0.010628536648467544,0,On,0.2639588624992882,0.19796914687446607,On,0.036904673257196936,0,On,0.033922839306502986,0,On,0,0,Off,Off,0.0,21.111111111111143,0.0,0.0,0.0,0.0,0,0.0,7610.470613333334,Off,0.0,0.0,19.313940409047532,51.666666666666686,46.10666666666668,0.0,51.28596497875889,0.0,0.0,0.0,19.313940409047532,48.032884166129655,51.28596497875889,46.40634375981504,12.43753247303448,20.727735870723052,0.0,-2.3076977232300138,2.8,9.236100170605994,-798.5062401504404,704.3880110508903,-1122.0189965793586,-0.0,-0.0,392.625493550804,0.0,1.0,0.04802386537124965,0.0,0,0.8662611352082785,65.99961422222222,-69.11273712188569,0.1852317660865036,9.582449562386078,0.0027482835470766563,-3.192444273088859,1.2189956755104072,0.12530646466352977,834.0965341913305,-129.70852314044024
2025-01-01 00:03:00,0.4159305122672319,0.2422152772581452,0.0,0.006932175204453865,0.0040369212876357535,0.0,0.011520760044204041,0.0,0.40440975222302783,0.0,0.0,0.0,0.2422152772581452,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.0589948405115722,0.04424613038367914,On,0,0,Off,0.0031326663011695902,0.0,On,0.008388093743034451,0,On,0.010628536648467544,0,On,0.2639588624992882,0.19796914687446607,On,0.036904673257196936,0,On,0.033922839306502986,0,On,0,0,Off,Off,0.0,21.111111111111143,0.0,0.0,0.0,0.0,0,0.0,7610.470613333334,Off,0.0,0.0,19.39515253490903,51.666666666666686,46.10666666666668,0.0,51.28383827826027,0.0,0.0,0.0,19.39515253490903,48.031257836293975,51.28383827826027,46.40496761531083,12.43753247303448,20.61077292707727,-0.0003381840338718689,-2.235019771832268,2.8,9.236100170605994,-787.9002287861938,689.086237038093,-1111.4036635727398,-0.0,-0.0,392.625493550804,0.0,1.0,0.047881903311675994,0.0,0,0.8637004039149496,65.99961422222222,-69.12205876425801,0.18657026732392146,9.529400192982973,0.0027482621578141945,-3.0119292602673715,1.2194810430614513,0.12505329182210959,820.5668359590918,-131.4805989209988
2025-01-01 00:04:00,0.4159305122672319,0.2422152772581452,0.0,0.006932175204453865,0.0040369212876357535,0.0,0.011520760044204041,0.0,0.40440975222302783,0.0,0.0,0.0,0.2422152772581452,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.0589948405115722,0.04424613038367914,On,0,0,Off,0.0031326663011695902,0.0,On,0.008388093743034451,0,On,0.010628536648467544,0,On,0.2639588624992882,0.19796914687446607,On,0.036904673257196936,0,On,0.033922839306502986,0,On,0,0,Off,Off,0.0,21.111111111111143,0.0,0.0,0.0,0.0,0,0.0,7610.470613333334,Off,0.0,0.0,19.47397368149739,51.666666666666686,46.10666666666668,0.0,51.281704293631336,0.0,0.0,0.0,19.47397368149739,48.02962466799341,51.281704293631336,46.40358485517445,12.43753247303448,20.497198229297947,-0.11391288181319581,-2.165244940088931,2.8,9.236100170605994,-776.3673695647906,674.6942875411473,-1101.1341340641575,-0.0,-0.0,392.625493550804,0.0,1.0,0.047743918279528244,0.0,0,0.8612114107931752,65.99961422222222,-67.858729051437,0.18788045939510842,9.477356320405388,0.002748241986027664,-2.8365836666570834,1.219952719797939,0.12480974877447812,807.6195780785209,-132.92529053737354
2025-01-01 00:05:00,0.4159305122672319,0.2422152772581452,0.0,0.006932175204453865,0.0040369212876357535,0.0,0.011520760044204041,0.0,0.40440975222302783,0.0,0.0,0.0,0.2422152772581452,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.0589948405115722,0.04424613038367914,On,0,0,Off,0.0031326663011695902,0.0,On,0.008388093743034451,0,On,0.010628536648467544,0,On,0.2639588624992882,0.19796914687446607,On,0.036904673257196936,0,On,0.033922839306502986,0,On,0,0,Off,Off,0.0,21.111111111111143,0.0,0.0,0.0,0.0,0,0.0,7610.470613333334,Off,0.0,0.0,19.55048068443609,51.666666666666686,46.10666666666668,0.0,51.27956324110039,0.0,0.0,0.0,19.55048068443609,48.0279848625603,51.27956324110039,46.402195673290265,12.43753247303448,20.386902875695185,-0.2242082354159578,-2.098131091330287,2.8,9.236100170605994,-763.9581507332755,661.0866889268144,-1091.197294890994,-0.0,-0.0,392.625493550804,0.0,1.0,0.047609789748944926,0.0,0,0.8587919817807724,65.99961422222222,-65.38634939308535,0.1891627793513052,9.427736306862496,0.0027482229959278344,-2.666249238237511,1.2204111262914032,0.12457504442595548,795.2050086775623,-134.1183197507479
2025-01-01 00:06:00,8.026401125600566,0.2422152772581452,0.0,0.13377335209334276,0.0040369212876357535,0.0,0.011520760044204041,0.0,0.40440975222302783,7.610470613333334,0.0,0.0,0.2422152772581452,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.0589948405115722,0.04424613038367914,On,0,0,Off,0.0031326663011695902,0.0,On,0.008388093743034451,0,On,0.010628536648467544,0,On,0.2639588624992882,0.19796914687446607,On,0.036904673257196936,0,On,0.033922839306502986,0,On,0,0,Off,On,7610.470613333334,21.111111111111143,1.0,0.0,7.610470613333334,0.0,1,7610.470613333334,7610.470613333334,Off,0.0,0.0,19.62474506640047,51.666666666666686,46.10666666666668,0.0,51.27741532994704,0.0,0.0,0.0,19.62474506640047,48.02633861485707,51.27741532994704,46.40080025731208,12.43753247303448,20.27978550195909,-0.3313256091520529,-2.0334625744031074,2.8,9.236100170605994,6858.879929461111,648.197629434502,-1081.5809358916435,-0.0,-0.0,392.625493550804,0.0,1.0,0.04747940554034759,0.0,0,0.8564400933669676,65.99961422222222,-62.63524153138357,0.19041762626356473,9.378294234355925,0.002748205152871957,-2.50077849232128,1.220856653974451,0.12434847258582789,783.2789712562759,-135.08134182177383
2025-01-01 00:07:00,8.026401125600566,0.2422152772581452,0.0,0.13377335209334276,0.0040369212876357535,0.0,0.011520760044204041,0.0,0.40440975222302783,7.610470613333334,0.0,0.0,0.2422152772581452,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.0589948405115722,0.04424613038367914,On,0,0,Off,0.0031326663011695902,0.0,On,0.008388093743034451,0,On,0.010628536648467544,0,On,0.2639588624992882,0.19796914687446607,On,0.036904673257196936,0,On,0.033922839306502986,0,On,0,0,Off,On,7610.470613333334,21.111111111111143,1.0,0.0,7.610470613333334,0.0,1,7610.470613333334,7610.470613333334,Off,0.0,0.0,19.50951849864726,51.666666666666686,46.10666666666668,0.0,51.275260762982604,0.0,0.0,0.0,19.50951849864726,48.024686113723526,51.275260762982604,46.399398789093986,12.43753247303448,20.441731890537476,-0.16937922057366706,-1.9710428846108936,2.8,9.236100170605994,6838.9025185023265,635.9649796662898,-1096.1325470024044,-0.0,-0.0,392.625493550804,0.0,1.0,0.047676482215673846,0.0,0,0.8599949897330024,65.99961422222222,-68.06104137940648,0.18852109149750668,9.452298835150792,0.0027481884232856964,-2.7442711345389403,1.2201832368185876,0.12412938747331625,771.8014399430791,-135.83646027678938
2025-01-01 00:08:00,8.026401125600566,0.2422152772581452,0.0,0.13377335209334276,0.0040369212876357535,0.0,0.011520760044204041,0.0,0.40440975222302783,7.610470613333334,0.0,0.0,0.2422152772581452,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.0589948405115722,0.04424613038367914,On,0,0,Off,0.0031326663011695902,0.0,On,0.008388093743034451,0,On,0.010628536648467544,0,On,0.2639588624992882,0.19796914687446607,On,0.036904673257196936,0,On,0.033922839306502986,0,On,0,0,Off,On,7610.470613333334,21.111111111111143,1.0,0.0,7.610470613333334,0.0,1,7610.470613333334,7610.470613333334,Off,0.0,0.0,19.39819299275265,51.666666666666686,46.10666666666668,0.0,51.27311667274443,0.0,0.0,0.0,19.39819299275265,48.023043315240045,51.27311667274443,46.39800663648785,12.43753247303448,20.598148648907095,-0.012962462204047398,-1.9106932585946088,2.8,9.236100170605994,6820.074316597466,624.332137376216,-1110.2602996699934,-0.0,-0.0,392.625493550804,0.0,1.0,0.04786657231822327,0.0,0,0.8634238613315993,65.99961422222222,-72.7614906166779,0.18670931301402685,9.523853079510605,0.0027481700546621852,-2.9787721892016696,1.2195335199232733,0.12391719973381851,760.736174490146,-136.40403711393006
2025-01-01 00:09:00,8.026401125600566,0.2422152772581452,0.0,0.13377335209334276,0.0040369212876357535,0.0,0.011520760044204041,0.0,0.40440975222302783,7.610470613333334,0.0,0.0,0.2422152772581452,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.0589948405115722,0.04424613038367914,On,0,0,Off,0.0031326663011695902,0.0,On,0.008388093743034451,0,On,0.010628536648467544,0,On,0.2639588624992882,0.19796914687446607,On,0.036904673257196936,0,On,0.033922839306502986,0,On,0,0,Off,On,7610.470613333334,21.111111111111143,1.0,0.0,7.610470613333334,0.0,1,7610.470613333334,7610.470613333334,Off,0.0,0.0,19.29051042432127,51.666666666666686,46.10666666666668,0.0,51.270982706434346,0.0,0.0,0.0,19.29051042432127,48.0214098909178,51.270982706434346,46.39662348315954,12.43753247303448,20.749401974882833,0.0,-1.8522511521720177,2.8,9.236100170605994,6801.7272142396505,613.2476795002366,-1123.98975826622,-0.0,-0.0,392.625493550804,0.0,1.0,0.048050146753150905,0.0,0,0.8667352024151689,65.99961422222222,-77.37913437826762,0.18497580372954317,9.592436191458159,0.0027481501057968686,-3.2048766800793365,1.218905909976615,0.12371137191714345,750.0503656984921,-136.80268619825551
