Metric,Value
Total Electric Energy (kWh),66.77322008910383
Total Gas Energy (therms),0.0
Average Electric Power (kW),2.7822175037126593
Peak Electric Power (kW),5.478948014224548
Lighting Electric Energy (kWh),0.8541339418241791
Water Heating Electric Energy (kWh),7.874674220000001
Other Electric Energy (kWh),7.772975844316693
HVAC Heating Electric Energy (kWh),49.07143608296296
HVAC Cooling Electric Energy (kWh),1.2
Average Temperature - Indoor (C),22.225100438791817
Unmet Heating Load (C-hours),18.181988677824876
Unmet Cooling Load (C-hours),0.0
Total HVAC Heating Delivered (kWh),49.07143608296296
Average HVAC Heating COP (-),1.0
Average HVAC Heating Duct Efficiency (-),1.0
Total HVAC Cooling Delivered (kWh),0.0
Average HVAC Cooling COP (-),0.0
Total Hot Water Unmet Demand (kWh),0.0
