occupants,plug_loads_other,plug_loads_tv,lighting_interior,hot_water_clothes_washer,clothes_washer,clothes_dryer,cooking_range,hot_water_fixtures,Vacancy,Power Outage,No Space Heating,No Space Cooling
1.0,0.596,0.0357,0.0678,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.596,0.0357,0.0678,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.596,0.0317,0.0637,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.596,0.0235,0.0555,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.585,0.021,0.0535,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.917,0.573,0.0169,0.0498,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.75,0.596,0.019,0.0507,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.75,0.596,0.019,0.0507,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.75,0.596,0.019,0.0507,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.75,0.596,0.0205,0.0587,0.0,0.0,0.0,0.0,0.0808,0,0,0,0
0.75,0.596,0.0235,0.0746,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.75,0.596,0.0235,0.0746,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.667,0.585,0.021,0.0662,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.5,0.576,0.0208,0.0747,0.0,0.0,0.0,0.0,0.135,0,0,0,0
0.5,0.606,0.0306,0.125,0.0,0.0,0.0,0.0,0.108,0,0,0,0
0.5,0.606,0.0306,0.125,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.5,0.606,0.0306,0.125,0.0,0.0,0.0,0.0,0.221,0,0,0,0
0.583,0.65,0.0475,0.199,0.0,0.0,0.0,0.333,0.0,0,0,0,0
0.75,0.739,0.0813,0.348,0.0,0.0,0.0,1.0,0.242,0,0,0,0
0.75,0.739,0.0813,0.348,0.0,0.0,0.0,0.733,0.541,0,0,0,0
0.75,0.739,0.0813,0.348,0.0,0.0,0.0,0.0,0.407,0,0,0,0
0.583,0.701,0.0687,0.284,0.0,0.0,0.0,0.0,0.404,0,0,0,0
0.25,0.626,0.0435,0.156,0.0,0.0,0.0,0.0,0.487,0,0,0,0
0.333,0.647,0.0527,0.191,0.0,0.0,0.0,0.0,0.0272,0,0,0,0
0.5,0.69,0.0711,0.262,0.0,0.0,0.0,0.0,0.0808,0,0,0,0
0.5,0.69,0.0749,0.265,0.227,0.333,0.0,0.0,0.0808,0,0,0,0
0.5,0.69,0.0827,0.269,0.174,1.0,0.0,0.0,0.0808,0,0,0,0
0.5,0.69,0.0827,0.269,0.0631,1.0,0.0,0.0,0.0,0,0,0,0
0.5,0.69,0.0827,0.269,0.391,0.533,0.467,0.0,0.0,0,0,0,0
0.5,0.69,0.0857,0.267,0.174,0.0,1.0,0.333,0.0,0,0,0,0
0.5,0.69,0.0917,0.262,0.183,0.0,1.0,1.0,0.0,0,0,0,0
0.5,0.69,0.0917,0.262,0.246,0.0,1.0,0.733,0.0,0,0,0,0
0.5,0.69,0.0917,0.262,0.189,0.0,0.867,0.0,0.0,0,0,0,0
0.5,0.69,0.0947,0.259,0.448,0.0,0.0,0.0,0.0808,0,0,0,0
0.5,0.69,0.101,0.253,0.372,0.0,0.0,0.0,0.162,0,0,0,0
0.5,0.69,0.101,0.253,0.353,0.0,0.0,0.0,0.242,0,0,0,0
0.5,0.69,0.101,0.253,0.174,0.0,0.0,0.0,0.162,0,0,0,0
0.5,0.69,0.102,0.251,0.281,0.0,0.0,0.0,0.0,0,0,0,0
0.5,0.69,0.106,0.246,0.0189,0.0,0.0,0.0,0.0,0,0,0,0
0.5,0.69,0.106,0.246,0.155,0.0,0.0,0.0,0.0,0,0,0,0
0.5,0.69,0.106,0.246,0.183,0.0,0.0,0.0,0.0,0,0,0,0
0.5,0.69,0.11,0.246,0.435,0.0,0.0,0.0,0.0808,0,0,0,0
0.5,0.69,0.119,0.244,0.208,0.0,0.0,0.0,0.0808,0,0,0,0
0.5,0.69,0.119,0.244,0.208,0.0,0.0,0.0,0.0808,0,0,0,0
0.5,0.69,0.119,0.244,0.0442,0.0,0.0,0.0,0.0,0,0,0,0
0.5,0.69,0.121,0.246,0.227,0.0,0.0,0.333,0.0808,0,0,0,0
