Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W)
2025-01-01 00:00:00,0.8611988674689559,0.12603422942076362,0.0,0.8611988674689559,0.12603422942076362,0.0,0.010225965345696657,0.0,0.17232137827710534,0.6786515238461539,0.0,0.0,0.12603422942076362,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06451914088785368,0.04838935566589025,0.0,0.0,0.003103307748538012,0.0,0.007122657597158643,0.0,0.004275739049420452,0.0,0.1035264983398312,0.07764487375487338,678.6515238461539,18.33333333333337,0.45,0.0,0.63105537,0.04759615384615386,0.45,631.05537,1402.3452666666667,0.0,0.0,35.2905864143706,51.66666666666668,46.10666666666668,0.0,49.80309041499368,0.0,0.0,0.0,35.2905864143706,48.11511453739459,49.80309041499368,47.271126598595046,12.43753247303448,17.83286183356673,-0.10104149475831689,4.807717442786471,2.8,9.236100170605994,559.7603280676994,-677.4440482647859,-439.6040469689897,0.0,0.0,307.29971718345826,0.0,2.0,0.022435736536054605,0.0,0.0,0.4174938539693818,131.99922844444444,13.41313400707698,0.2449373460316861,8.575176817444596,0.003035693032341498,56.11576341983527,1.2308506710688893,0.26068919540429125,-682.3387690904254,4.894720825639482
2025-01-01 01:00:00,0.3063778251391234,0.12482449552911637,0.0,0.3063778251391234,0.12482449552911637,0.0,0.009993217264556303,0.0,0.17070839975490898,0.12567620811965813,0.0,0.0,0.12482449552911637,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06290616236565734,0.04717962177424299,0.0,0.0,0.0028705596673976605,0.0,0.007122657597158643,0.0,0.004275739049420452,0.0,0.1035264983398312,0.07764487375487338,125.67620811965813,18.33333333333337,0.08333333333333333,0.0,0.11686210555555557,0.008814102564102566,0.08333333333333333,116.86210555555557,1402.3452666666667,0.0,0.0,34.73185666041906,51.66666666666668,46.10666666666668,0.0,49.46979025411538,0.0,0.0,0.0,34.73185666041906,47.821524188476374,49.46979025411538,46.99739115565687,12.43753247303448,18.018324474125077,-0.04077054122937026,5.274551117052743,2.5,9.236100170605994,-0.02155693385310163,-692.3382146248908,-444.33757623024394,0.0,0.0,305.45399058012157,0.0,2.0,0.021950264827600544,0.0,0.0,0.4084599872082049,131.99922844444444,13.185820596611153,0.24394326924295343,8.688522088938425,0.003058513547852313,56.61370448585517,1.2301097430275902,0.20211622402472118,-699.0230631034444,6.684848478553669
2025-01-01 02:00:00,1.0336868537109443,0.12361476163746912,0.0,1.0336868537109443,0.12361476163746912,0.0,0.009993217264556303,0.0,0.16909542123271265,0.8545982152136753,0.0,0.0,0.12361476163746912,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.061293183843461004,0.04596988788259574,0.0,0.0,0.0028705596673976605,0.0,0.007122657597158643,0.0,0.004275739049420452,0.0,0.1035264983398312,0.07764487375487338,854.5982152136752,18.33333333333337,0.5666666666666667,0.0,0.7946623177777778,0.059935897435897445,0.5666666666666667,794.6623177777778,1402.3452666666667,0.0,0.0,34.31984476870044,51.66666666666668,46.10666666666668,0.0,49.138359401713295,0.0,0.0,0.0,34.31984476870044,47.529200049364526,49.138359401713295,46.72462037319015,12.43753247303448,18.078967766631518,-0.06048262805475968,5.623018681632952,1.6500000000000001,9.236100170605994,698.9828880589579,-693.5318256445474,-468.75014877180985,0.0,0.0,303.84101205792524,0.0,2.0,0.021769108158520616,0.0,0.0,0.40508894584190547,131.99922844444444,9.293809559167215,0.24491010142264058,8.744333131288148,0.0030825355825498117,59.89934520489883,1.2298361883399276,0.13578093831480148,-700.2728717268943,6.74104608234687
2025-01-01 03:00:00,0.1773204945876457,0.12240502774582186,0.0,0.1773204945876457,0.12240502774582185,0.0,0.009838051877129404,0.0,0.1674824427105163,0.0,0.0,0.0,0.12240502774582186,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.059680205321264654,0.04476015399094848,0.0,0.0,0.0027153942799707604,0.0,0.007122657597158643,0.0,0.004275739049420452,0.0,0.1035264983398312,0.07764487375487338,0.0,11.666666666666686,0.0,0.0,0.0,0.0,0.0,0.0,1402.3452666666667,0.0,0.0,34.45469800496698,51.66666666666668,46.10666666666668,0.0,48.81179985244862,0.0,0.0,0.0,34.45469800496698,47.24098558436025,48.81179985244862,46.455578450316075,12.43753247303448,17.673715007046603,0.0,5.5071612543465465,1.6500000000000001,9.236100170605994,-138.44167500086772,-812.0775651260597,-457.987091420788,0.0,0.0,302.072868148302,0.0,2.0,0.02183082356101996,0.0,0.0,0.4062373726473869,131.99922844444444,17.47254827161832,0.25316445284915595,8.583030130270673,0.003106539606936314,50.50256131640993,1.231531086547808,0.16957562297290416,-821.7735993182482,9.696034192188455
2025-01-01 04:00:00,0.8867622096189804,0.1283449775139872,0.0,0.8867622096189804,0.1283449775139872,0.0,0.010145062980455206,0.6999710417777778,0.17664610486074747,0.0,0.0,0.0,0.1283449775139872,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058067226799068304,0.04355042009930121,0.0,0.0,0.0027153942799707604,0.0,0.007429668700484447,0.0,0.005519468175431117,0.0,0.11305940988624803,0.084794557414686,0.0,11.666666666666686,0.0,0.0,0.0,0.0,0.0,0.0,1402.3452666666667,699.9710417777777,0.2,38.65792691419908,51.66666666666668,46.10666666666668,0.0,51.090589963802444,0.09890081695666987,263.2142920447824,699.9710417777777,38.65792691419908,50.34997185715287,51.09158226971633,49.978670497914194,12.43753247303448,17.175185712460998,0.0,5.313956104581269,0.55,9.236100170605994,-165.32579427146155,-798.4793024847799,-487.10733162967057,0.0,0.0,305.36526980605413,0.0,1.9164999999999999,0.022233356713034395,0.0,0.0,0.41372788300860824,126.48826065688887,16.416267552154817,0.2627289317477711,8.367434104442768,0.003125672176793531,54.91233174434897,1.2330521187513572,0.15044326825732698,-808.5445855178031,10.065283033023402
2025-01-01 05:00:00,0.17601784684030317,0.12119529385417459,0.0,0.17601784684030317,0.1211952938541746,0.0,0.010148382651983204,0.0,0.16586946418831996,0.0,0.0,0.0,0.12119529385417459,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058067226799068304,0.04355042009930121,0.0,0.0,0.003025725054824562,0.0,0.007122657597158643,0.0,0.004275739049420452,0.0,0.1035264983398312,0.07764487375487338,0.0,11.666666666666686,0.0,0.0,0.0,0.0,0.0,0.0,1402.3452666666667,0.0,0.0,39.12011642595782,51.66666666666668,46.10666666666668,0.0,51.248920244953204,0.0,0.0,0.0,39.12011642595782,50.2834802311845,51.248920244953204,49.80076022430015,12.43753247303448,16.68842294359296,0.0,5.263380905657427,-0.25000000000000006,9.236100170605994,-246.14044510717196,-884.0661889728904,-495.68404014493296,0.0,0.0,234.7706061787372,0.0,1.0,0.022200117916130017,0.0,0.0,0.41310936115181013,65.99961422222222,14.772988859023844,0.2722547321448549,8.152703562423548,0.00314222623493948,10.330188680974594,1.23449095991803,0.13014206613544574,-893.6785609365004,9.61237196361004
2025-01-01 06:00:00,0.1796317173532631,0.12361476163746912,0.0,0.1796317173532631,0.12361476163746912,0.0,0.010536296120550456,0.0,0.16909542123271265,0.0,0.0,0.0,0.12361476163746912,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.061293183843461004,0.04596988788259574,0.0,0.0,0.003413638523391813,0.0,0.007122657597158643,0.0,0.004275739049420452,0.0,0.1035264983398312,0.07764487375487338,0.0,11.666666666666686,0.0,0.0,0.0,0.0,0.0,0.0,1402.3452666666667,0.0,0.0,39.1337047784569,51.66666666666668,46.10666666666668,0.0,50.88718874631106,0.0,0.0,0.0,39.1337047784569,49.95394498662833,50.88718874631106,49.48732310678697,12.43753247303448,16.346257654713153,0.0,4.88458947566865,0.3,9.236100170605994,-207.10918642803367,-945.5869647968652,-456.0024087361216,0.0,0.0,238.38447669169713,0.0,1.0,0.021626881463739027,0.0,0.0,0.4024423302139198,65.99961422222222,10.508745616390827,0.27820702154529464,7.989551906072562,0.0031418067136553584,-2.9246251541983184,1.2359502802932023,0.15956837125966897,-957.9703626353044,12.38339783843913
2025-01-01 07:00:00,0.2136818803250101,0.13415102004905333,0.0,0.2136818803250101,0.13415102004905333,0.0,0.02468250336105745,0.0,0.1889993769639526,0.0,0.0,0.0,0.13415102004905333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06451914088785368,0.04838935566589025,0.0,0.0,0.0031808904422514625,0.0,0.021501612918805986,0.0,0.010131350231881478,0.0,0.11434888584421747,0.08576166438316307,0.0,11.666666666666686,0.0,0.0,0.0,0.0,0.0,0.0,1402.3452666666667,0.0,0.0,39.11827433576661,51.66666666666668,46.10666666666668,0.0,50.525974230951036,0.0,0.0,0.0,39.11827433576661,49.62449301107774,50.525974230951036,49.173752401141094,12.43753247303448,16.029129973964835,0.0,4.602815014466342,-0.55,9.236100170605994,-224.02246567751962,-1089.8296203115817,-482.42632500802733,0.0,0.0,249.66620119502596,2.083259448064715,0.6665,0.022067932846491098,0.0,0.0,0.4106496044118396,43.98874287911111,8.737658135481729,0.2838366833769762,7.837192191232301,0.003141166052893336,-8.172540854201166,1.237306174092612,0.1616277389650092,-1103.8222769271,13.992656615517877
2025-01-01 08:00:00,0.1834620779015773,0.1272439633124109,0.0,0.18346207790157726,0.1272439633124109,0.0,0.009527721102275602,0.0,0.17393435679930166,0.0,0.0,0.0,0.1272439633124109,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06613211941005002,0.049599089557537494,0.0,0.0,0.0024050635051169594,0.0,0.007122657597158643,0.0,0.004275739049420452,0.0,0.1035264983398312,0.07764487375487338,0.0,11.666666666666686,0.0,0.0,0.0,0.0,0.0,0.0,1402.3452666666667,0.0,0.0,39.202756806918224,51.66666666666668,46.10666666666668,0.0,50.16487344289593,0.0,0.0,0.0,39.202756806918224,49.29474893533712,50.16487344289593,48.85968668155771,12.43753247303448,15.625847460225634,0.0,3.9767947001887665,-1.4,9.236100170605994,-293.66060300066545,-1212.720748034041,-507.27317028067324,0.0,0.0,176.21522301778907,123.99782720244428,0.0,0.022538190903770374,0.0,0.0,0.4194003689957512,0.0,37.39734426221868,0.2906026372626912,7.636804008234604,0.0031326069498252705,-21.708352924733408,1.2396226679906754,0.17320608233335827,-1231.191141898797,18.47039386475598
2025-01-01 09:00:00,0.6523645340975719,0.14195780504709773,0.0,0.6523645340975718,0.14195780504709773,0.0,0.035530193942012414,0.40831644103703707,0.2085178991185224,0.0,0.0,0.0,0.14195780504709773,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06613211941005002,0.049599089557537494,0.0,0.0,0.0019395673428362575,0.0,0.03359062659917616,0.0,0.01924082572239203,0.0,0.12314495398608034,0.09235871548956023,0.0,11.666666666666686,0.0,0.0,0.0,0.0,0.0,0.0,1402.3452666666667,408.31644103703707,0.11666666666666667,38.602123848794655,51.66666666666668,46.10666666666668,0.0,49.72899792630866,0.10169444187958601,263.2142920447824,408.31644103703707,38.602123848794655,48.60220965856148,49.72899792630866,48.038815524687884,12.43753247303448,15.466929806607011,0.0,3.775718083504119,-0.85,9.236100170605994,-111.0850941448239,-1025.835036196217,-473.2786598811286,0.0,0.0,290.4386247357314,273.22977726897017,0.8335,0.021947638003823225,0.0,0.0,0.4084111061393473,55.01067845422222,71.75494100057325,0.29401387495429776,7.567715526781135,0.003135751117689953,44.64347699572958,1.2409250267379712,0.17044444993265842,-1043.328289267685,17.4932530714681
