Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 06:59:00,3.2382342987767965,0.10481767293629687,0.0,0.05397057164627994,0.001746961215604948,0.0,0.011513159386285176,0.0,0.13799132605717784,3.0737298133333333,0.015,0.0,0.0,0.10044267293629687,0.0,0.004375000000000002,1,0,0,Off,0,0,Off,0.03331151295840273,0.024983634718802036,On,0,0,Off,0.003753327850877193,0.0,On,0.007759831535407984,0,On,0.004067762142115307,0,On,0.1006120509566598,0.07545903821749483,On,On,3073.7298133333334,19.500000000000057,1.0,0.0,3.0737298133333333,0.0,1,3073.7298133333334,3073.7298133333334,Off,0.0,0.0,22.598050964105088,51.666666666666686,46.10666666666668,0.0,51.675601766759485,0.0,0.0,0.0,22.598050964105088,51.68526456955038,51.69009597094583,51.675601766759485,12.43753247303448,Off,0.0,20.500000000000057,0,0.0,0.015,0.0,0.0,0,0.0,0,3082.84611231756,19.5959611887907,0.0,0.0,2378.042299796394,-875.1111027920299,-0.0,-0.0,208.46125609871905,0.0,1.0,0.033953447897222516,0.0,0,0.4741428940607456,65.99961422222222,-29.037666843628028,0.2035093334149372,9.137222724975707,0.0028183297574523336,4.842827822145503,1.2224686488374403
2025-01-01 07:00:00,3.299066048969308,0.12090216371982665,0.0,0.05498443414948847,0.002015036061997111,0.0,0.0404864741199966,0.0,0.1698497615159781,3.0737298133333333,0.015,0.0,0.0,0.11652716371982665,0.0,0.004375000000000002,1,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.0034974191337719296,0.0,On,0.036989054986224665,0,On,0.01448020988954254,0,On,0.12030480114390638,0.09022860085792976,On,On,3073.7298133333334,20.000000000000057,1.0,0.0,3.0737298133333333,0.0,1,3073.7298133333334,3073.7298133333334,Off,0.0,0.0,22.57673164653827,51.666666666666686,46.10666666666668,0.0,51.672244495583584,0.0,0.0,0.0,22.57673164653827,51.6820931224218,51.687017435840914,51.672244495583584,12.43753247303448,Off,0.0,21.111111111111143,0,0.0,0.015,0.0,0.0,0,0.0,0,3083.0771427448863,19.623057481822425,0.0,0.0,2434.8577731467412,-877.0612852584028,-0.0,-0.0,267.9145137781235,0.0,1.0,0.033982124310252444,0.0,0,0.4745433458059248,65.99961422222222,-29.725268706312505,0.20316880451567892,9.149191095664296,0.0028183548052527745,5.212683475546264,1.2223554902770672
2025-01-01 07:01:00,3.299066048969308,0.12090216371982665,0.0,0.05498443414948847,0.002015036061997111,0.0,0.0404864741199966,0.0,0.1698497615159781,3.0737298133333333,0.015,0.0,0.0,0.11652716371982665,0.0,0.004375000000000002,1,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.0034974191337719296,0.0,On,0.036989054986224665,0,On,0.01448020988954254,0,On,0.12030480114390638,0.09022860085792976,On,On,3073.7298133333334,20.000000000000057,1.0,0.0,3.0737298133333333,0.0,1,3073.7298133333334,3073.7298133333334,Off,0.0,0.0,22.554705271075388,51.666666666666686,46.10666666666668,0.0,51.668890422350174,0.0,0.0,0.0,22.554705271075388,51.67892466728083,51.683941789746164,51.668890422350174,12.43753247303448,Off,0.0,21.111111111111143,0,0.0,0.015,0.0,0.0,0,0.0,0,3083.3148958677034,19.651160788480766,0.0,0.0,2432.3350952121455,-879.0857679749224,-0.0,-0.0,267.9145137781235,0.0,1.0,0.03401185345430184,0.0,0,0.47495849841252297,65.99961422222222,-30.223463924388753,0.20281636815954998,9.162403696356996,0.0028183817684955983,5.1672738630684165,1.222238147662382
2025-01-01 07:02:00,3.299066048969308,0.12090216371982665,0.0,0.05498443414948847,0.002015036061997111,0.0,0.0404864741199966,0.0,0.1698497615159781,3.0737298133333333,0.015,0.0,0.0,0.11652716371982665,0.0,0.004375000000000002,1,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.0034974191337719296,0.0,On,0.036989054986224665,0,On,0.01448020988954254,0,On,0.12030480114390638,0.09022860085792976,On,On,3073.7298133333334,20.000000000000057,1.0,0.0,3.0737298133333333,0.0,1,3073.7298133333334,3073.7298133333334,Off,0.0,0.0,22.533117601772453,51.666666666666686,46.10666666666668,0.0,51.66553965211821,0.0,0.0,0.0,22.533117601772453,51.67575930335712,51.68086912897658,51.66553965211821,12.43753247303448,Off,0.0,21.111111111111143,0,0.0,0.015,0.0,0.0,0,0.0,0,3083.562893769019,19.678644234056325,0.0,0.0,2429.9719363724435,-881.0673922558866,-0.0,-0.0,267.9145137781235,0.0,1.0,0.03404091408883015,0.0,0,0.47536431561848697,65.99961422222222,-30.604998483126856,0.20247239680931067,9.17527420902012,0.0028184084994177395,5.122839543772017,1.2221234147333975
2025-01-01 07:03:00,3.299066048969308,0.12090216371982665,0.0,0.05498443414948847,0.002015036061997111,0.0,0.0404864741199966,0.0,0.1698497615159781,3.0737298133333333,0.015,0.0,0.0,0.11652716371982665,0.0,0.004375000000000002,1,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.0034974191337719296,0.0,On,0.036989054986224665,0,On,0.01448020988954254,0,On,0.12030480114390638,0.09022860085792976,On,On,3073.7298133333334,20.000000000000057,1.0,0.0,3.0737298133333333,0.0,1,3073.7298133333334,3073.7298133333334,Off,0.0,0.0,22.511949714956177,51.666666666666686,46.10666666666668,0.0,51.6621921196487,0.0,0.0,0.0,22.511949714956177,51.672596969081944,51.677799393798566,51.6621921196487,12.43753247303448,Off,0.0,21.111111111111143,0,0.0,0.015,0.0,0.0,0,0.0,0,3083.791252770034,19.705534628194098,0.0,0.0,2427.4033103704505,-883.0079728145843,-0.0,-0.0,267.9145137781235,0.0,1.0,0.034069335419196746,0.0,0,0.4757612052620326,65.99961422222222,-31.233043926421963,0.20213650836225042,9.187115318400043,0.0028184350029637818,5.079338487576209,1.2220111781534082
2025-01-01 07:04:00,3.299066048969308,0.12090216371982665,0.0,0.05498443414948847,0.002015036061997111,0.0,0.0404864741199966,0.0,0.1698497615159781,3.0737298133333333,0.015,0.0,0.0,0.11652716371982665,0.0,0.004375000000000002,1,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.0034974191337719296,0.0,On,0.036989054986224665,0,On,0.01448020988954254,0,On,0.12030480114390638,0.09022860085792976,On,On,3073.7298133333334,20.000000000000057,1.0,0.0,3.0737298133333333,0.0,1,3073.7298133333334,3073.7298133333334,Off,0.0,0.0,22.491190383330522,51.666666666666686,46.10666666666668,0.0,51.658847762515855,0.0,0.0,0.0,22.491190383330522,51.66943760554233,51.674732527055575,51.658847762515855,12.43753247303448,Off,0.0,21.111111111111143,0,0.0,0.015,0.0,0.0,0,0.0,0,3084.026663040266,19.73184785467156,0.0,0.0,2425.100332766422,-884.9085442989767,-0.0,-0.0,267.9145137781235,0.0,1.0,0.03409713504108176,0.0,0,0.47614941305802,65.99961422222222,-31.63545004605825,0.20180846121416704,9.19933911082315,0.00281846128386613,5.036745261092214,1.2219013702825026
2025-01-01 07:05:00,3.299066048969308,0.12090216371982665,0.0,0.05498443414948847,0.002015036061997111,0.0,0.0404864741199966,0.0,0.1698497615159781,3.0737298133333333,0.015,0.0,0.0,0.11652716371982665,0.0,0.004375000000000002,1,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.0034974191337719296,0.0,On,0.036989054986224665,0,On,0.01448020988954254,0,On,0.12030480114390638,0.09022860085792976,On,On,3073.7298133333334,20.000000000000057,1.0,0.0,3.0737298133333333,0.0,1,3073.7298133333334,3073.7298133333334,Off,0.0,0.0,22.470819938310246,51.666666666666686,46.10666666666668,0.0,51.65550651996321,0.0,0.0,0.0,22.470819938310246,51.666281155400995,51.671668473119894,51.65550651996321,12.43753247303448,Off,0.0,21.111111111111143,0,0.0,0.015,0.0,0.0,0,0.0,0,3084.2560909496556,19.757611785234,0.0,0.0,2422.924966756552,-886.7710147411973,-0.0,-0.0,267.9145137781235,0.0,1.0,0.034124343160203054,0.0,0,0.47652936081417047,65.99961422222222,-31.948345613707453,0.2014878663594721,9.21125964647372,0.002818487346729693,4.995016416096824,1.2217938735533045
2025-01-01 07:06:00,3.299066048969308,0.12090216371982665,0.0,0.05498443414948847,0.002015036061997111,0.0,0.0404864741199966,0.0,0.1698497615159781,3.0737298133333333,0.015,0.0,0.0,0.11652716371982665,0.0,0.004375000000000002,1,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.0034974191337719296,0.0,On,0.036989054986224665,0,On,0.01448020988954254,0,On,0.12030480114390638,0.09022860085792976,On,On,3073.7298133333334,20.000000000000057,1.0,0.0,3.0737298133333333,0.0,1,3073.7298133333334,3073.7298133333334,Off,0.0,0.0,22.45082217639368,51.666666666666686,46.10666666666668,0.0,51.65216833415819,0.0,0.0,0.0,22.45082217639368,51.66312756408096,51.66860717904235,51.65216833415819,12.43753247303448,Off,0.0,21.111111111111143,0,0.0,0.015,0.0,0.0,0,0.0,0,3084.4798236451115,19.782849373916214,0.0,0.0,2420.580432359147,-888.5969452609751,-0.0,-0.0,267.9145137781235,0.0,1.0,0.034150984726325787,0.0,0,0.476901396941458,65.99961422222222,-32.46694949133466,0.20117439962641037,9.222889536842374,0.0028185131959395653,4.954116024855082,1.2216885910172934
2025-01-01 07:07:00,3.299066048969308,0.12090216371982665,0.0,0.05498443414948847,0.002015036061997111,0.0,0.0404864741199966,0.0,0.1698497615159781,3.0737298133333333,0.015,0.0,0.0,0.11652716371982665,0.0,0.004375000000000002,1,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.0034974191337719296,0.0,On,0.036989054986224665,0,On,0.01448020988954254,0,On,0.12030480114390638,0.09022860085792976,On,On,3073.7298133333334,20.000000000000057,1.0,0.0,3.0737298133333333,0.0,1,3073.7298133333334,3073.7298133333334,Off,0.0,0.0,22.431187176019808,51.666666666666686,46.10666666666668,0.0,51.64883314967711,0.0,0.0,0.0,22.431187176019808,51.65997677927926,51.66554859408035,51.64883314967711,12.43753247303448,Off,0.0,21.111111111111143,0,0.0,0.015,0.0,0.0,0,0.0,0,3084.698097971985,19.807574656936072,0.0,0.0,2418.5397023866776,-890.3872585214461,-0.0,-0.0,267.9145137781235,0.0,1.0,0.034177075225990124,0.0,0,0.4772657377016596,65.99961422222222,-32.717366203332965,0.20086785084888642,9.234236547611129,0.0028185388356993034,4.914021690930262,1.2215854630029113
2025-01-01 07:08:00,3.299066048969308,0.12090216371982665,0.0,0.05498443414948847,0.002015036061997111,0.0,0.0404864741199966,0.0,0.1698497615159781,3.0737298133333333,0.015,0.0,0.0,0.11652716371982665,0.0,0.004375000000000002,1,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.0034974191337719296,0.0,On,0.036989054986224665,0,On,0.01448020988954254,0,On,0.12030480114390638,0.09022860085792976,On,On,3073.7298133333334,20.000000000000057,1.0,0.0,3.0737298133333333,0.0,1,3073.7298133333334,3073.7298133333334,Off,0.0,0.0,22.411896480420676,51.666666666666686,46.10666666666668,0.0,51.645500912571414,0.0,0.0,0.0,22.411896480420676,51.65682875008538,51.66249266884236,51.645500912571414,12.43753247303448,Off,0.0,21.111111111111143,0,0.0,0.015,0.0,0.0,0,0.0,0,3084.911059771218,19.831813791788584,0.0,0.0,2416.341536770967,-892.1437611169667,-0.0,-0.0,267.9145137781235,0.0,1.0,0.034202642890647963,0.0,0,0.47762277733286107,65.99961422222222,-33.15902922352299,0.2005678610879817,9.245315012634173,0.002818564270100011,4.874692807136675,1.2214843793662202
2025-01-01 07:09:00,3.299066048969308,0.12090216371982665,0.0,0.05498443414948847,0.002015036061997111,0.0,0.0404864741199966,0.0,0.1698497615159781,3.0737298133333333,0.015,0.0,0.0,0.11652716371982665,0.0,0.004375000000000002,1,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.0034974191337719296,0.0,On,0.036989054986224665,0,On,0.01448020988954254,0,On,0.12030480114390638,0.09022860085792976,On,On,3073.7298133333334,20.000000000000057,1.0,0.0,3.0737298133333333,0.0,1,3073.7298133333334,3073.7298133333334,Off,0.0,0.0,22.392941134282562,51.666666666666686,46.10666666666668,0.0,51.642171571636304,0.0,0.0,0.0,22.392941134282562,51.653683428178994,51.65943935645035,51.642171571636304,12.43753247303448,Off,0.0,21.111111111111143,0,0.0,0.015,0.0,0.0,0,0.0,0,3085.1189782340275,19.855579446340975,0.0,0.0,2414.3985847972713,-893.8672887106164,-0.0,-0.0,267.9145137781235,0.0,1.0,0.034227701674784006,0.0,0,0.477972710702452,65.99961422222222,-33.378453603569156,0.2002742418726619,9.256131941437697,0.002818589503026994,4.83610918122546,1.2213852862882015
2025-01-01 07:10:00,3.299066048969308,0.12090216371982665,0.0,0.05498443414948847,0.002015036061997111,0.0,0.0404864741199966,0.0,0.1698497615159781,3.0737298133333333,0.015,0.0,0.0,0.11652716371982665,0.0,0.004375000000000002,1,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.0034974191337719296,0.0,On,0.036989054986224665,0,On,0.01448020988954254,0,On,0.12030480114390638,0.09022860085792976,On,On,3073.7298133333334,20.000000000000057,1.0,0.0,3.0737298133333333,0.0,1,3073.7298133333334,3073.7298133333334,Off,0.0,0.0,22.37430474220108,51.666666666666686,46.10666666666668,0.0,51.638845076998464,0.0,0.0,0.0,22.37430474220108,51.65054076649665,51.65638861124574,51.638845076998464,12.43753247303448,Off,0.0,21.111111111111143,0,0.0,0.015,0.0,0.0,0,0.0,0,3085.321985000623,19.878894854960848,0.0,0.0,2412.3214245998042,-895.5594486280569,-0.0,-0.0,267.9145137781235,0.0,1.0,0.034252276635265935,0.0,0,0.4783158877170399,65.99961422222222,-33.76345388359577,0.1999866754434138,9.266700067131891,0.002818614538264109,4.798234755617045,1.2212880859650106
2025-01-01 07:11:00,3.299066048969308,0.12090216371982665,0.0,0.05498443414948847,0.002015036061997111,0.0,0.0404864741199966,0.0,0.1698497615159781,3.0737298133333333,0.015,0.0,0.0,0.11652716371982665,0.0,0.004375000000000002,1,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.0034974191337719296,0.0,On,0.036989054986224665,0,On,0.01448020988954254,0,On,0.12030480114390638,0.09022860085792976,On,On,3073.7298133333334,20.000000000000057,1.0,0.0,3.0737298133333333,0.0,1,3073.7298133333334,3073.7298133333334,Off,0.0,0.0,22.3559789568554,51.666666666666686,46.10666666666668,0.0,51.63552138122192,0.0,0.0,0.0,22.3559789568554,51.64740072027578,51.65334038980272,51.63552138122192,12.43753247303448,Off,0.0,21.111111111111143,0,0.0,0.015,0.0,0.0,0,0.0,0,3085.5203192000963,19.901771825804015,0.0,0.0,2410.47077429021,-897.2210246003067,-0.0,-0.0,267.9145137781235,0.0,1.0,0.034276380744259434,0.0,0,0.478652489526421,65.99961422222222,-33.952528220939996,0.19970498799240685,9.277733930122274,0.0028186393794124138,4.761050755409755,1.2211927282877693
2025-01-01 07:12:00,3.299066048969308,0.12090216371982665,0.0,0.05498443414948847,0.002015036061997111,0.0,0.0404864741199966,0.0,0.1698497615159781,3.0737298133333333,0.015,0.0,0.0,0.11652716371982665,0.0,0.004375000000000002,1,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.0034974191337719296,0.0,On,0.036989054986224665,0,On,0.01448020988954254,0,On,0.12030480114390638,0.09022860085792976,On,On,3073.7298133333334,20.000000000000057,1.0,0.0,3.0737298133333333,0.0,1,3073.7298133333334,3073.7298133333334,Off,0.0,0.0,22.33794894437332,51.666666666666686,46.10666666666668,0.0,51.63220043811179,0.0,0.0,0.0,22.33794894437332,51.644263245925366,51.65029464983216,51.63220043811179,12.43753247303448,Off,0.0,21.111111111111143,0,0.0,0.015,0.0,0.0,0,0.0,0,3085.7141034823676,19.92423137925222,0.0,0.0,2408.5053969719897,-898.8534741410747,-0.0,-0.0,267.9145137781235,0.0,1.0,0.03430003664622633,0.0,0,0.4789828323491632,65.99961422222222,-34.28545599839229,0.1994288933625121,9.287829712341349,0.002818664029978532,4.7245245828479625,1.2210991248126164
2025-01-01 07:13:00,3.299066048969308,0.12090216371982665,0.0,0.05498443414948847,0.002015036061997111,0.0,0.0404864741199966,0.0,0.1698497615159781,3.0737298133333333,0.015,0.0,0.0,0.11652716371982665,0.0,0.004375000000000002,1,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.0034974191337719296,0.0,On,0.036989054986224665,0,On,0.01448020988954254,0,On,0.12030480114390638,0.09022860085792976,On,On,3073.7298133333334,20.000000000000057,1.0,0.0,3.0737298133333333,0.0,1,3073.7298133333334,3073.7298133333334,Off,0.0,0.0,22.32020693832323,51.666666666666686,46.10666666666668,0.0,51.628882203678366,0.0,0.0,0.0,22.32020693832323,51.64112830193615,51.647251351065044,51.628882203678366,12.43753247303448,Off,0.0,21.111111111111143,0,0.0,0.015,0.0,0.0,0,0.0,0,3085.916908803801,19.946284501859306,0.0,0.0,2406.7395168408602,-900.4575304192283,-0.0,-0.0,267.9145137781235,0.0,1.0,0.03432325638149291,0.0,0,0.4793070843223928,65.99961422222222,-34.447279851367995,0.1991582313906911,9.297700802697024,0.002818688493303754,4.688638807546518,1.2210072289651148
2025-01-01 07:14:00,3.299066048969308,0.12090216371982665,0.0,0.05498443414948847,0.002015036061997111,0.0,0.0404864741199966,0.0,0.1698497615159781,3.0737298133333333,0.015,0.0,0.0,0.11652716371982665,0.0,0.004375000000000002,1,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.0034974191337719296,0.0,On,0.036989054986224665,0,On,0.01448020988954254,0,On,0.12030480114390638,0.09022860085792976,On,On,3073.7298133333334,20.000000000000057,1.0,0.0,3.0737298133333333,0.0,1,3073.7298133333334,3073.7298133333334,Off,0.0,0.0,22.302739538019303,51.666666666666686,46.10666666666668,0.0,51.6255666350867,0.0,0.0,0.0,22.302739538019303,51.63799584788884,51.64421045428991,51.6255666350867,12.43753247303448,Off,0.0,21.111111111111143,0,0.0,0.015,0.0,0.0,0,0.0,0,3086.1021525580863,19.967950182103973,0.0,0.0,2404.876646377309,-902.0345127382017,-0.0,-0.0,267.9145137781235,0.0,1.0,0.03434606038584513,0.0,0,0.47962553082162507,65.99961422222222,-34.73316799594592,0.1988927446398446,9.308067626510471,0.0028187127726416114,4.653364000089049,1.2209169608829313
2025-01-01 07:15:00,3.3668627508886457,0.13782002638068844,0.0,0.05611437918147743,0.0022970004396781407,0.0,0.07385532372459076,0.0,0.20427761383072157,3.0737298133333333,0.015,0.0,0.0,0.13344502638068845,0.0,0.004375000000000002,1,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.0034974191337719296,0.0,On,0.07035790459081884,0,On,0.026350911989803563,0,On,0.1428619513583888,0.10714646351879158,On,On,3073.7298133333334,20.000000000000057,1.0,0.0,3.0737298133333333,0.0,1,3073.7298133333334,3073.7298133333334,Off,0.0,0.0,22.285539500522184,51.666666666666686,46.10666666666668,0.0,51.62225369149397,0.0,0.0,0.0,22.285539500522184,51.63486584524482,51.64117192212025,51.62225369149397,12.43753247303448,Off,0.0,21.111111111111143,0,0.0,0.015,0.0,0.0,0,0.0,0,3086.2833719741584,19.989238666180203,0.0,0.0,2469.406572918668,-903.5851083989307,-0.0,-0.0,334.13221518244734,0.0,1.0,0.03436845986225247,0.0,0,0.47993832829071775,65.99961422222222,-34.87034719818197,0.19863228511602718,9.31751645328973,0.0028187368710963128,5.0923840933503985,1.2208282771729155
2025-01-01 07:16:00,3.3668627508886457,0.13782002638068844,0.0,0.05611437918147743,0.0022970004396781407,0.0,0.07385532372459076,0.0,0.20427761383072157,3.0737298133333333,0.015,0.0,0.0,0.13344502638068845,0.0,0.004375000000000002,1,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.0034974191337719296,0.0,On,0.07035790459081884,0,On,0.026350911989803563,0,On,0.1428619513583888,0.10714646351879158,On,On,3073.7298133333334,20.000000000000057,1.0,0.0,3.0737298133333333,0.0,1,3073.7298133333334,3073.7298133333334,Off,0.0,0.0,22.267331351877683,51.666666666666686,46.10666666666668,0.0,51.618943333134254,0.0,0.0,0.0,22.267331351877683,51.63173825648197,51.63813571815582,51.618943333134254,12.43753247303448,Off,0.0,21.111111111111143,0,0.0,0.015,0.0,0.0,0,0.0,0,3086.4740651259435,20.01196107749624,0.0,0.0,2467.444121378603,-905.241315387955,-0.0,-0.0,334.13221518244734,0.0,1.0,0.034392359892276424,0.0,0,0.4802720802395036,65.99961422222222,-35.1765917492226,0.19835475128703828,9.327742439021115,0.002818763245027505,5.055304025913708,1.2207336337290906
2025-01-01 07:17:00,3.3668627508886457,0.13782002638068844,0.0,0.05611437918147743,0.0022970004396781407,0.0,0.07385532372459076,0.0,0.20427761383072157,3.0737298133333333,0.015,0.0,0.0,0.13344502638068845,0.0,0.004375000000000002,1,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.0034974191337719296,0.0,On,0.07035790459081884,0,On,0.026350911989803563,0,On,0.1428619513583888,0.10714646351879158,On,On,3073.7298133333334,20.000000000000057,1.0,0.0,3.0737298133333333,0.0,1,3073.7298133333334,3073.7298133333334,Off,0.0,0.0,22.249407780359807,51.666666666666686,46.10666666666668,0.0,51.61563570981805,0.0,0.0,0.0,22.249407780359807,51.62861322308022,51.635101979711315,51.61563570981805,12.43753247303448,Off,0.0,21.111111111111143,0,0.0,0.015,0.0,0.0,0,0.0,0,3086.6659737863356,20.034281952648314,0.0,0.0,2465.6603154185677,-906.8694287042684,-0.0,-0.0,334.13221518244734,0.0,1.0,0.03441582933583848,0.0,0,0.4805998192640112,65.99961422222222,-35.3322843929448,0.19808256636246474,9.33845850191819,0.0028187894289474578,5.018856576585266,1.220640676844932
2025-01-01 07:18:00,3.3668627508886457,0.13782002638068844,0.0,0.05611437918147743,0.0022970004396781407,0.0,0.07385532372459076,0.0,0.20427761383072157,3.0737298133333333,0.015,0.0,0.0,0.13344502638068845,0.0,0.004375000000000002,1,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.0034974191337719296,0.0,On,0.07035790459081884,0,On,0.026350911989803563,0,On,0.1428619513583888,0.10714646351879158,On,On,3073.7298133333334,20.000000000000057,1.0,0.0,3.0737298133333333,0.0,1,3073.7298133333334,3073.7298133333334,Off,0.0,0.0,22.231755881198744,51.666666666666686,46.10666666666668,0.0,51.612330779219874,0.0,0.0,0.0,22.231755881198744,51.62549070510158,51.632070668042445,51.612330779219874,12.43753247303448,Off,0.0,21.111111111111143,0,0.0,0.015,0.0,0.0,0,0.0,0,3086.8671314816856,20.05621957631081,0.0,0.0,2463.789655487258,-908.4707202577226,-0.0,-0.0,334.13221518244734,0.0,1.0,0.03443888785962159,0.0,0,0.480921819999618,65.99961422222222,-35.601652770799944,0.19781548309151198,9.348251256139541,0.0028188154260676817,4.98301341956458,1.2205493296361398
2025-01-01 07:19:00,3.3668627508886457,0.13782002638068844,0.0,0.05611437918147743,0.0022970004396781407,0.0,0.07385532372459076,0.0,0.20427761383072157,3.0737298133333333,0.015,0.0,0.0,0.13344502638068845,0.0,0.004375000000000002,1,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.0034974191337719296,0.0,On,0.07035790459081884,0,On,0.026350911989803563,0,On,0.1428619513583888,0.10714646351879158,On,On,3073.7298133333334,20.000000000000057,1.0,0.0,3.0737298133333333,0.0,1,3073.7298133333334,3073.7298133333334,Off,0.0,0.0,22.214368307580266,51.666666666666686,46.10666666666668,0.0,51.6090285009327,0.0,0.0,0.0,22.214368307580266,51.62237066441911,51.629041746162315,51.6090285009327,12.43753247303448,Off,0.0,21.111111111111143,0,0.0,0.015,0.0,0.0,0,0.0,0,3087.050903979443,20.077784342618457,0.0,0.0,2462.08693423458,-910.0458902576815,-0.0,-0.0,334.13221518244734,0.0,1.0,0.0344615468059913,0.0,0,0.48123824083677785,65.99961422222222,-35.72920402351943,0.1975533525368021,9.357837796463848,0.002818841239456086,4.947758139961055,1.2204595481189957
