occupants,plug_loads_other,plug_loads_tv,ceiling_fan,lighting_interior,hot_water_dishwasher,dishwasher,hot_water_clothes_washer,clothes_washer,clothes_dryer,cooking_range,hot_water_fixtures,Vacancy,Power Outage,No Space Heating,No Space Cooling
0.856,0.629,0.0927,0.271,0.123,0.0,0.0,0.0,0.0,0.0,0.0,0.0467,0,0,0,0
1.0,0.647,0.113,0.22,0.142,0.0,0.0,0.0,0.0,0.0,0.0,0.0351,0,0,0,0
1.0,0.615,0.0406,0.29,0.0739,0.0,0.0,0.0,0.0,0.0,0.0,0.105,0,0,0,0
1.0,0.595,0.0291,0.351,0.063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.595,0.0291,0.351,0.063,0.0,0.0,0.0,0.0,0.0,0.0,0.139,0,0,0,0
1.0,0.595,0.028,0.351,0.0619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.595,0.021,0.351,0.0546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.595,0.021,0.351,0.0546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.592,0.0203,0.36,0.054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.571,0.0159,0.421,0.0504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.571,0.0159,0.421,0.0504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.571,0.0159,0.421,0.0504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.571,0.0159,0.421,0.0504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.571,0.0159,0.421,0.0504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.571,0.0159,0.421,0.0504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.571,0.0159,0.421,0.0504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.571,0.0159,0.421,0.0504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.571,0.0159,0.421,0.0504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.571,0.0159,0.421,0.0504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.571,0.0159,0.421,0.0504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.574,0.0161,0.412,0.0505,0.0,0.0,0.0,0.0,0.0,0.0,0.127,0,0,0,0
0.978,0.595,0.0183,0.351,0.0535,0.0,0.0,0.0,0.0,0.0,0.0,0.0719,0,0,0,0
0.833,0.595,0.021,0.351,0.0676,0.0,0.0,0.0,0.0,0.0,0.0,0.0907,0,0,0,0
0.833,0.595,0.021,0.351,0.0676,0.0,0.0,0.0,0.0,0.0,0.0,0.128,0,0,0,0
0.833,0.595,0.021,0.351,0.0676,0.0,0.0,0.0,0.0,0.0,0.0,0.373,0,0,0,0
0.833,0.6,0.0229,0.342,0.0791,0.0,0.0,0.0,0.0,0.0,0.0,0.373,0,0,0,0
0.833,0.632,0.0355,0.281,0.154,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0,0,0,0
0.811,0.632,0.0355,0.281,0.154,0.0,0.0,0.0,0.0,0.0,0.0,0.0907,0,0,0,0
0.667,0.632,0.0355,0.281,0.154,0.0,0.0,0.0,0.0,0.0,0.0,0.0669,0,0,0,0
0.667,0.64,0.0387,0.271,0.167,0.0,0.0,0.0,0.0,0.0,0.133,0.246,0,0,0,0
0.667,0.691,0.0595,0.211,0.254,0.0,0.0,0.0,0.0,0.0,1.0,0.0907,0,0,0,0
0.667,0.697,0.0614,0.201,0.263,0.0,0.0,0.0,0.0,0.0,1.0,0.374,0,0,0,0
0.644,0.726,0.0721,0.15,0.312,0.0,0.0,0.0,0.0,0.0,0.933,0.531,0,0,0,0
0.478,0.687,0.0586,0.22,0.246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.333,0.658,0.0527,0.281,0.195,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0,0,0,0
0.333,0.658,0.0527,0.281,0.195,0.0,0.0,0.0,0.0,0.0,0.0,0.181,0,0,0,0
0.333,0.658,0.0527,0.281,0.195,0.0,0.0,0.0,0.0,0.0,0.0,0.181,0,0,0,0
0.333,0.658,0.0537,0.281,0.196,0.0,0.0,0.0,0.0,0.0,0.0,0.126,0,0,0,0
0.333,0.658,0.0604,0.281,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.124,0,0,0,0
0.333,0.658,0.0604,0.281,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0907,0,0,0,0
0.311,0.652,0.0574,0.29,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.144,0.609,0.0352,0.36,0.115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.0,0.571,0.0159,0.421,0.0504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.0,0.571,0.0159,0.421,0.0504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.0222,0.577,0.0192,0.412,0.0601,0.0,0.0,0.0,0.0,0.0,0.0,0.0907,0,0,0,0
0.167,0.615,0.0415,0.351,0.123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.167,0.615,0.0442,0.351,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.167,0.615,0.0442,0.351,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0907,0,0,0,0
0.167,0.615,0.0442,0.351,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.167,0.615,0.0444,0.351,0.119,0.0,0.0,0.0,0.0,0.0,0.0,0.0907,0,0,0,0
0.167,0.615,0.0459,0.351,0.118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.167,0.615,0.0459,0.351,0.118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.167,0.615,0.0459,0.351,0.118,0.0,0.0,0.0,0.0,0.0,0.0,0.0907,0,0,0,0
0.189,0.62,0.051,0.342,0.126,0.0,0.0,0.0,0.0,0.0,0.133,0.363,0,0,0,0
0.333,0.658,0.0845,0.281,0.183,0.0,0.0,0.0,0.0,0.0,1.0,0.181,0,0,0,0
0.333,0.658,0.0845,0.281,0.183,0.0,0.0,0.0,0.0,0.0,1.0,0.0907,0,0,0,0
0.333,0.658,0.0845,0.281,0.183,0.0,0.0,0.0,0.0,0.0,1.0,0.0907,0,0,0,0
0.333,0.658,0.085,0.281,0.184,0.0,0.0,0.0,0.0,0.0,1.0,0.0907,0,0,0,0
0.311,0.652,0.0839,0.29,0.177,0.0,0.0,0.0,0.0,0.0,1.0,0.0907,0,0,0,0
0.167,0.615,0.0523,0.351,0.118,0.0,0.0,0.0,0.0,0.0,1.0,0.181,0,0,0,0
0.167,0.615,0.0523,0.351,0.118,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0
0.167,0.615,0.0529,0.351,0.119,0.0,0.0,0.0,0.0,0.0,0.0667,0.0907,0,0,0,0
0.167,0.621,0.057,0.351,0.126,0.0,0.0,0.0,0.0,0.0,0.0,0.0907,0,0,0,0
0.167,0.621,0.057,0.351,0.126,0.0,0.0,0.0,0.0,0.0,0.0,0.0907,0,0,0,0
0.167,0.621,0.057,0.351,0.126,0.0,0.0,0.0,0.0,0.0,0.0,0.181,0,0,0,0
0.189,0.63,0.0654,0.342,0.142,0.0,0.0,0.0,0.0,0.0,0.0,0.181,0,0,0,0
0.333,0.691,0.12,0.281,0.243,0.0,0.0,0.0,0.0,0.0,0.0,0.0907,0,0,0,0
0.333,0.691,0.12,0.281,0.243,0.0,0.0,0.0,0.0,0.0,0.0,0.0907,0,0,0,0
0.333,0.691,0.12,0.281,0.243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.333,0.694,0.123,0.281,0.253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.356,0.72,0.153,0.271,0.329,0.0,0.0,0.0,0.0,0.0,0.0,0.0907,0,0,0,0
0.5,0.781,0.209,0.211,0.442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.5,0.781,0.209,0.211,0.442,0.0,0.0,0.0,0.0,0.0,0.0,0.181,0,0,0,0
0.5,0.782,0.218,0.211,0.454,0.0,0.0,0.0,0.0,0.0,0.0,0.0907,0,0,0,0
0.5,0.79,0.279,0.211,0.529,0.367,0.133,0.0,0.0,0.0,0.0,0.0907,0,0,0,0
0.5,0.79,0.279,0.211,0.529,0.43,1.0,0.0,0.0,0.0,0.0,0.181,0,0,0,0
0.5,0.79,0.279,0.211,0.529,0.274,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.5,0.789,0.293,0.211,0.528,0.152,1.0,0.237,0.133,0.0,0.0,0.0,0,0,0,0
0.5,0.781,0.387,0.211,0.524,0.363,1.0,0.0285,1.0,0.0,0.0,0.0907,0,0,0,0
0.5,0.781,0.387,0.211,0.524,0.0,1.0,0.209,0.8,0.2,0.0,0.272,0,0,0,0
0.522,0.79,0.403,0.201,0.545,0.0,1.0,0.199,0.0,1.0,0.0,0.0,0,0,0,0
0.667,0.847,0.526,0.14,0.666,0.0,0.333,0.408,0.0,1.0,0.0,0.0907,0,0,0,0
0.667,0.824,0.629,0.14,0.561,0.0,0.0,0.199,0.0,1.0,0.0,0.0,0,0,0,0
0.667,0.824,0.629,0.14,0.561,0.0,0.0,0.256,0.0,1.0,0.0,0.0349,0,0,0,0
0.667,0.824,0.629,0.14,0.561,0.0,0.0,0.165,0.0,0.133,0.0,0.105,0,0,0,0
0.689,0.824,0.644,0.131,0.555,0.0,0.0,0.111,0.0,0.0,0.0,0.0,0,0,0,0
0.833,0.821,0.741,0.0702,0.521,0.0,0.0,0.19,0.0,0.0,0.0,0.144,0,0,0,0
0.833,0.814,0.722,0.0795,0.508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.833,0.771,0.596,0.14,0.427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.833,0.759,0.554,0.15,0.409,0.0,0.0,0.0,0.0,0.0,0.0,0.126,0,0,0,0
0.833,0.682,0.276,0.211,0.292,0.0,0.0,0.0,0.0,0.0,0.0,0.0706,0,0,0,0
0.833,0.677,0.264,0.22,0.281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.833,0.645,0.189,0.281,0.212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.811,0.635,0.166,0.299,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.667,0.571,0.0159,0.421,0.0504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.667,0.571,0.0159,0.421,0.0504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.667,0.571,0.0159,0.421,0.0504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.689,0.574,0.0176,0.412,0.0521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.833,0.595,0.0291,0.351,0.063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
