Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,Basement Lighting Electric Power (kW),Basement Lighting Reactive Power (kVAR),Basement Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 00:00:00,0.2235736689506163,0.15251706370826304,0.0,0.0037262278158436053,0.002541951061804384,0.0,0.014464813798347607,0.0,0.2091088551522687,0.0,0.0,0.0,0.15251706370826304,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.00284234283625731,0.0,On,0.005811235481045149,0,On,0.005811235481045149,0.0,On,0.005752770207917896,0,On,0.1637136907956951,0.12278526809677127,On,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,9324.643542222222,Off,0.0,0.0,35.74157979692995,51.666666666666686,46.10666666666668,0.0,51.187676743878136,0.0,0.0,0.0,35.74157979692995,49.02877273691801,51.187676743878136,47.94932073343794,12.43753247303448,18.389626709768688,0.0,-2.8040145500187554,-2.050335502501388,2.8,9.236100170605994,-1481.3361693936818,80.78713695396432,451.9485511399558,-1704.5997812808241,-0.0,-0.0,278.11332481713987,0.0,1.0,0.08390137152330714,0.0,0,2.171542406790918,65.99961422222222,-54.849712929997395,0.22755177357878162,8.689429445213463,0.0029288866968170796,-98.26692796986406,1.2250594064406592,0,0,80.78713695396432,0.08382147777157914,529.8400039940282,-77.89145285407238
2025-01-01 00:01:00,0.2235736689506163,0.15251706370826304,0.0,0.0037262278158436053,0.002541951061804384,0.0,0.014464813798347607,0.0,0.2091088551522687,0.0,0.0,0.0,0.15251706370826304,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.00284234283625731,0.0,On,0.005811235481045149,0,On,0.005811235481045149,0.0,On,0.005752770207917896,0,On,0.1637136907956951,0.12278526809677127,On,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,9324.643542222222,Off,0.0,0.0,35.92504477455302,51.666666666666686,46.10666666666668,0.0,51.18410640502248,0.0,0.0,0.0,35.92504477455302,49.025763118146955,51.18410640502248,47.946591474709194,12.43753247303448,18.228914214643233,0.0,-2.673686326863821,-1.9614923400245725,2.8,9.236100170605994,-1454.9692238506698,79.21547158282016,440.00155423423007,-1679.2357222535068,-0.0,-0.0,278.11332481713987,0.0,1.0,0.08351387748507201,0.0,0,2.1615132532606625,65.99961422222222,-53.84682641430296,0.2304563789454183,8.636715938825596,0.0029279466869403313,-97.31104564083346,1.22931632632562,0,0,79.21547158282016,0.08363397067902263,518.9714396383025,-78.96988540407244
2025-01-01 00:02:00,0.2235736689506163,0.15251706370826304,0.0,0.0037262278158436053,0.002541951061804384,0.0,0.014464813798347607,0.0,0.2091088551522687,0.0,0.0,0.0,0.15251706370826304,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.00284234283625731,0.0,On,0.005811235481045149,0,On,0.005811235481045149,0.0,On,0.005752770207917896,0,On,0.1637136907956951,0.12278526809677127,On,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,9324.643542222222,Off,0.0,0.0,36.10256214195972,51.666666666666686,46.10666666666668,0.0,51.18051956652974,0.0,0.0,0.0,36.10256214195972,49.02273805071237,51.18051956652974,47.94384729280369,12.43753247303448,18.07329801041646,0.0,-2.5459099725870007,-1.8773216271122768,2.8,9.236100170605994,-1429.640458430781,77.90048212091624,429.15092667483066,-1654.8194810055943,-0.0,-0.0,278.11332481713987,0.0,1.0,0.08313810997784228,0.0,0,2.1517876067994868,65.99961422222222,-52.93430224232676,0.2326475852356021,8.562376880123939,0.002927019044357176,-96.3820526779949,1.2299739041603894,0,0,77.90048212091624,0.0834559363462495,508.7121617691042,-79.56123509427353
2025-01-01 00:03:00,0.2235736689506163,0.15251706370826304,0.0,0.0037262278158436053,0.002541951061804384,0.0,0.014464813798347607,0.0,0.2091088551522687,0.0,0.0,0.0,0.15251706370826304,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.00284234283625731,0.0,On,0.005811235481045149,0,On,0.005811235481045149,0.0,On,0.005752770207917896,0,On,0.1637136907956951,0.12278526809677127,On,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,9324.643542222222,Off,0.0,0.0,36.2744074676613,51.666666666666686,46.10666666666668,0.0,51.17691676630682,0.0,0.0,0.0,36.2744074676613,49.01969803543261,51.17691676630682,47.94108866999551,12.43753247303448,17.922541757165053,0.0,-2.4205229237257706,-1.7973536589070023,2.8,9.236100170605994,-1405.3945657083098,76.60177655525833,418.82518902278116,-1631.3007509559586,-0.0,-0.0,278.11332481713987,0.0,1.0,0.08277355193440077,0.0,0,2.142352084629863,65.99961422222222,-52.20713956949096,0.2347912852338508,8.491164815694347,0.0029261007488471094,-95.47806835150043,1.2306116306954284,0,0,76.60177655525833,0.08328643894225612,498.9992113364546,-80.17402231367342
2025-01-01 00:04:00,0.2235736689506163,0.15251706370826304,0.0,0.0037262278158436053,0.002541951061804384,0.0,0.014464813798347607,0.0,0.2091088551522687,0.0,0.0,0.0,0.15251706370826304,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.00284234283625731,0.0,On,0.005811235481045149,0,On,0.005811235481045149,0.0,On,0.005752770207917896,0,On,0.1637136907956951,0.12278526809677127,On,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,9324.643542222222,Off,0.0,0.0,36.44084594559205,51.666666666666686,46.10666666666668,0.0,51.17329851733979,0.0,0.0,0.0,36.44084594559205,49.016643549921795,51.17329851733979,47.9383160662128,12.43753247303448,17.77641800811555,-0.0569153252178225,-2.297404577286752,-1.7212457111263304,2.8,9.236100170605994,-1381.3400200959513,75.34732010820439,409.13981426309715,-1608.631800828255,-0.0,-0.0,278.11332481713987,0.0,1.0,0.08241970293119112,0.0,0,2.133193734746906,65.99961422222222,-50.82154408483616,0.23688891262570783,8.421062094826286,0.002925191537608109,-94.59798685041811,1.2312304058829224,0,0,75.34732010820439,0.0831248021120432,489.7860214413631,-80.64620717826591
2025-01-01 00:05:00,0.2235736689506163,0.15251706370826304,0.0,0.0037262278158436053,0.002541951061804384,0.0,0.014464813798347607,0.0,0.2091088551522687,0.0,0.0,0.0,0.15251706370826304,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.00284234283625731,0.0,On,0.005811235481045149,0,On,0.005811235481045149,0.0,On,0.005752770207917896,0,On,0.1637136907956951,0.12278526809677127,On,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,9324.643542222222,Off,0.0,0.0,36.602078552680254,51.666666666666686,46.10666666666668,0.0,51.16966530863217,0.0,0.0,0.0,36.602078552680254,49.0135750494634,51.16966530863217,47.93552991987901,12.43753247303448,17.634754486696604,-0.19857884663676728,-2.1764538917386202,-1.648657400111179,2.8,9.236100170605994,-1357.3413032870453,74.13849733364142,400.0185133412484,-1586.7745019405506,-0.0,-0.0,278.11332481713987,0.0,1.0,0.08207619186211844,0.0,0,2.124302952151222,65.99961422222222,-48.680126163634455,0.23894122879775265,8.353258125352298,0.002924291159869081,-93.74094820244817,1.231830901568605,0,0,74.13849733364142,0.08297034684739141,481.0270716904507,-81.00855834920227
2025-01-01 00:06:00,9.548217211172839,0.15251706370826304,0.0,0.15913695351954732,0.002541951061804384,0.0,0.014464813798347607,0.0,0.2091088551522687,9.324643542222223,0.0,0.0,0.15251706370826304,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.00284234283625731,0.0,On,0.005811235481045149,0,On,0.005811235481045149,0.0,On,0.005752770207917896,0,On,0.1637136907956951,0.12278526809677127,On,On,9324.643542222222,18.33333333333337,0.9999999999999999,0.0,9.324643542222223,0.0,1,9324.643542222222,9324.643542222222,Off,0.0,0.0,36.75828854111013,51.666666666666686,46.10666666666668,0.0,51.16601761101123,0.0,0.0,0.0,36.75828854111013,49.01049297241762,51.16601761101123,47.93273065312083,12.43753247303448,17.49739413315876,-0.3359392001746109,-2.057584852135875,-1.5792828209703242,2.8,9.236100170605994,6125.755073583003,1937.9049497926658,391.41034815272826,-1565.6939372874542,-0.0,-0.0,278.11332481713987,0.0,1.0,0.08174268095294825,0.0,0,2.1156709945414556,65.99961422222222,-46.37914772446027,0.2409488869862832,8.287673781423333,0.0029233993743120992,-92.90616219108519,1.232413729528013,0,0,72.97624134822132,0.08282246064773192,472.68168459606085,-81.27133644333263
2025-01-01 00:07:00,9.548217211172839,0.15251706370826304,0.0,0.15913695351954732,0.002541951061804384,0.0,0.014464813798347607,0.0,0.2091088551522687,9.324643542222223,0.0,0.0,0.15251706370826304,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.00284234283625731,0.0,On,0.005811235481045149,0,On,0.005811235481045149,0.0,On,0.005752770207917896,0,On,0.1637136907956951,0.12278526809677127,On,On,9324.643542222222,18.33333333333337,0.9999999999999999,0.0,9.324643542222223,0.0,1,9324.643542222222,9324.643542222222,Off,0.0,0.0,36.47329526904735,51.666666666666686,46.10666666666668,0.0,51.16235587873074,0.0,0.0,0.0,36.47329526904735,49.00739774171396,51.16235587873074,47.92991867320557,12.43753247303448,17.73922050669379,-0.09411282663958076,-1.846751375666111,-1.512844222771864,2.8,9.236100170605994,6083.055417444575,1935.7056306607576,383.2684488948687,-1602.881167856001,-0.0,-0.0,278.11332481713987,0.0,1.0,0.08232954910359487,0.0,0,2.13086036574226,65.99961422222222,-51.891573294341754,0.23722879799585664,8.400225764143498,0.002922515948306861,-93.73443900871011,1.2313898371723289,0,0,70.77692221631308,0.08268058513532507,464.7131537502902,-81.44470485542142
2025-01-01 00:08:00,9.548217211172839,0.15251706370826304,0.0,0.15913695351954732,0.002541951061804384,0.0,0.014464813798347607,0.0,0.2091088551522687,9.324643542222223,0.0,0.0,0.15251706370826304,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.00284234283625731,0.0,On,0.005811235481045149,0,On,0.005811235481045149,0.0,On,0.005752770207917896,0,On,0.1637136907956951,0.12278526809677127,On,On,9324.643542222222,18.33333333333337,0.9999999999999999,0.0,9.324643542222223,0.0,1,9324.643542222222,9324.643542222222,Off,0.0,0.0,36.1976103953294,51.666666666666686,46.10666666666668,0.0,51.158720002489495,0.0,0.0,0.0,36.1976103953294,49.00432650886114,51.158720002489495,47.927129762046974,12.43753247303448,17.97307067959751,0.0,-1.639646945052192,-1.4490896477672552,2.8,9.236100170605994,6042.198897623717,1933.6698300178607,375.55037174367544,-1639.1686950568799,-0.0,-0.0,278.11332481713987,0.0,1.0,0.08289579835146942,0.0,0,2.1455160767544625,65.99961422222222,-56.46056591432091,0.23368939133027136,8.509245939157026,0.002921623905272453,-94.52004040810293,1.2304013618534901,0,0,68.74112157341611,0.08254421191345532,457.0883699935058,-81.53799824983041
2025-01-01 00:09:00,9.548217211172839,0.15251706370826304,0.0,0.15913695351954732,0.002541951061804384,0.0,0.014464813798347607,0.0,0.2091088551522687,9.324643542222223,0.0,0.0,0.15251706370826304,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.00284234283625731,0.0,On,0.005811235481045149,0,On,0.005811235481045149,0.0,On,0.005752770207917896,0,On,0.1637136907956951,0.12278526809677127,On,On,9324.643542222222,18.33333333333337,0.9999999999999999,0.0,9.324643542222223,0.0,1,9324.643542222222,9324.643542222222,Off,0.0,0.0,35.93079127308227,51.666666666666686,46.10666666666668,0.0,51.15510914039457,0.0,0.0,0.0,35.93079127308227,49.00127849004575,51.15510914039457,47.924363164871345,12.43753247303448,18.199324306654542,0.0,-1.4361116514769232,-1.3877906329361396,2.8,9.236100170605994,6002.4045357009945,1931.6988635270827,368.2177400871939,-1674.5821721462844,-0.0,-0.0,278.11332481713987,0.0,1.0,0.08344246902389962,0.0,0,2.1596650534181077,65.99961422222222,-60.84145074763855,0.2303181565334744,8.614362218494325,0.0029207236632484645,-95.26507545033193,1.2294465347123407,0,0,66.77015508263823,0.0824128784249249,449.77746878270983,-81.55972869551596
