Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),Other Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Basement Lighting Electric Power (kW),Basement Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),Spa Pump Electric Power (kW),Spa Pump Reactive Power (kVAR),Spa Heater Gas Power (therms/hour),Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W)
2025-01-01 00:00:00,0.8102189731113563,0.3675809413677973,0.214950102555428,0.8102189731113564,0.3675809413677973,0.21495010255542799,0.020608383421804346,0.0,0.5772823605228854,0.2123282291666667,0.0050812737265991705,0.20986882882882885,0.0,0.0,0.3675809413677973,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06438364263533634,0.04828773197650224,0.0,0.0,0.004263514254385964,0.0,0.008172434583709191,0.0,0.008172434583709191,0.0,0.01582508631664381,0.0,0.42572427918839345,0.31929320939129496,0.07134935238251174,0.0,0.0050812737265991705,0.0,0.0,4937.080559132855,22.222222222222285,0.5241666666666668,964.5980738856638,6.150649085245245,0.2123282291666667,0.5666666666666667,5689.350403851853,10040.030124444445,0.0,0.0,31.89436221629317,51.66666666666668,46.10666666666668,0.0,50.94352063765518,0.0,0.0,0.0,31.89436221629317,49.25905791039107,50.94352063765518,48.41682654675901,12.43753247303448,21.90898134010589,-0.07232844328028279,1.509551341907894,2.8,9.236100170605994,2290.3486965949132,694.5890816388772,-2297.3974621831394,0.0,0.0,760.7391489078793,0.0,4.0,0.09223804433809114,0.0,0.0,2.387312878955553,263.9984568888889,-122.65743743611094,0.20093507834524985,10.613067468809119,0.0032069100904807,-35.798258801964224,1.2137223947434115,0.0,0.0,46.11735600977927
2025-01-01 01:00:00,0.7856843793894173,0.3663737480683847,0.17897302557279382,0.7856843793894173,0.3663737480683847,0.17897302557279382,0.020288619852725398,0.0,0.5905372178700252,0.17485854166666667,0.006139872419640665,0.17283315315315315,0.0,0.0,0.3663737480683847,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06277405156945293,0.04708053867708968,0.0,0.0,0.003943750685307016,0.0,0.008172434583709191,0.0,0.008172434583709191,0.0,0.01582508631664381,0.0,0.42572427918839345,0.31929320939129496,0.086213800795535,0.0,0.006139872419640665,0.0,0.0,4065.8310486976457,22.222222222222285,0.43166666666666675,794.3748843764291,5.065240423143142,0.17485854166666667,0.4666666666666667,4685.347391407408,10040.030124444445,0.0,0.0,31.70775328940477,51.66666666666668,46.10666666666668,0.0,50.75531901201235,0.0,0.0,0.0,31.70775328940477,49.09843285827922,50.75531901201235,48.269989781412654,12.43753247303448,21.907724054459003,-0.06910245415552362,2.5893901840676055,2.5,9.236100170605994,1668.3802960695268,-1201.4213744682845,-2220.642968725982,0.0,0.0,758.8097942729169,0.0,4.0,0.08775304984662542,0.0,0.0,2.271231871510568,263.9984568888889,-122.45136843552478,0.19990119308446888,10.594597103900103,0.00318994530288316,-14.972118578426036,1.2137989667646925,0.0,0.0,44.07559818870233
2025-01-01 02:00:00,0.7879451836605107,0.36516655476897214,0.19643226471759018,0.7879451836605107,0.36516655476897214,0.19643226471759015,0.020288619852725398,0.0,0.5740631783911186,0.19359338541666668,0.0050812737265991705,0.191350990990991,0.0,0.0,0.36516655476897214,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06116446050356953,0.045873345377677135,0.0,0.0,0.003943750685307016,0.0,0.008172434583709191,0.0,0.008172434583709191,0.0,0.01582508631664381,0.0,0.42572427918839345,0.31929320939129496,0.07134935238251174,0.0,0.0050812737265991705,0.0,0.0,4501.455803915251,22.222222222222285,0.4779166666666667,879.4864791310464,5.607944754194194,0.19359338541666668,0.5166666666666667,5187.34889762963,10040.030124444445,0.0,0.0,31.487538486085565,51.66666666666668,46.10666666666668,0.0,50.5683522614371,0.0,0.0,0.0,31.487538486085565,48.938717443960265,50.5683522614371,48.12390003522185,12.43753247303448,21.936271558300234,-0.06560298765254746,1.7590417843092188,1.6500000000000001,9.236100170605994,2001.5068657405384,-1663.537467154838,-2239.856603089242,0.0,0.0,757.2002032070335,0.0,4.0,0.08432884312818069,0.0,0.0,2.1826062630882372,263.9984568888889,-117.00137750945336,0.19954683980934412,10.606970872626723,0.00318980508688869,11.532709776767783,1.2136817173202918,0.0,0.0,49.9220510911957
2025-01-01 03:00:00,2.0113510687143683,0.36935666661051564,0.1172468994466677,2.0113510687143688,0.36935666661051564,0.11724689944666769,0.020208059711344185,1.2833486265185186,0.5953853199845056,0.11240906250000002,0.006139872419640665,0.11110702702702704,0.0,0.0,0.36935666661051564,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05955486943768611,0.04466615207826457,0.0,0.0,0.003730574972587719,0.0,0.008238742369378231,0.0,0.008238742369378231,0.0,0.016695963708283013,0.0,0.4329206860430015,0.324690514532251,0.086213800795535,0.0,0.006139872419640665,0.0,0.0,2613.7485313056295,20.5555555555556,0.2775,510.66956852770437,3.256225986306306,0.11240906250000002,0.3,3012.0090373333337,10040.030124444445,1283.3486265185188,0.23333333333333334,32.98662302936755,51.66666666666668,46.10666666666668,0.0,50.3119708342366,0.29732125609397964,782.1422211042214,1283.3486265185188,32.98662302936755,48.69825934767313,50.3119708342366,47.8914036043914,12.43753247303448,20.426954225876234,-0.05559164268915353,1.6333594017917434,1.6500000000000001,9.236100170605994,735.586279063408,-816.7842386044199,-2036.6374626495642,0.0,0.0,763.0735877661936,0.0,4.0,0.08287693847593618,0.0,0.0,2.1450279438578996,263.9984568888889,-81.84867109772487,0.2194437358543338,9.944585579315113,0.003196274364087111,-16.017456971195582,1.2199192252744053,0.0,0.0,48.630089068475776
2025-01-01 04:00:00,1.9544979364488477,0.3820688392009371,0.170438755642518,1.9544979364488475,0.38206883920093704,0.17043875564251798,0.022785774879228116,1.1000131084444444,0.6693304072918415,0.16236864583333335,0.009950827714590044,0.16048792792792796,0.0,0.0,0.3820688392009371,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0579452783718027,0.043458958778852017,0.0,0.0,0.003730574972587719,0.0,0.009527599953320198,0.0,0.009527599953320198,0.0,0.020179473274839824,0.0,0.4514798405627802,0.338609880422085,0.1397258150824188,0.0,0.009950827714590044,0.0,0.0,3775.414545219242,20.5555555555556,0.40083333333333343,737.633821206684,4.703437535775776,0.16236864583333335,0.43333333333333335,4350.679720592593,10040.030124444445,1100.0131084444445,0.2,35.22799501715896,51.66666666666668,46.10666666666668,0.0,51.432029422640845,0.33679746881908107,911.3353558401867,1100.0131084444445,35.22799501715896,50.52120967577735,51.43278255256489,50.06504667242156,12.43753247303448,20.284903586862374,-0.05500794685420356,0.6810681360360926,0.55,9.236100170605994,1512.3480237213423,-2695.080872458684,-2200.086190885706,0.0,0.0,784.785235138145,0.0,4.0,0.08477109456825199,0.0,0.0,2.1940526523324513,263.9984568888889,-92.68265670649073,0.22012024388385337,9.860470967901103,0.003180830081559602,23.649144742292194,1.2199457476900026,0.0,0.0,58.302096388927836
2025-01-01 05:00:00,0.9261024716695967,0.3718423663022835,0.1993636008651344,0.9261024716695968,0.3718423663022835,0.19936360086513438,0.024422243393126694,0.0,0.71433179077647,0.18734843750000002,0.01418522248675602,0.1851783783783784,0.0,0.0,0.3718423663022835,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0579452783718027,0.043458958778852017,0.0,0.0,0.004156926398026315,0.0,0.01013265849755019,0.0,0.01013265849755019,0.0,0.019358360305580007,0.0,0.43784454336457546,0.3283834075234315,0.1991836087345119,0.0,0.01418522248675602,0.0,0.0,4356.247552176049,20.5555555555556,0.4625000000000001,851.115947546174,5.42704331051051,0.18734843750000002,0.5,5020.015062222223,10040.030124444445,0.0,0.0,35.78105185612749,51.66666666666668,46.10666666666668,0.0,51.758443527973185,0.09346726856750429,256.8150016170335,0.0,35.78105185612749,50.97929314472652,51.758489061049794,50.58967242002659,12.43753247303448,20.244886024145686,-0.0630380171652897,-0.283941157957963,-0.25000000000000006,9.236100170605994,1835.99684430376,-1109.7989066383334,-2290.730124887243,0.0,0.0,737.741969908009,0.0,3.467,0.08488666249888152,0.0,0.0,2.1970437913051604,228.82066250844443,-96.01304245784522,0.22275032730049174,9.873599641164587,0.003212667977563098,1.5930620276237404,1.21947634946171,0.0,0.0,60.64476573488785
2025-01-01 06:00:00,0.9921637612964782,0.3966981795398207,0.16021072780337572,0.9921637612964782,0.3966981795398206,0.16021072780337572,0.05230714426340398,0.0,0.7899778670330743,0.14987875,0.012068025100673032,0.14814270270270272,0.0,0.0,0.3966981795398207,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06116446050356953,0.045873345377677135,0.05618486254858356,0.0,0.004689865679824561,0.0,0.02380863929178971,0.0,0.02380863929178971,0.0,0.03540738652293104,0.0,0.4677664455495248,0.3508248341621435,0.16945471190846534,0.0,0.012068025100673032,0.0,0.0,3484.9980417408387,20.5555555555556,0.37000000000000005,680.8927580369392,4.341634648408408,0.14987875,0.4,4016.012049777778,10040.030124444445,0.0,0.0,33.414905713309345,51.66666666666668,46.10666666666668,0.0,51.2732216539598,0.15816481112038205,429.47988033847884,0.0,33.414905713309345,48.917432328479904,51.2732216539598,47.73953766573995,12.43753247303448,20.267729297577986,-0.06136506440645947,0.3804150524192381,0.3,9.236100170605994,1282.4595016852404,-1799.5004940714193,-2219.512688028096,0.0,0.0,817.7551525192414,0.0,3.0,0.08458316146500125,0.0,0.0,2.189188551830406,197.99884266666666,-103.7813961985765,0.22027376118895384,9.84901063823324,0.0031812285908485428,-58.429898076419654,1.2194046350707255,0.0,0.0,57.45479435500341
2025-01-01 07:00:00,2.318757153362734,0.4948057942393158,0.19025965210497756,2.318757153362734,0.4948057942393158,0.19025965210497756,0.08791791205373613,0.9166775903703706,1.1268132134386275,0.18734843750000002,0.0050812737265991705,0.1851783783783784,0.0,0.0,0.4948057942393158,0.0,1.0,0.0,0.0,0.0,0.0,0.4114065882304468,0.058622263843050845,0.06438364263533634,0.04828773197650224,0.0,0.0,0.004370102110745614,0.0,0.04177390497149526,0.0,0.04177390497149526,0.0,0.06247923229731542,0.0,0.5171943978930171,0.38789579841976274,0.07134935238251174,0.0,0.0050812737265991705,0.0,0.0,4356.247552176049,20.5555555555556,0.4625000000000001,851.115947546174,5.42704331051051,0.18734843750000002,0.5,5020.015062222223,10040.030124444445,916.6775903703705,0.16666666666666666,34.86672012595385,51.66666666666668,46.10666666666668,0.0,51.32823150722827,0.1978631467512688,535.8657422396597,916.6775903703705,34.86672012595385,50.17706213349661,51.32823150722827,49.60147744663079,12.43753247303448,20.267998843887714,-0.0631737992164983,-0.4471557851391776,-0.55,9.236100170605994,2017.0522775886561,-2128.248297469745,-2381.441992410656,0.0,0.0,1017.1923961626945,3.8583725849356267,3.0,0.0867384298307295,0.0,0.0,2.244971390289653,197.99884266666666,-103.69616790422157,0.22147035688902905,9.868390568231616,0.0031986059141491476,96.12914106940728,1.219390769155171,0.0,0.0,63.32686550475142
2025-01-01 08:00:00,1.0939154193329286,0.41296081621556063,0.17791442687975234,1.0939154193329286,0.41296081621556063,0.1779144268797523,0.06289834591719891,0.18333551807407408,0.6728230136749889,0.17485854166666667,0.0050812737265991705,0.17283315315315315,0.0,0.0,0.41296081621556063,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06599323370121975,0.04949492527591479,0.0,0.0,0.0033042235471491222,0.0,0.029797061185024894,0.0,0.029797061185024894,0.0,0.05085923967172947,0.0,0.4846211879195279,0.3634658909396458,0.07134935238251174,0.0,0.0050812737265991705,0.0,0.0,4065.8310486976457,20.5555555555556,0.43166666666666675,794.3748843764291,5.065240423143142,0.17485854166666667,0.4666666666666667,4685.347391407408,10040.030124444445,183.3355180740741,0.03333333333333333,33.553767818192846,51.66666666666668,46.10666666666668,0.0,51.059814289780796,0.17164733285634098,461.2989491187791,183.3355180740741,33.553767818192846,49.02017767959872,51.059814289780796,48.000359374507674,12.43753247303448,20.245609492800664,-0.07243261983762656,-1.3114538257883275,-1.4,9.236100170605994,1427.3384261253764,-2175.2320533815887,-2559.5402487363813,0.0,0.0,776.7696687859757,280.7025951703062,2.217,0.08943313375722234,0.0,0.0,2.3147159456393784,146.32114473066667,-42.55583288233497,0.22328106768860184,9.884651899052283,0.0032188749103002506,4.139492550681877,1.2200417530515715,0.0,0.0,68.49994804955598
2025-01-01 09:00:00,1.7082642395368617,0.40514892719575585,0.18302844079932346,1.7082642395368617,0.4051489271957558,0.18302844079932346,0.05513073181961921,0.8250098313333335,0.6470201868005757,0.18110348958333333,0.004022675033557677,0.1790057657657658,0.0,0.0,0.40514892719575585,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06599323370121975,0.04949492527591479,0.0,0.0,0.002664696408991228,0.0,0.02623301770531399,0.0,0.02623301770531399,0.0,0.050336713236745954,0.0,0.47420533589312147,0.355654001919841,0.05648490396948845,0.0,0.004022675033557677,0.0,0.0,4211.039300436847,20.5555555555556,0.4470833333333334,822.7454159613014,5.246141866826827,0.18110348958333333,0.48333333333333334,4852.681226814816,10040.030124444445,825.0098313333333,0.15,34.83091999809048,51.66666666666668,46.10666666666668,0.0,51.408697196580874,0.20830410727191523,566.5247458644907,825.0098313333333,34.83091999809048,50.104605227968484,51.40951493220441,49.45174150803875,12.43753247303448,20.226980595177757,-0.08076036383246497,-0.8750594551831749,-0.85,9.236100170605994,1726.7130247153434,-1203.6591604416894,-2449.7560088364025,0.0,0.0,725.7929787577434,809.8224313255256,1.7169999999999999,0.0879983453996147,0.0,0.0,2.2775806317971083,113.32133761955555,81.84461444452468,0.22506822695659173,9.903127265360864,0.0032393411460894745,66.42470602631835,1.220716610673217,0.0,0.0,62.950983995211416
