Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:10:00,0.3582312929125307,0.19530621092827913,0.0,0.005970521548542178,0.003255103515471319,0.0,0.05644783956964815,0.0,0.25178345334288255,0.0,0.05,0.0,0.0,0.0,0.1807228775949458,0,0.01458333333333334,1,0,0,Off,0.020472697368421052,0.0,On,0.03597514220122709,0,On,0.010819616549621427,0,On,0.2409638367932611,0.1807228775949458,On,0,0,Off,Off,0.0,15.5555555555556,0.0,0.0,0.0,0.0,0,0.0,576.1778044444444,Off,0.0,18.33333333333337,0,0.0,0.05,0.0,0.0,0,0,0,1945.992177777778,Off,0.0,0.0,25.261560030126855,51.666666666666686,46.10666666666668,0.0,51.347997790149016,0.0,0.0,0.0,25.261560030126855,51.38802535884503,51.40803914319304,51.347997790149016,12.43753247303448,15.515667522306194,0.0,2.8,-399.34358236028066,-901.8345915116271,-0.0,-0.0,489.3626670036691,0.0,3.0,0.05442144558562627,0.0,0,0.7599682302382323,197.99884266666666,13.128342147677364,0.2882025231401266,7.528234765692341,0.003083134856003267,32.86235638834668,1.2407548661477008
2025-01-01 00:11:00,0.3582312929125307,0.19530621092827913,0.0,0.005970521548542178,0.003255103515471319,0.0,0.05644783956964815,0.0,0.25178345334288255,0.0,0.05,0.0,0.0,0.0,0.1807228775949458,0,0.01458333333333334,1,0,0,Off,0.020472697368421052,0.0,On,0.03597514220122709,0,On,0.010819616549621427,0,On,0.2409638367932611,0.1807228775949458,On,0,0,Off,Off,0.0,15.5555555555556,0.0,0.0,0.0,0.0,0,0.0,576.1778044444444,Off,0.0,18.33333333333337,0,0.0,0.05,0.0,0.0,0,0,0,1945.992177777778,Off,0.0,0.0,25.26026770717852,51.666666666666686,46.10666666666668,0.0,51.34424941022391,0.0,0.0,0.0,25.26026770717852,51.384480110533644,51.40459546068852,51.34424941022391,12.43753247303448,15.513951360582881,0.0,2.8,-399.39614443923773,-901.6738293807182,-0.0,-0.0,489.3626670036691,0.0,3.0,0.054419088989196396,0.0,0,0.7599353215494071,197.99884266666666,12.91501793781141,0.2882498288593079,7.527581959281154,0.003083302319829559,32.838836322246806,1.240762117376695
2025-01-01 00:12:00,0.3582312929125307,0.19530621092827913,0.0,0.005970521548542178,0.003255103515471319,0.0,0.05644783956964815,0.0,0.25178345334288255,0.0,0.05,0.0,0.0,0.0,0.1807228775949458,0,0.01458333333333334,1,0,0,Off,0.020472697368421052,0.0,On,0.03597514220122709,0,On,0.010819616549621427,0,On,0.2409638367932611,0.1807228775949458,On,0,0,Off,Off,0.0,15.5555555555556,0.0,0.0,0.0,0.0,0,0.0,576.1778044444444,Off,0.0,18.33333333333337,0,0.0,0.05,0.0,0.0,0,0,0,1945.992177777778,Off,0.0,0.0,25.259056853843195,51.666666666666686,46.10666666666668,0.0,51.3405012543128,0.0,0.0,0.0,25.259056853843195,51.38093504358896,51.40115193822705,51.3405012543128,12.43753247303448,15.51211969550731,0.0,2.8,-399.4298353831404,-901.5022589356881,-0.0,-0.0,489.3626670036691,0.0,3.0,0.05441657377873817,0.0,0,0.7599001978951189,197.99884266666666,12.70975654887852,0.2882992666576014,7.526865429688295,0.00308346966282157,32.81570673385194,1.2407698652556356
2025-01-01 00:13:00,0.3582312929125307,0.19530621092827913,0.0,0.005970521548542178,0.003255103515471319,0.0,0.05644783956964815,0.0,0.25178345334288255,0.0,0.05,0.0,0.0,0.0,0.1807228775949458,0,0.01458333333333334,1,0,0,Off,0.020472697368421052,0.0,On,0.03597514220122709,0,On,0.010819616549621427,0,On,0.2409638367932611,0.1807228775949458,On,0,0,Off,Off,0.0,15.5555555555556,0.0,0.0,0.0,0.0,0,0.0,576.1778044444444,Off,0.0,18.33333333333337,0,0.0,0.05,0.0,0.0,0,0,0,1945.992177777778,Off,0.0,0.0,25.257923317826098,51.666666666666686,46.10666666666668,0.0,51.33675331030001,0.0,0.0,0.0,25.257923317826098,51.377390146577405,51.397708564716105,51.33675331030001,12.43753247303448,15.510178411676675,0.0,2.8,-399.4452038475874,-901.3204335701553,-0.0,-0.0,489.3626670036691,0.0,3.0,0.05441390803349927,0.0,0,0.759862972098015,197.99884266666666,12.512562718898817,0.2883507290580098,7.526629581220652,0.003083636886903594,32.792948839216905,1.2407780845074605
2025-01-01 00:14:00,0.3582312929125307,0.19530621092827913,0.0,0.005970521548542178,0.003255103515471319,0.0,0.05644783956964815,0.0,0.25178345334288255,0.0,0.05,0.0,0.0,0.0,0.1807228775949458,0,0.01458333333333334,1,0,0,Off,0.020472697368421052,0.0,On,0.03597514220122709,0,On,0.010819616549621427,0,On,0.2409638367932611,0.1807228775949458,On,0,0,Off,Off,0.0,15.5555555555556,0.0,0.0,0.0,0.0,0,0.0,576.1778044444444,Off,0.0,18.33333333333337,0,0.0,0.05,0.0,0.0,0,0,0,1945.992177777778,Off,0.0,0.0,25.256863178040575,51.666666666666686,46.10666666666668,0.0,51.33300556668713,0.0,0.0,0.0,25.256863178040575,51.37384540864812,51.39426532962863,51.33300556668713,12.43753247303448,15.508133066248153,0.0,2.8,-399.4435606531155,-901.1288759830179,-0.0,-0.0,489.3626670036691,0.0,3.0,0.05441109938311136,0.0,0,0.7598237507020802,197.99884266666666,12.322648326233352,0.2884041145981223,7.525795058461268,0.003083803993907718,32.77054489386265,1.2407867512624293
2025-01-01 00:15:00,0.3582312929125307,0.19530621092827913,0.0,0.005970521548542178,0.003255103515471319,0.0,0.05644783956964815,0.0,0.25178345334288255,0.0,0.05,0.0,0.0,0.0,0.1807228775949458,0,0.01458333333333334,1,0,0,Off,0.020472697368421052,0.0,On,0.03597514220122709,0,On,0.010819616549621427,0,On,0.2409638367932611,0.1807228775949458,On,0,0,Off,Off,0.0,15.5555555555556,0.0,0.0,0.0,0.0,0,0.0,576.1778044444444,Off,0.0,18.33333333333337,0,0.0,0.05,0.0,0.0,0,0,0,1945.992177777778,Off,0.0,0.0,25.25587274391609,51.666666666666686,46.10666666666668,0.0,51.32925801255864,0.0,0.0,0.0,25.25587274391609,51.370300819500585,51.390822222971565,51.32925801255864,12.43753247303448,15.505988889390013,0.0,2.8,-399.4260546475438,-900.9280782108968,-0.0,-0.0,489.3626670036691,0.0,3.0,0.05440815500821589,0.0,0,0.7597826339813759,197.99884266666666,12.139356559684,0.288459327820247,7.524905984700652,0.003083970985578916,32.74847819167411,1.240795843056098
2025-01-01 00:16:00,0.3582312929125307,0.19530621092827913,0.0,0.005970521548542178,0.003255103515471319,0.0,0.05644783956964815,0.0,0.25178345334288255,0.0,0.05,0.0,0.0,0.0,0.1807228775949458,0,0.01458333333333334,1,0,0,Off,0.020472697368421052,0.0,On,0.03597514220122709,0,On,0.010819616549621427,0,On,0.2409638367932611,0.1807228775949458,On,0,0,Off,Off,0.0,15.5555555555556,0.0,0.0,0.0,0.0,0,0.0,576.1778044444444,Off,0.0,18.33333333333337,0,0.0,0.05,0.0,0.0,0,0,0,1945.992177777778,Off,0.0,0.0,25.254948538268636,51.666666666666686,46.10666666666668,0.0,51.32551063754766,0.0,0.0,0.0,25.254948538268636,51.366756369352174,51.38737923525444,51.32551063754766,12.43753247303448,15.503750808936601,0.0,2.8,-399.3935834856804,-900.7185039297602,-0.0,-0.0,489.3626670036691,0.0,3.0,0.05440508167432506,0.0,0,0.7597397164128914,197.99884266666666,11.962253440410796,0.2885162788146265,7.523965072126609,0.0030841378635801417,32.726732986809466,1.2408053387232707
2025-01-01 00:17:00,0.3582312929125307,0.19530621092827913,0.0,0.005970521548542178,0.003255103515471319,0.0,0.05644783956964815,0.0,0.25178345334288255,0.0,0.05,0.0,0.0,0.0,0.1807228775949458,0,0.01458333333333334,1,0,0,Off,0.020472697368421052,0.0,On,0.03597514220122709,0,On,0.010819616549621427,0,On,0.2409638367932611,0.1807228775949458,On,0,0,Off,Off,0.0,15.5555555555556,0.0,0.0,0.0,0.0,0,0.0,576.1778044444444,Off,0.0,18.33333333333337,0,0.0,0.05,0.0,0.0,0,0,0,1945.992177777778,Off,0.0,0.0,25.25408727937784,51.666666666666686,46.10666666666668,0.0,51.32176343180422,0.0,0.0,0.0,25.25408727937784,51.36321204890829,51.38393635746033,51.32176343180422,12.43753247303448,15.501423475574342,0.0,2.8,-399.34692376753304,-900.5005908076739,-0.0,-0.0,489.3626670036691,0.0,3.0,0.05440188576641088,0.0,0,0.7596950871595629,197.99884266666666,11.791000036471743,0.28857488275314114,7.522974880419483,0.003084304629497037,32.7052944138774,1.2408152182896897
2025-01-01 00:18:00,0.3582312929125307,0.19530621092827913,0.0,0.005970521548542178,0.003255103515471319,0.0,0.05644783956964815,0.0,0.25178345334288255,0.0,0.05,0.0,0.0,0.0,0.1807228775949458,0,0.01458333333333334,1,0,0,Off,0.020472697368421052,0.0,On,0.03597514220122709,0,On,0.010819616549621427,0,On,0.2409638367932611,0.1807228775949458,On,0,0,Off,Off,0.0,15.5555555555556,0.0,0.0,0.0,0.0,0,0.0,576.1778044444444,Off,0.0,18.33333333333337,0,0.0,0.05,0.0,0.0,0,0,0,1945.992177777778,Off,0.0,0.0,25.253285866928877,51.666666666666686,46.10666666666668,0.0,51.31801638596622,0.0,0.0,0.0,25.253285866928877,51.35966784933487,51.3804935810192,51.31801638596622,12.43753247303448,15.499011282853681,0.0,2.8,-399.28680746759886,-900.2747523741878,-0.0,-0.0,489.3626670036691,0.0,3.0,0.05439857331638862,0.0,0,0.7596488304540661,197.99884266666666,11.625277902919967,0.2886350595190675,7.521937827761595,0.0030844712848422506,32.68414842453548,1.2408254628859654
2025-01-01 00:19:00,0.3582312929125307,0.19530621092827913,0.0,0.005970521548542178,0.003255103515471319,0.0,0.05644783956964815,0.0,0.25178345334288255,0.0,0.05,0.0,0.0,0.0,0.1807228775949458,0,0.01458333333333334,1,0,0,Off,0.020472697368421052,0.0,On,0.03597514220122709,0,On,0.010819616549621427,0,On,0.2409638367932611,0.1807228775949458,On,0,0,Off,Off,0.0,15.5555555555556,0.0,0.0,0.0,0.0,0,0.0,576.1778044444444,Off,0.0,18.33333333333337,0,0.0,0.05,0.0,0.0,0,0,0,1945.992177777778,Off,0.0,0.0,25.252541370232642,51.666666666666686,46.10666666666668,0.0,51.31426949113242,0.0,0.0,0.0,25.252541370232642,51.35612376223297,51.377050897783256,51.31426949113242,12.43753247303448,15.496518383834408,0.0,2.8,-399.2139362854701,-900.0413795755439,-0.0,-0.0,489.3626670036691,0.0,3.0,0.05439515002597631,0.0,0,0.7596010259180372,197.99884266666666,11.464776286404788,0.28869673339931745,7.520856199995788,0.0030846378310594455,32.663281734770024,1.2408360546759971
