Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,0.3582312929125307,0.19530621092827913,0.0,0.005970521548542178,0.003255103515471319,0.0,0.05644783956964815,0.0,0.25178345334288255,0.0,0.05,0.0,0.0,0.0,0.1807228775949458,0,0.01458333333333334,1,0,0,Off,0.020472697368421052,0.0,On,0.03597514220122709,0,On,0.010819616549621427,0,On,0.2409638367932611,0.1807228775949458,On,0,0,Off,Off,0.0,15.5555555555556,0.0,0.0,0.0,0.0,0,0.0,576.1778044444444,Off,0.0,18.33333333333337,0,0.0,0.05,0.0,0.0,0,0,0,1945.992177777778,Off,0.0,0.0,25.28036145423882,51.666666666666686,46.10666666666668,0.0,51.38549718058464,0.0,0.0,0.0,25.28036145423882,51.423490903649665,51.442487765182186,51.38549718058464,12.43753247303448,15.524495294710984,0.0,2.8,-391.9325385664907,-902.6617014274997,-0.0,-0.0,489.3626670036691,0.0,3.0,0.054433567588204085,0.0,0,0.7601375079328411,197.99884266666666,21.366495857339803,0.28704449738874155,7.50851057476749,0.0030814525647157734,33.1254299285786,1.237104439743502
2025-01-01 00:01:00,0.3582312929125307,0.19530621092827913,0.0,0.005970521548542178,0.003255103515471319,0.0,0.05644783956964815,0.0,0.25178345334288255,0.0,0.05,0.0,0.0,0.0,0.1807228775949458,0,0.01458333333333334,1,0,0,Off,0.020472697368421052,0.0,On,0.03597514220122709,0,On,0.010819616549621427,0,On,0.2409638367932611,0.1807228775949458,On,0,0,Off,Off,0.0,15.5555555555556,0.0,0.0,0.0,0.0,0,0.0,576.1778044444444,Off,0.0,18.33333333333337,0,0.0,0.05,0.0,0.0,0,0,0,1945.992177777778,Off,0.0,0.0,25.27784151114958,51.666666666666686,46.10666666666668,0.0,51.38174568643488,0.0,0.0,0.0,25.27784151114958,51.41994301671593,51.43904168185646,51.38174568643488,12.43753247303448,15.524519689288269,0.0,2.8,-393.78554525065096,-902.6639874370982,-0.0,-0.0,489.3626670036691,0.0,3.0,0.05443360108577974,0.0,0,0.7601379757097076,197.99884266666666,19.515775182778064,0.2878982800948029,7.531016396846859,0.003081621867248064,33.09605551532083,1.2407179505089472
2025-01-01 00:02:00,0.3582312929125307,0.19530621092827913,0.0,0.005970521548542178,0.003255103515471319,0.0,0.05644783956964815,0.0,0.25178345334288255,0.0,0.05,0.0,0.0,0.0,0.1807228775949458,0,0.01458333333333334,1,0,0,Off,0.020472697368421052,0.0,On,0.03597514220122709,0,On,0.010819616549621427,0,On,0.2409638367932611,0.1807228775949458,On,0,0,Off,Off,0.0,15.5555555555556,0.0,0.0,0.0,0.0,0,0.0,576.1778044444444,Off,0.0,18.33333333333337,0,0.0,0.05,0.0,0.0,0,0,0,1945.992177777778,Off,0.0,0.0,25.275496681371063,51.666666666666686,46.10666666666668,0.0,51.37799459883735,0.0,0.0,0.0,25.275496681371063,51.41639548343509,51.43559592573397,51.37799459883735,12.43753247303448,15.524295779891181,0.0,2.8,-395.5982229783596,-902.6430050238645,-0.0,-0.0,489.3626670036691,0.0,3.0,0.05443329362305487,0.0,0,0.7601336821467496,197.99884266666666,17.68211504183574,0.28791809414414016,7.531186150206305,0.0030817905270036686,33.06757952740132,1.2407187866843596
2025-01-01 00:03:00,0.3582312929125307,0.19530621092827913,0.0,0.005970521548542178,0.003255103515471319,0.0,0.05644783956964815,0.0,0.25178345334288255,0.0,0.05,0.0,0.0,0.0,0.1807228775949458,0,0.01458333333333334,1,0,0,Off,0.020472697368421052,0.0,On,0.03597514220122709,0,On,0.010819616549621427,0,On,0.2409638367932611,0.1807228775949458,On,0,0,Off,Off,0.0,15.5555555555556,0.0,0.0,0.0,0.0,0,0.0,576.1778044444444,Off,0.0,18.33333333333337,0,0.0,0.05,0.0,0.0,0,0,0,1945.992177777778,Off,0.0,0.0,25.273317482030073,51.666666666666686,46.10666666666668,0.0,51.37424389175631,0.0,0.0,0.0,25.273317482030073,51.41284827923147,51.432150472969056,51.37424389175631,12.43753247303448,15.52383700749195,0.0,2.8,-397.3836530825494,-902.600014296328,-0.0,-0.0,489.3626670036691,0.0,3.0,0.054432663656232505,0.0,0,0.7601248849755986,197.99884266666666,15.853694210109486,0.2879422326793085,7.531226511529901,0.003081959041530128,33.03987379155399,1.2407206324105449
2025-01-01 00:04:00,0.3582312929125307,0.19530621092827913,0.0,0.005970521548542178,0.003255103515471319,0.0,0.05644783956964815,0.0,0.25178345334288255,0.0,0.05,0.0,0.0,0.0,0.1807228775949458,0,0.01458333333333334,1,0,0,Off,0.020472697368421052,0.0,On,0.03597514220122709,0,On,0.010819616549621427,0,On,0.2409638367932611,0.1807228775949458,On,0,0,Off,Off,0.0,15.5555555555556,0.0,0.0,0.0,0.0,0,0.0,576.1778044444444,Off,0.0,18.33333333333337,0,0.0,0.05,0.0,0.0,0,0,0,1945.992177777778,Off,0.0,0.0,25.271295252409125,51.666666666666686,46.10666666666668,0.0,51.370493540565725,0.0,0.0,0.0,25.271295252409125,51.409301380860214,51.42870530100747,51.370493540565725,12.43753247303448,15.523155646768403,0.0,2.8,-398.4098828529208,-902.5361665971566,-0.0,-0.0,489.3626670036691,0.0,3.0,0.054431728039673874,0.0,0,0.7601118195589674,197.99884266666666,14.763616740566722,0.28797047047331736,7.5306024964606735,0.003082127414615887,33.0128992371592,1.240723434937155
2025-01-01 00:05:00,0.3582312929125307,0.19530621092827913,0.0,0.005970521548542178,0.003255103515471319,0.0,0.05644783956964815,0.0,0.25178345334288255,0.0,0.05,0.0,0.0,0.0,0.1807228775949458,0,0.01458333333333334,1,0,0,Off,0.020472697368421052,0.0,On,0.03597514220122709,0,On,0.010819616549621427,0,On,0.2409638367932611,0.1807228775949458,On,0,0,Off,Off,0.0,15.5555555555556,0.0,0.0,0.0,0.0,0,0.0,576.1778044444444,Off,0.0,18.33333333333337,0,0.0,0.05,0.0,0.0,0,0,0,1945.992177777778,Off,0.0,0.0,25.269408005850927,51.666666666666686,46.10666666666668,0.0,51.36674352192702,0.0,0.0,0.0,25.269408005850927,51.40575476629195,51.42526038847442,51.36674352192702,12.43753247303448,15.522282896645793,0.0,2.8,-398.7012564721529,-902.4543869334992,-0.0,-0.0,489.3626670036691,0.0,3.0,0.054430529613519046,0.0,0,0.7600950841379555,197.99884266666666,14.390463457677223,0.2880022328160786,7.530414789476964,0.0030822956498577666,32.986556750471465,1.2407270601802927
2025-01-01 00:06:00,0.3582312929125307,0.19530621092827913,0.0,0.005970521548542178,0.003255103515471319,0.0,0.05644783956964815,0.0,0.25178345334288255,0.0,0.05,0.0,0.0,0.0,0.1807228775949458,0,0.01458333333333334,1,0,0,Off,0.020472697368421052,0.0,On,0.03597514220122709,0,On,0.010819616549621427,0,On,0.2409638367932611,0.1807228775949458,On,0,0,Off,Off,0.0,15.5555555555556,0.0,0.0,0.0,0.0,0,0.0,576.1778044444444,Off,0.0,18.33333333333337,0,0.0,0.05,0.0,0.0,0,0,0,1945.992177777778,Off,0.0,0.0,25.267635296168496,51.666666666666686,46.10666666666668,0.0,51.36299381576975,0.0,0.0,0.0,25.267635296168496,51.40220841658293,51.42181571698952,51.36299381576975,12.43753247303448,15.521247771611417,0.0,2.8,-398.9355375984499,-902.3573956838076,-0.0,-0.0,489.3626670036691,0.0,3.0,0.05442910821828614,0.0,0,0.7600752350654438,197.99884266666666,14.059191081688569,0.28803698520169857,7.5301375669178405,0.003082463750365962,32.960754141761754,1.2407313834457778
2025-01-01 00:07:00,0.3582312929125307,0.19530621092827913,0.0,0.005970521548542178,0.003255103515471319,0.0,0.05644783956964815,0.0,0.25178345334288255,0.0,0.05,0.0,0.0,0.0,0.1807228775949458,0,0.01458333333333334,1,0,0,Off,0.020472697368421052,0.0,On,0.03597514220122709,0,On,0.010819616549621427,0,On,0.2409638367932611,0.1807228775949458,On,0,0,Off,Off,0.0,15.5555555555556,0.0,0.0,0.0,0.0,0,0.0,576.1778044444444,Off,0.0,18.33333333333337,0,0.0,0.05,0.0,0.0,0,0,0,1945.992177777778,Off,0.0,0.0,25.265970454139186,51.666666666666686,46.10666666666668,0.0,51.3592444050626,0.0,0.0,0.0,25.265970454139186,51.398662315658854,51.41837127095699,51.3592444050626,12.43753247303448,15.520059725610382,0.0,2.8,-399.0873170009667,-902.2460804116131,-0.0,-0.0,489.3626670036691,0.0,3.0,0.05442747683467963,0.0,0,0.7600524536104689,197.99884266666666,13.796096406977298,0.28807455435037727,7.52977603082393,0.0030826317187979905,32.935461301431644,1.2407363641123048
2025-01-01 00:08:00,0.3582312929125307,0.19530621092827913,0.0,0.005970521548542178,0.003255103515471319,0.0,0.05644783956964815,0.0,0.25178345334288255,0.0,0.05,0.0,0.0,0.0,0.1807228775949458,0,0.01458333333333334,1,0,0,Off,0.020472697368421052,0.0,On,0.03597514220122709,0,On,0.010819616549621427,0,On,0.2409638367932611,0.1807228775949458,On,0,0,Off,Off,0.0,15.5555555555556,0.0,0.0,0.0,0.0,0,0.0,576.1778044444444,Off,0.0,18.33333333333337,0,0.0,0.05,0.0,0.0,0,0,0,1945.992177777778,Off,0.0,0.0,25.26440667507267,51.666666666666686,46.10666666666668,0.0,51.35549527376566,0.0,0.0,0.0,25.26440667507267,51.395116448381415,51.414927035689296,51.35549527376566,12.43753247303448,15.51872840622305,0.0,2.8,-399.19053554806186,-902.1213469219366,-0.0,-0.0,489.3626670036691,0.0,3.0,0.05442564870923613,0.0,0,0.7600269247542799,197.99884266666666,13.568144370205669,0.2881147633894056,7.529335489431175,0.00308279955766362,32.9106475026087,1.2407419607272652
2025-01-01 00:09:00,0.3582312929125307,0.19530621092827913,0.0,0.005970521548542178,0.003255103515471319,0.0,0.05644783956964815,0.0,0.25178345334288255,0.0,0.05,0.0,0.0,0.0,0.1807228775949458,0,0.01458333333333334,1,0,0,Off,0.020472697368421052,0.0,On,0.03597514220122709,0,On,0.010819616549621427,0,On,0.2409638367932611,0.1807228775949458,On,0,0,Off,Off,0.0,15.5555555555556,0.0,0.0,0.0,0.0,0,0.0,576.1778044444444,Off,0.0,18.33333333333337,0,0.0,0.05,0.0,0.0,0,0,0,1945.992177777778,Off,0.0,0.0,25.262938173366237,51.666666666666686,46.10666666666668,0.0,51.35174640685057,0.0,0.0,0.0,25.262938173366237,51.391570800567266,51.411482997425615,51.35174640685057,12.43753247303448,15.517262014637014,0.0,2.8,-399.27400640402396,-901.9839655621284,-0.0,-0.0,489.3626670036691,0.0,3.0,0.05442363510231742,0.0,0,0.7599988057421895,197.99884266666666,13.347292154435323,0.2881574621442031,7.528820455545529,0.0030829672693218147,32.88628660903872,1.240748138055445
