Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,0.3582312929125307,0.19530621092827913,0.0,0.3582312929125307,0.19530621092827913,0.0,0.05644783956964815,0.0,0.25178345334288255,0.0,0.05,0.0,0.0,0.0,0.1807228775949458,0.0,0.01458333333333334,1.0,0.0,0.0,0.020472697368421052,0.0,0.03597514220122709,0.0,0.010819616549621427,0.0,0.2409638367932611,0.1807228775949458,0.0,0.0,0.0,15.5555555555556,0.0,0.0,0.0,0.0,0.0,0.0,576.1778044444444,0.0,18.33333333333337,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,1945.992177777778,0.0,0.0,25.2529937211914,51.66666666666668,46.10666666666668,0.0,51.27494723095366,0.0,0.0,0.0,25.2529937211914,51.31892353738059,51.34091169059407,51.27494723095366,12.43753247303448,15.458613148692939,0.0,2.8,-396.40568085647476,-896.5002924895617,0.0,0.0,489.3626670036691,0.0,3.0,0.05434309339206133,0.0,0.0,0.758874081098347,197.99884266666666,10.73194462941787,0.2895496896541621,7.504288010892479,0.0030863655628136717,32.48610212621173,1.240937540635256
2025-01-01 01:00:00,0.35669584060989906,0.19530621092827913,0.0,0.35669584060989906,0.19530621092827913,0.0,0.05491238726701656,0.0,0.25178345334288255,0.0,0.05,0.0,0.0,0.0,0.1807228775949458,0.0,0.01458333333333334,1.0,0.0,0.0,0.01893724506578947,0.0,0.03597514220122709,0.0,0.010819616549621427,0.0,0.2409638367932611,0.1807228775949458,0.0,0.0,0.0,15.5555555555556,0.0,0.0,0.0,0.0,0.0,0.0,576.1778044444444,0.0,18.33333333333337,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,1945.992177777778,0.0,0.0,25.240780504991463,51.66666666666668,46.10666666666668,0.0,51.05024962196374,0.0,0.0,0.0,25.240780504991463,51.10631419161754,51.13434647644445,51.05024962196374,12.43753247303448,15.262989416302863,0.0,2.5,-304.404772424812,-797.2711783980355,0.0,0.0,487.8272147010375,0.0,3.0,0.04801438107341554,0.0,0.0,0.6704967833486809,197.99884266666666,5.03919127218603,0.29426075920340156,7.4229255244442225,0.003097332584752155,47.60699727494055,1.241831285224901
2025-01-01 02:00:00,0.3607469422861877,0.1982807422765945,0.0,0.36074694228618764,0.1982807422765945,0.0,0.05491238726701656,0.0,0.25583455501917113,0.0,0.05,0.0,0.0,0.0,0.18369740894326117,0.0,0.01458333333333334,1.0,0.0,0.0,0.01893724506578947,0.0,0.03597514220122709,0.0,0.010904676428156186,0.0,0.24492987859101498,0.18369740894326117,0.0,0.0,0.0,15.5555555555556,0.0,0.0,0.0,0.0,0.0,0.0,576.1778044444444,0.0,18.33333333333337,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,1945.992177777778,0.0,0.0,25.179392781882044,51.66666666666668,46.10666666666668,0.0,50.86706438200336,0.0,0.0,0.0,25.179392781882044,50.89404565603909,50.90753629305696,50.86706438200336,12.43753247303448,15.138749866538895,-0.0003726029175754005,1.6500000000000001,-250.04544916114224,-743.5583958639784,0.0,0.0,491.6006934514834,0.0,3.0,0.04211316283396239,0.0,0.0,0.5880892263015141,197.99884266666666,1.912253251352775,0.29837231024935496,7.384634980097187,0.0031156980049669995,67.71575331893983,1.2423527114954789
2025-01-01 03:00:00,1.071774487856966,0.207123943582397,0.0,1.071774487856966,0.20712394358239702,0.0,0.053888752398595516,0.6999710417777778,0.2679146936805926,0.0,0.05,0.0,0.0,0.0,0.1925406102490637,0.0,0.01458333333333334,1.0,0.0,0.0,0.01791361019736842,0.0,0.03597514220122709,0.0,0.01119388001517437,0.0,0.2567208136654183,0.1925406102490637,0.0,0.0,0.0,15.5555555555556,0.0,0.0,0.0,0.0,0.0,0.0,576.1778044444444,0.0,18.33333333333337,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,1945.992177777778,699.9710417777777,0.2,25.126174818422143,51.66666666666668,46.10666666666668,0.0,51.237685119157746,0.21492036494239164,571.2035858251711,699.9710417777777,25.126174818422143,50.59991458229024,51.237945218231744,50.28076921478249,12.43753247303448,14.948413231344311,-0.10714232421128991,1.6500000000000001,-277.5835653042932,-779.7226551572525,0.0,0.0,501.8318317892755,0.0,3.0,0.04492380484465266,0.0,0.0,0.6273384342509197,197.99884266666666,0.3072580636837153,0.3039340870887689,7.315383318838305,0.0031352200612493443,42.04724802989924,1.24315886909342
2025-01-01 04:00:00,0.7905050667981298,0.1982807422765945,0.013925833333333333,0.7905050667981298,0.1982807422765945,0.013925833333333332,0.058814355032637766,0.40831644103703707,0.2571274651728995,0.016246805555555556,0.05,0.013925833333333333,0.0,0.0,0.18369740894326117,0.0,0.01458333333333334,1.0,0.0,0.0,0.01791361019736842,0.0,0.04090074483526935,0.0,0.012197586581884532,0.0,0.24492987859101498,0.18369740894326117,0.0,0.0,342.7475614074074,15.5555555555556,0.45333333333333337,0.0,0.4081259448148148,0.016246805555555556,0.5666666666666667,326.5007558518518,576.1778044444444,0.0,18.33333333333337,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,1945.992177777778,408.31644103703707,0.11666666666666667,25.34060719061085,51.66666666666668,46.10666666666668,0.0,51.58518419345785,0.33524884077772354,903.5261767671702,408.31644103703707,25.34060719061085,50.83643829069611,51.58518419345785,50.46206533931524,12.43753247303448,14.84112702161146,-0.2144285339441415,0.55,-21.3041254850068,-858.543438844932,0.0,0.0,496.795571370833,0.0,3.0,0.045914638689625184,0.0,0.0,0.6411749326298382,197.99884266666666,-2.303819418315205,0.30681758122277647,7.271002391379489,0.0031447061835606755,58.91606869212139,1.2430314040706518
2025-01-01 05:00:00,2.0956696190895583,0.2260162372811569,0.024575,2.0956696190895583,0.2260162372811569,0.024575,0.1323558348539672,1.5749348440000002,0.30970810690225764,0.028670833333333333,0.05,0.024575,0.0,0.0,0.21143290394782357,0.0,0.01458333333333334,1.0,0.0,0.0,0.019960879934210526,0.0,0.11239495491975668,0.0,0.027797568305159455,0.0,0.2819105385970982,0.21143290394782357,0.0,0.0,604.8486377777778,15.5555555555556,0.8,0.0,0.7202222555555555,0.028670833333333333,1.0,576.1778044444444,576.1778044444444,0.0,18.33333333333337,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,1945.992177777778,1574.934844,0.45,24.735866216221122,51.66666666666668,46.10666666666668,0.0,51.241735297381496,0.37867214497590035,1021.679599882877,1574.934844,24.735866216221122,50.13455888240032,51.242341018596655,49.58036495369458,12.43753247303448,15.07992364851001,-0.02188956810332631,-0.25000000000000006,304.7193413137633,-914.9994811001194,0.0,0.0,620.3290467210946,0.0,3.0,0.045385916960502044,0.0,0.0,0.6337915984966423,197.99884266666666,-5.458862084989628,0.3044227827802107,7.414081302156505,0.0031702415410162343,65.988399931446,1.2413590953198186
2025-01-01 06:00:00,1.9743207282620412,0.2562439071991728,0.024575,1.9743207282620412,0.2562439071991727,0.024575,0.2937929714319604,1.2249493231111113,0.3769076003856364,0.028670833333333333,0.05,0.024575,0.0,0.0,0.2416605738658394,0.0,0.01458333333333334,1.0,0.0,0.0,0.022519967105263158,0.0,0.2712730043266972,0.0,0.05469350189785045,0.0,0.3222140984877859,0.2416605738658394,0.0,0.0,604.8486377777778,15.5555555555556,0.8,0.0,0.7202222555555555,0.028670833333333333,1.0,576.1778044444444,576.1778044444444,0.0,21.111111111111143,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,1945.992177777778,1224.9493231111112,0.35,24.632432870331,51.66666666666668,46.10666666666668,0.0,51.25513514104923,0.44661459383721597,1196.9791230676187,1224.9493231111112,24.632432870331,50.39341787300107,51.25612126104508,49.96157311898114,12.43753247303448,15.442581096437818,0.0,0.3,521.5234852626223,-923.3448837823961,0.0,0.0,846.1444275901184,0.0,3.0,0.04641011240765916,0.0,0.0,0.6480939749406747,197.99884266666666,-6.124696322877785,0.2985243427157629,7.603802540687013,0.0031821549638072614,33.53435326108012,1.239790293715369
2025-01-01 07:00:00,1.880902767799192,0.23059862341234547,0.024575,1.8809027677991919,0.23059862341234547,0.024575,0.1924502153854579,1.2832802432592594,0.3265014758211416,0.028670833333333333,0.05,0.024575,0.0,0.0,0.21601529007901213,0.0,0.01458333333333334,1.0,0.0,0.0,0.02098451480263158,0.0,0.1714657005828263,0.0,0.03848108904912526,0.0,0.2880203867720163,0.21601529007901213,0.0,0.0,604.8486377777778,15.5555555555556,0.8,0.0,0.7202222555555555,0.028670833333333333,1.0,576.1778044444444,576.1778044444444,0.0,21.111111111111143,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,1945.992177777778,1283.2802432592594,0.36666666666666664,24.571666084436618,51.66666666666668,46.10666666666668,0.0,51.39664486365869,0.46245463072565923,1243.3137987992684,1283.2802432592594,24.571666084436618,50.497178204794054,51.398858124241194,50.04523161477923,12.43753247303448,15.634547180810584,0.0,-0.55,213.92900372478036,-1027.7713328756665,0.0,0.0,637.389453999225,0.24849794039786707,2.1,0.04813828052565265,0.0,0.0,0.6722269771432574,138.59918986666668,-0.5377551765559623,0.2956530008135425,7.706411577889733,0.0031906600206030302,8.65019545187323,1.2389597045961254
2025-01-01 08:00:00,0.3822957693379692,0.19530621092827913,0.024575,0.3822957693379692,0.19530621092827913,0.024575,0.05184148266175341,0.0,0.25178345334288255,0.028670833333333333,0.05,0.024575,0.0,0.0,0.1807228775949458,0.0,0.01458333333333334,1.0,0.0,0.0,0.015866340460526315,0.0,0.03597514220122709,0.0,0.010819616549621427,0.0,0.2409638367932611,0.1807228775949458,0.0,0.0,604.8486377777778,15.5555555555556,0.8,0.0,0.7202222555555555,0.028670833333333333,1.0,576.1778044444444,576.1778044444444,0.0,21.111111111111143,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,1945.992177777778,0.0,0.0,25.65173355030907,51.66666666666668,46.10666666666668,0.0,51.76530285411506,0.0,0.0,0.0,25.65173355030907,51.77766684679292,51.78384884313185,51.76530285411506,12.43753247303448,15.352083381811584,0.0,-1.4,-138.42078325972437,-1103.4545776161478,0.0,0.0,352.69108203710766,10.087103586683925,0.9990000000000001,0.0498275214825457,0.0,0.0,0.6958163810380157,65.933614608,7.4940745415380725,0.3009294631254707,7.570354716522609,0.0031877422519577354,-5.427939747226104,1.240757634527088
2025-01-01 09:00:00,0.5008343693962956,0.21443968284447,0.024575,0.5008343693962956,0.21443968284447,0.024575,0.12285529026702943,0.0,0.29930824579593285,0.028670833333333333,0.05,0.024575,0.0,0.0,0.19985634951113665,0.0,0.01458333333333334,1.0,0.0,0.0,0.012795435855263158,0.0,0.11005985441176627,0.0,0.03283311311441722,0.0,0.2664751326815156,0.19985634951113665,0.0,0.0,604.8486377777778,15.5555555555556,0.8,0.0,0.7202222555555555,0.028670833333333333,1.0,576.1778044444444,576.1778044444444,0.0,21.111111111111143,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,1945.992177777778,0.0,0.0,25.598210833803826,51.66666666666668,46.10666666666668,0.0,51.536758338913344,0.0,0.0,0.0,25.598210833803826,51.561704530967255,51.57417762699422,51.536758338913344,12.43753247303448,15.211751189038472,0.0,-0.85,50.14971469835269,-1033.3060525155206,0.0,0.0,469.4438913832562,32.8384349408443,0.9990000000000001,0.04868931840696368,0.0,0.0,0.6799219451645546,65.933614608,9.163238052839429,0.3043754895977551,7.513531700586021,0.0031937791290025147,46.34861540291178,1.2419797153455459
