Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),Other Gas Power (therms/hour),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),Grid Voltage (-),Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Gas Grill Gas Power (therms/hour),Gas Grill Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,0.22602267350539576,0.0697723723223526,0.0002564570485182557,0.0037670445584232627,0.00116287287203921,4.274284141970928e-06,0.11600065336357426,0.0,0.11002202014182151,0.0,0.0002564570485182557,0.0,0.0,0.0697723723223526,0.0,1,0,0,Off,0.03331151295840272,0.024983634718802033,On,0,0,Off,0.020472697368421052,0.0,On,0.09552795599515321,0,On,0.016992190378684678,0,On,0.05971831680473411,0.04478873760355057,On,0.0002564570485182557,On,0,0,Off,Off,0.0,12.777777777777828,0.0,0.0,0.0,0.0,0,0.0,791.5850711111111,Off,0.0,0.0,39.149419842624134,51.666666666666686,46.10666666666668,0.0,50.66854468557154,0.0,0.0,0.0,39.149419842624134,48.160509067080724,50.66854468557154,46.90649125783533,12.43753247303448,14.585826062775485,0.0,2.8,-264.18343192846885,-640.9829931249104,-0.0,-0.0,353.8416197735088,0.0,2.0,0.04173196432236408,0.0,0,0.5827659800130082,131.99922844444444,22.95794142293277,0.2916722201048864,6.887853740028689,0.002946895696767713,25.25435250950526,1.2412409223147183
2025-01-01 00:01:00,0.22602267350539576,0.0697723723223526,0.0002564570485182557,0.0037670445584232627,0.00116287287203921,4.274284141970928e-06,0.11600065336357426,0.0,0.11002202014182151,0.0,0.0002564570485182557,0.0,0.0,0.0697723723223526,0.0,1,0,0,Off,0.03331151295840272,0.024983634718802033,On,0,0,Off,0.020472697368421052,0.0,On,0.09552795599515321,0,On,0.016992190378684678,0,On,0.05971831680473411,0.04478873760355057,On,0.0002564570485182557,On,0,0,Off,Off,0.0,12.777777777777828,0.0,0.0,0.0,0.0,0,0.0,791.5850711111111,Off,0.0,0.0,39.14326500486724,51.666666666666686,46.10666666666668,0.0,50.66216543751836,0.0,0.0,0.0,39.14326500486724,48.155014773995774,50.66216543751836,46.90143944223449,12.43753247303448,14.585595689143526,0.0,2.8,-266.2012253834407,-640.9658128849875,-0.0,-0.0,353.8416197735088,0.0,2.0,0.04173166149724026,0.0,0,0.5827617512118259,131.99922844444444,20.922967728037985,0.2925412964977918,6.909673989978196,0.0029470243404458403,25.237855177332257,1.2448676478869127
2025-01-01 00:02:00,0.22602267350539576,0.0697723723223526,0.0002564570485182557,0.0037670445584232627,0.00116287287203921,4.274284141970928e-06,0.11600065336357426,0.0,0.11002202014182151,0.0,0.0002564570485182557,0.0,0.0,0.0697723723223526,0.0,1,0,0,Off,0.03331151295840272,0.024983634718802033,On,0,0,Off,0.020472697368421052,0.0,On,0.09552795599515321,0,On,0.016992190378684678,0,On,0.05971831680473411,0.04478873760355057,On,0.0002564570485182557,On,0,0,Off,Off,0.0,12.777777777777828,0.0,0.0,0.0,0.0,0,0.0,791.5850711111111,Off,0.0,0.0,39.137405667215916,51.666666666666686,46.10666666666668,0.0,50.65578730200717,0.0,0.0,0.0,39.137405667215916,48.14952134469074,50.65578730200717,46.89638836603253,12.43753247303448,14.585112205578874,0.0,2.8,-268.1790839764225,-640.9297574032387,-0.0,-0.0,353.8416197735088,0.0,2.0,0.0417310259588545,0.0,0,0.5827528762365828,131.99922844444444,18.909053653307332,0.29256310027322685,6.909632373139144,0.0029471525255496166,25.222044712611385,1.2448696433907354
2025-01-01 00:03:00,0.22602267350539576,0.0697723723223526,0.0002564570485182557,0.0037670445584232627,0.00116287287203921,4.274284141970928e-06,0.11600065336357426,0.0,0.11002202014182151,0.0,0.0002564570485182557,0.0,0.0,0.0697723723223526,0.0,1,0,0,Off,0.03331151295840272,0.024983634718802033,On,0,0,Off,0.020472697368421052,0.0,On,0.09552795599515321,0,On,0.016992190378684678,0,On,0.05971831680473411,0.04478873760355057,On,0.0002564570485182557,On,0,0,Off,Off,0.0,12.777777777777828,0.0,0.0,0.0,0.0,0,0.0,791.5850711111111,Off,0.0,0.0,39.13182600567039,51.666666666666686,46.10666666666668,0.0,50.64941023506174,0.0,0.0,0.0,39.13182600567039,48.144028737694654,50.64941023506174,46.89133798901112,12.43753247303448,14.584389171166436,0.0,2.8,-270.1320024296898,-640.8758390093743,-0.0,-0.0,353.8416197735088,0.0,2.0,0.04173007552779084,0.0,0,0.5827396039428088,131.99922844444444,16.90221680617563,0.2925894258978942,6.909457059307551,0.002947280630145417,25.206837839591465,1.244872675369181
2025-01-01 00:04:00,0.22602267350539576,0.0697723723223526,0.0002564570485182557,0.0037670445584232627,0.00116287287203921,4.274284141970928e-06,0.11600065336357426,0.0,0.11002202014182151,0.0,0.0002564570485182557,0.0,0.0,0.0697723723223526,0.0,1,0,0,Off,0.03331151295840272,0.024983634718802033,On,0,0,Off,0.020472697368421052,0.0,On,0.09552795599515321,0,On,0.016992190378684678,0,On,0.05971831680473411,0.04478873760355057,On,0.0002564570485182557,On,0,0,Off,Off,0.0,12.777777777777828,0.0,0.0,0.0,0.0,0,0.0,791.5850711111111,Off,0.0,0.0,39.12651162651453,51.666666666666686,46.10666666666668,0.0,50.643034195058334,0.0,0.0,0.0,39.12651162651453,48.13853691375732,50.643034195058334,46.88628827310682,12.43753247303448,14.58343891794876,0.0,2.8,-271.408990378825,-640.8049789963063,-0.0,-0.0,353.8416197735088,0.0,2.0,0.04172882641056091,0.0,0,0.5827221606463221,131.99922844444444,15.554368843972412,0.2926200417978577,6.909154928627899,0.002947408657192585,25.192204054508345,1.2448766904809165
2025-01-01 00:05:00,0.22602267350539576,0.0697723723223526,0.0002564570485182557,0.0037670445584232627,0.00116287287203921,4.274284141970928e-06,0.11600065336357426,0.0,0.11002202014182151,0.0,0.0002564570485182557,0.0,0.0,0.0697723723223526,0.0,1,0,0,Off,0.03331151295840272,0.024983634718802033,On,0,0,Off,0.020472697368421052,0.0,On,0.09552795599515321,0,On,0.016992190378684678,0,On,0.05971831680473411,0.04478873760355057,On,0.0002564570485182557,On,0,0,Off,Off,0.0,12.777777777777828,0.0,0.0,0.0,0.0,0,0.0,791.5850711111111,Off,0.0,0.0,39.121428635334404,51.666666666666686,46.10666666666668,0.0,50.636659142513125,0.0,0.0,0.0,39.121428635334404,48.13304583564858,50.636659142513125,46.88123918221631,12.43753247303448,14.582290540743072,0.0,2.8,-271.81555644281025,-640.7193489361077,-0.0,-0.0,353.8416197735088,0.0,2.0,0.04172731684782379,0.0,0,0.5827010803587733,131.99922844444444,15.062172719788688,0.2926543995215858,6.908742205887721,0.0029475366095011906,25.17807137682903,1.244881562863555
2025-01-01 00:06:00,0.22602267350539576,0.0697723723223526,0.0002564570485182557,0.0037670445584232627,0.00116287287203921,4.274284141970928e-06,0.11600065336357426,0.0,0.11002202014182151,0.0,0.0002564570485182557,0.0,0.0,0.0697723723223526,0.0,1,0,0,Off,0.03331151295840272,0.024983634718802033,On,0,0,Off,0.020472697368421052,0.0,On,0.09552795599515321,0,On,0.016992190378684678,0,On,0.05971831680473411,0.04478873760355057,On,0.0002564570485182557,On,0,0,Off,Off,0.0,12.777777777777828,0.0,0.0,0.0,0.0,0,0.0,791.5850711111111,Off,0.0,0.0,39.11653871801316,51.666666666666686,46.10666666666668,0.0,50.63028504298055,0.0,0.0,0.0,39.11653871801316,48.12755547089507,50.63028504298055,46.876190684852325,12.43753247303448,14.580976937824103,0.0,2.8,-272.06783757198093,-640.6214039747199,-0.0,-0.0,353.8416197735088,0.0,2.0,0.041725590080039225,0.0,0,0.5826769669115257,131.99922844444444,14.711946629230098,0.292691878550668,6.908237235597892,0.002947664489528791,25.16435839821903,1.2448871501989973
2025-01-01 00:07:00,0.22602267350539576,0.0697723723223526,0.0002564570485182557,0.0037670445584232627,0.00116287287203921,4.274284141970928e-06,0.11600065336357426,0.0,0.11002202014182151,0.0,0.0002564570485182557,0.0,0.0,0.0697723723223526,0.0,1,0,0,Off,0.03331151295840272,0.024983634718802033,On,0,0,Off,0.020472697368421052,0.0,On,0.09552795599515321,0,On,0.016992190378684678,0,On,0.05971831680473411,0.04478873760355057,On,0.0002564570485182557,On,0,0,Off,Off,0.0,12.777777777777828,0.0,0.0,0.0,0.0,0,0.0,791.5850711111111,Off,0.0,0.0,39.11182772098727,51.666666666666686,46.10666666666668,0.0,50.623911867710206,0.0,0.0,0.0,39.11182772098727,48.12206579240048,50.623911867710206,46.87114275474562,12.43753247303448,14.579510246997609,0.0,2.8,-272.22639659408117,-640.5120511983725,-0.0,-0.0,353.8416197735088,0.0,2.0,0.04172366205773067,0.0,0,0.5826500430456503,131.99922844444444,14.444034830782545,0.29273225079687054,6.907646788016599,0.002947792299334203,25.151035076364103,1.2448933999895602
2025-01-01 00:08:00,0.22602267350539576,0.0697723723223526,0.0002564570485182557,0.0037670445584232627,0.00116287287203921,4.274284141970928e-06,0.11600065336357426,0.0,0.11002202014182151,0.0,0.0002564570485182557,0.0,0.0,0.0697723723223526,0.0,1,0,0,Off,0.03331151295840272,0.024983634718802033,On,0,0,Off,0.020472697368421052,0.0,On,0.09552795599515321,0,On,0.016992190378684678,0,On,0.05971831680473411,0.04478873760355057,On,0.0002564570485182557,On,0,0,Off,Off,0.0,12.777777777777828,0.0,0.0,0.0,0.0,0,0.0,791.5850711111111,Off,0.0,0.0,39.1072840859281,51.666666666666686,46.10666666666668,0.0,50.61753959005569,0.0,0.0,0.0,39.1072840859281,48.11657677505485,50.61753959005569,46.86609536755444,12.43753247303448,14.577900377380317,0.0,2.8,-272.348698323435,-640.392031554974,-0.0,-0.0,353.8416197735088,0.0,2.0,0.041721545801660126,0.0,0,0.582620490589567,131.99922844444444,14.201713458030216,0.29277533028439984,6.906976390690529,0.002947920040829139,25.138076879891734,1.2449002693805509
2025-01-01 00:09:00,0.22602267350539576,0.0697723723223526,0.0002564570485182557,0.0037670445584232627,0.00116287287203921,4.274284141970928e-06,0.11600065336357426,0.0,0.11002202014182151,0.0,0.0002564570485182557,0.0,0.0,0.0697723723223526,0.0,1,0,0,Off,0.03331151295840272,0.024983634718802033,On,0,0,Off,0.020472697368421052,0.0,On,0.09552795599515321,0,On,0.016992190378684678,0,On,0.05971831680473411,0.04478873760355057,On,0.0002564570485182557,On,0,0,Off,Off,0.0,12.777777777777828,0.0,0.0,0.0,0.0,0,0.0,791.5850711111111,Off,0.0,0.0,39.102898666631816,51.666666666666686,46.10666666666668,0.0,50.61116818508891,0.0,0.0,0.0,39.102898666631816,48.111088395370345,50.61116818508891,46.861048500511075,12.43753247303448,14.576155166559747,0.0,2.8,-272.4598952851168,-640.2619315745812,-0.0,-0.0,353.8416197735088,0.0,2.0,0.04171925160941401,0.0,0,0.5825884533439123,131.99922844444444,13.960416515955686,0.292820970190194,6.906230416116745,0.002948047715805192,25.12546440163586,1.244907724480309
