Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,4.16761421392218,0.13827828104370465,0.0,0.069460236898703,0.0023046380173950775,0.0,0.07713506994769155,0.0,0.3239230820941469,3.756556061880342,0.010000000000000002,0.0,0.0,0.13536161437703798,0.0,0.0029166666666666685,1,0.05868172968480915,0.04401129726360685,On,0,0,Off,0.003103307748538012,0.0,On,0.07403176219915354,0,On,0.14344092959142957,0,On,0.12180042281790819,0.09135031711343111,On,0,0,Off,On,3756.556061880342,17.83333333333337,1.0,0.0,3.650786831111111,0.10576923076923077,1,3650.786831111111,3650.786831111111,Off,0.0,18.83333333333337,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,885.9539688888889,Off,0.0,0.0,36.57149027567065,51.666666666666686,46.10666666666668,0.0,49.52961712674778,0.0,0.0,0.0,36.57149027567065,49.080039871108255,49.52961712674778,48.8552512432885,12.43753247303448,17.660279809455,0.0,2.8,3375.973765959693,-830.7728910717268,-0.0,-0.0,458.5317366668071,0.0,1.0,0.042898062510803386,0.0,0,0.7982656337880243,65.99961422222222,-8.34114151572954,0.22642559122785297,8.177676387509951,0.002783062534472679,-4.520453831933885,1.2282398938005292
2025-01-01 00:01:00,4.16761421392218,0.13827828104370465,0.0,0.069460236898703,0.0023046380173950775,0.0,0.07713506994769155,0.0,0.3239230820941469,3.756556061880342,0.010000000000000002,0.0,0.0,0.13536161437703798,0.0,0.0029166666666666685,1,0.05868172968480915,0.04401129726360685,On,0,0,Off,0.003103307748538012,0.0,On,0.07403176219915354,0,On,0.14344092959142957,0,On,0.12180042281790819,0.09135031711343111,On,0,0,Off,On,3756.556061880342,17.83333333333337,1.0,0.0,3.650786831111111,0.10576923076923077,1,3650.786831111111,3650.786831111111,Off,0.0,18.83333333333337,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,885.9539688888889,Off,0.0,0.0,36.4703457020457,51.666666666666686,46.10666666666668,0.0,49.524080992582164,0.0,0.0,0.0,36.4703457020457,49.07490736884039,49.524080992582164,48.85032055696951,12.43753247303448,17.742068711095552,0.0,2.8,3362.1784069663795,-837.2658875193173,-0.0,-0.0,458.5317366668071,0.0,1.0,0.04299668924909649,0.0,0,0.8001009226366096,65.99961422222222,-15.64350406145266,0.22591632942733061,8.23884257330057,0.002783031525203857,-4.650268817449287,1.2314814168022712
2025-01-01 00:02:00,4.16761421392218,0.13827828104370465,0.0,0.069460236898703,0.0023046380173950775,0.0,0.07713506994769155,0.0,0.3239230820941469,3.756556061880342,0.010000000000000002,0.0,0.0,0.13536161437703798,0.0,0.0029166666666666685,1,0.05868172968480915,0.04401129726360685,On,0,0,Off,0.003103307748538012,0.0,On,0.07403176219915354,0,On,0.14344092959142957,0,On,0.12180042281790819,0.09135031711343111,On,0,0,Off,On,3756.556061880342,17.83333333333337,1.0,0.0,3.650786831111111,0.10576923076923077,1,3650.786831111111,3650.786831111111,Off,0.0,18.83333333333337,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,885.9539688888889,Off,0.0,0.0,36.37217801278189,51.666666666666686,46.10666666666668,0.0,49.518559981883875,0.0,0.0,0.0,36.37217801278189,49.06978906136605,49.518559981883875,48.845403601107144,12.43753247303448,17.82131321570963,0.0,2.8,3348.667969736018,-843.5757470236716,-0.0,-0.0,458.5317366668071,0.0,1.0,0.0430921865621282,0.0,0,0.8018779777913294,65.99961422222222,-22.844081787459565,0.22478838574199733,8.276629692190628,0.0027829997094012586,-4.775700968596119,1.2311460529624794
2025-01-01 00:03:00,4.16761421392218,0.13827828104370465,0.0,0.069460236898703,0.0023046380173950775,0.0,0.07713506994769155,0.0,0.3239230820941469,3.756556061880342,0.010000000000000002,0.0,0.0,0.13536161437703798,0.0,0.0029166666666666685,1,0.05868172968480915,0.04401129726360685,On,0,0,Off,0.003103307748538012,0.0,On,0.07403176219915354,0,On,0.14344092959142957,0,On,0.12180042281790819,0.09135031711343111,On,0,0,Off,On,3756.556061880342,17.83333333333337,1.0,0.0,3.650786831111111,0.10576923076923077,1,3650.786831111111,3650.786831111111,Off,0.0,18.83333333333337,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,885.9539688888889,Off,0.0,0.0,36.27685773418459,51.666666666666686,46.10666666666668,0.0,49.51305365198639,0.0,0.0,0.0,36.27685773418459,49.064684530904465,49.51305365198639,48.8404999703635,12.43753247303448,17.898124186817324,0.0,2.8,3335.428644085119,-849.7095268462217,-0.0,-0.0,458.5317366668071,0.0,1.0,0.04318469357826252,0.0,0,0.8035993882127371,65.99961422222222,-29.94962761580907,0.22370096458323266,8.31303132336604,0.0027829670265275544,-4.89693125069325,1.2308211635347368
2025-01-01 00:04:00,4.16761421392218,0.13827828104370465,0.0,0.069460236898703,0.0023046380173950775,0.0,0.07713506994769155,0.0,0.3239230820941469,3.756556061880342,0.010000000000000002,0.0,0.0,0.13536161437703798,0.0,0.0029166666666666685,1,0.05868172968480915,0.04401129726360685,On,0,0,Off,0.003103307748538012,0.0,On,0.07403176219915354,0,On,0.14344092959142957,0,On,0.12180042281790819,0.09135031711343111,On,0,0,Off,On,3756.556061880342,17.83333333333337,1.0,0.0,3.650786831111111,0.10576923076923077,1,3650.786831111111,3650.786831111111,Off,0.0,18.83333333333337,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,885.9539688888889,Off,0.0,0.0,36.18426196580513,51.666666666666686,46.10666666666668,0.0,49.50756157947261,0.0,0.0,0.0,36.18426196580513,49.05959337784539,49.50756157947261,48.835609277031786,12.43753247303448,17.972606856535474,0.0,2.8,3324.527833228144,-855.6739912390203,-0.0,-0.0,458.5317366668071,0.0,1.0,0.04327434217980688,0.0,0,0.8052676080236434,65.99961422222222,-34.88597407998483,0.22265199772223035,8.348107449472145,0.002782933505159155,-5.014142962574979,1.2305062872682118
2025-01-01 00:05:00,0.4110581520418385,0.13827828104370465,0.0,0.006850969200697308,0.0023046380173950775,0.0,0.07713506994769155,0.0,0.3239230820941469,0.0,0.010000000000000002,0.0,0.0,0.13536161437703798,0.0,0.0029166666666666685,1,0.05868172968480915,0.04401129726360685,On,0,0,Off,0.003103307748538012,0.0,On,0.07403176219915354,0,On,0.14344092959142957,0,On,0.12180042281790819,0.09135031711343111,On,0,0,Off,Off,0.0,17.83333333333337,0.0,0.0,0.0,0.0,0,0.0,3650.786831111111,Off,0.0,18.83333333333337,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,885.9539688888889,Off,0.0,0.0,36.094187079337885,51.666666666666686,46.10666666666668,0.0,49.50208335919764,0.0,0.0,0.0,36.094187079337885,49.054515219826655,49.50208335919764,48.83073115014116,12.43753247303448,18.04493585944518,0.0,2.8,-440.4500115491318,-861.4816298937202,-0.0,-0.0,458.5317366668071,0.0,1.0,0.043361347274822104,0.0,0,0.806886636325857,65.99961422222222,-37.50011832221864,0.22163850381007738,8.381956119620313,0.002782899172648578,-5.127632063264834,1.2302006711332396
2025-01-01 00:06:00,0.4110581520418385,0.13827828104370465,0.0,0.006850969200697308,0.0023046380173950775,0.0,0.07713506994769155,0.0,0.3239230820941469,0.0,0.010000000000000002,0.0,0.0,0.13536161437703798,0.0,0.0029166666666666685,1,0.05868172968480915,0.04401129726360685,On,0,0,Off,0.003103307748538012,0.0,On,0.07403176219915354,0,On,0.14344092959142957,0,On,0.12180042281790819,0.09135031711343111,On,0,0,Off,Off,0.0,17.83333333333337,0.0,0.0,0.0,0.0,0,0.0,3650.786831111111,Off,0.0,18.83333333333337,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,885.9539688888889,Off,0.0,0.0,36.16419244990949,51.666666666666686,46.10666666666668,0.0,49.496618616287286,0.0,0.0,0.0,36.16419244990949,49.04944970306359,49.496618616287286,48.82586524645175,12.43753247303448,17.97968923722329,0.0,2.8,-432.4641741140656,-856.2419889711331,-0.0,-0.0,458.5317366668071,0.0,1.0,0.04328286386316545,0.0,0,0.805426183179933,65.99961422222222,-34.753921809739566,0.22254726633740737,8.351220216255125,0.00278286405434068,-5.01616589647459,1.2304764040223957
2025-01-01 00:07:00,0.4110581520418385,0.13827828104370465,0.0,0.006850969200697308,0.0023046380173950775,0.0,0.07713506994769155,0.0,0.3239230820941469,0.0,0.010000000000000002,0.0,0.0,0.13536161437703798,0.0,0.0029166666666666685,1,0.05868172968480915,0.04401129726360685,On,0,0,Off,0.003103307748538012,0.0,On,0.07403176219915354,0,On,0.14344092959142957,0,On,0.12180042281790819,0.09135031711343111,On,0,0,Off,Off,0.0,17.83333333333337,0.0,0.0,0.0,0.0,0,0.0,3650.786831111111,Off,0.0,18.83333333333337,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,885.9539688888889,Off,0.0,0.0,36.23163281270759,51.666666666666686,46.10666666666668,0.0,49.491143557573146,0.0,0.0,0.0,36.23163281270759,49.04437436163327,49.491143557573146,48.820989763663334,12.43753247303448,17.91663738900463,0.0,2.8,-425.136277038597,-851.1905104847631,-0.0,-0.0,458.5317366668071,0.0,1.0,0.043206981382632556,0.0,0,0.8040141292812111,65.99961422222222,-32.47750322064079,0.2234294090002577,8.321662599221883,0.0027828297071446698,-4.908356427656322,1.2307429795301448
2025-01-01 00:08:00,0.4110581520418385,0.13827828104370465,0.0,0.006850969200697308,0.0023046380173950775,0.0,0.07713506994769155,0.0,0.3239230820941469,0.0,0.010000000000000002,0.0,0.0,0.13536161437703798,0.0,0.0029166666666666685,1,0.05868172968480915,0.04401129726360685,On,0,0,Off,0.003103307748538012,0.0,On,0.07403176219915354,0,On,0.14344092959142957,0,On,0.12180042281790819,0.09135031711343111,On,0,0,Off,Off,0.0,17.83333333333337,0.0,0.0,0.0,0.0,0,0.0,3650.786831111111,Off,0.0,18.83333333333337,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,885.9539688888889,Off,0.0,0.0,36.2966472615566,51.666666666666686,46.10666666666668,0.0,49.485658564406116,0.0,0.0,0.0,36.2966472615566,49.03928955551304,49.485658564406116,48.8161050510665,12.43753247303448,17.855661124754157,0.0,2.8,-418.1513240080383,-846.3164656914439,-0.0,-0.0,458.5317366668071,0.0,1.0,0.04313356036626305,0.0,0,0.8026478793683902,65.99961422222222,-30.366594983401544,0.2242862225841584,8.292569339865906,0.0027827961054321198,-4.804009286997292,1.231000889884479
2025-01-01 00:09:00,0.4110581520418385,0.13827828104370465,0.0,0.006850969200697308,0.0023046380173950775,0.0,0.07713506994769155,0.0,0.3239230820941469,0.0,0.010000000000000002,0.0,0.0,0.13536161437703798,0.0,0.0029166666666666685,1,0.05868172968480915,0.04401129726360685,On,0,0,Off,0.003103307748538012,0.0,On,0.07403176219915354,0,On,0.14344092959142957,0,On,0.12180042281790819,0.09135031711343111,On,0,0,Off,Off,0.0,17.83333333333337,0.0,0.0,0.0,0.0,0,0.0,3650.786831111111,Off,0.0,18.83333333333337,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,885.9539688888889,Off,0.0,0.0,36.35935407966281,51.666666666666686,46.10666666666668,0.0,49.48016399745858,0.0,0.0,0.0,36.35935407966281,49.03419562515959,49.48016399745858,48.8112114390101,12.43753247303448,17.79665912169677,0.0,2.8,-411.453782546719,-841.6106725296846,-0.0,-0.0,458.5317366668071,0.0,1.0,0.04306248245405088,0.0,0,0.8013252309474718,65.99961422222222,-28.374846683841376,0.22511878305713895,8.264539478462215,0.002782763224951379,-4.702959081277456,1.231250552921003
