Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Pool Pump Electric Power (kW),Pool Pump Reactive Power (kVAR),Pool Pump Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 00:00:00,0.3281807226039464,0.1708550635685398,0.0,0.005469678710065773,0.0028475843928089965,0.0,0.07837138764441945,0.0,0.24980933495952692,0.0,0.0,0.0,0.1708550635685398,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.0589948405115722,0.04424613038367914,On,0.0,0,Off,0.027264309210526312,0.0,On,0.05110707843389314,0,On,0.005328055843027785,0,On,0.1688119109131476,0.12660893318486066,On,0.01667452769177934,0,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,18337.459422222222,Off,0.0,0.0,37.031206558398694,51.666666666666686,46.10666666666668,0.0,51.05430788726361,0.0,0.0,0.0,37.031206558398694,51.10479461181158,51.13003797408556,51.05430788726361,12.43753247303448,19.275810796409836,-0.2241892035902211,6.697488907901013,-1.7940087879976547,2.8,9.236100170605994,-3159.381211182056,-3320.3582143365534,1710.9681580154336,-3443.252717048383,-0.0,-0.0,365.68897537046894,0.0,1.0,0.16036310290809042,0.0,0,1.1695393713310447,65.99961422222222,-81.8174695041422,0.19671404264065603,8.809798908339635,0.002675086544887935,-108.14580880483871,1.2215339833378713,0.6766550707184367,-3436.923617786513,116.56540344995987,0.3367131269347711,2015.9024908384006,-304.934332822967
2025-01-01 00:01:00,18.665640144826167,0.1708550635685398,0.0,0.31109400241376944,0.0028475843928089965,0.0,0.07837138764441945,0.0,0.24980933495952692,18.33745942222222,0.0,0.0,0.1708550635685398,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.0589948405115722,0.04424613038367914,On,0.0,0,Off,0.027264309210526312,0.0,On,0.05110707843389314,0,On,0.005328055843027785,0,On,0.1688119109131476,0.12660893318486066,On,0.01667452769177934,0,On,0,0,Off,On,18337.459422222222,20.000000000000057,1.0000000000000002,0.0,18.33745942222222,0.0,1,18337.459422222222,18337.459422222222,Off,0.0,0.0,37.162554985970345,51.666666666666686,46.10666666666668,0.0,51.05096770426833,0.0,0.0,0.0,37.162554985970345,51.10167640005356,51.12703074794618,51.05096770426833,12.43753247303448,19.15979468251825,-0.34020531748180716,6.7262656265895,-1.7450721778958553,2.8,9.236100170605994,15216.789435066345,-3347.219917380413,1684.7559465987495,-3405.927088050833,-0.0,-0.0,365.68897537046894,0.0,1.0,0.159749624420087,0.0,0,1.1650652296352717,65.99961422222222,-80.43187447551449,0.19869863901663923,8.778621286442727,0.0026747941986785587,-107.37408239549859,1.2255886947693566,0.6768286564404218,-3463.1879999675384,115.96808258712515,0.3361029962776982,1990.8146155524455,-306.05866895369576
2025-01-01 00:02:00,18.665640144826167,0.1708550635685398,0.0,0.31109400241376944,0.0028475843928089965,0.0,0.07837138764441945,0.0,0.24980933495952692,18.33745942222222,0.0,0.0,0.1708550635685398,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.0589948405115722,0.04424613038367914,On,0.0,0,Off,0.027264309210526312,0.0,On,0.05110707843389314,0,On,0.005328055843027785,0,On,0.1688119109131476,0.12660893318486066,On,0.01667452769177934,0,On,0,0,Off,On,18337.459422222222,20.000000000000057,1.0000000000000002,0.0,18.33745942222222,0.0,1,18337.459422222222,18337.459422222222,Off,0.0,0.0,36.98839274788817,51.666666666666686,46.10666666666668,0.0,51.04761568049024,0.0,0.0,0.0,36.98839274788817,51.09854712810471,51.12401285191196,51.04761568049024,12.43753247303448,19.306344002279154,-0.19365599772090292,6.7532302817157515,-1.6974673898676216,2.8,9.236100170605994,15152.31784946172,-3372.8287022333893,1659.868396871301,-3453.1031868421805,-0.0,-0.0,365.68897537046894,0.0,1.0,0.16052438418952503,0.0,0,1.1707156070428506,65.99961422222222,-97.72736128879112,0.1968712001583353,8.846592287045773,0.002674504898936189,-108.01284076986806,1.2249747685180417,0.6769912711152922,-3487.8101275492486,114.98142531585864,0.3355084058259873,1966.4779471750992,-306.60955030379796
2025-01-01 00:03:00,18.665640144826167,0.1708550635685398,0.0,0.31109400241376944,0.0028475843928089965,0.0,0.07837138764441945,0.0,0.24980933495952692,18.33745942222222,0.0,0.0,0.1708550635685398,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.0589948405115722,0.04424613038367914,On,0.0,0,Off,0.027264309210526312,0.0,On,0.05110707843389314,0,On,0.005328055843027785,0,On,0.1688119109131476,0.12660893318486066,On,0.01667452769177934,0,On,0,0,Off,On,18337.459422222222,20.000000000000057,1.0000000000000002,0.0,18.33745942222222,0.0,1,18337.459422222222,18337.459422222222,Off,0.0,0.0,36.819931189333175,51.666666666666686,46.10666666666668,0.0,51.04427943822237,0.0,0.0,0.0,36.819931189333175,51.095432521482465,51.121009063112524,51.04427943822237,12.43753247303448,19.448008479043505,-0.051991520956551796,6.778512153992934,-1.6509970599952484,2.8,9.236100170605994,15090.584156692115,-3396.5199561660693,1636.8030471099887,-3498.9536551545675,-0.0,-0.0,365.68897537046894,0.0,1.0,0.1612717318829137,0.0,0,1.176166066254733,65.99961422222222,-113.6105857460094,0.19512173404065378,8.911725140427665,0.002674213732324492,-108.62144374874714,1.224381898989722,0.6771437020264709,-3510.905859685973,114.38590351990447,0.33492696678249667,1942.7864941543799,-305.98344704439126
2025-01-01 00:04:00,18.665640144826167,0.1708550635685398,0.0,0.31109400241376944,0.0028475843928089965,0.0,0.07837138764441945,0.0,0.24980933495952692,18.33745942222222,0.0,0.0,0.1708550635685398,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.0589948405115722,0.04424613038367914,On,0.0,0,Off,0.027264309210526312,0.0,On,0.05110707843389314,0,On,0.005328055843027785,0,On,0.1688119109131476,0.12660893318486066,On,0.01667452769177934,0,On,0,0,Off,On,18337.459422222222,20.000000000000057,1.0000000000000002,0.0,18.33745942222222,0.0,1,18337.459422222222,18337.459422222222,Off,0.0,0.0,36.656770368746805,51.666666666666686,46.10666666666668,0.0,51.04095846187335,0.0,0.0,0.0,36.656770368746805,51.09233210016126,51.118018919305214,51.04095846187335,12.43753247303448,19.585131368346435,0.0,6.802245215251392,-1.6054765191323312,2.8,9.236100170605994,15032.606324240862,-3418.813848996051,1614.7868626256266,-3543.56473700033,-0.0,-0.0,365.68897537046894,0.0,1.0,0.16199364395711421,0.0,0,1.1814310217096091,65.99961422222222,-126.97733635150142,0.19344413877832664,8.974932747882825,0.0026739207833391047,-109.2019983010172,1.2238085908563572,0.6772867635394659,-3532.5956850518387,113.78183605578772,0.33435643122372055,1919.6419139490533,-304.8550513234268
2025-01-01 00:05:00,18.665640144826167,0.1708550635685398,0.0,0.31109400241376944,0.0028475843928089965,0.0,0.07837138764441945,0.0,0.24980933495952692,18.33745942222222,0.0,0.0,0.1708550635685398,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.0589948405115722,0.04424613038367914,On,0.0,0,Off,0.027264309210526312,0.0,On,0.05110707843389314,0,On,0.005328055843027785,0,On,0.1688119109131476,0.12660893318486066,On,0.01667452769177934,0,On,0,0,Off,On,18337.459422222222,20.000000000000057,1.0000000000000002,0.0,18.33745942222222,0.0,1,18337.459422222222,18337.459422222222,Off,0.0,0.0,36.49856826582523,51.666666666666686,46.10666666666668,0.0,51.03765227201737,0.0,0.0,0.0,36.49856826582523,51.089245417792576,51.11504199068019,51.03765227201737,12.43753247303448,19.718006178039566,0.0,6.824537975373679,-1.560763096918902,2.8,9.236100170605994,14978.725723527852,-3439.7616033836684,1593.7453224212086,-3587.009551956097,-0.0,-0.0,365.68897537046894,0.0,1.0,0.16269181418951068,0.0,0,1.1865228262448893,65.99961422222222,-137.41312210874332,0.19183315866778475,9.036395389577137,0.0026736261306453506,-109.7563168213002,1.2232535639847943,0.6774211154831106,-3552.977124233452,113.21552084978356,0.3337950623575982,1896.9682141071733,-303.2228916859649
2025-01-01 00:06:00,18.665640144826167,0.1708550635685398,0.0,0.31109400241376944,0.0028475843928089965,0.0,0.07837138764441945,0.0,0.24980933495952692,18.33745942222222,0.0,0.0,0.1708550635685398,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.0589948405115722,0.04424613038367914,On,0.0,0,Off,0.027264309210526312,0.0,On,0.05110707843389314,0,On,0.005328055843027785,0,On,0.1688119109131476,0.12660893318486066,On,0.01667452769177934,0,On,0,0,Off,On,18337.459422222222,20.000000000000057,1.0000000000000002,0.0,18.33745942222222,0.0,1,18337.459422222222,18337.459422222222,Off,0.0,0.0,36.34502726813792,51.666666666666686,46.10666666666668,0.0,51.03436042015691,0.0,0.0,0.0,36.34502726813792,51.08617205682775,51.11207787516317,51.03436042015691,12.43753247303448,19.846888277555735,0.0,6.845489430382568,-1.5167345842333817,2.8,9.236100170605994,14927.193354348852,-3459.446887939703,1573.5188245880609,-3629.351327920913,-0.0,-0.0,365.68897537046894,0.0,1.0,0.16336771848960469,0.0,0,1.1914522437722177,65.99961422222222,-146.6037153229288,0.19028420022434275,9.095546128039974,0.0026733298478983513,-110.28598413231856,1.2227157036151388,0.6775473594885261,-3572.1392462064186,112.69235826671526,0.3332413683584122,1874.700554195244,-301.181729607183
2025-01-01 00:07:00,18.665640144826167,0.1708550635685398,0.0,0.31109400241376944,0.0028475843928089965,0.0,0.07837138764441945,0.0,0.24980933495952692,18.33745942222222,0.0,0.0,0.1708550635685398,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.0589948405115722,0.04424613038367914,On,0.0,0,Off,0.027264309210526312,0.0,On,0.05110707843389314,0,On,0.005328055843027785,0,On,0.1688119109131476,0.12660893318486066,On,0.01667452769177934,0,On,0,0,Off,On,18337.459422222222,20.000000000000057,1.0000000000000002,0.0,18.33745942222222,0.0,1,18337.459422222222,18337.459422222222,Off,0.0,0.0,36.19591229266635,51.666666666666686,46.10666666666668,0.0,51.03108248470738,0.0,0.0,0.0,36.19591229266635,51.083111624778525,51.109126194814095,51.03108248470738,12.43753247303448,19.971979319698672,0.0,6.865189912725852,-1.473289014738034,2.8,9.236100170605994,14877.25920242214,-3477.9560523721093,1553.9713865542856,-3670.637797338425,-0.0,-0.0,365.68897537046894,0.0,1.0,0.16402253647063203,0.0,0,1.1962278772937636,65.99961422222222,-155.25139783212825,0.18879347848055764,9.152500873720285,0.0026730320043750564,-110.7922794803263,1.2221941242663443,0.6776660442437806,-3590.1634084899906,112.20735611788163,0.3326941020625389,1852.7849748599817,-298.8135883056962
2025-01-01 00:08:00,18.665640144826167,0.1708550635685398,0.0,0.31109400241376944,0.0028475843928089965,0.0,0.07837138764441945,0.0,0.24980933495952692,18.33745942222222,0.0,0.0,0.1708550635685398,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.0589948405115722,0.04424613038367914,On,0.0,0,Off,0.027264309210526312,0.0,On,0.05110707843389314,0,On,0.005328055843027785,0,On,0.1688119109131476,0.12660893318486066,On,0.01667452769177934,0,On,0,0,Off,On,18337.459422222222,20.000000000000057,1.0000000000000002,0.0,18.33745942222222,0.0,1,18337.459422222222,18337.459422222222,Off,0.0,0.0,36.05102326782226,51.666666666666686,46.10666666666668,0.0,51.02781806534337,0.0,0.0,0.0,36.05102326782226,51.080063748951815,51.106186590756046,51.02781806534337,12.43753247303448,20.09345088569191,0.0,6.883722225639657,-1.4303418930960743,2.8,9.236100170605994,14828.730658072203,-3495.3652936732615,1534.988628014588,-3710.9085284413195,-0.0,-0.0,365.68897537046894,0.0,1.0,0.16465727836857924,0.0,0,1.2008570945315225,65.99961422222222,-163.50921107916997,0.1873577027691596,9.208091328097112,0.0026727326658365085,-111.27630621952324,1.221688069996804,0.6777776724390282,-3607.1242631774903,111.75896950422903,0.332152228276295,1831.1768545528626,-296.1882265382748
2025-01-01 00:09:00,0.3281807226039464,0.1708550635685398,0.0,0.005469678710065773,0.0028475843928089965,0.0,0.07837138764441945,0.0,0.24980933495952692,0.0,0.0,0.0,0.1708550635685398,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.0589948405115722,0.04424613038367914,On,0.0,0,Off,0.027264309210526312,0.0,On,0.05110707843389314,0,On,0.005328055843027785,0,On,0.1688119109131476,0.12660893318486066,On,0.01667452769177934,0,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,18337.459422222222,Off,0.0,0.0,35.91017951272535,51.666666666666686,46.10666666666668,0.0,51.024566779832845,0.0,0.0,0.0,35.91017951272535,51.07702807350157,51.103258720335944,51.024566779832845,12.43753247303448,20.2114579081196,0.0,6.901162789705146,-1.3878237366532635,2.8,9.236100170605994,-3555.890907796761,-3511.7452996638835,1516.4739866951254,-3750.199090006915,-0.0,-0.0,365.68897537046894,0.0,1.0,0.1652728571058742,0.0,0,1.2053465534928731,65.99961422222222,-171.3807931603145,0.18597389778202092,9.261681861982186,0.0026724318950193645,-111.73906534766076,1.2211968577945795,0.6778827077657102,-3623.0907796606234,111.34547999674042,0.33161489462004523,1809.8395516559087,-293.36556496078305
2025-01-01 00:10:00,0.3281807226039464,0.1708550635685398,0.0,0.005469678710065773,0.0028475843928089965,0.0,0.07837138764441945,0.0,0.24980933495952692,0.0,0.0,0.0,0.1708550635685398,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.0589948405115722,0.04424613038367914,On,0.0,0,Off,0.027264309210526312,0.0,On,0.05110707843389314,0,On,0.005328055843027785,0,On,0.1688119109131476,0.12660893318486066,On,0.01667452769177934,0,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,18337.459422222222,Off,0.0,0.0,36.075210779609485,51.666666666666686,46.10666666666668,0.0,51.02132826228389,0.0,0.0,0.0,36.075210779609485,51.07400425779596,51.10034225555201,51.02132826228389,12.43753247303448,20.066587148838614,0.0,6.917582426428855,-1.3456779496588847,2.8,9.236100170605994,-3496.767665314698,-3527.1618392267796,1498.3464033127775,-3701.987398015395,-0.0,-0.0,365.68897537046894,0.0,1.0,0.1645169991186609,0.0,0,1.199834028110475,65.99961422222222,-160.4692426697721,0.1876273892449606,9.19513480541508,0.00267212975191721,-110.8195138956248,1.221800442531238,0.677981579713508,-3638.1269396940042,110.96510046722523,0.3310814062243106,1788.7432365751224,-290.3968332623448
