Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),Pool Pump Electric Power (kW),Pool Pump Reactive Power (kVAR),Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 00:00:00,10.413783404826168,0.1708550635685398,0.0,10.413783404826168,0.1708550635685398,0.0,0.07837138764441945,0.0,0.24980933495952692,10.085602682222222,0.0,0.0,0.1708550635685398,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0589948405115722,0.04424613038367913,0.0,0.0,0.027264309210526312,0.0,0.05110707843389314,0.0,0.005328055843027785,0.0,0.1688119109131476,0.12660893318486066,0.01667452769177934,0.0,0.0,0.0,10085.602682222223,20.000000000000057,0.5500000000000002,0.0,10.085602682222222,0.0,0.55,10085.602682222223,18337.459422222222,0.0,0.0,36.43370567247786,51.66666666666668,46.10666666666668,0.0,50.95718337207481,0.0,0.0,0.0,36.43370567247786,51.01410316080534,51.04256305517061,50.95718337207481,12.43753247303448,19.69841486187261,-0.05878575910026029,7.052145782325344,-0.6149409657363601,2.8,9.236100170605994,6731.970505376713,-3652.7713247968904,1190.9945993857239,-3581.22238645147,0.0,0.0,365.68897537046894,0.0,1.0,0.1625849413203832,0.0,0.0,1.1857433949049798,65.99961422222222,-138.09876576450915,0.1915952475735948,9.018268346884433,0.0026665416251937736,-105.9817838332038,1.2232826600335558,0.6787908619844394,-3761.6406974363367,108.86937263944655,0.3215826702286375,1438.1521520086674,-247.1575526229436
2025-01-01 01:00:00,8.576517768400368,0.16974891030894781,0.0,8.576517768400366,0.16974891030894781,0.0,0.07632656445362998,0.0,0.2483344639467376,8.25185674,0.0,0.0,0.16974891030894781,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05751996949878289,0.04313997712408715,0.0,0.0,0.025219486019736836,0.0,0.05110707843389314,0.0,0.005328055843027785,0.0,0.1688119109131476,0.12660893318486066,0.01667452769177934,0.0,0.0,0.0,8251.85674,20.000000000000057,0.4500000000000001,0.0,8.25185674,0.0,0.45,8251.85674,18337.459422222222,0.0,0.0,36.2258738906964,51.66666666666668,46.10666666666668,0.0,50.81063405720779,0.0,0.0,0.0,36.2258738906964,50.83059099392939,50.8405694622902,50.81063405720779,12.43753247303448,19.694889951779135,-0.06229015447368204,7.382134025069267,0.9573463105073352,2.5,9.236100170605994,4918.396048506859,-3201.212830519595,307.6745575448391,-3557.230707062643,0.0,0.0,362.1692811668902,0.0,1.0,0.15861774691205371,0.0,0.0,1.1568103674808041,65.99961422222222,-138.39926559738797,0.19050032079299536,8.99875559191966,0.0026504994440622104,-86.30170566293485,1.2233687831169582,0.5337039717814833,-3305.479276097623,104.26644557802798,0.23446502056271107,517.0140580221383,-209.33950047729925
2025-01-01 02:00:00,10.4087888396098,0.16864275704935583,0.0,10.4087888396098,0.16864275704935583,0.0,0.07632656445362998,0.0,0.2468595929339483,10.085602682222222,0.0,0.0,0.16864275704935583,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05604509848599359,0.042033823864495175,0.0,0.0,0.025219486019736836,0.0,0.05110707843389314,0.0,0.005328055843027785,0.0,0.1688119109131476,0.12660893318486066,0.01667452769177934,0.0,0.0,0.0,10085.602682222223,20.000000000000057,0.5500000000000002,0.0,10.085602682222222,0.0,0.55,10085.602682222223,18337.459422222222,0.0,0.0,36.02895227341121,51.66666666666668,46.10666666666668,0.0,50.63150614898359,0.0,0.0,0.0,36.02895227341121,50.6481132927781,50.65641686467536,50.63150614898359,12.43753247303448,19.68178348730154,-0.06783856034692134,7.936390187672321,1.3004670987239326,1.6500000000000001,9.236100170605994,6604.5649814212775,-2955.1267674025544,-144.42634087311203,-3710.6015423250524,0.0,0.0,360.69441015410086,0.0,1.0,0.15714846869456087,0.0,0.0,1.1460948182576025,65.99961422222222,-131.13056862999264,0.18985336159532387,8.9798312879747,0.0026392882612183755,-46.00769215967321,1.2234318685627958,0.3727945973661322,-3052.9344990588775,97.80773165632267,0.14001695353364216,79.78871686873215,-224.2150577418442
2025-01-01 03:00:00,9.18901163421893,0.16753660378976384,0.0,9.18901163421893,0.16753660378976387,0.0,0.07496334899310367,0.0,0.2509428978184188,8.863105387407407,0.0,0.0,0.16753660378976384,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05457022747320427,0.040927670604903196,0.0,0.0,0.023856270559210524,0.0,0.05110707843389314,0.0,0.005328055843027785,0.0,0.1688119109131476,0.12660893318486066,0.02223270358903912,0.0,0.0,0.0,8863.105387407408,20.000000000000057,0.48333333333333345,0.0,8.863105387407407,0.0,0.48333333333333334,8863.105387407408,18337.459422222222,0.0,0.0,35.75733760911445,51.66666666666668,46.10666666666668,0.0,50.43696321212039,0.0,0.0,0.0,35.75733760911445,50.466725965160094,50.481607341679954,50.43696321212039,12.43753247303448,19.733355208184392,-0.057378192271768096,7.808200265326084,1.164148259738582,1.6500000000000001,9.236100170605994,5302.447901541866,-3471.925017527416,-84.21741399943132,-3786.3408440878425,0.0,0.0,357.8563236807852,0.0,1.0,0.1599511433350137,0.0,0.0,1.1665349212339045,65.99961422222222,-132.17296545848404,0.1887065628814124,8.994993929808011,0.0026317080032234185,-99.94845540621094,1.223222054635005,0.4551970423474979,-3578.0726560001267,106.14763847271014,0.17407734207127926,158.09238918424802,-242.30980318367935
2025-01-01 04:00:00,10.12664243790629,0.16643045053017186,0.0,10.12664243790629,0.16643045053017186,0.0,0.07496334899310367,0.0,0.2717007303946686,9.779978358518518,0.0,0.0,0.16643045053017186,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053095356460414966,0.03982151734531121,0.0,0.0,0.023856270559210524,0.0,0.05110707843389314,0.0,0.005328055843027785,0.0,0.1688119109131476,0.12660893318486066,0.04446540717807824,0.0,0.0,0.0,9779.978358518518,20.000000000000057,0.5333333333333334,0.0,9.779978358518518,0.0,0.5333333333333333,9779.978358518518,18337.459422222222,0.0,0.0,35.63091929540481,51.66666666666668,46.10666666666668,0.0,50.243712815423315,0.0,0.0,0.0,35.63091929540481,50.28642792108867,50.30778547392136,50.243712815423315,12.43753247303448,19.66123214444864,-0.0662104933021792,7.543356734361193,1.2210428748853455,0.55,9.236100170605994,5861.592821405987,-3331.59318512633,-304.9437146119357,-4153.261566254179,0.0,0.0,356.38145266799586,0.0,1.0,0.16490910140973572,0.0,0.0,1.2026936576554577,65.99961422222222,-121.50542352634828,0.1881120000801679,8.936412934400199,0.002612898623215783,-12.623331616282588,1.22296290887676,0.4108500661836623,-3443.7175920627296,112.12440693640009,0.18495532661708783,-66.27551630282807,-238.66819830910765
2025-01-01 05:00:00,10.16827610010816,0.16643045053017186,0.0,10.168276100108162,0.16643045053017186,0.0,0.07768977991415629,0.0,0.31060796167548704,9.779978358518518,0.0,0.0,0.16643045053017186,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053095356460414966,0.03982151734531121,0.0,0.0,0.026582701480263156,0.0,0.05110707843389314,0.0,0.005328055843027785,0.0,0.1688119109131476,0.12660893318486066,0.0833726384588967,0.0,0.0,0.0,9779.978358518518,20.000000000000057,0.5333333333333334,0.0,9.779978358518518,0.0,0.5333333333333333,9779.978358518518,18337.459422222222,0.0,0.0,35.3122598671605,51.66666666666668,46.10666666666668,0.0,50.05170819374653,0.0,0.0,0.0,35.3122598671605,50.10717737251844,50.13491196190441,50.05170819374653,12.43753247303448,19.755388897289247,-0.049855883784837,7.661443404123994,0.4769942608766996,-0.25000000000000006,9.236100170605994,5588.086877404154,-3545.129165697614,-388.39375983480465,-4425.763022633738,0.0,0.0,359.1078835890486,0.0,1.0,0.16790484541134285,0.0,0.0,1.224541829041343,65.99961422222222,-125.23634206967482,0.18773163781514718,8.988887972244136,0.0026242340000634376,7.447394995234729,1.2219479822674808,0.36276859028380254,-3655.235673254672,110.1065075570579,0.145860329449157,-107.11256487794391,-281.2811949568607
2025-01-01 06:00:00,10.13705360364204,0.1899883022793657,0.0,10.137053603642038,0.1899883022793657,0.0,0.2490358856301919,0.0,0.41366368319703206,9.474354034814814,0.0,0.0,0.1899883022793657,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05604509848599359,0.042033823864495175,0.0,0.0,0.029990740131578944,0.0,0.21904514549861298,0.0,0.015833373495790115,0.0,0.1972726378864941,0.1479544784148705,0.14451257332875428,0.0,0.0,0.0,9474.354034814814,20.000000000000057,0.5166666666666668,0.0,9.474354034814814,0.0,0.5166666666666667,9474.354034814814,18337.459422222222,0.0,0.0,34.283434765537905,51.66666666666668,46.10666666666668,0.0,49.743071288516276,0.1625854560006807,422.14893860023784,0.0,34.283434765537905,49.14557511679941,49.76943929923975,48.820459020217505,12.43753247303448,19.684882054074865,-0.06040494185554787,7.233764281358863,0.1878342389279587,0.3,9.236100170605994,5701.390784192481,-3791.80593709566,-225.50197914678137,-4219.656954998582,0.0,0.0,570.3775250686374,0.0,1.0,0.16562476757690286,0.0,0.0,1.2079130612717077,65.99961422222222,-123.68382069238876,0.18760090534978122,8.941047448414247,0.0026109335601170545,-94.13447358226517,1.2222519689090925,0.43013850920844443,-3910.2967936823666,118.49085658670684,0.15719042931260727,28.68272250966772,-254.1847016564491
2025-01-01 07:00:00,10.808806000181916,0.21793916861415524,0.0,10.808806000181917,0.21793916861415524,0.0,0.4459769388163961,0.0,0.5828507028470032,9.779978358518518,0.0,0.0,0.21793916861415524,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0589948405115722,0.04424613038367913,0.017613618127070664,0.0,0.027945916940789472,0.0,0.41803102187560665,0.0,0.030091787088295286,0.0,0.23159071764063485,0.1736930382304761,0.2445597394794303,0.0,0.0,0.0,9779.978358518518,20.000000000000057,0.5333333333333334,0.0,9.779978358518518,0.0,0.5333333333333333,9779.978358518518,18337.459422222222,0.0,0.0,32.535056109812835,51.66666666666668,46.10666666666668,0.0,49.34821218964318,0.0,0.0,0.0,32.535056109812835,47.62966717847405,49.34821218964318,46.77039467288948,12.43753247303448,19.73019134104173,-0.05526920822254784,7.00251416964871,-0.03345282785096084,-0.55,9.236100170605994,5926.404933405985,-4229.245382987631,-385.6491601783587,-4556.199004467605,0.0,0.0,827.6827267822579,4.481973962421912,1.0,0.1703745713874909,0.0,0.0,1.242553714026879,65.99961422222222,-125.05714742718659,0.1864232254390041,8.951554630503761,0.002601811415424474,8.894746391879153,1.2220696366693329,0.4356241811433216,-4350.449951903134,121.20456891550197,0.16252914439676408,-125.2207453593437,-260.428414819015
2025-01-01 08:00:00,11.717616036685317,0.22754974754586194,0.0,11.717616036685317,0.22754974754586194,0.0,0.5000643271930997,0.9166775903703706,0.8265200843070322,9.474354034814814,0.0,0.0,0.22754974754586194,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0604697115243615,0.04535228364327111,0.017613618127070664,0.0,0.021129839638157892,0.0,0.4789344875549418,0.0,0.03862002741565737,0.0,0.24292995187012117,0.18219746390259084,0.4668867753698215,0.0,0.0,0.0,9474.354034814814,20.000000000000057,0.5166666666666668,0.0,9.474354034814814,0.0,0.5166666666666667,9474.354034814814,18337.459422222222,916.6775903703705,0.16666666666666666,32.72457643283272,51.66666666666668,46.10666666666668,0.0,49.207895728643706,0.08059113280310712,207.0347665383942,916.6775903703705,32.72457643283272,47.690775320528616,49.20899530729539,46.931115537819394,12.43753247303448,19.64971631372494,-0.0751610705884642,6.394501832104337,-0.5112741726160868,-1.4,9.236100170605994,5453.163244620207,-4648.380305792552,-474.07446018436536,-4871.307193317884,0.0,0.0,902.3187143325351,287.51279036173526,1.0,0.17502002527713428,0.0,0.0,1.276433335480417,65.99961422222222,-52.20231120925839,0.18842999270661212,8.933821380511349,0.002615521413940365,165.7004075380138,1.2229695150302362,0.4637341770461879,-4778.299341521374,129.91903572882342,0.18447829669842916,-217.96502480761643,-256.1094353767489
2025-01-01 09:00:00,11.505584692297617,0.2296336134390291,0.0,11.505584692297617,0.2296336134390291,0.0,0.5172261028783525,0.18333551807407408,1.0250447128266729,9.779978358518518,0.0,0.0,0.2296336134390291,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0604697115243615,0.04535228364327111,0.0,0.0,0.017040193256578944,0.0,0.5001859096217736,0.0,0.046327278006200706,0.0,0.24570843972767742,0.184281329795758,0.6725392835684333,0.0,0.0,0.0,9779.978358518518,20.000000000000057,0.5333333333333334,0.0,9.779978358518518,0.0,0.5333333333333333,9779.978358518518,18337.459422222222,183.3355180740741,0.03333333333333333,35.429830707974816,51.66666666666668,46.10666666666668,0.0,51.41217103590125,0.19036546979943608,518.0918791912011,183.3355180740741,35.429830707974816,50.16719291333869,51.41217103590125,49.54470385205741,12.43753247303448,19.748599490430266,-0.04336019364957604,6.269171232939345,-0.3976676216955442,-0.85,9.236100170605994,6056.675105767967,-4178.42675247163,-288.9761525380895,-4697.850671010597,0.0,0.0,918.5315555778772,738.9152450674651,1.0,0.17263378525483694,0.0,0.0,1.259030319419284,65.99961422222222,56.015862682168034,0.1901664699870766,9.028504885232383,0.0026547921668888226,319.0768772423514,1.2231411188124115,0.45770808715062955,-4306.066987299369,127.64023482774054,0.17933515857191695,-124.261407244806,-164.71474529328353
