Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Water Heating Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,Basement Lighting Electric Power (kW),Basement Lighting Reactive Power (kVAR),Basement Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W)
2025-01-01 00:00:00,0.20677856726099136,0.11515773254009258,0.0,0.003446309454349856,0.0019192955423348763,0.0,0.01823068849652589,0.13854787876446548,0.0,0.05,0.0,0.0,0.0,0.10057439920675924,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0.0,0,Off,0.00284234283625731,0.0,On,0.007694172830134291,0,On,0.007694172830134291,0.0,On,0.004448679822119775,0,On,0.09643892450112278,0.07232919337584207,On,Off,0.0,20.0555555555556,0.0,0.0,0.0,0.0,0,0.0,8267.242973333334,Off,0.0,21.0555555555556,0,0.0,0.05,0.0,0.0,0,0,0,4842.70704,Off,0.0,0,75.0896139152511,51.666666666666686,46.10666666666668,0.0,52.13412375707289,0.0,0.0,0.0,117.32752174257985,50.8759814913367,52.13412375707289,50.24691035846862,12.43753247303448,19.542855594447854,-0.01269996110774585,-2.8040691907847157,2.8,9.236100170605994,-1329.7048962297672,80.77394242142749,-1558.8131248416955,-0.0,-0.0,282.09307060457945,0.0,2.0010000000000003,0.07144089231595324,0.0,0,1.8490392281606514,132.0652280586667,-52.98484199265106,0.22021707082156283,9.354903267260354,0.0030466929630526825,-52.44220563074553,1.2201458923852104,0,0,80.77394242142749
2025-01-01 00:01:00,0.20677856726099136,0.11515773254009258,0.0,0.003446309454349856,0.0019192955423348763,0.0,0.01823068849652589,0.13854787876446548,0.0,0.05,0.0,0.0,0.0,0.10057439920675924,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0.0,0,Off,0.00284234283625731,0.0,On,0.007694172830134291,0,On,0.007694172830134291,0.0,On,0.004448679822119775,0,On,0.09643892450112278,0.07232919337584207,On,Off,0.0,20.0555555555556,0.0,0.0,0.0,0.0,0,0.0,8267.242973333334,Off,0.0,21.0555555555556,0,0.0,0.05,0.0,0.0,0,0,0,4842.70704,Off,0.0,0,75.41075581583412,51.666666666666686,46.10666666666668,0.0,52.12106808236831,0.0,0.0,0.0,117.82930596224081,50.864282011405344,52.12106808236831,50.235888975923864,12.43753247303448,19.3969202251985,-0.1586353303571002,-2.673583636274917,2.8,9.236100170605994,-1310.111734789411,79.28183279656604,-1539.8235851712068,-0.0,-0.0,282.09307060457945,0.0,2.0010000000000003,0.07119111728981814,0.0,0,1.8425745297706018,132.0652280586667,-52.38122022278371,0.22283755875940764,9.311894679438582,0.003046189286917766,-51.779386401506926,1.2243209092622753,0,0,79.28183279656604
2025-01-01 00:02:00,0.6181598172609915,0.11515773254009258,0.3526125,0.010302663621016525,0.0019192955423348763,0.005876875,0.01823068849652589,0.13854787876446548,0.41138125000000003,0.05,0.0,0.3526125,0.0,0.10057439920675924,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0.0,0,Off,0.00284234283625731,0.0,On,0.007694172830134291,0,On,0.007694172830134291,0.0,On,0.004448679822119775,0,On,0.09643892450112278,0.07232919337584207,On,On,7073.001874314146,20.0555555555556,0.8000000000000002,1605.6223490191883,10.334053716666666,0.41138125000000003,1,8267.242973333334,8267.242973333334,Off,0.0,21.0555555555556,0,0.0,0.05,0.0,0.0,0,0,0,4842.70704,Off,0.0,0,75.72170389571103,51.666666666666686,46.10666666666668,0.0,52.107959538325645,0.0,0.0,0.0,118.31516233704848,50.85253249535014,52.107959538325645,50.22481897386239,12.43753247303448,19.255194218816676,-0.3003613367389235,-2.545619859642323,2.8,9.236100170605994,4367.043834450289,3098.162805734403,-1521.4682428119254,-0.0,-0.0,282.09307060457945,0.0,2.0010000000000003,0.07094833816653602,0.0,0,1.836290899930961,132.0652280586667,-51.98249279368265,0.22477640025018264,9.246163150373373,0.0030456936726277316,-51.13453499347533,1.2249146920277705,0,0,77.94008185238539
2025-01-01 00:03:00,0.6181598172609915,0.11515773254009258,0.3526125,0.010302663621016525,0.0019192955423348763,0.005876875,0.01823068849652589,0.13854787876446548,0.41138125000000003,0.05,0.0,0.3526125,0.0,0.10057439920675924,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0.0,0,Off,0.00284234283625731,0.0,On,0.007694172830134291,0,On,0.007694172830134291,0.0,On,0.004448679822119775,0,On,0.09643892450112278,0.07232919337584207,On,On,7073.001874314146,20.0555555555556,0.8000000000000002,1605.6223490191883,10.334053716666666,0.41138125000000003,1,8267.242973333334,8267.242973333334,Off,0.0,21.0555555555556,0,0.0,0.05,0.0,0.0,0,0,0,4842.70704,Off,0.0,0,75.34216353012117,51.666666666666686,46.10666666666668,0.0,52.0947998233518,0.0,0.0,0.0,117.72213051581431,50.84073453143869,52.0947998233518,50.213701885482145,12.43753247303448,19.401940818210583,-0.1536147373450163,-2.267845914905206,2.8,9.236100170605994,4343.149073500674,3095.1011044886627,-1540.4753800054698,-0.0,-0.0,282.09307060457945,0.0,2.0010000000000003,0.07119971389316991,0.0,0,1.842797027786949,132.0652280586667,-56.87011654975306,0.2226962763668037,9.312809880607519,0.003045204467890401,-51.575352191668244,1.2243006253512072,0,0,74.8783806066455
2025-01-01 00:04:00,0.6181598172609915,0.11515773254009258,0.3526125,0.010302663621016525,0.0019192955423348763,0.005876875,0.01823068849652589,0.13854787876446548,0.41138125000000003,0.05,0.0,0.3526125,0.0,0.10057439920675924,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0.0,0,Off,0.00284234283625731,0.0,On,0.007694172830134291,0,On,0.007694172830134291,0.0,On,0.004448679822119775,0,On,0.09643892450112278,0.07232919337584207,On,On,7073.001874314146,20.0555555555556,0.8000000000000002,1605.6223490191883,10.334053716666666,0.41138125000000003,1,8267.242973333334,8267.242973333334,Off,0.0,21.0555555555556,0,0.0,0.05,0.0,0.0,0,0,0,4842.70704,Off,0.0,0,74.97448468344442,51.666666666666686,46.10666666666668,0.0,52.081703897387165,0.0,0.0,0.0,117.1476323178819,50.828995702534854,52.081703897387165,50.20264160510871,12.43753247303448,19.543790367026915,-0.011765188528684689,-1.9952286943645468,2.8,9.236100170605994,4321.126193906144,3092.2783477921935,-1558.9350510187974,-0.0,-0.0,282.09307060457945,0.0,2.0010000000000003,0.07144249151555936,0.0,0,1.8490806187803583,132.0652280586667,-60.43332513095536,0.2207045374696936,9.377337633541606,0.003044710798366049,-51.99553501619725,1.2237076511751386,0,0,72.05562391017625
2025-01-01 00:05:00,0.6181598172609915,0.11515773254009258,0.3526125,0.010302663621016525,0.0019192955423348763,0.005876875,0.01823068849652589,0.13854787876446548,0.41138125000000003,0.05,0.0,0.3526125,0.0,0.10057439920675924,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0.0,0,Off,0.00284234283625731,0.0,On,0.007694172830134291,0,On,0.007694172830134291,0.0,On,0.004448679822119775,0,On,0.09643892450112278,0.07232919337584207,On,On,7073.001874314146,20.0555555555556,0.8000000000000002,1605.6223490191883,10.334053716666666,0.41138125000000003,1,8267.242973333334,8267.242973333334,Off,0.0,21.0555555555556,0,0.0,0.05,0.0,0.0,0,0,0,4842.70704,Off,0.0,0,74.61800061158482,51.666666666666686,46.10666666666668,0.0,52.06866978356954,0.0,0.0,0.0,116.59062595560127,50.81731416053215,52.06866978356954,50.19163634901346,12.43753247303448,19.681019612267683,0.0,-1.7275094988074564,2.8,9.236100170605994,4300.468180042945,3089.5394588750346,-1576.874533832581,-0.0,-0.0,282.09307060457945,0.0,2.0010000000000003,0.07167716392524692,0.0,0,1.855154429971857,132.0652280586667,-63.15185618037064,0.21879518196009437,9.439242217212776,0.0030442128657638904,-52.3962387117635,1.2231345529956539,0,0,69.31673499301726
2025-01-01 00:06:00,0.6181598172609915,0.11515773254009258,0.3526125,0.010302663621016525,0.0019192955423348763,0.005876875,0.01823068849652589,0.13854787876446548,0.41138125000000003,0.05,0.0,0.3526125,0.0,0.10057439920675924,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0.0,0,Off,0.00284234283625731,0.0,On,0.007694172830134291,0,On,0.007694172830134291,0.0,On,0.004448679822119775,0,On,0.09643892450112278,0.07232919337584207,On,On,7073.001874314146,20.0555555555556,0.8000000000000002,1605.6223490191883,10.334053716666666,0.41138125000000003,1,8267.242973333334,8267.242973333334,Off,0.0,21.0555555555556,0,0.0,0.05,0.0,0.0,0,0,0,4842.70704,Off,0.0,0,74.27213644359723,51.666666666666686,46.10666666666668,0.0,52.055695616098994,0.0,0.0,0.0,116.05021319312067,50.80568816120741,52.055695616098994,50.18068443376162,12.43753247303448,19.813867015879758,0.0,-1.4644793015300137,2.8,9.236100170605994,4280.684737436322,3086.9037782369537,-1594.3170230839885,-0.0,-0.0,282.09307060457945,0.0,2.0010000000000003,0.07190415673001345,0.0,0,1.8610294769780908,132.0652280586667,-65.49280953558639,0.21696297738755577,9.49865833509726,0.0030437108607394535,-52.77846695683489,1.2225802804898194,0,0,66.68105435493648
2025-01-01 00:07:00,0.6181598172609915,0.11515773254009258,0.3526125,0.010302663621016525,0.0019192955423348763,0.005876875,0.01823068849652589,0.13854787876446548,0.41138125000000003,0.05,0.0,0.3526125,0.0,0.10057439920675924,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0.0,0,Off,0.00284234283625731,0.0,On,0.007694172830134291,0,On,0.007694172830134291,0.0,On,0.004448679822119775,0,On,0.09643892450112278,0.07232919337584207,On,On,7073.001874314146,20.0555555555556,0.8000000000000002,1605.6223490191883,10.334053716666666,0.41138125000000003,1,8267.242973333334,8267.242973333334,Off,0.0,21.0555555555556,0,0.0,0.05,0.0,0.0,0,0,0,4842.70704,Off,0.0,0,73.9364026359846,51.666666666666686,46.10666666666668,0.0,52.042779624938845,0.0,0.0,0.0,115.52562911872594,50.794116049906336,52.042779624938845,50.169784262390095,12.43753247303448,19.94253547536633,0.0,-1.2059582575702872,2.8,9.236100170605994,4261.53945911604,3084.3709189725278,-1611.2818281333246,-0.0,-0.0,282.09307060457945,0.0,2.0010000000000003,0.07212383321168336,0.0,0,1.8667151622900209,132.0652280586667,-67.67328280653207,0.21520338131403302,9.557063624547318,0.003043204964359855,-53.14308342516257,1.2220439370876146,0,0,64.14819509051031
2025-01-01 00:08:00,0.6181598172609915,0.11515773254009258,0.3526125,0.010302663621016525,0.0019192955423348763,0.005876875,0.01823068849652589,0.13854787876446548,0.41138125000000003,0.05,0.0,0.3526125,0.0,0.10057439920675924,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0.0,0,Off,0.00284234283625731,0.0,On,0.007694172830134291,0,On,0.007694172830134291,0.0,On,0.004448679822119775,0,On,0.09643892450112278,0.07232919337584207,On,On,7073.001874314146,20.0555555555556,0.8000000000000002,1605.6223490191883,10.334053716666666,0.41138125000000003,1,8267.242973333334,8267.242973333334,Off,0.0,21.0555555555556,0,0.0,0.05,0.0,0.0,0,0,0,4842.70704,Off,0.0,0,73.61036087955786,51.666666666666686,46.10666666666668,0.0,52.029920121606835,0.0,0.0,0.0,115.01618887430915,50.78259624824891,52.029920121606835,50.15893431156995,12.43753247303448,20.067206556421617,0.0,-0.9517888446722305,2.8,9.236100170605994,4242.9643058006295,3081.938960053349,-1627.7861204706073,-0.0,-0.0,282.09307060457945,0.0,2.0010000000000003,0.07233651887865353,0.0,0,1.8722199107435553,132.0652280586667,-69.7441437846604,0.2135123163898059,9.61252943607895,0.0030426953494623577,-53.49086610852852,1.2215247197350891,0,0,61.71623617133154
2025-01-01 00:09:00,0.6181598172609915,0.11515773254009258,0.3526125,0.010302663621016525,0.0019192955423348763,0.005876875,0.01823068849652589,0.13854787876446548,0.41138125000000003,0.05,0.0,0.3526125,0.0,0.10057439920675924,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0.0,0,Off,0.00284234283625731,0.0,On,0.007694172830134291,0,On,0.007694172830134291,0.0,On,0.004448679822119775,0,On,0.09643892450112278,0.07232919337584207,On,On,7073.001874314146,20.0555555555556,0.8000000000000002,1605.6223490191883,10.334053716666666,0.41138125000000003,1,8267.242973333334,8267.242973333334,Off,0.0,21.0555555555556,0,0.0,0.05,0.0,0.0,0,0,0,4842.70704,Off,0.0,0,73.2936014452842,51.666666666666686,46.10666666666668,0.0,52.017115490642865,0.0,0.0,0.0,114.52125225825655,50.77112724614666,52.017115490642865,50.14813312389857,12.43753247303448,20.188049950918877,0.0,-0.7018305258043689,2.8,9.236100170605994,4224.937365528117,3079.6042481895665,-1643.8461004957262,-0.0,-0.0,282.09307060457945,0.0,2.0010000000000003,0.07254251775846951,0.0,0,1.8775515912053886,132.0652280586667,-71.71110403205384,0.21188602137063536,9.666518181669158,0.0030421821814745546,-53.82254326794684,1.2210218789037042,0,0,59.381524307549036
2025-01-01 00:10:00,0.20677856726099136,0.11515773254009258,0.0,0.003446309454349856,0.0019192955423348763,0.0,0.01823068849652589,0.13854787876446548,0.0,0.05,0.0,0.0,0.0,0.10057439920675924,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0.0,0,Off,0.00284234283625731,0.0,On,0.007694172830134291,0,On,0.007694172830134291,0.0,On,0.004448679822119775,0,On,0.09643892450112278,0.07232919337584207,On,Off,0.0,20.0555555555556,0.0,0.0,0.0,0.0,0,0.0,8267.242973333334,Off,0.0,21.0555555555556,0,0.0,0.05,0.0,0.0,0,0,0,4842.70704,Off,0.0,0,72.9857360132613,51.666666666666686,46.10666666666668,0.0,52.00436418484861,0.0,0.0,0.0,114.04021252072077,50.75970759734977,52.00436418484861,50.137379303600355,12.43753247303448,20.305226468963117,0.0,-0.455956063596743,2.8,9.236100170605994,-1450.9598858236848,57.13951366028924,-1659.477335305124,-0.0,-0.0,282.09307060457945,0.0,2.0010000000000003,0.07274211760194155,0.0,0,1.8827176512663726,132.0652280586667,-73.57562112314025,0.210320994712199,9.719132067850229,0.003041665618877996,-54.138804970409424,1.2205347057296463,0,0,57.13951366028924
