Metric,Value
Total Electric Energy (kWh),1266.4750080935155
Total Gas Energy (therms),0.0
Average Electric Power (kW),1.7589930667965492
Peak Electric Power (kW),6.481078709986951
Other Electric Energy (kWh),246.38653734546992
HVAC Heating Electric Energy (kWh),843.8482225522221
Lighting Electric Energy (kWh),41.20416805286047
Water Heating Electric Energy (kWh),135.036080142963
Average Temperature - Indoor (C),19.697758345456965
Unmet Heating Load (C-hours),37.74865349979787
Unmet Cooling Load (C-hours),0.0
Total Hot Water Unmet Demand (kWh),0.0
