Metric,Value
Total Electric Energy (kWh),115.75876343138961
Total Gas Energy (therms),0.0
Average Electric Power (kW),4.823281809641234
Peak Electric Power (kW),18.599544646313095
Lighting Electric Energy (kWh),1.3056885108656464
Water Heating Electric Energy (kWh),9.274616303555554
Other Electric Energy (kWh),13.898340944389698
HVAC Heating Electric Energy (kWh),90.0801176725787
HVAC Cooling Electric Energy (kWh),1.2
Average Temperature - Indoor (C),14.966512190466155
Unmet Heating Load (C-hours),3.4736383988414286
Unmet Cooling Load (C-hours),0.0
Total HVAC Heating Delivered (kWh),90.08011767257868
Average HVAC Heating COP (-),1.0
Average HVAC Heating Duct Efficiency (-),0.9999999999999997
Total HVAC Cooling Delivered (kWh),0.0
Average HVAC Cooling COP (-),0.0
Total Hot Water Unmet Demand (kWh),0.0
