Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),Pool Pump Electric Power (kW),Pool Pump Reactive Power (kVAR),Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,3.753246243192591,0.1563501916809199,0.0,3.7532462431925904,0.15635019168091993,0.0,0.012964355178941006,0.0,0.2167554996108714,3.4735263884027785,0.05,0.0,0.0,0.14176685834758657,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03506475048252919,0.02629856286189688,0.0,0.0,0.0034871436403508763,0.0,0.00947721153859013,0.0,0.006965966396458784,0.0,0.15395772731425297,0.1154682954856897,0.02076705541763043,0.0,0.0,0.0,3473.5263884027777,13.333333333333371,0.25,0.0,3.348557247777778,0.124969140625,0.25,3348.557247777778,13394.228991111111,0.0,18.888888888888914,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,7809.172826666667,0.0,0.0,43.042722739752506,51.66666666666668,46.10666666666668,0.0,50.039158862293625,0.0,0.0,0.0,43.042722739752506,50.082356029506904,50.10395461311355,50.039158862293625,12.43753247303448,13.086045496904553,-0.046953054967389996,2.8,9.236100170605994,2259.8351660865674,-1413.4776706204568,0.0,0.0,396.1746011268509,0.0,3.0,0.10540584465463902,0.0,0.0,1.3877941371284257,197.99884266666666,-196.3881528226043,0.3221531954559643,6.1561624900246406,0.0029433004395446275,-40.04396011312137,1.2513330953466562
2025-01-01 01:00:00,3.2871561690912494,0.15507962161564318,0.0,3.287156169091249,0.15507962161564318,0.0,0.01239590283989558,0.0,0.2143707296356127,3.0103895366157407,0.05,0.0,0.0,0.14049628828230984,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034188131720465954,0.025641098790349457,0.0,0.0,0.0032256078673245604,0.0,0.00917029497257102,0.0,0.006275289841569102,0.0,0.15314025265594722,0.1148551894919604,0.02076705541763043,0.0,0.0,0.0,3010.3895366157403,13.333333333333371,0.21666666666666667,0.0,2.902082948074074,0.10830658854166668,0.21666666666666667,2902.082948074074,13394.228991111111,0.0,18.888888888888914,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,7809.172826666667,0.0,0.0,42.75765205218399,51.66666666666668,46.10666666666668,0.0,49.681564853997294,0.0,0.0,0.0,42.75765205218399,49.72098339438649,49.74069266458108,49.681564853997294,12.43753247303448,12.969801490726077,-0.07315577574581228,2.5,9.236100170605994,1932.1406601998494,-1288.4080373343365,0.0,0.0,393.27860203862826,0.0,3.0,0.09457451717538089,0.0,0.0,1.2451867435604174,197.99884266666666,-183.11944112018304,0.3236095148145082,6.086352395683222,0.0029340772190070146,-12.97617672172442,1.2519090898837058
2025-01-01 02:00:00,11.854311308389372,0.15442215754409577,0.0,11.854311308389372,0.15442215754409577,0.0,0.01239590283989558,0.0,0.21349411087354947,11.578421294675927,0.05,0.0,0.0,0.13983882421076244,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03331151295840273,0.024983634718802036,0.0,0.0,0.0032256078673245604,0.0,0.00917029497257102,0.0,0.006275289841569102,0.0,0.15314025265594722,0.1148551894919604,0.02076705541763043,0.0,0.0,0.0,11578.421294675927,18.94444444444449,0.8333333333333334,0.0,11.161857492592592,0.4165638020833333,0.8333333333333334,11161.857492592593,13394.228991111111,0.0,19.94444444444449,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,7809.172826666667,0.0,0.0,37.327205738020886,51.66666666666668,46.10666666666668,0.0,49.361935182501014,0.0,0.0,0.0,37.327205738020886,49.379013338886104,49.38755241707865,49.361935182501014,12.43753247303448,17.295936461956906,-1.1841199027624683,1.6500000000000001,9.236100170605994,9549.979189920927,-2149.2322459219245,0.0,0.0,392.40198327656503,0.0,3.0,0.10372373147970763,0.0,0.0,1.3656471033486102,197.99884266666666,-271.6118421096393,0.24672730118542427,8.191518299167305,0.002932865382888312,-5.977975954916524,1.2333096255669072
2025-01-01 03:00:00,7.691951018167836,0.15376469347254834,0.0,7.691951018167836,0.15376469347254834,0.0,0.012221545657878037,0.0,0.21953984391736306,7.410189628592593,0.05,0.0,0.0,0.139181360139215,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03243489419633949,0.024326170647254612,0.0,0.0,0.003051250685307017,0.0,0.00917029497257102,0.0,0.006275289841569102,0.0,0.15314025265594722,0.1148551894919604,0.027689407223507243,0.0,0.0,0.0,7410.189628592592,18.94444444444449,0.5333333333333333,0.0,7.14358879525926,0.26660083333333334,0.5333333333333333,7143.588795259259,13394.228991111111,0.0,19.94444444444449,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,7809.172826666667,0.0,0.0,35.40770146376693,51.66666666666668,46.10666666666668,0.0,49.04244329159339,0.0,0.0,0.0,35.40770146376693,49.07701508006864,49.094300974306265,49.04244329159339,12.43753247303448,18.6432271819066,-0.07396603952105867,1.6500000000000001,9.236100170605994,5059.071307604018,-2525.243334146318,0.0,0.0,391.3510073324842,0.0,3.0,0.11361506812519048,0.0,0.0,1.4958783922296157,197.99884266666666,-217.22599417474012,0.22459619264757827,8.828896105437044,0.002927749113302352,-61.86533072088018,1.2275728309178755
2025-01-01 04:00:00,0.3085741780366851,0.1531072294010009,0.0,0.3085741780366851,0.1531072294010009,0.0,0.012221545657878037,0.0,0.24635263237880706,0.0,0.05,0.0,0.0,0.1385238960676676,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03155827543427626,0.023668706575707184,0.0,0.0,0.003051250685307017,0.0,0.00917029497257102,0.0,0.006275289841569102,0.0,0.15314025265594722,0.1148551894919604,0.055378814447014486,0.0,0.0,0.0,0.0,13.333333333333371,0.0,0.0,0.0,0.0,0.0,0.0,13394.228991111111,0.0,18.888888888888914,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,7809.172826666667,0.0,0.0,39.16381462364968,51.66666666666668,46.10666666666668,0.0,48.71545904751977,0.0,0.0,0.0,39.16381462364968,48.76772244205587,48.79385413932392,48.71545904751977,12.43753247303448,15.105048949242237,-0.0002761458365592754,0.55,9.236100170605994,-1675.4255713834273,-1966.8634509137232,0.0,-6.562836522584364,390.47438857042096,0.0,3.0,0.10286692693934917,0.0,0.0003279363517891478,1.358683920483229,197.99884266666666,-92.47367251754054,0.2805320609070933,7.104371615534148,0.0029072438098287526,8.42807425967971,1.242104940842533
2025-01-01 05:00:00,3.1362004657640807,0.1531072294010009,0.0,3.1362004657640803,0.1531072294010009,0.0,0.012570260021913122,0.0,0.29480909501994473,2.7788211107222223,0.05,0.0,0.0,0.1385238960676676,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03155827543427626,0.023668706575707184,0.0,0.0,0.0033999650493421046,0.0,0.00917029497257102,0.0,0.006275289841569102,0.0,0.15314025265594722,0.1148551894919604,0.10383527708815216,0.0,0.0,0.0,2778.8211107222223,13.333333333333371,0.2,0.0,2.678845798222222,0.09997531250000001,0.2,2678.845798222222,13394.228991111111,0.0,18.888888888888914,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,7809.172826666667,0.0,0.0,41.15265670173537,51.66666666666668,46.10666666666668,0.0,48.403417354765594,0.0,0.0,0.0,41.15265670173537,48.42511323224284,48.435961170981464,48.403417354765594,12.43753247303448,13.053941353265747,-0.05678730341330205,-0.25000000000000006,9.236100170605994,1413.3306674030935,-1650.0893913510615,0.0,0.0,390.8231029344561,0.0,3.0,0.09420565078213097,0.0,0.0,1.2403301758851313,197.99884266666666,-106.22415490252338,0.3207725650029159,6.1129756068353736,0.002927066846818395,37.16305794440409,1.2503316210062911
2025-01-01 06:00:00,4.138177371831773,0.1844643512368327,0.0,4.138177371831773,0.1844643512368327,0.0,0.059406357457846254,0.8166328820740741,0.4333170215776302,2.7788211107222223,0.05,0.0,0.0,0.16988101790349935,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03331151295840273,0.024983634718802036,0.0,0.0,0.003835858004385964,0.0,0.05557049945346029,0.0,0.026827850753500613,0.0,0.19319651091292983,0.14489738318469733,0.17998114695279704,0.0,0.0,0.0,2778.8211107222223,13.333333333333371,0.2,0.0,2.678845798222222,0.09997531250000001,0.2,2678.845798222222,13394.228991111111,0.0,20.000000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,7809.172826666667,816.6328820740741,0.23333333333333334,43.19160771022192,51.66666666666668,46.10666666666668,0.0,50.5545871770435,0.2850846676775337,738.5020130373217,816.6328820740741,43.19160771022192,50.146853583553884,50.55776901572086,49.939804948131716,12.43753247303448,13.04098639071798,-0.05305718419412304,0.3,9.236100170605994,1539.9969007938819,-1576.065268231914,0.0,0.0,485.13938958277436,0.0,2.817,0.09410819711012626,0.0,0.0,1.2390470816213084,185.92091326399998,-147.8983312792005,0.3205563678691792,6.101085412534006,0.002922734290642944,-30.697860196745488,1.2503911342823746
2025-01-01 07:00:00,5.1037476329988385,0.17740016413229343,0.0,5.103747632998839,0.17740016413229343,0.0,0.045984611354000476,0.758301961925926,0.544366245422616,3.7050948142962965,0.05,0.0,0.0,0.1628168307989601,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03506475048252919,0.02629856286189688,0.0,0.0,0.0035743222313596485,0.0,0.04241028912264082,0.0,0.02269365823208952,0.0,0.18202435724941768,0.13651826793706323,0.3045834794585796,0.0,0.0,0.0,3705.094814296296,13.333333333333371,0.26666666666666666,0.0,3.57179439762963,0.13330041666666667,0.26666666666666666,3571.7943976296297,13394.228991111111,0.0,20.000000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,7809.172826666667,758.301961925926,0.21666666666666667,43.25403500024468,51.66666666666668,46.10666666666668,0.0,51.41077893617323,0.2003451440770113,541.6309406842603,758.301961925926,43.25403500024468,50.127621147964945,51.41077893617323,49.4860422538608,12.43753247303448,13.003449359564819,-0.06195371842199018,-0.55,9.236100170605994,2159.758116514572,-1743.5518828149557,0.0,0.0,359.8976645305776,1.5759175656857,1.3162500000000001,0.0974288550570757,0.0,0.0,1.2827675189963392,86.87199222000001,-161.68247949734626,0.3199034907598582,6.06569582331754,0.0029095654098604123,-52.93705314902376,1.2505650801516939
2025-01-01 08:00:00,5.424453890368726,0.17376588624773556,0.0,5.424453890368726,0.17376588624773556,0.0,0.03864897655351027,0.5833092014814816,0.8158324721439185,3.936663240189815,0.05,0.0,0.0,0.15918255291440223,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03594136924459241,0.0269560269334443,0.0,0.0,0.0027025363212719294,0.0,0.035946440232238336,0.0,0.02211151656439679,0.0,0.1763020346412773,0.13222652598095794,0.581477551693652,0.0,0.0,0.0,3936.663240189815,13.333333333333371,0.2833333333333333,0.0,3.7950315474814813,0.14163169270833334,0.2833333333333333,3795.031547481481,13394.228991111111,0.0,20.000000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,7809.172826666667,583.3092014814815,0.16666666666666666,42.57208785536717,51.66666666666668,46.10666666666668,0.0,51.342142533065605,0.2895594639583137,785.7845371416487,583.3092014814815,42.57208785536717,49.57704094813304,51.342142533065605,48.69449015566677,12.43753247303448,13.02461415028007,-0.05852535985148671,-1.4,9.236100170605994,2167.89844367975,-1951.2418723147791,0.0,0.0,326.59636918688733,116.28933004039479,0.9990000000000001,0.10227763433232714,0.0,0.0,1.3466075031307256,65.933614608,-144.1192933821727,0.3188514389443673,6.070988410853537,0.002902596655378555,22.598540280493225,1.2510652741220587
2025-01-01 09:00:00,5.22152208298379,0.17376588624773556,0.0,5.221522082983789,0.17376588624773556,0.0,0.03821891002746342,0.8166328820740741,1.0747123283729922,3.2419579625092596,0.05,0.0,0.0,0.15918255291440223,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03594136924459241,0.0269560269334443,0.0,0.0,0.002179464775219298,0.0,0.036039445252244125,0.0,0.02486435597602852,0.0,0.1763020346412773,0.13222652598095794,0.8376045685110939,0.0,0.0,0.0,3241.9579625092592,13.333333333333371,0.23333333333333334,0.0,3.1253200979259264,0.11663786458333333,0.23333333333333334,3125.320097925926,13394.228991111111,0.0,20.000000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,7809.172826666667,816.6328820740741,0.23333333333333334,42.06996984178337,51.66666666666668,46.10666666666668,0.0,51.29591532838129,0.2274630916347589,619.1770342311246,816.6328820740741,42.06996984178337,49.15224076037992,51.29591532838129,48.080403476379246,12.43753247303448,13.069850506792829,-0.051322657453217894,-0.85,9.236100170605994,1640.7177385458401,-1844.749259169962,0.0,0.0,328.91914207247225,376.067755513582,0.9990000000000001,0.10022559834344204,0.0,0.0,1.319589992632308,65.933614608,-85.41010686592965,0.3203104346799522,6.123044947078424,0.002923065927250784,120.58480211670341,1.251480050370345
