Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Garage Lighting Electric Power (kW),Garage Lighting Reactive Power (kVAR),Garage Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Spa Pump Electric Power (kW),Spa Pump Reactive Power (kVAR),Spa Pump Mode,Spa Heater Electric Power (kW),Spa Heater Reactive Power (kVAR),Spa Heater Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Garage (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Net Sensible Heat Gain - Garage (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W),Infiltration Flow Rate - Garage (m^3/s),Infiltration Heat Gain - Garage (W),Radiation Heat Gain - Garage (W),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 00:49:00,0.7811085937014398,0.3921468808683725,0.0,0.013018476561690664,0.006535781347806208,0.0,0.11599080388851805,0.0,0.6651177898129218,0.0,0.0,0.0,0.3921468808683725,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.03464309210526316,0.0,On,0.0023720440415925647,0.0,On,0.07897566774166233,0,On,0.014160833385929064,0,On,0.46207139993833657,0.3465535499537523,On,0.06674360853043307,0,On,0.06135084007206281,0,On,0,0,Off,Off,0.0,12.222222222222285,0.0,0.0,0.0,0.0,0,0.0,12279.093413333334,Off,0.0,0.0,45.54505303227829,51.666666666666686,46.10666666666668,0.0,50.84041655056278,0.0,0.0,0.0,45.54505303227829,50.86342137974785,50.87492379434039,50.84041655056278,12.43753247303448,11.718075329761003,-0.004146892461282192,2.7985748130641626,2.3886433247123087,-0.6733759450872242,2.8,9.236100170605994,76.44556125967381,-3792.2785895441384,422.8373478965873,2743.5785857534197,-780.8267144287923,-0.0,-0.0,752.668375547705,0.0,2.0,0.06718400274775325,0.0,0,0.32255628390441576,131.99922844444444,104.60390014076128,0.31756117989491034,5.085271156134427,0.002651170093395414,49.014147280537244,1.2576231588794788,0,0,78.72746761979052,0.8155251818495999,437.19337966847115,-14.356031771883883,0.6570484777171869,2974.1773205440104,-230.59873479059053
2025-01-01 00:50:00,0.7811085937014398,0.3921468808683725,0.0,0.013018476561690664,0.006535781347806208,0.0,0.11599080388851805,0.0,0.6651177898129218,0.0,0.0,0.0,0.3921468808683725,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.03464309210526316,0.0,On,0.0023720440415925647,0.0,On,0.07897566774166233,0,On,0.014160833385929064,0,On,0.46207139993833657,0.3465535499537523,On,0.06674360853043307,0,On,0.06135084007206281,0,On,0,0,Off,Off,0.0,12.222222222222285,0.0,0.0,0.0,0.0,0,0.0,12279.093413333334,Off,0.0,0.0,45.573047706862404,51.666666666666686,46.10666666666668,0.0,50.836302291025774,0.0,0.0,0.0,45.573047706862404,50.85958625977517,50.87122824414987,50.836302291025774,12.43753247303448,11.690169403549163,-0.032052818673122374,2.800000000062303,2.4040025304943655,-0.6439735173211606,2.8,9.236100170605994,81.37806512344139,-3969.977680570505,406.3994828299719,2716.034459735376,-777.2826015300016,-0.0,-0.0,752.668375547705,0.0,2.0,0.06708899067833457,0.0,0,0.3221001226341082,131.99922844444444,105.99229110573802,0.31815759403419724,5.070251770759405,0.0026512548148667388,49.08538100905923,1.2577463044888646,0,0,79.58457877628503,0.8155251818495999,420.869484887416,-14.47000205744413,0.6561452154595618,2944.94658159979,-228.91212186441393
2025-01-01 00:51:00,0.7811085937014398,0.3921468808683725,0.0,0.013018476561690664,0.006535781347806208,0.0,0.11599080388851805,0.0,0.6651177898129218,0.0,0.0,0.0,0.3921468808683725,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.03464309210526316,0.0,On,0.0023720440415925647,0.0,On,0.07897566774166233,0,On,0.014160833385929064,0,On,0.46207139993833657,0.3465535499537523,On,0.06674360853043307,0,On,0.06135084007206281,0,On,0,0,Off,Off,0.0,12.222222222222285,0.0,0.0,0.0,0.0,0,0.0,12279.093413333334,Off,0.0,0.0,45.60031684123711,51.666666666666686,46.10666666666668,0.0,50.832185544212905,0.0,0.0,0.0,45.60031684123711,50.85574878251166,50.86753040166104,50.832185544212905,12.43753247303448,11.662884693730541,-0.059337528491743896,2.7985252600113455,2.4187203379504894,-0.6148548314375679,2.8,9.236100170605994,86.11861496201516,-3836.8484252639932,390.6591942843463,2688.732914846301,-773.8235621574216,-0.0,-0.0,752.668375547705,0.0,2.0,0.06699605004927811,0.0,0,0.3216539065304809,131.99922844444444,107.2738015717319,0.31874217924333836,5.056544817239243,0.0026513396511592038,49.15469337597177,1.2578667305549733,0,0,81.32921018650877,0.8155251818495999,405.22727371252137,-14.568079428175066,0.6552494427614158,2916.0606896530435,-227.3277748067426
2025-01-01 00:52:00,0.7811085937014398,0.3921468808683725,0.0,0.013018476561690664,0.006535781347806208,0.0,0.11599080388851805,0.0,0.6651177898129218,0.0,0.0,0.0,0.3921468808683725,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.03464309210526316,0.0,On,0.0023720440415925647,0.0,On,0.07897566774166233,0,On,0.014160833385929064,0,On,0.46207139993833657,0.3465535499537523,On,0.06674360853043307,0,On,0.06135084007206281,0,On,0,0,Off,Off,0.0,12.222222222222285,0.0,0.0,0.0,0.0,0,0.0,12279.093413333334,Off,0.0,0.0,45.62688478197983,51.666666666666686,46.10666666666668,0.0,50.828066375742935,0.0,0.0,0.0,45.62688478197983,50.851909009051425,50.86383032570567,50.828066375742935,12.43753247303448,11.636200336224812,-0.08602188599747329,2.800000000062303,2.4328325270967484,-0.5860215681498792,2.8,9.236100170605994,90.38614206615614,-4018.2037064604483,375.57744067126674,2661.6782269986984,-770.4465454503572,-0.0,-0.0,752.668375547705,0.0,2.0,0.06690511269348845,0.0,0,0.3212173083173358,131.99922844444444,108.1643119688085,0.31931529799508995,5.042223881912848,0.0026514245991135425,49.22214760520766,1.2579845276732535,0,0,82.14570545663884,0.8155251818495999,390.22871883782847,-14.651278166561735,0.654361242189775,2887.5195959688754,-225.84136897017706
2025-01-01 00:53:00,0.7811085937014398,0.3921468808683725,0.0,0.013018476561690664,0.006535781347806208,0.0,0.11599080388851805,0.0,0.6651177898129218,0.0,0.0,0.0,0.3921468808683725,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.03464309210526316,0.0,On,0.0023720440415925647,0.0,On,0.07897566774166233,0,On,0.014160833385929064,0,On,0.46207139993833657,0.3465535499537523,On,0.06674360853043307,0,On,0.06135084007206281,0,On,0,0,Off,Off,0.0,12.222222222222285,0.0,0.0,0.0,0.0,0,0.0,12279.093413333334,Off,0.0,0.0,45.65277790824591,51.666666666666686,46.10666666666668,0.0,50.82394484903265,0.0,0.0,0.0,45.65277790824591,50.84806699843844,50.86012807314135,50.82394484903265,12.43753247303448,11.610093718316483,-0.11212850390580265,2.798477801117309,2.4463727416541525,-0.5574751396815752,2.8,9.236100170605994,95.13310810952123,-3878.7052816078444,361.1175094589624,2634.8742704478104,-767.1483065982233,-0.0,-0.0,752.668375547705,0.0,2.0,0.06681610428772569,0.0,0,0.32078997116228586,131.99922844444444,109.61303916003956,0.31987735468977835,5.029187209157782,0.0026515096556752465,49.28781275694866,1.258099794267246,0,0,83.81497561540681,0.8155251818495999,375.8380634299693,-14.720553971006888,0.6534806882117173,2859.3229843303184,-224.44871388250814
2025-01-01 00:54:00,0.7811085937014398,0.3921468808683725,0.0,0.013018476561690664,0.006535781347806208,0.0,0.11599080388851805,0.0,0.6651177898129218,0.0,0.0,0.0,0.3921468808683725,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.03464309210526316,0.0,On,0.0023720440415925647,0.0,On,0.07897566774166233,0,On,0.014160833385929064,0,On,0.46207139993833657,0.3465535499537523,On,0.06674360853043307,0,On,0.06135084007206281,0,On,0,0,Off,Off,0.0,12.222222222222285,0.0,0.0,0.0,0.0,0,0.0,12279.093413333334,Off,0.0,0.0,45.67801162932316,51.666666666666686,46.10666666666668,0.0,50.81982102511313,0.0,0.0,0.0,45.67801162932316,50.844222807495456,50.85642369868663,50.81982102511313,12.43753247303448,11.584551653146717,-0.13767056907556885,2.800000000062303,2.459372618075279,-0.5292167016873547,2.8,9.236100170605994,99.26558510927998,-4063.748423945119,347.24487675861275,2608.496948126592,-763.9268159385571,-0.0,-0.0,752.668375547705,0.0,2.0,0.0667289824702205,0.0,0,0.32037169168276475,131.99922844444444,110.52402550013213,0.32042855896037126,5.015519421595377,0.0026515948179040103,49.351727855887674,1.2582125872128522,0,0,84.5923581602914,0.8155251818495999,362.02168399757056,-14.77680723895783,0.6526078474990393,2831.470285992301,-222.9733378657086
2025-01-01 00:55:00,0.7811085937014398,0.3921468808683725,0.0,0.013018476561690664,0.006535781347806208,0.0,0.11599080388851805,0.0,0.6651177898129218,0.0,0.0,0.0,0.3921468808683725,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.03464309210526316,0.0,On,0.0023720440415925647,0.0,On,0.07897566774166233,0,On,0.014160833385929064,0,On,0.46207139993833657,0.3465535499537523,On,0.06674360853043307,0,On,0.06135084007206281,0,On,0,0,Off,Off,0.0,12.222222222222285,0.0,0.0,0.0,0.0,0,0.0,12279.093413333334,Off,0.0,0.0,45.70261265933734,51.666666666666686,46.10666666666668,0.0,50.81569496362159,0.0,0.0,0.0,45.70261265933734,50.84037649174767,50.85271725581072,50.81569496362159,12.43753247303448,11.559551236504692,-0.1626709857175932,2.7984324634804407,2.4718619100861496,-0.5012453563752602,2.8,9.236100170605994,103.09816067450174,-3918.302525838199,333.92710214823,2582.007502345699,-760.7788397816622,-0.0,-0.0,752.668375547705,0.0,2.0,0.06664367157853657,0.0,0,0.3199621066167862,131.99922844444444,111.20862490845911,0.32096933021411894,5.003112113764726,0.0026516800829245422,49.4139633053612,1.258323006404635,0,0,86.19008943390516,0.8155251818495999,348.7479580270847,-14.820855878854731,0.6517427232553206,2803.9589172467436,-221.9514149010448
2025-01-01 00:56:00,0.7811085937014398,0.3921468808683725,0.0,0.013018476561690664,0.006535781347806208,0.0,0.11599080388851805,0.0,0.6651177898129218,0.0,0.0,0.0,0.3921468808683725,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.03464309210526316,0.0,On,0.0023720440415925647,0.0,On,0.07897566774166233,0,On,0.014160833385929064,0,On,0.46207139993833657,0.3465535499537523,On,0.06674360853043307,0,On,0.06135084007206281,0,On,0,0,Off,Off,0.0,12.222222222222285,0.0,0.0,0.0,0.0,0,0.0,12279.093413333334,Off,0.0,0.0,45.72660302088708,51.666666666666686,46.10666666666668,0.0,50.81156672177931,0.0,0.0,0.0,45.72660302088708,50.8365281044708,50.84900879581656,50.81156672177931,12.43753247303448,11.535073594104912,-0.18714862811737376,2.800000000062303,2.4838685962664626,-0.47356570269922754,2.8,9.236100170605994,107.28265709376933,-4106.970887435795,321.1335795668255,2556.1524949501218,-757.7016764735837,-0.0,-0.0,752.668375547705,0.0,2.0,0.06656010952527454,0.0,0,0.31956091787730573,131.99922844444444,112.31595801964806,0.32150000692715913,4.9900529346592375,0.002651765447977779,49.474576774369496,1.2584311340215564,0,0,86.9304826287867,0.8155251818495999,335.9871496456026,-14.853570078777151,0.6508854887722763,2776.791703527265,-220.63920857714328
2025-01-01 00:57:00,0.7811085937014398,0.3921468808683725,0.0,0.013018476561690664,0.006535781347806208,0.0,0.11599080388851805,0.0,0.6651177898129218,0.0,0.0,0.0,0.3921468808683725,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.03464309210526316,0.0,On,0.0023720440415925647,0.0,On,0.07897566774166233,0,On,0.014160833385929064,0,On,0.46207139993833657,0.3465535499537523,On,0.06674360853043307,0,On,0.06135084007206281,0,On,0,0,Off,Off,0.0,12.222222222222285,0.0,0.0,0.0,0.0,0,0.0,12279.093413333334,Off,0.0,0.0,45.74999730545299,51.666666666666686,46.10666666666668,0.0,50.8074363548158,0.0,0.0,0.0,45.74999730545299,50.83267769708619,50.845298368221385,50.8074363548158,12.43753247303448,11.511106236574543,-0.21111598564774248,2.7983891369233262,2.4954189867554226,-0.4461742153550694,2.8,9.236100170605994,110.81144755751302,-3955.8830133665415,308.83566511660825,2530.2060762223637,-754.6934468200135,-0.0,-0.0,752.668375547705,0.0,2.0,0.0664782558774625,0.0,0,0.3191679313420825,131.99922844444444,112.83651882982164,0.3220207955042121,4.97728629598045,0.0026518509103999857,49.53360557271168,1.2585370240964895,0,0,88.03732524582074,0.8155251818495999,323.7112962129889,-14.875631096380605,0.6500360658709885,2749.963496256464,-219.75742003410048
2025-01-01 00:58:00,0.7811085937014398,0.3921468808683725,0.0,0.013018476561690664,0.006535781347806208,0.0,0.11599080388851805,0.0,0.6651177898129218,0.0,0.0,0.0,0.3921468808683725,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.03464309210526316,0.0,On,0.0023720440415925647,0.0,On,0.07897566774166233,0,On,0.014160833385929064,0,On,0.46207139993833657,0.3465535499537523,On,0.06674360853043307,0,On,0.06135084007206281,0,On,0,0,Off,Off,0.0,12.222222222222285,0.0,0.0,0.0,0.0,0,0.0,12279.093413333334,Off,0.0,0.0,45.772820344643215,51.666666666666686,46.10666666666668,0.0,50.803303916640715,0.0,0.0,0.0,45.772820344643215,50.82882531978646,50.84158602135934,50.803303916640715,12.43753247303448,11.487627872339935,-0.23459434988235017,2.800000000062303,2.506537831194709,-0.41907489946416937,2.8,9.236100170605994,114.63237401068471,-4148.463258717509,297.00628907863546,2504.8555246137844,-751.7511854045304,-0.0,-0.0,752.668375547705,0.0,2.0,0.06639804000711168,0.0,0,0.3187828079199538,131.99922844444444,113.71518386751018,0.32253209326744303,4.965745502419981,0.002651936467589416,49.59111548924926,1.2586407696460096,0,0,89.53550918142362,0.8155251818495999,311.89409359917494,-14.887804520539493,0.6491946096570326,2723.4765410921523,-218.6210164783679
2025-01-01 00:59:00,0.7811085937014398,0.3921468808683725,0.0,0.013018476561690664,0.006535781347806208,0.0,0.11599080388851805,0.0,0.6651177898129218,0.0,0.0,0.0,0.3921468808683725,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.03464309210526316,0.0,On,0.0023720440415925647,0.0,On,0.07897566774166233,0,On,0.014160833385929064,0,On,0.46207139993833657,0.3465535499537523,On,0.06674360853043307,0,On,0.06135084007206281,0,On,0,0,Off,Off,0.0,12.222222222222285,0.0,0.0,0.0,0.0,0,0.0,12279.093413333334,Off,0.0,0.0,45.79508597344911,51.666666666666686,46.10666666666668,0.0,50.79916945891803,0.0,0.0,0.0,45.79508597344911,50.82497102067333,50.83787180155099,50.79916945891803,12.43753247303448,11.46462665876751,-0.25759556345477463,2.7983408645438015,2.517248405551298,-0.3922642767257369,2.8,9.236100170605994,117.9328136235776,-3991.3817897797585,285.6200877737998,2479.463251940455,-748.8731304246862,-0.0,-0.0,752.668375547705,0.0,2.0,0.06631942342955872,0.0,0,0.31840536284267884,131.99922844444444,114.13756850055893,0.32303409958076795,4.953531268894139,0.002652022117052782,49.647142062189374,1.258742421982031,0,0,90.27655594206374,0.8155251818495999,300.5108039081235,-14.890716134323682,0.6483610429353395,2697.325772620074,-217.86252067961902
2025-01-01 01:00:00,0.8036769275552443,0.391007047595507,0.0,0.013394615459254073,0.0065167841265917825,0.0,0.1133925719806233,0.0,0.6902843555746211,0.0,0.0,0.0,0.391007047595507,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.05927133018900624,0.044453497641754665,On,0,0,Off,0.032044860197368415,0.0,On,0.0023720440415925647,0.0,On,0.07897566774166233,0,On,0.014160833385929064,0,On,0.46207139993833657,0.3465535499537523,On,0.08064852697427329,0,On,0.0741322650870759,0,On,0,0,Off,Off,0.0,12.222222222222285,0.0,0.0,0.0,0.0,0,0.0,12279.093413333334,Off,0.0,0.0,45.816816219279126,51.666666666666686,46.10666666666668,0.0,50.79503303206029,0.0,0.0,0.0,45.816816219279126,50.82111484668352,50.83415575399515,50.79503303206029,12.43753247303448,11.442083711290433,-0.2801385109318524,2.800000000062303,2.5275726073972415,-0.36574547635613824,2.8,9.236100170605994,117.33191384216701,-4187.27782702009,274.6531347628965,2454.6257241843273,-746.0566552934523,-0.0,-0.0,748.5503659426561,0.0,2.0,0.06624234347383166,0.0,0,0.31803529522143,131.99922844444444,114.83820319296319,0.3235271673669145,4.941579740540822,0.0026521078563557605,49.70174365897244,1.2588420636200681,0,0,91.26156709404171,0.8155251818495999,289.5381542136682,-14.885019450771683,0.6475354936509913,2671.5125915645494,-216.88686738022216
2025-01-01 01:01:00,13.082770340888578,0.391007047595507,0.0,0.21804617234814297,0.0065167841265917825,0.0,0.1133925719806233,0.0,0.6902843555746211,12.279093413333333,0.0,0.0,0.391007047595507,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.05927133018900624,0.044453497641754665,On,0,0,Off,0.032044860197368415,0.0,On,0.0023720440415925647,0.0,On,0.07897566774166233,0,On,0.014160833385929064,0,On,0.46207139993833657,0.3465535499537523,On,0.08064852697427329,0,On,0.0741322650870759,0,On,0,0,Off,On,12279.093413333334,12.222222222222285,1.0,0.0,12.279093413333333,0.0,1,12279.093413333334,12279.093413333334,Off,0.0,0.0,45.83806918931082,51.666666666666686,46.10666666666668,0.0,50.79089468448794,0.0,0.0,0.0,45.83806918931082,50.81725684289894,50.83043792210446,50.79089468448794,12.43753247303448,11.419949133695443,-0.3022730885268423,2.7983088798703126,2.5375310339879182,-0.33951512349764906,2.8,9.236100170605994,12399.51942498489,-4025.931437754856,264.11496149211115,2429.7915766268698,-743.295286521992,-0.0,-0.0,748.5503659426561,0.0,2.0,0.0661666312361475,0.0,0,0.31767179413434554,131.99922844444444,115.17093223089194,0.3240123188097697,4.930803439958034,0.0026521936831602325,49.75507888516908,1.2589399143439073,0,0,92.37231694298178,0.8155251818495999,278.9542535772839,-14.839292085172778,0.6467178872456631,2646.032075354687,-216.24049872781734
2025-01-01 01:02:00,13.082770340888578,0.391007047595507,0.0,0.21804617234814297,0.0065167841265917825,0.0,0.1133925719806233,0.0,0.6902843555746211,12.279093413333333,0.0,0.0,0.391007047595507,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.05927133018900624,0.044453497641754665,On,0,0,Off,0.032044860197368415,0.0,On,0.0023720440415925647,0.0,On,0.07897566774166233,0,On,0.014160833385929064,0,On,0.46207139993833657,0.3465535499537523,On,0.08064852697427329,0,On,0.0741322650870759,0,On,0,0,Off,On,12279.093413333334,12.222222222222285,1.0,0.0,12.279093413333333,0.0,1,12279.093413333334,12279.093413333334,Off,0.0,0.0,45.725660724500514,51.666666666666686,46.10666666666668,0.0,50.78675445936722,0.0,0.0,0.0,45.725660724500514,50.813397049508595,50.82671834457929,50.78675445936722,12.43753247303448,11.512690437600245,-0.20953178462204036,2.8000000012944746,2.547144250088665,-0.3135755379149097,2.8,9.236100170605994,12377.48592789522,-4225.169478706362,253.89415625873104,2405.474147326245,-754.8921394470748,-0.0,-0.0,748.5503659426561,0.0,2.0,0.06648366728883189,0.0,0,0.3191939120022188,131.99922844444444,104.73428806630523,0.322038856035123,4.97900231148201,0.00265227959538792,49.43790359211299,1.2585296944119748,0,0,93.70065299718573,0.8155251818495999,268.73724559113765,-14.84308933240661,0.6459083263262433,2620.884856425043,-215.41070909879764
2025-01-01 01:03:00,13.082770340888578,0.391007047595507,0.0,0.21804617234814297,0.0065167841265917825,0.0,0.1133925719806233,0.0,0.6902843555746211,12.279093413333333,0.0,0.0,0.391007047595507,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.05927133018900624,0.044453497641754665,On,0,0,Off,0.032044860197368415,0.0,On,0.0023720440415925647,0.0,On,0.07897566774166233,0,On,0.014160833385929064,0,On,0.46207139993833657,0.3465535499537523,On,0.08064852697427329,0,On,0.0741322650870759,0,On,0,0,Off,On,12279.093413333334,12.222222222222285,1.0,0.0,12.279093413333333,0.0,1,12279.093413333334,12279.093413333334,Off,0.0,0.0,45.61623686919179,51.666666666666686,46.10666666666668,0.0,50.782624441458445,0.0,0.0,0.0,45.61623686919179,50.80954672147002,50.823007861475816,50.782624441458445,12.43753247303448,11.602876059057206,-0.11934616316507984,2.7982636836824377,2.5564283670606707,-0.2879234467527133,2.8,9.236100170605994,12356.597918208416,-4058.288488649882,244.0416027320527,2381.2921747412574,-766.2374360040524,-0.0,-0.0,748.5503659426561,0.0,2.0,0.06679148929467667,0.0,0,0.32067179242387345,131.99922844444444,95.19157493647785,0.3201329120060334,5.026606504927239,0.0026523649877729072,49.12936090593739,1.2581310338187877,0,0,94.37584587553239,0.8155251818495999,258.87000696327345,-14.82840423122076,0.6451067388470786,2596.0661570627826,-214.7739823215251
2025-01-01 01:04:00,13.082770340888578,0.391007047595507,0.0,0.21804617234814297,0.0065167841265917825,0.0,0.1133925719806233,0.0,0.6902843555746211,12.279093413333333,0.0,0.0,0.391007047595507,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.05927133018900624,0.044453497641754665,On,0,0,Off,0.032044860197368415,0.0,On,0.0023720440415925647,0.0,On,0.07897566774166233,0,On,0.014160833385929064,0,On,0.46207139993833657,0.3465535499537523,On,0.08064852697427329,0,On,0.0741322650870759,0,On,0,0,Off,On,12279.093413333334,12.222222222222285,1.0,0.0,12.279093413333333,0.0,1,12279.093413333334,12279.093413333334,Off,0.0,0.0,45.50961137556487,51.666666666666686,46.10666666666668,0.0,50.778504360797335,0.0,0.0,0.0,45.50961137556487,50.805705607464255,50.81930623079772,50.778504360797335,12.43753247303448,11.690665819880286,-0.031556402341999856,2.800000001294475,2.5654009673786478,-0.26255950565816966,2.8,9.236100170605994,12336.111099755382,-4260.674044959929,234.57178086902442,2357.311889106345,-777.3455916706586,-0.0,-0.0,748.5503659426561,0.0,2.0,0.06709068123484126,0.0,0,0.3221082391440247,131.99922844444444,85.81291215005024,0.3182899502144311,5.071811665802402,0.0026524498741119446,48.82890564756104,1.25774320513342,0,0,95.27852086834633,0.8155251818495999,249.33385088974595,-14.762070020721534,0.6443131750932665,2571.5750278477008,-214.26313874135565
2025-01-01 01:05:00,13.082770340888578,0.391007047595507,0.0,0.21804617234814297,0.0065167841265917825,0.0,0.1133925719806233,0.0,0.6902843555746211,12.279093413333333,0.0,0.0,0.391007047595507,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.05927133018900624,0.044453497641754665,On,0,0,Off,0.032044860197368415,0.0,On,0.0023720440415925647,0.0,On,0.07897566774166233,0,On,0.014160833385929064,0,On,0.46207139993833657,0.3465535499537523,On,0.08064852697427329,0,On,0.0741322650870759,0,On,0,0,Off,On,12279.093413333334,12.222222222222285,1.0,0.0,12.279093413333333,0.0,1,12279.093413333334,12279.093413333334,Off,0.0,0.0,45.4056378597874,51.666666666666686,46.10666666666668,0.0,50.77439396426178,0.0,0.0,0.0,45.4056378597874,50.80187347185533,50.81561322565211,50.77439396426178,12.43753247303448,11.77618529612415,0.0,2.7982344450412273,2.5740798932521964,-0.23748347815122298,2.8,9.236100170605994,12316.160362234108,-4089.9752089233593,225.37191521888704,2333.7785623367254,-788.2272896243934,-0.0,-0.0,748.5503659426561,0.0,2.0,0.06738170649279834,0.0,0,0.3235054769073269,131.99922844444444,76.74387258251073,0.31650628099779743,5.116602985763995,0.002652534267335406,48.53610592879266,1.257365634388877,0,0,96.30667995847607,0.8155251818495999,240.10981451815866,-14.737899299271605,0.6435276573357244,2547.409668941909,-213.63110660518373
