Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Water Heating Heat Pump Max Capacity (W),Water Heating Heat Pump On Fraction (-),Water Heating Heat Pump COP (-),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 00:00:00,0.9665096800196763,0.12889196106681608,0.6363,0.016108494666994606,0.0021481993511136012,0.010605,0.016472069081498814,0.001,0.15668761093817735,0.7423500000000001,0.05,0.6363,0.0,0.0002506236243534685,0.11405800410912927,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0.0,0,Off,0.004021034356725146,0.0,On,0.01245103472477367,0,On,0.004610272126004946,0,On,0.11441706437094949,0.08581279827821209,On,0,0,Off,On,12337.563472995213,20.000000000000057,0.8000000000000003,3323.278367004789,18.648114799999995,0.7423500000000001,1,14918.49184,14918.49184,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,11235.174115555556,Off,0.0,0.0,28.40710460298652,51.666666666666686,43.496666666666684,1940.2185671803343,0,4.867503107072521,0.0,49.689406694257784,0.0,0.0,0.0,36.876139470648695,39.84498231932883,49.697963659213784,14.527755894892579,12.43753247303448,19.285006673275365,-0.2149933267246915,0.06278594613492942,2.8,9.236100170605994,11176.138354214034,3836.5912160388543,-1532.467897179576,-0.0,-0.0,429.52394240259855,0.0,4.0,0.0713320337340731,0.0,0,0.6675972609235266,263.9984568888889,-58.48116400420143,0.21767493548890807,9.143063525213115,0.002963192996846216,69.51595314385997,1.221283235649182,0.23795388448399407,848.8270518124566,-335.51420277839094
2025-01-01 00:01:00,0.9665096800196763,0.12889196106681608,0.6363,0.016108494666994606,0.0021481993511136012,0.010605,0.016472069081498814,0.001,0.15668761093817735,0.7423500000000001,0.05,0.6363,0.0,0.0002506236243534685,0.11405800410912927,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0.0,0,Off,0.004021034356725146,0.0,On,0.01245103472477367,0,On,0.004610272126004946,0,On,0.11441706437094949,0.08581279827821209,On,0,0,Off,On,12337.563472995213,20.000000000000057,0.8000000000000003,3323.278367004789,18.648114799999995,0.7423500000000001,1,14918.49184,14918.49184,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,11235.174115555556,Off,0.0,0.0,28.19499183729315,51.666666666666686,43.496666666666684,1947.572043894767,0,4.882458314640544,0.0,49.68097038325213,0.0,0.0,0.0,36.5933224497242,39.84187716499078,49.693808118612196,14.532873886756919,12.43753247303448,19.431049535527883,-0.06895046447217368,0.18716104543619194,2.8,9.236100170605994,11141.253696491734,3789.916906538743,-1552.0339377583894,-0.0,-0.0,429.52394240259855,0.0,4.0,0.07160838919866716,0.0,0,0.6701836746502406,263.9984568888889,-73.7997811476883,0.216352533515644,9.233537849888714,0.0029634341988760025,68.92716997086302,1.2242391954504006,0.23677581544258403,806.246115452974,-339.60757591901955
2025-01-01 00:02:00,0.9665096800196763,0.12889196106681608,0.6363,0.016108494666994606,0.0021481993511136012,0.010605,0.016472069081498814,0.001,0.15668761093817735,0.7423500000000001,0.05,0.6363,0.0,0.0002506236243534685,0.11405800410912927,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0.0,0,Off,0.004021034356725146,0.0,On,0.01245103472477367,0,On,0.004610272126004946,0,On,0.11441706437094949,0.08581279827821209,On,0,0,Off,On,12337.563472995213,20.000000000000057,0.8000000000000003,3323.278367004789,18.648114799999995,0.7423500000000001,1,14918.49184,14918.49184,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,11235.174115555556,Off,0.0,0.0,27.98927916052541,51.666666666666686,43.496666666666684,1952.8757843533851,0,4.893253435326215,0.0,49.67258078060031,0.0,0.0,0.0,36.319038880700546,39.838795825252426,49.689669261291286,14.538028951299307,12.43753247303448,19.57262506066278,0.0,0.3086127655599886,2.8,9.236100170605994,11107.026040195344,3748.048370395366,-1571.0948412800742,-0.0,-0.0,429.52394240259855,0.0,4.0,0.07187596887131424,0.0,0,0.6726879556469659,263.9984568888889,-88.96653392239391,0.21447338969228041,9.298750254863029,0.0029636727805270506,68.35552862143729,1.2236469151174991,0.23561975228347048,765.016111837317,-340.2461084467401
2025-01-01 00:03:00,0.9665096800196763,0.12889196106681608,0.6363,0.016108494666994606,0.0021481993511136012,0.010605,0.016472069081498814,0.001,0.15668761093817735,0.7423500000000001,0.05,0.6363,0.0,0.0002506236243534685,0.11405800410912927,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0.0,0,Off,0.004021034356725146,0.0,On,0.01245103472477367,0,On,0.004610272126004946,0,On,0.11441706437094949,0.08581279827821209,On,0,0,Off,On,12337.563472995213,20.000000000000057,0.8000000000000003,3323.278367004789,18.648114799999995,0.7423500000000001,1,14918.49184,14918.49184,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,11235.174115555556,Off,0.0,0.0,27.789622242696886,51.666666666666686,43.496666666666684,1957.9832698924395,0,4.903645825898747,0.0,49.66423660596412,0.0,0.0,0.0,36.052829656929184,39.83573758155467,49.68554650558175,14.543219821588519,12.43753247303448,19.709974219267618,0.0,0.42785266724523463,2.8,9.236100170605994,11073.563687051159,3709.1806329004294,-1589.6744006399065,-0.0,-0.0,429.52394240259855,0.0,4.0,0.07213525696734632,0.0,0,0.6751146356901343,263.9984568888889,-103.84932770674709,0.21266827455741386,9.361539192742764,0.002963909498045071,67.79994579992467,1.2230728591417503,0.2344791978063933,724.875849767637,-338.97358387199665
2025-01-01 00:04:00,0.9665096800196763,0.12889196106681608,0.6363,0.016108494666994606,0.0021481993511136012,0.010605,0.016472069081498814,0.001,0.15668761093817735,0.7423500000000001,0.05,0.6363,0.0,0.0002506236243534685,0.11405800410912927,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0.0,0,Off,0.004021034356725146,0.0,On,0.01245103472477367,0,On,0.004610272126004946,0,On,0.11441706437094949,0.08581279827821209,On,0,0,Off,On,12337.563472995213,20.000000000000057,0.8000000000000003,3323.278367004789,18.648114799999995,0.7423500000000001,1,14918.49184,14918.49184,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,11235.174115555556,Off,0.0,0.0,27.595721116078256,51.666666666666686,43.496666666666684,1962.9599768615135,0,4.913768481521232,0.0,49.65593664690457,0.0,0.0,0.0,35.794294821437674,39.832701753997476,49.681439302108025,14.548445298564483,12.43753247303448,19.843306875928757,0.0,0.5452243314782171,2.8,9.236100170605994,11043.62476736076,3671.9132588880548,-1607.793066312537,-0.0,-0.0,429.52394240259855,0.0,4.0,0.07238667623456542,0.0,0,0.6774676712809126,263.9984568888889,-115.66958172451511,0.21093266813303552,9.422711851187348,0.002964144401762533,67.259615292636,1.2225161013527859,0.23335106909464437,685.6946903330976,-337.0597984498316
2025-01-01 00:05:00,0.9665096800196763,0.12889196106681608,0.6363,0.016108494666994606,0.0021481993511136012,0.010605,0.016472069081498814,0.001,0.15668761093817735,0.7423500000000001,0.05,0.6363,0.0,0.0002506236243534685,0.11405800410912927,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0.0,0,Off,0.004021034356725146,0.0,On,0.01245103472477367,0,On,0.004610272126004946,0,On,0.11441706437094949,0.08581279827821209,On,0,0,Off,On,12337.563472995213,20.000000000000057,0.8000000000000003,3323.278367004789,18.648114799999995,0.7423500000000001,1,14918.49184,14918.49184,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,11235.174115555556,Off,0.0,0.0,27.407239753421496,51.666666666666686,43.496666666666684,1967.817590695218,0,4.923645377459124,0.0,49.64767975019261,0.0,0.0,0.0,35.54298633789533,39.82968769635921,49.677355885725184,14.553704242349076,12.43753247303448,19.972858251838822,0.0,0.6608722190114652,2.8,9.236100170605994,11017.461658305565,3635.693063616501,-1625.4755270486894,-0.0,-0.0,429.52394240259855,0.0,4.0,0.07263069469357325,0.0,0,0.6797514426290804,263.9984568888889,-124.15023004355726,0.20926190254254937,9.482412656415253,0.002964377539546023,66.73364212146618,1.221975614628247,0.23223414868571535,647.4115759437709,-334.99687933205877
2025-01-01 00:06:00,0.9665096800196763,0.12889196106681608,0.6363,0.016108494666994606,0.0021481993511136012,0.010605,0.016472069081498814,0.001,0.15668761093817735,0.7423500000000001,0.05,0.6363,0.0,0.0002506236243534685,0.11405800410912927,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0.0,0,Off,0.004021034356725146,0.0,On,0.01245103472477367,0,On,0.004610272126004946,0,On,0.11441706437094949,0.08581279827821209,On,0,0,Off,On,12337.563472995213,20.000000000000057,0.8000000000000003,3323.278367004789,18.648114799999995,0.7423500000000001,1,14918.49184,14918.49184,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,11235.174115555556,Off,0.0,0.0,27.223864569747946,51.666666666666686,43.496666666666684,1972.4540527770305,0,4.933070478123016,0.0,49.63946482880708,0.0,0.0,0.0,35.29848609299726,39.826694800145056,49.67329942348192,14.558995579244113,12.43753247303448,20.098847852381045,0.0,0.7748578064322935,2.8,9.236100170605994,10993.058397166253,3600.2892154235956,-1642.7450987666166,-0.0,-0.0,429.52394240259855,0.0,4.0,0.07286774825229089,0.0,0,0.6819700294014981,263.9984568888889,-131.28391946494185,0.20765169133057418,9.539385546283285,0.00296460895649349,66.22119233783505,1.2214504421701224,0.23112800105818854,609.9942446206179,-332.98339620181116
2025-01-01 00:07:00,0.22415968001967618,0.12889196106681608,0.0,0.003735994666994603,0.0021481993511136012,0.0,0.016472069081498814,0.001,0.15668761093817735,0.0,0.05,0.0,0.0,0.0002506236243534685,0.11405800410912927,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0.0,0,Off,0.004021034356725146,0.0,On,0.01245103472477367,0,On,0.004610272126004946,0,On,0.11441706437094949,0.08581279827821209,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,14918.49184,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,11235.174115555556,Off,0.0,0.0,27.045356303191507,51.666666666666686,43.496666666666684,1977.0464615044034,0,4.94240222950604,0.0,49.63129085752085,0.0,0.0,0.0,35.06047507092201,39.8237224920675,49.669260483998976,14.564318297317623,12.43753247303448,20.221443036023896,0.0,0.8872096691617206,2.8,9.236100170605994,-1368.013367941648,242.3290236812876,-1659.618612738443,-0.0,-0.0,429.52394240259855,0.0,4.0,0.07309817253806263,0.0,0,0.6841265727380438,263.9984568888889,-137.9186976058037,0.20609857248270166,9.595811590432929,0.0029648386951182963,65.7216251903084,1.2209398485834333,0.23003250232883052,573.4218314046926,-331.09280772340503
2025-01-01 00:08:00,0.22415968001967618,0.12889196106681608,0.0,0.003735994666994603,0.0021481993511136012,0.0,0.016472069081498814,0.001,0.15668761093817735,0.0,0.05,0.0,0.0,0.0002506236243534685,0.11405800410912927,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0.0,0,Off,0.004021034356725146,0.0,On,0.01245103472477367,0,On,0.004610272126004946,0,On,0.11441706437094949,0.08581279827821209,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,14918.49184,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,11235.174115555556,Off,0.0,0.0,27.19058489670391,51.666666666666686,43.496666666666684,1973.208161871212,0,4.934691286858675,0.0,49.62315685837274,0.0,0.0,0.0,35.254113195605214,39.82077022570169,49.665238599122816,14.56967143187574,12.43753247303448,20.116749014984993,0.0,0.8715124913555679,2.8,9.236100170605994,-1346.6381479162371,256.835596863977,-1645.2046897271907,-0.0,-0.0,429.52394240259855,0.0,4.0,0.0729014093777396,0.0,0,0.6822850642318933,263.9984568888889,-130.9574005916451,0.2074536320923349,9.548447780118824,0.002965066795965346,66.04990604306647,1.221375546869877,0.2301858726505718,578.5130337684332,-321.67743690445616
2025-01-01 00:09:00,0.22415968001967618,0.12889196106681608,0.0,0.003735994666994603,0.0021481993511136012,0.0,0.016472069081498814,0.001,0.15668761093817735,0.0,0.05,0.0,0.0,0.0002506236243534685,0.11405800410912927,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0.0,0,Off,0.004021034356725146,0.0,On,0.01245103472477367,0,On,0.004610272126004946,0,On,0.11441706437094949,0.08581279827821209,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,14918.49184,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,11235.174115555556,Off,0.0,0.0,27.331093302826048,51.666666666666686,43.496666666666684,1969.5079520753754,0,4.927257681307355,0.0,49.614999674021824,0.0,0.0,0.0,35.441457737101395,39.817801654042775,49.66120277882024,14.574991838817198,12.43753247303448,20.01535124585359,0.0,0.8579541901997938,2.8,9.236100170605994,-1326.9164490972535,269.82335878162263,-1631.2920349023077,-0.0,-0.0,429.52394240259855,0.0,4.0,0.07271067488246957,0.0,0,0.6804999780659695,263.9984568888889,-125.14835659754445,0.20877613922582672,9.502778443464468,0.002965295954404463,66.36654109140443,1.2217978179348543,0.23031826273136397,582.9153582725557,-313.0919994909331
