Metric,Value
Total Electric Energy (kWh),19.902982803698237
Total Gas Energy (therms),5.195693750000001
Average Electric Power (kW),0.8292909501540932
Peak Electric Power (kW),7.071853075231755
Lighting Electric Energy (kWh),2.071904981379289
Water Heating Electric Energy (kWh),4.216716915703704
Other Electric Energy (kWh),6.352718198281909
HVAC Heating Electric Energy (kWh),6.061642708333334
HVAC Cooling Electric Energy (kWh),1.2
HVAC Heating Gas Energy (therms),5.195693750000001
Average Temperature - Indoor (C),20.993846483243896
Unmet Heating Load (C-hours),1.4183677334032376
Unmet Cooling Load (C-hours),0.0
Total HVAC Heating Delivered (kWh),100.15821025652866
Average HVAC Heating COP (-),0.8000000000000002
Average HVAC Heating Duct Efficiency (-),0.7832309318465649
Total HVAC Cooling Delivered (kWh),0.0
Average HVAC Cooling COP (-),0.0
Total Hot Water Unmet Demand (kWh),0.0
