Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Garage Lighting Electric Power (kW),Garage Lighting Reactive Power (kVAR),Garage Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Garage (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Net Sensible Heat Gain - Garage (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W),Infiltration Flow Rate - Garage (m^3/s),Infiltration Heat Gain - Garage (W),Radiation Heat Gain - Garage (W)
2025-01-01 00:00:00,0.2505604500143977,0.14715551951446598,0.0,0.004176007500239961,0.0024525919919077665,0.0,0.01867707773611433,0.0,0.18188337227828336,0.0,0.05,0.0,0.0,0.0,0.13257218618113265,0,0.01458333333333334,1,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.005264967105263157,0.0,On,0.0006468308274324234,0.0,On,0.012765279803418747,0,On,0.005120457370106467,0,On,0.1416981644256477,0.10627362331923575,On,0,0,Off,Off,0.0,21.722222222222285,0.0,0.0,0.0,0.0,0,0.0,14416.167955555557,Off,0.0,22.722222222222285,0,0.0,0.05,0.0,0.0,0,0,0,9558.51428888889,Off,0.0,0.0,34.755402961306004,51.666666666666686,46.10666666666668,0.0,51.12367256515089,0.0,0.0,0.0,34.755402961306004,51.16382483176099,51.183900965066044,51.12367256515089,12.43753247303448,21.29120146362846,0.0,8.997768916260629,-1.2079502128449973,2.8,9.236100170605994,-957.8782509235517,-3082.394137234182,1898.865541606875,-1160.1888554998552,-0.0,-0.0,256.64119272682456,0.0,1.0,0.04814441424671031,0.0,0.0,0.623038904422425,65.99961422222222,-54.33058815052101,0.17755814435602246,9.798011887218244,0.0027351752016540718,-3.904177114679926,1.213128829607773,0.38907877843769445,-3142.6106296760404,60.21649244185836,0.3624556363775999,1893.1927279909407,5.672813615934367
2025-01-01 00:01:00,0.2505604500143977,0.14715551951446598,0.0,0.004176007500239961,0.0024525919919077665,0.0,0.01867707773611433,0.0,0.18188337227828336,0.0,0.05,0.0,0.0,0.0,0.13257218618113265,0,0.01458333333333334,1,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.005264967105263157,0.0,On,0.0006468308274324234,0.0,On,0.012765279803418747,0,On,0.005120457370106467,0,On,0.1416981644256477,0.10627362331923575,On,0,0,Off,Off,0.0,21.722222222222285,0.0,0.0,0.0,0.0,0,0.0,14416.167955555557,Off,0.0,22.722222222222285,0,0.0,0.05,0.0,0.0,0,0,0,9558.51428888889,Off,0.0,0.0,34.89061451494557,51.666666666666686,46.10666666666668,0.0,51.120536522692916,0.0,0.0,0.0,34.89061451494557,51.160898253984016,51.181079119629565,51.120536522692916,12.43753247303448,21.17205721304133,-0.050165009180954456,8.938346224739394,-0.9230681360751272,2.8,9.236100170605994,-948.2096206341429,-3049.7643827650577,1764.263492921166,-1148.5835872934788,-0.0,-0.0,256.64119272682456,0.0,1.0,0.047971927096870585,0.0,0.0,0.6208067409088679,65.99961422222222,-56.26722606748872,0.17938219118410256,9.768476692708905,0.002735156344559514,-3.69311521420567,1.2171650700048309,0.3888807154278197,-3110.89562045501,61.13123768995256,0.3624556363775999,1758.626017469646,5.637475451520021
2025-01-01 00:02:00,0.2505604500143977,0.14715551951446598,0.0,0.004176007500239961,0.0024525919919077665,0.0,0.01867707773611433,0.0,0.18188337227828336,0.0,0.05,0.0,0.0,0.0,0.13257218618113265,0,0.01458333333333334,1,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.005264967105263157,0.0,On,0.0006468308274324234,0.0,On,0.012765279803418747,0,On,0.005120457370106467,0,On,0.1416981644256477,0.10627362331923575,On,0,0,Off,Off,0.0,21.722222222222285,0.0,0.0,0.0,0.0,0,0.0,14416.167955555557,Off,0.0,22.722222222222285,0,0.0,0.05,0.0,0.0,0,0,0,9558.51428888889,Off,0.0,0.0,35.02215469708361,51.666666666666686,46.10666666666668,0.0,51.11738828821203,0.0,0.0,0.0,35.02215469708361,51.157960290721775,51.178246291976656,51.11738828821203,12.43753247303448,21.05605697209628,-0.16616525012600647,8.88267853072828,-0.6597510779611304,2.8,9.236100170605994,-939.177154665428,-3019.235010078252,1639.9151658474054,-1137.3295023604594,-0.0,-0.0,256.64119272682456,0.0,1.0,0.04780371742942071,0.0,0.0,0.6186299324761348,65.99961422222222,-58.488845031793176,0.18066351652165122,9.71630439004868,0.002735138566041049,-3.4874001672074337,1.2176449897141546,0.3886950767184007,-3081.211828156938,61.97681807868587,0.3624556363775999,1634.2457449852916,5.669420862113711
2025-01-01 00:03:00,0.2505604500143977,0.14715551951446598,0.0,0.004176007500239961,0.0024525919919077665,0.0,0.01867707773611433,0.0,0.18188337227828336,0.0,0.05,0.0,0.0,0.0,0.13257218618113265,0,0.01458333333333334,1,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.005264967105263157,0.0,On,0.0006468308274324234,0.0,On,0.012765279803418747,0,On,0.005120457370106467,0,On,0.1416981644256477,0.10627362331923575,On,0,0,Off,Off,0.0,21.722222222222285,0.0,0.0,0.0,0.0,0,0.0,14416.167955555557,Off,0.0,22.722222222222285,0,0.0,0.05,0.0,0.0,0,0,0,9558.51428888889,Off,0.0,0.0,35.150184834205,51.666666666666686,46.10666666666668,0.0,51.114228193774935,0.0,0.0,0.0,35.150184834205,51.15501125112202,51.17540277979557,51.114228193774935,12.43753247303448,20.943062395981542,-0.2791598262407433,8.830503666470047,-0.41632344540797894,2.8,9.236100170605994,-930.7522889671856,-2990.639005256992,1524.9463310351607,-1126.4097366735932,-0.0,-0.0,256.64119272682456,0.0,1.0,0.04763960476564895,0.0,0.0,0.6165061435415714,65.99961422222222,-60.98374502041676,0.1819215900185998,9.66491163889685,0.0027351217844439903,-3.286799350667743,1.2181128379073598,0.38852100525111777,-3053.41434450219,62.77533924519823,0.3624556363775999,1519.2604284849294,5.685902550231384
2025-01-01 00:04:00,0.9679146166810645,0.14715551951446598,0.6148750000000001,0.01613191027801774,0.0024525919919077665,0.010247916666666667,0.01867707773611433,0.0,0.18188337227828336,0.7173541666666667,0.05,0.6148750000000001,0.0,0.0,0.13257218618113265,0,0.01458333333333334,1,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.005264967105263157,0.0,On,0.0006468308274324234,0.0,On,0.012765279803418747,0,On,0.005120457370106467,0,On,0.1416981644256477,0.10627362331923575,On,0,0,Off,On,11853.042633908715,21.722222222222285,0.8,3280.479488313507,18.020209944444446,0.7173541666666667,1,14416.167955555557,14416.167955555557,Off,0.0,22.722222222222285,0,0.0,0.05,0.0,0.0,0,0,0,9558.51428888889,Off,0.0,0.0,35.27485656826972,51.666666666666686,46.10666666666668,0.0,51.11105655685872,0.0,0.0,0.0,35.27485656826972,51.15205143074799,51.17254886769263,51.11105655685872,12.43753247303448,20.832943449628655,-0.38927877259363086,8.781582838476547,-0.19124810354551205,2.8,9.236100170605994,10933.520779070732,316.60352042260456,1418.6539016252946,-1115.8085105469108,-0.0,-0.0,256.64119272682456,0.0,1.0,0.047479419105632734,0.0,0.0,0.6144331741289774,65.99961422222222,-60.35453701789832,0.18315717724773256,9.614988763757719,0.0027351059742258066,-3.0911015464670735,1.218569125333615,0.38835771937855124,-3027.3714823493942,63.49551445849199,0.3624556363775999,1412.9439879516956,5.709913673599271
2025-01-01 00:05:00,0.9679146166810645,0.14715551951446598,0.6148750000000001,0.01613191027801774,0.0024525919919077665,0.010247916666666667,0.01867707773611433,0.0,0.18188337227828336,0.7173541666666667,0.05,0.6148750000000001,0.0,0.0,0.13257218618113265,0,0.01458333333333334,1,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.005264967105263157,0.0,On,0.0006468308274324234,0.0,On,0.012765279803418747,0,On,0.005120457370106467,0,On,0.1416981644256477,0.10627362331923575,On,0,0,Off,On,11853.042633908715,21.722222222222285,0.8,3280.479488313507,18.020209944444446,0.7173541666666667,1,14416.167955555557,14416.167955555557,Off,0.0,22.722222222222285,0,0.0,0.05,0.0,0.0,0,0,0,9558.51428888889,Off,0.0,0.0,35.05022353571266,51.666666666666686,46.10666666666668,0.0,51.10787368122661,0.0,0.0,0.0,35.05022353571266,51.14908111239393,51.1696848279776,51.10787368122661,12.43753247303448,21.02303011203685,-0.19919211018543592,8.899277491235212,0.016915911108956766,2.8,9.236100170605994,10906.098658844889,251.9507473817289,1320.3621855774,-1134.1334316139555,-0.0,-0.0,256.64119272682456,0.0,1.0,0.04775577615756539,0.0,0.0,0.6180095224460057,65.99961422222222,-69.45173617669676,0.18102741558417215,9.701358923688503,0.002735091110924109,-3.4223377788301415,1.2177817298194318,0.3887504396359739,-3090.060179407805,61.531438476027006,0.3624556363775999,1314.6157708220978,5.7464147553020615
2025-01-01 00:06:00,0.9679146166810645,0.14715551951446598,0.6148750000000001,0.01613191027801774,0.0024525919919077665,0.010247916666666667,0.01867707773611433,0.0,0.18188337227828336,0.7173541666666667,0.05,0.6148750000000001,0.0,0.0,0.13257218618113265,0,0.01458333333333334,1,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.005264967105263157,0.0,On,0.0006468308274324234,0.0,On,0.012765279803418747,0,On,0.005120457370106467,0,On,0.1416981644256477,0.10627362331923575,On,0,0,Off,On,11853.042633908715,21.722222222222285,0.8,3280.479488313507,18.020209944444446,0.7173541666666667,1,14416.167955555557,14416.167955555557,Off,0.0,22.722222222222285,0,0.0,0.05,0.0,0.0,0,0,0,9558.51428888889,Off,0.0,0.0,34.83276465712392,51.666666666666686,46.10666666666668,0.0,51.1047111487264,0.0,0.0,0.0,34.83276465712392,51.14612970925837,51.16683898952436,51.1047111487264,12.43753247303448,21.2069697893423,-0.015252432879986344,9.009039426365591,0.2095030053818518,2.8,9.236100170605994,10880.860585819873,191.74234358308104,1229.4401036652253,-1151.9794124782863,-0.0,-0.0,256.64119272682456,0.0,1.0,0.048022500113790244,0.0,0.0,0.6214612084633696,65.99961422222222,-76.84382833738053,0.17899288386900383,9.784149376504349,0.0027350746442606935,-3.7416793298664297,1.2170207666315762,0.38911633303548154,-3148.6292819813193,59.89213725089408,0.3624556363775999,1223.645457564753,5.794646100472238
2025-01-01 00:07:00,0.9679146166810645,0.14715551951446598,0.6148750000000001,0.01613191027801774,0.0024525919919077665,0.010247916666666667,0.01867707773611433,0.0,0.18188337227828336,0.7173541666666667,0.05,0.6148750000000001,0.0,0.0,0.13257218618113265,0,0.01458333333333334,1,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.005264967105263157,0.0,On,0.0006468308274324234,0.0,On,0.012765279803418747,0,On,0.005120457370106467,0,On,0.1416981644256477,0.10627362331923575,On,0,0,Off,On,11853.042633908715,21.722222222222285,0.8,3280.479488313507,18.020209944444446,0.7173541666666667,1,14416.167955555557,14416.167955555557,Off,0.0,22.722222222222285,0,0.0,0.05,0.0,0.0,0,0,0,9558.51428888889,Off,0.0,0.0,34.62197229250123,51.666666666666686,46.10666666666668,0.0,51.1015683104964,0.0,0.0,0.0,34.62197229250123,51.14319661724186,51.1640107706146,51.1015683104964,12.43753247303448,21.385198175845037,0.0,9.11156920693055,0.38774108839075183,2.8,9.236100170605994,10856.265590209367,135.37820560139426,1145.3054844259327,-1169.3775693173438,-0.0,-0.0,256.64119272682456,0.0,1.0,0.04828029452415232,0.0,0.0,0.6247973368494198,65.99961422222222,-84.04066710883,0.1770459047706808,9.864371464451242,0.0027350566298206557,-4.049981060643902,1.216284339359191,0.38945780739059155,-3203.431303007926,58.33002029581348,0.3624556363775999,1139.4530338360244,5.852450589908341
2025-01-01 00:08:00,0.9679146166810645,0.14715551951446598,0.6148750000000001,0.01613191027801774,0.0024525919919077665,0.010247916666666667,0.01867707773611433,0.0,0.18188337227828336,0.7173541666666667,0.05,0.6148750000000001,0.0,0.0,0.13257218618113265,0,0.01458333333333334,1,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.005264967105263157,0.0,On,0.0006468308274324234,0.0,On,0.012765279803418747,0,On,0.005120457370106467,0,On,0.1416981644256477,0.10627362331923575,On,0,0,Off,On,11853.042633908715,21.722222222222285,0.8,3280.479488313507,18.020209944444446,0.7173541666666667,1,14416.167955555557,14416.167955555557,Off,0.0,22.722222222222285,0,0.0,0.05,0.0,0.0,0,0,0,9558.51428888889,Off,0.0,0.0,34.41746864869899,51.666666666666686,46.10666666666668,0.0,51.09844456357922,0.0,0.0,0.0,34.41746864869899,51.140281274990784,51.16119963069657,51.09844456357922,12.43753247303448,21.558039409742875,0.0,9.207453037122297,0.5527584983062258,2.8,9.236100170605994,10832.330212800885,82.58767713717725,1067.4234048122728,-1186.3494622921658,-0.0,-0.0,256.64119272682456,0.0,1.0,0.04852969276650382,0.0,0.0,0.6280248100695385,65.99961422222222,-91.00415154248967,0.17518038082821402,9.942227307851173,0.002735037119245666,-4.347892201748302,1.215571023672389,0.38977687677886774,-3254.7613864980112,56.86957532168154,0.3624556363775999,1061.5055185593524,5.917886252920444
2025-01-01 00:09:00,0.9679146166810645,0.14715551951446598,0.6148750000000001,0.01613191027801774,0.0024525919919077665,0.010247916666666667,0.01867707773611433,0.0,0.18188337227828336,0.7173541666666667,0.05,0.6148750000000001,0.0,0.0,0.13257218618113265,0,0.01458333333333334,1,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.005264967105263157,0.0,On,0.0006468308274324234,0.0,On,0.012765279803418747,0,On,0.005120457370106467,0,On,0.1416981644256477,0.10627362331923575,On,0,0,Off,On,11853.042633908715,21.722222222222285,0.8,3280.479488313507,18.020209944444446,0.7173541666666667,1,14416.167955555557,14416.167955555557,Off,0.0,22.722222222222285,0,0.0,0.05,0.0,0.0,0,0,0,9558.51428888889,Off,0.0,0.0,34.21893086010347,51.666666666666686,46.10666666666668,0.0,51.0953393391815,0.0,0.0,0.0,34.21893086010347,51.137383152963565,51.1584050598546,51.0953393391815,12.43753247303448,21.725770452502847,0.0,9.297202805941264,0.7055923074984902,2.8,9.236100170605994,10809.07813628552,33.10985972644812,995.3024064792032,-1202.9130723817398,-0.0,-0.0,256.64119272682456,0.0,1.0,0.04877115315762139,0.0,0.0,0.6311495592205489,65.99961422222222,-97.69261796828133,0.1733910112163223,10.017117670780369,0.002735016161207826,-4.635971244192739,1.2148795987254442,0.3900752975798968,-3302.8779342496946,55.50830566263564,0.3624556363775999,989.3130409116418,5.989365567561566
