Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Garage Lighting Electric Power (kW),Garage Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Garage (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Net Sensible Heat Gain - Garage (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W),Infiltration Flow Rate - Garage (m^3/s),Infiltration Heat Gain - Garage (W),Radiation Heat Gain - Garage (W)
2025-01-01 00:00:00,0.5733698250143977,0.14715551951446598,0.27669375,0.5733698250143977,0.14715551951446598,0.27669375,0.01867707773611433,0.0,0.18188337227828336,0.32280937500000007,0.05,0.27669375,0.0,0.0,0.13257218618113265,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.03506475048252919,0.02629856286189688,0.0,0.0,0.005264967105263157,0.0,0.0006468308274324234,0.0,0.012765279803418747,0.0,0.005120457370106467,0.0,0.1416981644256477,0.10627362331923575,0.0,0.0,5333.869185258922,21.722222222222285,0.36000000000000004,1476.215769741078,8.109094475000001,0.32280937500000007,0.45,6487.27558,14416.167955555557,0.0,22.722222222222285,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,9558.51428888889,0.0,0.0,34.5029282233994,51.66666666666668,46.10666666666668,0.0,51.03164578866756,0.0,0.0,0.0,34.5029282233994,51.07792650865674,51.10106686865132,51.03164578866756,12.43753247303448,21.42207108605991,-0.06500678269491586,9.133282989671443,1.8214032265028102,2.8,9.236100170605994,4331.647099762511,-1680.6708783293905,469.34590603804503,-1173.1923127329735,0.0,0.0,256.64119272682456,0.0,1.0,0.048332324550767046,0.0,0.0,0.6254706596281121,65.99961422222222,-85.67096549026206,0.17665470616978501,9.879620939156572,0.002734605166040107,-4.043298507214457,1.2160750892991319,0.3895295249443525,-3215.2153585584974,58.328710488028996,0.3624556363775999,462.24932866747855,7.096577370566535
2025-01-01 01:00:00,0.560142430941662,0.14649805544291855,0.2664458333333333,0.560142430941662,0.14649805544291855,0.2664458333333333,0.01828220520321959,0.0,0.18100675351622011,0.31085347222222226,0.05,0.2664458333333333,0.0,0.0,0.13191472210958521,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.034188131720465954,0.025641098790349457,0.0,0.0,0.00487009457236842,0.0,0.0006468308274324234,0.0,0.012765279803418747,0.0,0.005120457370106467,0.0,0.1416981644256477,0.10627362331923575,0.0,0.0,5136.318474693777,21.722222222222285,0.3466666666666667,1421.5411116025198,7.808757642592593,0.31085347222222226,0.43333333333333335,6247.0061140740745,14416.167955555557,0.0,22.722222222222285,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,9558.51428888889,0.0,0.0,34.32103514143704,51.66666666666668,46.10666666666668,0.0,50.845590902689835,0.0,0.0,0.0,34.32103514143704,50.90418779109441,50.933486235296705,50.845590902689835,12.43753247303448,21.40420956730976,-0.06322959865707928,9.408118020416039,2.7532398165947853,2.5,9.236100170605994,4141.473111561712,-1259.9730554381115,-113.65239371083184,-1165.4435308941138,0.0,0.0,255.36970143186656,0.0,1.0,0.04726388655552495,0.0,0.0,0.6116439582669171,65.99961422222222,-84.7715336698178,0.17679184106535167,9.871040729127275,0.002733700417547748,-0.33387183380380286,1.2162083102289634,0.3101061832358068,-2736.447895749494,54.9337287088631,0.3624556363775999,-120.30811675541365,6.655723044581804
2025-01-01 02:00:00,0.547309909401821,0.14584059137137112,0.2561979166666667,0.547309909401821,0.14584059137137112,0.2561979166666667,0.01828220520321959,0.0,0.1801301347541569,0.2988975694444445,0.05,0.2561979166666667,0.0,0.0,0.13125725803803778,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.03331151295840273,0.024983634718802036,0.0,0.0,0.00487009457236842,0.0,0.0006468308274324234,0.0,0.012765279803418747,0.0,0.005120457370106467,0.0,0.1416981644256477,0.10627362331923575,0.0,0.0,4938.767764128631,21.722222222222285,0.3333333333333333,1366.866453463961,7.508420810185186,0.2988975694444445,0.4166666666666667,6006.736648148149,14416.167955555557,0.0,22.722222222222285,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,9558.51428888889,0.0,0.0,34.092259832374154,51.66666666666668,46.10666666666668,0.0,50.716119848531825,0.0,0.0,0.0,34.092259832374154,50.73138081403365,50.739011296784575,50.716119848531825,12.43753247303448,21.42962506263407,-0.05521460592287687,10.184856032049368,2.369492584489232,1.6500000000000001,9.236100170605994,3895.1002920479127,-1075.1894817173059,-336.8666508550283,-1216.445648944721,0.0,0.0,254.49308266980336,0.0,1.0,0.0469666030297656,0.0,0.0,0.6077967995655399,65.99961422222222,-81.7149058058012,0.17658887383694297,9.883721442275869,0.0027348152240189794,9.760457924797446,1.2161025761073707,0.22357248727588758,-2489.607698916334,47.55176373506678,0.3624556363775999,-341.54142513146274,4.674774276434501
2025-01-01 03:00:00,0.4266110145067168,0.1451831272998237,0.15371875000000002,0.4266110145067168,0.1451831272998237,0.15371875000000002,0.018018956847956433,0.0,0.17925351599209366,0.17933854166666668,0.05,0.15371875000000002,0.0,0.0,0.13059979396649035,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.03243489419633949,0.024326170647254612,0.0,0.0,0.004606846217105263,0.0,0.0006468308274324234,0.0,0.012765279803418747,0.0,0.005120457370106467,0.0,0.1416981644256477,0.10627362331923575,0.0,0.0,2963.260658477179,20.5555555555556,0.2,820.1198720783767,4.505052486111111,0.17933854166666668,0.25,3604.041988888889,14416.167955555557,0.0,22.222222222222285,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,9558.51428888889,0.0,0.0,35.0378322001519,51.66666666666668,46.10666666666668,0.0,50.54041854770678,0.0,0.0,0.0,35.0378322001519,50.557272412372704,50.56569934470566,50.54041854770678,12.43753247303448,20.44276911558269,-0.05090645743111555,9.689120670894233,2.0777452305939255,1.6500000000000001,9.236100170605994,2024.0542664634568,-1871.7606824861489,-201.70876220651186,-1136.0948281000642,0.0,-0.41519785674152615,253.35321555247694,0.0,1.0,0.046154271203171705,0.0,1.536494825894102e-05,0.5974832174292135,65.99961422222222,-56.04958160939327,0.18789745334954264,9.439895696432561,0.0027375309500336947,-5.841014166597794,1.2201909012498964,0.26638544271397663,-2748.592356711007,56.71180214648177,0.3624556363775999,-205.34208989852357,3.633327692011682
2025-01-01 04:00:00,0.4974698124113202,0.14452566322827626,0.21520625000000002,0.49746981241132027,0.14452566322827626,0.21520625000000002,0.018018956847956433,0.0,0.17837689723003042,0.25107395833333335,0.05,0.21520625000000002,0.0,0.0,0.12994232989494292,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.03155827543427626,0.023668706575707184,0.0,0.0,0.004606846217105263,0.0,0.0006468308274324234,0.0,0.012765279803418747,0.0,0.005120457370106467,0.0,0.1416981644256477,0.10627362331923575,0.0,0.0,4148.56492186805,20.5555555555556,0.28,1148.1678209097274,6.307073480555556,0.25107395833333335,0.35,5045.658784444445,14416.167955555557,0.0,22.222222222222285,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,9558.51428888889,0.0,0.0,34.9705054110238,51.66666666666668,46.10666666666668,0.0,50.350230151579105,0.0,0.0,0.0,34.9705054110238,50.37993977249039,50.39479458294604,50.350230151579105,12.43753247303448,20.322827765312525,-0.041633820724490296,9.46168333719277,1.914853278889152,0.55,9.236100170605994,3097.17368071441,-1462.2902807988553,-648.4608136707135,-1236.3401930230925,0.0,0.0,252.47659679041374,0.0,1.0,0.047463884097519324,0.0,0.0,0.6142321349308354,65.99961422222222,-67.52764492096244,0.18889841005914432,9.378189677189978,0.0027341416569660305,16.272133088402686,1.2201166215511117,0.24343082975618618,-2666.681654477648,56.223552769065364,0.3624556363775999,-651.9772410593923,3.5164273886788426
2025-01-01 05:00:00,0.5338640174551799,0.14452566322827626,0.24595000000000003,0.5338640174551799,0.14452566322827626,0.24595,0.01854545355848275,0.0,0.17837689723003042,0.2869416666666667,0.05,0.24595000000000003,0.0,0.0,0.12994232989494292,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.03155827543427626,0.023668706575707184,0.0,0.0,0.005133342927631578,0.0,0.0006468308274324234,0.0,0.012765279803418747,0.0,0.005120457370106467,0.0,0.1416981644256477,0.10627362331923575,0.0,0.0,4741.217053563486,20.5555555555556,0.32000000000000006,1312.1917953254026,7.208083977777778,0.2869416666666667,0.4,5766.467182222222,14416.167955555557,0.0,22.222222222222285,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,9558.51428888889,0.0,0.0,34.841823904076,51.66666666666668,46.10666666666668,0.0,50.16104748287892,0.0,0.0,0.0,34.841823904076,50.20343182859446,50.224624001452234,50.16104748287892,12.43753247303448,20.256450177321064,-0.06156247601457749,9.725689277212359,0.6410745907295821,-0.25000000000000006,9.236100170605994,3624.6522882069103,-1431.1791578515817,-425.4815955852772,-1298.597422934799,0.0,0.0,253.00309350094005,0.0,1.0,0.04806425436727282,0.0,0.0,0.6220015520266219,65.99961422222222,-70.97043592271672,0.1903712857545849,9.356672579010052,0.0027455761506021757,21.92308413722665,1.2197718829510913,0.21794180683938175,-2795.046792232575,51.67583905559038,0.3624556363775999,-428.30640001576853,2.8248044304913416
2025-01-01 06:00:00,0.6356543158590096,0.16862701772362718,0.24595000000000003,0.6356543158590096,0.16862701772362715,0.24595,0.07498081546267028,0.0,0.22373183372967256,0.2869416666666667,0.05,0.24595000000000003,0.0,0.0,0.15404368439029384,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.03331151295840273,0.024983634718802036,0.0,0.0,0.005791463815789473,0.0,0.0033368204906034705,0.0,0.06585253115627734,0.0,0.018340254542614044,0.0,0.17208006622865576,0.1290600496714918,0.0,0.0,4741.217053563486,20.5555555555556,0.32000000000000006,1312.1917953254026,7.208083977777778,0.2869416666666667,0.4,5766.467182222222,14416.167955555557,0.0,22.222222222222285,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,9558.51428888889,0.0,0.0,33.94989503195052,51.66666666666668,46.10666666666668,0.0,49.873298653245676,0.09493970537561237,247.88635321096123,0.0,33.94989503195052,49.36695106958008,49.893580864148426,49.09349506684454,12.43753247303448,20.196671677229308,-0.07415240481742587,9.202193977977124,1.194207757735236,0.3,9.236100170605994,3776.735055579973,-1582.3954174296834,-422.00476257394354,-1240.561663320435,0.0,0.0,352.66665877855917,0.0,1.0,0.04744117284280771,0.0,0.0,0.6139382276214419,65.99961422222222,-76.58699344163678,0.19099184677277167,9.328027801245309,0.00274439879081111,-8.278429832363722,1.220021198476783,0.25274461390842196,-2951.9028704354037,57.31565768031717,0.3624556363775999,-425.9494562077886,3.944693633845046
2025-01-01 07:00:00,1.720494560564315,0.1923028995277534,0.2254541666666667,1.7204945605643147,0.1923028995277534,0.22545416666666668,0.12802354598585955,1.0083453494074075,0.27109580405993655,0.26302986111111115,0.05,0.2254541666666667,0.0,0.0,0.17771956619442006,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.03506475048252919,0.02629856286189688,0.0,0.0,0.005396591282894736,0.0,0.0059139755672447235,0.0,0.11671297913572008,0.0,0.03413638246737644,0.0,0.20189467111003093,0.15142100333252317,0.0,0.0,4346.115632433195,20.5555555555556,0.29333333333333333,1202.842479048286,6.607410312962964,0.26302986111111115,0.36666666666666664,5285.928250370371,14416.167955555557,0.0,22.222222222222285,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,9558.51428888889,1008.3453494074075,0.18333333333333332,34.775422771355714,51.66666666666668,46.10666666666668,0.0,50.795930103690466,0.290028256226476,768.5098218595465,1008.3453494074075,34.775422771355714,50.07301147700128,50.795930103690466,49.71155216365669,12.43753247303448,20.220857682044997,-0.06610595003872065,9.000905559657607,0.6801350758831444,-0.55,9.236100170605994,3384.8797178262826,-1968.1209241269269,-583.7752748636267,-1334.9372641051934,0.0,0.0,450.98633729031627,3.744222494750305,1.0,0.04873634162530263,0.0,0.0,0.6306990617060086,65.99961422222222,-77.2849877920358,0.1907408411637153,9.339695311400275,0.0027448946012697674,18.760027687684207,1.2199202541612837,0.2558737351848846,-3229.01469177044,58.05128859522757,0.3624556363775999,-587.756734391665,3.981459528038298
2025-01-01 08:00:00,0.7186637470777553,0.1962223208986901,0.21520625000000002,0.7186637470777552,0.1962223208986901,0.21520625000000002,0.1337806282744957,0.0,0.28380916046992616,0.25107395833333335,0.05,0.21520625000000002,0.0,0.0,0.18163898756535676,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.03594136924459241,0.0269560269334443,0.0,0.0,0.004080349506578947,0.0,0.0062551033869859595,0.0,0.12344517538093078,0.0,0.041623843716117034,0.0,0.2062439475092167,0.15468296063191248,0.0,0.0,4148.56492186805,20.5555555555556,0.28,1148.1678209097274,6.307073480555556,0.25107395833333335,0.35,5045.658784444445,14416.167955555557,0.0,22.222222222222285,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,9558.51428888889,0.0,0.0,33.90609178357121,51.66666666666668,46.10666666666668,0.0,51.13307463493982,0.03236536893987858,87.39184716376411,0.0,33.90609178357121,49.36942991163685,51.13307463493982,48.48760754998537,12.43753247303448,20.28969165933554,-0.05247771309478845,8.419448575659718,-0.03198057728814498,-1.4,9.236100170605994,3155.8104231461907,-2309.316610540841,-650.5370822153017,-1441.1536340778778,0.0,0.0,469.15232664099887,246.62255515555736,1.0,0.05025226723086145,0.0,0.0,0.650316719190289,65.99961422222222,-20.75319128498119,0.1908074085847309,9.387696956926938,0.0027562500744799665,63.33000946603103,1.2201986717258222,0.271200360701991,-3520.6229127776332,63.13848132706535,0.3624556363775999,-655.4942437173738,4.957161502072051
2025-01-01 09:00:00,1.863708760681597,0.1962223208986901,0.24595000000000003,1.8637087606815967,0.1962223208986901,0.24595,0.13577940519585072,1.1000131084444444,0.29097458037463486,0.2869416666666667,0.05,0.24595000000000003,0.0,0.0,0.18163898756535676,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.03594136924459241,0.0269560269334443,0.0,0.0,0.003290604440789473,0.0,0.0063895864697685635,0.0,0.1260992142852927,0.0,0.048789263620825765,0.0,0.2062439475092167,0.15468296063191248,0.0,0.0,4741.217053563486,20.5555555555556,0.32000000000000006,1312.1917953254026,7.208083977777778,0.2869416666666667,0.4,5766.467182222222,14416.167955555557,0.0,22.222222222222285,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,9558.51428888889,1100.0131084444445,0.2,33.655098150320406,51.66666666666668,46.10666666666668,0.0,50.9409333582379,0.27109125311091503,728.3344229264417,1100.0131084444445,33.655098150320406,49.131048386904475,50.9409333582379,48.22610590123777,12.43753247303448,20.287202182439096,-0.05404679530094706,8.277199081993592,0.0749227753827252,-0.85,9.236100170605994,3921.1649807334957,-1854.9066110447113,-437.0605333173085,-1380.2945226321303,0.0,0.0,478.31652346706267,657.6243455755683,1.0,0.049438945863178894,0.0,0.0,0.6397914929144513,65.99961422222222,81.92592633507738,0.19265625738980405,9.418843885425584,0.0027812912542076614,110.6964776646684,1.2208030088363098,0.2678490371620434,-3229.4364974890464,62.338091118932155,0.3624556363775999,-446.12809181771956,9.067558500411065
