Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Other Electric Power (kW),HVAC Heating Electric Power (kW),Lighting Electric Power (kW),Water Heating Electric Power (kW),HVAC Cooling Electric Power (kW),HVAC Heating Gas Power (therms/hour),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C)
2025-01-01 00:00:00,0.5607147635650682,0.10575576853671922,0.2160425225225225,0.2220777469924825,0.2185742708333334,0.07006274573925232,0.0,0.05,0.2160425225225225,0.0,51.272503720523645,19.138693731117794,-0.0627737621849222
2025-01-01 01:00:00,0.5212548274979818,0.10504963839094629,0.15968360360360362,0.24121667605697514,0.16155489583333338,0.06848325560767335,0.0,0.05,0.15968360360360362,0.0,51.06835201148185,19.186547607717003,-0.05220875218360004
2025-01-01 02:00:00,0.5572522597114281,0.10434350824517337,0.2160425225225225,0.22019473327042136,0.2185742708333334,0.06848325560767335,0.0,0.05,0.2160425225225225,0.0,50.86533466517743,19.180320387015094,-0.05887251327216649
2025-01-01 03:00:00,0.5563317370215348,0.10363737809940043,0.19725621621621622,0.23933366233491402,0.19956781250000008,0.06743026218662072,0.0,0.05,0.19725621621621622,0.0,50.66369890421822,19.13759402220844,-0.06509605239843481
2025-01-01 04:00:00,0.6181765703257212,0.1029312479536275,0.18786306306306305,0.31068172480576706,0.19006458333333337,0.06743026218662072,0.0,0.05,0.18786306306306305,0.0,50.46347035044851,19.20538687754857,-0.04510967510797948
2025-01-01 05:00:00,0.8621591967032527,0.1029312479536275,0.3475466666666667,0.39100346850786,0.35161947916666675,0.06953624902872599,0.0,0.05,0.3475466666666667,0.0,50.26857851111878,20.601814490355608,-0.19731535026308933
2025-01-01 06:00:00,0.7314815304602323,0.10434350824517337,0.2536151351351352,0.3527256103788747,0.25658718750000004,0.07216873258135756,0.0,0.05,0.2536151351351352,0.0,50.081123757994945,20.82691119936727,-0.06064953969388386
2025-01-01 07:00:00,0.5802477186089278,0.10575576853671922,0.23482882882882886,0.2220777469924825,0.23758072916666675,0.07058924244977861,0.0,0.05,0.23482882882882886,0.0,49.8950680910267,20.82189080319518,-0.05302748002697021
2025-01-01 08:00:00,0.6726095261366328,0.11026888408936748,0.244221981981982,0.25381816434773175,0.2470839583333334,0.12170740345556773,0.0,0.05,0.244221981981982,0.0,49.7102086628597,20.80807918899976,-0.06040894623452638
2025-01-01 09:00:00,1.7002101587611318,0.21279536932612403,0.23482882882882886,0.4002371163581667,0.23758072916666675,0.279050240940002,0.7333420722962963,0.05,0.23482882882882886,0.0,49.45133059468151,20.848499252282245,-0.05791553597210874
2025-01-01 10:00:00,1.717486505310228,0.16675672403207675,0.19725621621621622,0.5516965280045112,0.19956781250000008,0.2745478515464574,0.6416743132592593,0.05,0.19725621621621622,0.0,51.57674761427726,20.80234976882654,-0.060750339647109304
2025-01-01 11:00:00,1.8891412830674326,0.1319790829950816,0.15029045045045045,0.3172500289709481,0.15205166666666672,0.26982647898537326,1.1000131084444444,0.05,0.15029045045045045,0.0,51.38790955982018,20.774186757283,-0.0657717477981541
2025-01-01 12:00:00,0.7617958154993186,0.12483132141457635,0.13150414414414416,0.2721176107375442,0.1330452083333334,0.3066329964284409,0.0,0.05,0.13150414414414416,0.0,51.608440938201035,20.86265913384253,-0.0438782784788876
2025-01-01 13:00:00,1.8070257287149758,0.11766523123692867,0.1408972972972973,0.2166401324806986,0.14254843750000004,0.2061562912527957,1.1916808674814816,0.05,0.1408972972972973,0.0,51.517189625409124,20.873878377112632,-0.057717684095477215
2025-01-01 14:00:00,0.6033120109826269,0.11814110441278808,0.07514522522522522,0.2603111065727817,0.07602583333333336,0.21697507107651184,0.0,0.05,0.07514522522522522,0.0,51.46875243656699,20.769728942525425,-0.05458864957005568
2025-01-01 15:00:00,1.7806818115423682,0.12269757174122517,0.11271783783783786,0.4129168369071573,0.11403875000000004,0.2870486342648402,0.9166775903703706,0.05,0.11271783783783786,0.0,51.20310659758828,20.804203158355378,-0.05378556093005452
2025-01-01 16:00:00,1.4513688305250119,0.1412755755553285,0.122110990990991,0.7452497460834766,0.1235419791666667,0.5325771052748685,0.0,0.05,0.122110990990991,0.0,51.43647913801741,20.778452982969934,-0.06258658302574004
2025-01-01 17:00:00,1.3297142180592398,0.1336028937297566,0.1408972972972973,0.7006499513457747,0.14254843750000004,0.43651582921346493,0.0,0.05,0.1408972972972973,0.0,51.14320631844468,20.85855900549806,-0.04930004846372717
2025-01-01 18:00:00,1.2460046694283693,0.13663872132717578,0.15029045045045045,0.51501008095956,0.15205166666666672,0.5289429218021424,0.0,0.05,0.15029045045045045,0.0,50.93589701186157,20.867594861117215,-0.04953135272307841
2025-01-01 19:00:00,2.2877416200536507,0.13463861770074473,0.15968360360360362,0.5208888954365888,0.16155489583333338,0.5469524793763205,1.0083453494074075,0.05,0.15968360360360362,0.0,51.59756208503832,20.779433337619917,-0.06978048651379876
2025-01-01 20:00:00,1.103576169222778,0.13202899485153416,0.09393153153153153,0.47961954012617986,0.09503229166666669,0.47892433742993146,0.0,0.05,0.09393153153153153,0.0,51.34013339660443,19.343334555983812,-0.04449104165518
2025-01-01 21:00:00,2.7851068590580863,0.13602561138484248,0.1408972972972973,0.5116949116110692,0.14254843750000004,0.5225116063173867,1.5583519036296296,0.05,0.1408972972972973,0.0,51.16832779916504,19.165048153413,-0.05415506685166681
2025-01-01 22:00:00,0.989629619546518,0.1255437682122113,0.19725621621621622,0.35299614307809224,0.19956781250000008,0.3870656639684257,0.0,0.05,0.19725621621621622,0.0,51.8156152673243,19.135311290288474,-0.06012591927717412
2025-01-01 23:00:00,0.7273289698179557,0.1160633398189498,0.19725621621621622,0.2731066680166439,0.19956781250000008,0.2046544893013117,0.0,0.05,0.19725621621621622,0.0,51.55645606507164,19.1276464033507,-0.06716972126097515
2025-01-02 00:00:00,0.6277102729070773,0.11373364236730353,0.20664936936936937,0.24713837391460994,0.20907104166666673,0.12150085732580065,0.0,0.05,0.20664936936936937,0.0,51.17305986904107,19.17321058822677,-0.058319189686774034
2025-01-02 01:00:00,1.4465622708840662,0.11277557936372268,0.2254356756756757,0.2569510708938642,0.22807750000000007,0.08652386865686856,0.8250098313333335,0.05,0.2254356756756757,0.0,50.95788290923601,19.167937372778376,-0.05258887630519962
2025-01-02 02:00:00,0.5634825534039375,0.10616302332934173,0.2160425225225225,0.22354250476774248,0.2185742708333334,0.07136577780286157,0.0,0.05,0.2160425225225225,0.0,51.49072904254622,19.171206731955788,-0.05212024327776158
2025-01-02 03:00:00,0.5848414245215348,0.10363737809940043,0.2254356756756757,0.23933366233491402,0.22807750000000007,0.06743026218662072,0.0,0.05,0.2254356756756757,0.0,51.286632644450584,19.15377163450132,-0.05812838340840489
2025-01-02 04:00:00,0.6561894869923878,0.1029312479536275,0.2254356756756757,0.31068172480576706,0.22807750000000007,0.06743026218662072,0.0,0.05,0.2254356756756757,0.0,51.08387656798623,19.15825533811788,-0.05658831119789358
2025-01-02 05:00:00,0.8716624258699194,0.1029312479536275,0.3569398198198198,0.39100346850786,0.36112270833333343,0.06953624902872599,0.0,0.05,0.3569398198198198,0.0,50.88647400950132,20.6024466674927,-0.19677898359213078
2025-01-02 06:00:00,0.740984759626899,0.10434350824517337,0.2630082882882883,0.3527256103788747,0.2660904166666668,0.07216873258135756,0.0,0.05,0.2630082882882883,0.0,50.69665318161707,20.81949535447413,-0.06128485941229431
2025-01-02 07:00:00,0.7538320173179867,0.1158610753887927,0.23482882882882886,0.24423023313708456,0.23758072916666675,0.22202105501423539,0.0,0.05,0.23482882882882886,0.0,50.47247046367122,20.793061504206104,-0.05910813727955014
2025-01-02 08:00:00,1.7426979564145886,0.12054214617997959,0.244221981981982,0.2554244517518273,0.2470839583333334,0.27351195595905753,0.9166775903703706,0.05,0.244221981981982,0.0,50.257909206705946,20.772621274438126,-0.06850015693285823
2025-01-02 09:00:00,1.7394509172994623,0.12079407903778751,0.244221981981982,0.24663912765575652,0.2470839583333334,0.279050240940002,0.9166775903703706,0.05,0.244221981981982,0.0,51.554564133794415,20.80085548532197,-0.06035422103524043
2025-01-02 10:00:00,0.7752480178980217,0.12008794889201457,0.2160425225225225,0.2321258955182307,0.2185742708333334,0.2745478515464574,0.0,0.05,0.2160425225225225,0.0,51.68883729235414,20.799135163637995,-0.0659706286429886
2025-01-02 11:00:00,0.7194667094139213,0.12008794889201457,0.1784699099099099,0.2225577823595222,0.18056135416666672,0.2663475728877323,0.0,0.05,0.1784699099099099,0.0,51.150608976314544,20.855204684810563,-0.04702939187988638
2025-01-02 12:00:00,1.837797561157807,0.12150020918356043,0.18786306306306305,0.23830059856242958,0.19006458333333337,0.25941927081759947,1.1000131084444444,0.05,0.18786306306306305,0.0,51.18739808954101,20.76710679746113,-0.07575456569422964
2025-01-02 13:00:00,0.9129900369123315,0.13247328476808345,0.1408972972972973,0.3133287823622331,0.14254843750000004,0.40711281705009833,0.0,0.05,0.1408972972972973,0.0,51.90924150272446,20.846581071444767,-0.05425227130413634
2025-01-02 14:00:00,1.0028238135401166,0.13558045668104787,0.1408972972972973,0.3543988533727468,0.14254843750000004,0.4558765226673697,0.0,0.05,0.1408972972972973,0.0,51.59408313622537,20.83874453650261,-0.05386870875130724
2025-01-02 15:00:00,0.9730239968733115,0.12656054222761337,0.1408972972972973,0.44149182693654565,0.14254843750000004,0.3389837324367658,0.0,0.05,0.1408972972972973,0.0,51.32593444910105,20.82387149320528,-0.057167836791188205
2025-01-02 16:00:00,1.2318795748472424,0.12753123853491827,0.1408972972972973,0.6993363339060692,0.14254843750000004,0.33999480344117305,0.0,0.05,0.1408972972972973,0.0,50.946732552131884,20.777863194666928,-0.06606994337107323
2025-01-02 17:00:00,2.2939079542629432,0.1336028937297566,0.18786306306306305,0.7006499513457747,0.19006458333333337,0.43651582921346493,0.9166775903703706,0.05,0.18786306306306305,0.0,51.58190624079443,20.83778935278416,-0.05498006884795353
2025-01-02 18:00:00,1.2350516192920764,0.13663872132717578,0.15029045045045045,0.5040570308232674,0.15205166666666672,0.5289429218021424,0.0,0.05,0.15029045045045045,0.0,51.81912286998106,20.77895728658446,-0.06370876502935267
2025-01-02 19:00:00,1.2764966287069905,0.13463861770074473,0.1784699099099099,0.4989827951640033,0.18056135416666672,0.5469524793763205,0.0,0.05,0.1784699099099099,0.0,51.55851575574904,20.826235455681875,-0.05165958793100837
2025-01-02 20:00:00,1.103576169222778,0.13202899485153416,0.09393153153153153,0.47961954012617986,0.09503229166666669,0.47892433742993146,0.0,0.05,0.09393153153153153,0.0,51.350204950582466,19.39518997471472,-0.038234216150796384
2025-01-02 21:00:00,1.0152070478702284,0.127459894219373,0.1408972972972973,0.44178818088536587,0.14254843750000004,0.3808704294848624,0.0,0.05,0.1408972972972973,0.0,51.046404362577114,19.186239623333268,-0.050399435253258615
2025-01-02 22:00:00,0.8369940475522247,0.1216807977258231,0.1408972972972973,0.321491215597468,0.14254843750000004,0.32295439445475677,0.0,0.05,0.1408972972972973,0.0,50.73144524241631,19.157718364670405,-0.048838759878611054
2025-01-02 23:00:00,0.6554063027753017,0.11150055583865068,0.19725621621621622,0.25254756457273164,0.19956781250000008,0.15329092570256997,0.0,0.05,0.19725621621621622,0.0,50.50392421191233,19.137175483292122,-0.06766983596218541
2025-01-03 00:00:00,1.4488826664354386,0.10575576853671922,0.18786306306306305,0.2220777469924825,0.19006458333333337,0.07006274573925232,0.9166775903703706,0.05,0.18786306306306305,0.0,50.551513273212194,19.13157035519804,-0.05786833803669798
2025-01-03 01:00:00,0.5307580566646485,0.10504963839094629,0.16907675675675676,0.24121667605697514,0.17105812500000006,0.06848325560767335,0.0,0.05,0.16907675675675676,0.0,51.91459546952976,19.1742634067911,-0.05386735700381736
2025-01-03 02:00:00,0.5667554888780948,0.10434350824517337,0.2254356756756757,0.22019473327042136,0.22807750000000007,0.06848325560767335,0.0,0.05,0.2254356756756757,0.0,51.70865770224603,19.19936143865129,-0.057772838532351815
2025-01-03 03:00:00,0.5468285078548681,0.10363737809940043,0.18786306306306305,0.23933366233491402,0.19006458333333337,0.06743026218662072,0.0,0.05,0.18786306306306305,0.0,51.504113093850506,19.14043557543558,-0.06611374941720734
2025-01-03 04:00:00,0.6371830286590545,0.1029312479536275,0.20664936936936937,0.31068172480576706,0.20907104166666673,0.06743026218662072,0.0,0.05,0.20664936936936937,0.0,51.30083522897658,19.217012611153628,-0.041520529790143
