Metric,Value
Total Electric Energy (kWh),917.7684444045972
Total Gas Energy (therms),0.0
Average Electric Power (kW),1.274678395006385
Peak Electric Power (kW),7.861740062849638
Other Electric Energy (kWh),124.71153047694642
HVAC Heating Electric Energy (kWh),609.5853978545869
Lighting Electric Energy (kWh),31.577800007286175
Water Heating Electric Energy (kWh),151.8937160657778
Average Temperature - Indoor (C),17.984579283848756
Unmet Heating Load (C-hours),82.98897127543096
Unmet Cooling Load (C-hours),0.0
Total Hot Water Unmet Demand (kWh),0.0
