# file...... meter_logs.csv
# date...... Fri Oct 17 14:00:50 2025
# user...... deras
# host...... (null)
# target.... triplex_meter 19
# trigger... (none)
# interval.. 60
# limit..... 0
# timestamp,measured_real_power
2021-12-25 00:00:00 UTC,+0
2021-12-25 00:01:00 UTC,+0
2021-12-25 00:02:00 UTC,+0
2021-12-25 00:03:00 UTC,-5000
2021-12-25 00:04:00 UTC,+0
