Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Garage Lighting Electric Power (kW),Garage Lighting Reactive Power (kVAR),Garage Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Spa Pump Electric Power (kW),Spa Pump Reactive Power (kVAR),Spa Pump Mode,Spa Heater Electric Power (kW),Spa Heater Reactive Power (kVAR),Spa Heater Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Heating ER Power (kW),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Garage (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Garage (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Garage (m^3/s),Infiltration Heat Gain - Garage (W),Radiation Heat Gain - Garage (W)
2025-01-01 01:33:00,5.852100814084378,3.6714694013217555,0.0,0.09753501356807297,0.06119115668869592,0.0,0.022910804667534777,0.0,0.4322584990829444,5.346931510333899,0.05,0.0,0.0,0.20310950605938527,3.4537765619290366,0.01458333333333334,1,0.0,0.0,Off,0.0,0.0,Off,0,0,Off,0.04284674471494426,0.03213505853620819,On,0.0,0,Off,0.005340810032894736,0.0,On,0.00035274489946079886,0.0,On,0.01721724973517924,0,On,0.006665032275748069,0,On,0.22796593003090285,0.1709744475231771,On,0.08064852697427329,0,On,0.0741322650870759,0,On,0,0,Off,HP On,5601.986570834385,19.77777777777783,1.9362195962202877,4169.084042945548,4.7255356770005665,0.6213958333333334,1,9149.6747804466,9149.6747804466,0.0,Off,0.0,20.77777777777783,0,0.0,0.05,0.0,0.0,0,0,0,12487.760044444445,Off,0.0,0.0,32.395404451737576,51.666666666666686,46.10666666666668,0.0,50.39768921859132,0.0,0.0,0.0,32.395404451737576,47.709574538242784,50.39768921859132,46.36551719806852,12.43753247303448,19.96586628074434,0.0,8.739365331943995,2.2,9.236100170605994,5199.04788469866,1827.2219989883347,-719.5575531706722,-0.0,-0.0,416.43012503141125,0.0,2.0,0.031012611785494273,0.0,0.0,0.14889426653034377,131.99922844444444,-99.81125799646391,0.19047341251195415,9.17562199321533,0.002695894771204706,76.76307201555143,1.2222027463961318,0.27184172728319994,-2321.62742987099,-20.23461408622357
2025-01-01 01:34:00,5.852202667268437,3.67153519197929,0.0,0.09753671112114062,0.06119225319965483,0.0,0.022910804667534777,0.0,0.4322584990829444,5.347033363517958,0.05,0.0,0.0,0.20310950605938527,3.4538423525865714,0.01458333333333334,1,0.0,0.0,Off,0.0,0.0,Off,0,0,Off,0.04284674471494426,0.03213505853620819,On,0.0,0,Off,0.005340810032894736,0.0,On,0.00035274489946079886,0.0,On,0.01721724973517924,0,On,0.006665032275748069,0,On,0.22796593003090285,0.1709744475231771,On,0.08064852697427329,0,On,0.0741322650870759,0,On,0,0,Off,HP On,5601.958706175648,19.77777777777783,1.9361675795150128,4169.063305640553,4.725637530184624,0.6213958333333334,1,9149.626178482868,9149.626178482868,0.0,Off,0.0,20.77777777777783,0,0.0,0.05,0.0,0.0,0,0,0,12487.760044444445,Off,0.0,0.0,32.39097261697298,51.666666666666686,46.10666666666668,0.0,50.394338360370426,0.0,0.0,0.0,32.39097261697298,47.70684668407719,50.394338360370426,46.36310084593058,12.43753247303448,19.966924479043332,0.0,8.738860335529967,2.2,9.236100170605994,5198.999510736799,1827.2460604096277,-719.626385747104,-0.0,-0.0,416.43012503141125,0.0,2.0,0.031013731150710974,0.0,0.0,0.14889964070082876,131.99922844444444,-99.7629347231572,0.19047052837302178,9.176470086455343,0.002696031302325539,76.74848208301609,1.2221982333287884,0.27184172728319994,-2321.4481443490345,-20.369100881890883
2025-01-01 01:35:00,5.852304114161227,3.671600720198592,0.0,0.09753840190268712,0.0611933453366432,0.0,0.022910804667534777,0.0,0.4322584990829444,5.347134810410749,0.05,0.0,0.0,0.20310950605938527,3.4539078808058736,0.01458333333333334,1,0.0,0.0,Off,0.0,0.0,Off,0,0,Off,0.04284674471494426,0.03213505853620819,On,0.0,0,Off,0.005340810032894736,0.0,On,0.00035274489946079886,0.0,On,0.01721724973517924,0,On,0.006665032275748069,0,On,0.22796593003090285,0.1709744475231771,On,0.08064852697427329,0,On,0.0741322650870759,0,On,0,0,Off,HP On,5601.930952974734,19.77777777777783,1.93611577264558,4169.042651284172,4.725738977077415,0.6213958333333334,1,9149.577770925573,9149.577770925573,0.0,Off,0.0,20.77777777777783,0,0.0,0.05,0.0,0.0,0,0,0,12487.760044444445,Off,0.0,0.0,32.38654616682539,51.666666666666686,46.10666666666668,0.0,50.39098800062351,0.0,0.0,0.0,32.38654616682539,47.70411920309414,50.39098800062351,46.36068480432945,12.43753247303448,19.967978427286482,0.0,8.738439555410181,2.2,9.236100170605994,5198.963285683254,1827.2420867068417,-719.6949444751403,-0.0,-0.0,416.43012503141125,0.0,2.0,0.03101484599992967,0.0,0.0,0.14890499318961165,131.99922844444444,-99.70284784775144,0.19046769225772608,9.176590153271546,0.0026961678080007134,76.73389813356968,1.2221937380340104,0.27184172728319994,-2321.298757578538,-20.50180699879272
2025-01-01 01:36:00,5.852405156475952,3.6716659870862793,0.0,0.09754008594126587,0.06119443311810466,0.0,0.022910804667534777,0.0,0.4322584990829444,5.347235852725473,0.05,0.0,0.0,0.20310950605938527,3.453973147693561,0.01458333333333334,1,0.0,0.0,Off,0.0,0.0,Off,0,0,Off,0.04284674471494426,0.03213505853620819,On,0.0,0,Off,0.005340810032894736,0.0,On,0.00035274489946079886,0.0,On,0.01721724973517924,0,On,0.006665032275748069,0,On,0.22796593003090285,0.1709744475231771,On,0.08064852697427329,0,On,0.0741322650870759,0,On,0,0,Off,HP On,5601.903310759236,19.77777777777783,1.9360641747089005,4169.022079524834,4.725840019392139,0.6213958333333334,1,9149.529556950736,9149.529556950736,0.0,Off,0.0,20.77777777777783,0,0.0,0.05,0.0,0.0,0,0,0,12487.760044444445,Off,0.0,0.0,32.38212507955224,51.666666666666686,46.10666666666668,0.0,50.38763813884406,0.0,0.0,0.0,32.38212507955224,47.70139209484019,50.38763813884406,46.35826907283826,12.43753247303448,19.969028143621994,0.0,8.73810074117945,2.2,9.236100170605994,5198.940525247519,1827.209812187643,-719.7632305038785,-0.0,-0.0,416.43012503141125,0.0,2.0,0.031015956352592865,0.0,0.0,0.14891032409003757,131.99922844444444,-99.62968003924992,0.19046490394944857,9.177433474162632,0.0026963042882386986,76.71932015340307,1.2221892604357327,0.27184172728319994,-2321.178470613095,-20.633796724096158
2025-01-01 01:37:00,5.85250579804354,3.6717309951168895,0.0,0.09754176330072567,0.06119551658528149,0.0,0.022910804667534777,0.0,0.4322584990829444,5.347336494293061,0.05,0.0,0.0,0.20310950605938527,3.4540381557241706,0.01458333333333334,1,0.0,0.0,Off,0.0,0.0,Off,0,0,Off,0.04284674471494426,0.03213505853620819,On,0.0,0,Off,0.005340810032894736,0.0,On,0.00035274489946079886,0.0,On,0.01721724973517924,0,On,0.006665032275748069,0,On,0.22796593003090285,0.1709744475231771,On,0.08064852697427329,0,On,0.0741322650870759,0,On,0,0,Off,HP On,5601.875778477459,19.77777777777783,1.936012783720804,4169.001589579853,4.725940660959727,0.6213958333333334,1,9149.481534723978,9149.481534723978,0.0,Off,0.0,20.77777777777783,0,0.0,0.05,0.0,0.0,0,0,0,12487.760044444445,Off,0.0,0.0,32.3777093079837,51.666666666666686,46.10666666666668,0.0,50.38428877452755,0.0,0.0,0.0,32.3777093079837,47.698665358863785,50.38428877452755,46.35585365103191,12.43753247303448,19.970073668194402,0.0,8.737841669132797,2.2,9.236100170605994,5198.921872184908,1827.1528029081774,-719.8312464137056,-0.0,-0.0,416.43012503141125,0.0,2.0,0.031017062251406977,0.0,0.0,0.1489156336071438,131.99922844444444,-99.55278491025655,0.1904621629720544,9.178274442862298,0.0026964407430479483,76.70474810576631,1.2221848003661795,0.27184172728319994,-2321.0864939855037,-20.762292686172042
2025-01-01 01:38:00,5.852606035247358,3.6717957419543064,0.0,0.09754343392078929,0.06119659569923844,0.0,0.022910804667534777,0.0,0.4322584990829444,5.347436731496879,0.05,0.0,0.0,0.20310950605938527,3.454102902561588,0.01458333333333334,1,0.0,0.0,Off,0.0,0.0,Off,0,0,Off,0.04284674471494426,0.03213505853620819,On,0.0,0,Off,0.005340810032894736,0.0,On,0.00035274489946079886,0.0,On,0.01721724973517924,0,On,0.006665032275748069,0,On,0.22796593003090285,0.1709744475231771,On,0.08064852697427329,0,On,0.0741322650870759,0,On,0,0,Off,HP On,5601.848357115133,19.77777777777783,1.9359616015003018,4168.981182182823,4.726040898163546,0.6213958333333334,1,9149.433705964622,9149.433705964622,0.0,Off,0.0,20.77777777777783,0,0.0,0.05,0.0,0.0,0,0,0,12487.760044444445,Off,0.0,0.0,32.37329889487358,51.666666666666686,46.10666666666668,0.0,50.38093990717372,0.0,0.0,0.0,32.37329889487358,47.6959389947173,50.38093990717372,46.3534385384891,12.43753247303448,19.97111496377612,0.0,8.737660257110102,2.2,9.236100170605994,5198.902226835852,1827.0726865185065,-719.8989897518506,-0.0,-0.0,416.43012503141125,0.0,2.0,0.03101816365723655,0.0,0.0,0.14892092155303757,131.99922844444444,-99.47726555884157,0.19045946976252132,9.179113039063274,0.0026965771724368716,76.69018203445647,1.2221803579801882,0.27184172728319994,-2321.0220884802875,-20.886407184029405
2025-01-01 01:39:00,5.852705861160882,3.6718602231244386,0.0,0.0975450976860147,0.061197670385407306,0.0,0.022910804667534777,0.0,0.4322584990829444,5.347536557410404,0.05,0.0,0.0,0.20310950605938527,3.45416738373172,0.01458333333333334,1,0.0,0.0,Off,0.0,0.0,Off,0,0,Off,0.04284674471494426,0.03213505853620819,On,0.0,0,Off,0.005340810032894736,0.0,On,0.00035274489946079886,0.0,On,0.01721724973517924,0,On,0.006665032275748069,0,On,0.22796593003090285,0.1709744475231771,On,0.08064852697427329,0,On,0.0741322650870759,0,On,0,0,Off,HP On,5601.821048563423,19.77777777777783,1.9359106315561472,4168.9608587411785,4.726140724077069,0.6213958333333334,1,9149.386073971267,9149.386073971267,0.0,Off,0.0,20.77777777777783,0,0.0,0.05,0.0,0.0,0,0,0,12487.760044444445,Off,0.0,0.0,32.36889392297301,51.666666666666686,46.10666666666668,0.0,50.37759153627846,0.0,0.0,0.0,32.36889392297301,47.693213001949545,50.37759153627846,46.35102373478509,12.43753247303448,19.97215195875926,0.0,8.737554456943569,2.2,9.236100170605994,5198.8809297554435,1826.9697019833584,-719.9664558285098,-0.0,-0.0,416.43012503141125,0.0,2.0,0.031019260494583995,0.0,0.0,0.14892618756524836,131.99922844444444,-99.4037880108807,0.19045682516352533,9.179223526694717,0.002696713576413939,76.67562201916495,1.2221759335759415,0.27184172728319994,-2320.984526950041,-21.006629807779163
2025-01-01 01:40:00,5.852805269470614,3.671924434549168,0.0,0.09754675449117689,0.06119874057581946,0.0,0.022910804667534777,0.0,0.4322584990829444,5.347635965720134,0.05,0.0,0.0,0.20310950605938527,3.4542315951564495,0.01458333333333334,1,0.0,0.0,Off,0.0,0.0,Off,0,0,Off,0.04284674471494426,0.03213505853620819,On,0.0,0,Off,0.005340810032894736,0.0,On,0.00035274489946079886,0.0,On,0.01721724973517924,0,On,0.006665032275748069,0,On,0.22796593003090285,0.1709744475231771,On,0.08064852697427329,0,On,0.0741322650870759,0,On,0,0,Off,HP On,5601.793854545731,19.77777777777783,1.9358598770836015,4168.9406205375,4.726240132386802,0.6213958333333334,1,9149.338641749897,9149.338641749897,0.0,Off,0.0,20.77777777777783,0,0.0,0.05,0.0,0.0,0,0,0,12487.760044444445,Off,0.0,0.0,32.3644944677762,51.666666666666686,46.10666666666668,0.0,50.374243661330176,0.0,0.0,0.0,32.3644944677762,47.690487380102326,50.374243661330176,46.3486092394884,12.43753247303448,19.973184587910087,0.0,8.737522197173323,2.2,9.236100170605994,5198.858713962545,1826.8441108050238,-720.0336403680336,-0.0,-0.0,416.43012503141125,0.0,2.0,0.031020352694697894,0.0,0.0,0.1489314313136946,131.99922844444444,-99.33162524656349,0.19045422994250283,9.180057250753006,0.002696849954987731,76.66106813305004,1.2221715274250378,0.27184172728319994,-2320.973073978127,-21.123435754348836
2025-01-01 01:41:00,5.8529042554774025,3.6719883731931446,0.0,0.0975484042579567,0.061199806219885744,0.0,0.022910804667534777,0.0,0.4322584990829444,5.347734951726923,0.05,0.0,0.0,0.20310950605938527,3.4542955338004258,0.01458333333333334,1,0.0,0.0,Off,0.0,0.0,Off,0,0,Off,0.04284674471494426,0.03213505853620819,On,0.0,0,Off,0.005340810032894736,0.0,On,0.00035274489946079886,0.0,On,0.01721724973517924,0,On,0.006665032275748069,0,On,0.22796593003090285,0.1709744475231771,On,0.08064852697427329,0,On,0.0741322650870759,0,On,0,0,Off,HP On,5601.76677634379,19.77777777777783,1.935809340453301,4168.920468525675,4.7263391183935894,0.6213958333333334,1,9149.29141153613,9149.29141153613,0.0,Off,0.0,20.77777777777783,0,0.0,0.05,0.0,0.0,0,0,0,12487.760044444445,Off,0.0,0.0,32.36010058503186,51.666666666666686,46.10666666666668,0.0,50.370896281810474,0.0,0.0,0.0,32.36010058503186,47.68776212871111,50.370896281810474,46.34619505216143,12.43753247303448,19.974212802769145,0.0,8.737561389754735,2.2,9.236100170605994,5198.8360873282,1826.696482134625,-720.100540185699,-0.0,-0.0,416.43012503141125,0.0,2.0,0.03102144020657216,0.0,0.0,0.14893665255349153,131.99922844444444,-99.26027386130228,0.1904516846689431,9.180888501314993,0.0026969863081669288,76.6465204318738,1.2221671397291305,0.27184172728319994,-2320.986988259932,-21.236998131117407
2025-01-01 01:42:00,5.853002815678219,3.6720520367936347,0.0,0.09755004692797031,0.06120086727989391,0.0,0.022910804667534777,0.0,0.4322584990829444,5.34783351192774,0.05,0.0,0.0,0.20310950605938527,3.454359197400916,0.01458333333333334,1,0.0,0.0,Off,0.0,0.0,Off,0,0,Off,0.04284674471494426,0.03213505853620819,On,0.0,0,Off,0.005340810032894736,0.0,On,0.00035274489946079886,0.0,On,0.01721724973517924,0,On,0.006665032275748069,0,On,0.22796593003090285,0.1709744475231771,On,0.08064852697427329,0,On,0.0741322650870759,0,On,0,0,Off,HP On,5601.739814912086,19.77777777777783,1.9357590234249502,4168.900403416043,4.726437678594406,0.6213958333333334,1,9149.244384994796,9149.244384994796,0.0,Off,0.0,20.77777777777783,0,0.0,0.05,0.0,0.0,0,0,0,12487.760044444445,Off,0.0,0.0,32.355712316087434,51.666666666666686,46.10666666666668,0.0,50.36754939719591,0.0,0.0,0.0,32.355712316087434,47.68503724730667,50.36754939719591,46.34378117236206,12.43753247303448,19.97523656730486,0.0,8.737669948126957,2.2,9.236100170605994,5198.813161879999,1826.5274750157287,-720.1671529051061,-0.0,-0.0,416.43012503141125,0.0,2.0,0.03102252299234751,0.0,0.0,0.1489418511028735,131.99922844444444,-99.18962515839256,0.1904491897656908,9.18099152201232,0.0026971226359602915,76.63197895850352,1.2221627706380516,0.27184172728319994,-2321.02552901762,-21.34739938269456
2025-01-01 01:43:00,5.8531009472756095,3.6721154235436613,0.0,0.09755168245459349,0.061201923725727685,0.0,0.022910804667534777,0.0,0.4322584990829444,5.347931643525131,0.05,0.0,0.0,0.20310950605938527,3.4544225841509424,0.01458333333333334,1,0.0,0.0,Off,0.0,0.0,Off,0,0,Off,0.04284674471494426,0.03213505853620819,On,0.0,0,Off,0.005340810032894736,0.0,On,0.00035274489946079886,0.0,On,0.01721724973517924,0,On,0.006665032275748069,0,On,0.22796593003090285,0.1709744475231771,On,0.08064852697427329,0,On,0.0741322650870759,0,On,0,0,Off,HP On,5601.712971012082,19.77777777777783,1.9357089273978831,4168.880425775301,4.726535810191797,0.6213958333333334,1,9149.197563454049,9149.197563454049,0.0,Off,0.0,20.77777777777783,0,0.0,0.05,0.0,0.0,0,0,0,12487.760044444445,Off,0.0,0.0,32.35132969382396,51.666666666666686,46.10666666666668,0.0,50.364203006959315,0.0,0.0,0.0,32.35132969382396,47.6823127354163,50.364203006959315,46.341367599644805,12.43753247303448,19.976255852816532,0.0,8.737845795995275,2.2,9.236100170605994,5198.789913098866,1826.3377144720694,-720.2334766266695,-0.0,-0.0,416.43012503141125,0.0,2.0,0.03102360102191952,0.0,0.0,0.14894702681730645,131.99922844444444,-99.11970631795673,0.19044674556911326,9.18181775764894,0.002697258938376639,76.61744374820812,1.2221584202710656,0.27184172728319994,-2321.087959118073,-21.454752185158796
2025-01-01 01:44:00,5.853198647970481,3.6721785319581555,0.0,0.097553310799508,0.06120297553263592,0.0,0.022910804667534777,0.0,0.4322584990829444,5.348029344220001,0.05,0.0,0.0,0.20310950605938527,3.4544856925654366,0.01458333333333334,1,0.0,0.0,Off,0.0,0.0,Off,0,0,Off,0.04284674471494426,0.03213505853620819,On,0.0,0,Off,0.005340810032894736,0.0,On,0.00035274489946079886,0.0,On,0.01721724973517924,0,On,0.006665032275748069,0,On,0.22796593003090285,0.1709744475231771,On,0.08064852697427329,0,On,0.0741322650870759,0,On,0,0,Off,HP On,5601.686245268899,19.77777777777783,1.9356590535169185,4168.8605360686715,4.726633510886667,0.6213958333333334,1,9149.150948004237,9149.150948004237,0.0,Off,0.0,20.77777777777783,0,0.0,0.05,0.0,0.0,0,0,0,12487.760044444445,Off,0.0,0.0,32.346952745187615,51.666666666666686,46.10666666666668,0.0,50.360857110570564,0.0,0.0,0.0,32.346952745187615,47.67958859256453,50.360857110570564,46.33895433356152,12.43753247303448,19.9772706357811,0.0,8.738086870705619,2.2,9.236100170605994,5198.766336657258,1826.127799058916,-720.2995097875931,-0.0,-0.0,416.43012503141125,0.0,2.0,0.03102467427066069,0.0,0.0,0.1489521795785517,131.99922844444444,-99.05052385545955,0.19044435235449675,9.182641471800608,0.002697395215424842,76.60291483089189,1.2221540887258462,0.27184172728319994,-2321.173546270919,-21.559190738836506
2025-01-01 01:45:00,0.5051693037504792,0.2176928393927186,0.0,0.008419488395841319,0.0036282139898786434,0.0,0.022910804667534777,0.0,0.4322584990829444,0.0,0.05,0.0,0.0,0.20310950605938527,0.0,0.01458333333333334,1,0.0,0.0,Off,0.0,0.0,Off,0,0,Off,0.04284674471494426,0.03213505853620819,On,0.0,0,Off,0.005340810032894736,0.0,On,0.00035274489946079886,0.0,On,0.01721724973517924,0,On,0.006665032275748069,0,On,0.22796593003090285,0.1709744475231771,On,0.08064852697427329,0,On,0.0741322650870759,0,On,0,0,Off,Off,0.0,19.77777777777783,0.0,0.0,0.0,0.0,0,0.0,9149.150948004237,0.0,Off,0.0,20.77777777777783,0,0.0,0.05,0.0,0.0,0,0,0,12487.760044444445,Off,0.0,0.0,32.34258149130213,51.666666666666686,46.10666666666668,0.0,50.357511707497096,0.0,0.0,0.0,32.34258149130213,47.6768648182736,50.357511707497096,46.33654137366185,12.43753247303448,19.978280897383332,0.0,8.738391126391244,2.2,9.236100170605994,-402.91717444082917,-2342.942407995738,-720.3652511313616,-0.0,-0.0,416.43012503141125,0.0,2.0,0.03102574271892305,0.0,0.0,0.14895730929227752,131.99922844444444,-98.98204834087886,0.19044201034161837,9.183462654218228,0.0026975314671138146,76.58839223157496,1.2221497760804394,0.27184172728319994,-2321.28156414568,-21.66084385005801
2025-01-01 01:46:00,0.5051693037504792,0.2176928393927186,0.0,0.008419488395841319,0.0036282139898786434,0.0,0.022910804667534777,0.0,0.4322584990829444,0.0,0.05,0.0,0.0,0.20310950605938527,0.0,0.01458333333333334,1,0.0,0.0,Off,0.0,0.0,Off,0,0,Off,0.04284674471494426,0.03213505853620819,On,0.0,0,Off,0.005340810032894736,0.0,On,0.00035274489946079886,0.0,On,0.01721724973517924,0,On,0.006665032275748069,0,On,0.22796593003090285,0.1709744475231771,On,0.08064852697427329,0,On,0.0741322650870759,0,On,0,0,Off,Off,0.0,19.77777777777783,0.0,0.0,0.0,0.0,0,0.0,9149.150948004237,0.0,Off,0.0,20.77777777777783,0,0.0,0.05,0.0,0.0,0,0,0,12487.760044444445,Off,0.0,0.0,32.39895980358254,51.666666666666686,46.10666666666668,0.0,50.354166797204456,0.0,0.0,0.0,32.39895980358254,47.67414141206398,50.354166797204456,46.33412871949375,12.43753247303448,19.92707924694839,0.0,8.589687913543917,2.2,9.236100170605994,-394.16639140161533,-2289.4382012798305,-717.0363836161664,-0.0,-0.0,416.43012503141125,0.0,2.0,0.030971568659702103,0.0,0.0,0.14869721488718624,131.99922844444444,-93.56013281686023,0.19105681179275977,9.160116183390684,0.0026976676934525085,76.62848033584928,1.2223631896584748,0.27184172728319994,-2268.4884503904545,-20.949750889375846
2025-01-01 01:47:00,0.5051693037504792,0.2176928393927186,0.0,0.008419488395841319,0.0036282139898786434,0.0,0.022910804667534777,0.0,0.4322584990829444,0.0,0.05,0.0,0.0,0.20310950605938527,0.0,0.01458333333333334,1,0.0,0.0,Off,0.0,0.0,Off,0,0,Off,0.04284674471494426,0.03213505853620819,On,0.0,0,Off,0.005340810032894736,0.0,On,0.00035274489946079886,0.0,On,0.01721724973517924,0,On,0.006665032275748069,0,On,0.22796593003090285,0.1709744475231771,On,0.08064852697427329,0,On,0.0741322650870759,0,On,0,0,Off,Off,0.0,19.77777777777783,0.0,0.0,0.0,0.0,0,0.0,9149.150948004237,0.0,Off,0.0,20.77777777777783,0,0.0,0.05,0.0,0.0,0,0,0,12487.760044444445,Off,0.0,0.0,32.453778078632155,51.666666666666686,46.10666666666668,0.0,50.35081688711564,0.0,0.0,0.0,32.453778078632155,47.67141325852009,50.35081688711564,46.331711444222314,12.43753247303448,19.877213641472785,0.0,8.446196836535284,2.2,9.236100170605994,-386.2374592306512,-2237.895266770748,-713.800280422129,-0.0,-0.0,416.43012503141125,0.0,2.0,0.03091876218584674,0.0,0.0,0.14844368637926403,131.99922844444444,-88.86730383993343,0.19165796406170885,9.13675827047027,0.0026978039672988243,76.66725828359742,1.2225711034971056,0.27184172728319994,-2217.54576659549,-20.349500175257873
2025-01-01 01:48:00,0.5051693037504792,0.2176928393927186,0.0,0.008419488395841319,0.0036282139898786434,0.0,0.022910804667534777,0.0,0.4322584990829444,0.0,0.05,0.0,0.0,0.20310950605938527,0.0,0.01458333333333334,1,0.0,0.0,Off,0.0,0.0,Off,0,0,Off,0.04284674471494426,0.03213505853620819,On,0.0,0,Off,0.005340810032894736,0.0,On,0.00035274489946079886,0.0,On,0.01721724973517924,0,On,0.006665032275748069,0,On,0.22796593003090285,0.1709744475231771,On,0.08064852697427329,0,On,0.0741322650870759,0,On,0,0,Off,Off,0.0,19.77777777777783,0.0,0.0,0.0,0.0,0,0.0,9149.150948004237,0.0,Off,0.0,20.77777777777783,0,0.0,0.05,0.0,0.0,0,0,0,12487.760044444445,Off,0.0,0.0,32.50712546494589,51.666666666666686,46.10666666666668,0.0,50.3474621183181,0.0,0.0,0.0,32.50712546494589,47.668680489004814,50.3474621183181,46.32928967434817,12.43753247303448,19.82860759225549,0.0,8.307711554616667,2.2,9.236100170605994,-378.59567270556045,-2188.15291054663,-710.6515281096704,-0.0,-0.0,416.43012503141125,0.0,2.0,0.030867245705717257,0.0,0.0,0.14819635124424993,131.99922844444444,-84.37426962730126,0.19224621964786007,9.114794644432958,0.0026979402869198705,76.70480125742891,1.2227738311777339,0.27184172728319994,-2168.3802569755985,-19.772653571031917
2025-01-01 01:49:00,0.5051693037504792,0.2176928393927186,0.0,0.008419488395841319,0.0036282139898786434,0.0,0.022910804667534777,0.0,0.4322584990829444,0.0,0.05,0.0,0.0,0.20310950605938527,0.0,0.01458333333333334,1,0.0,0.0,Off,0.0,0.0,Off,0,0,Off,0.04284674471494426,0.03213505853620819,On,0.0,0,Off,0.005340810032894736,0.0,On,0.00035274489946079886,0.0,On,0.01721724973517924,0,On,0.006665032275748069,0,On,0.22796593003090285,0.1709744475231771,On,0.08064852697427329,0,On,0.0741322650870759,0,On,0,0,Off,Off,0.0,19.77777777777783,0.0,0.0,0.0,0.0,0,0.0,9149.150948004237,0.0,Off,0.0,20.77777777777783,0,0.0,0.05,0.0,0.0,0,0,0,12487.760044444445,Off,0.0,0.0,32.55907350120364,51.666666666666686,46.10666666666668,0.0,50.34410262383756,0.0,0.0,0.0,32.55907350120364,47.66594322737429,50.34410262383756,46.32686352914266,12.43753247303448,19.78119973832116,0.0,8.174037593664192,2.2,9.236100170605994,-371.18404796893685,-2140.149148679116,-707.5857363654643,-0.0,-0.0,416.43012503141125,0.0,2.0,0.030816957338633905,0.0,0.0,0.1479549123875785,131.99922844444444,-80.0284366348838,0.19282216550582523,9.093468247152561,0.002698076650682944,76.74116901130563,1.2229716236835009,0.27184172728319994,-2120.922878674559,-19.22627000455712
