Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),Water Heating Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:10:00,0.21166459018579947,0.11928252354491772,0.0,0.0035277431697633243,0.001988042059081962,0.0,0.04783352020627059,0.16383106997952887,0.0,0.0,0.0,0.0,0.11928252354491772,0,1,0.0,0.0,Off,0.0,0.0,Off,0,0,Off,0.043945379194814636,0.03295903439611097,On,0,0,Off,0.01861984649122807,0.0,On,0.02921367371504252,0,On,0.004787705252971858,0,On,0.11509798553174239,0.08632348914880676,On,0,0,Off,Off,0.0,23.888888888888914,0.0,0.0,0.0,0.0,0,0.0,1540.9679022222222,Off,0.0,0,63.665075640380195,51.666666666666686,46.10666666666668,0.0,48.718978165311704,0.0,0.0,0.0,99.47668068809405,47.12091090586781,48.718978165311704,46.32187727614587,12.43753247303448,23.44155059321298,0.0,2.8,66.51700267022639,-263.0280385609971,-0.0,-12.568519229774846,335.6069596430219,0.0,2.0,0.009777820855579825,0.0,0.00046722292467747434,0.19064418968510635,131.99922844444444,6.506600817976452,0.18941706473566108,11.396241534052207,0.003319005913758514,73.49435798296123,1.2074262010256058
2025-01-01 00:11:00,0.21166459018579947,0.11928252354491772,0.0,0.0035277431697633243,0.001988042059081962,0.0,0.04783352020627059,0.16383106997952887,0.0,0.0,0.0,0.0,0.11928252354491772,0,1,0.0,0.0,Off,0.0,0.0,Off,0,0,Off,0.043945379194814636,0.03295903439611097,On,0,0,Off,0.01861984649122807,0.0,On,0.02921367371504252,0,On,0.004787705252971858,0,On,0.11509798553174239,0.08632348914880676,On,0,0,Off,Off,0.0,23.888888888888914,0.0,0.0,0.0,0.0,0,0.0,1540.9679022222222,Off,0.0,0,63.674149869944806,51.666666666666686,46.10666666666668,0.0,48.70394737702289,0.0,0.0,0.0,99.49085917178876,47.10768496180895,48.70394737702289,46.309553754201985,12.43753247303448,23.42488814594147,0.0,2.8,67.34472674674765,-262.72654136898154,-0.0,-12.251162414412233,335.6069596430219,0.0,2.0,0.009774503237271135,0.0,0.00045579341187241326,0.19036976871418,131.99922844444444,6.715470887119434,0.18963671697018675,11.390085853977224,0.0033195187587186196,73.52284920087449,1.2074936645883245
2025-01-01 00:12:00,0.21166459018579947,0.11928252354491772,0.0,0.0035277431697633243,0.001988042059081962,0.0,0.04783352020627059,0.16383106997952887,0.0,0.0,0.0,0.0,0.11928252354491772,0,1,0.0,0.0,Off,0.0,0.0,Off,0,0,Off,0.043945379194814636,0.03295903439611097,On,0,0,Off,0.01861984649122807,0.0,On,0.02921367371504252,0,On,0.004787705252971858,0,On,0.11509798553174239,0.08632348914880676,On,0,0,Off,Off,0.0,23.888888888888914,0.0,0.0,0.0,0.0,0,0.0,1540.9679022222222,Off,0.0,0,63.68228932193402,51.666666666666686,46.10666666666668,0.0,48.68891572458335,0.0,0.0,0.0,99.50357706552191,47.09445713264666,48.68891572458335,46.29722783667832,12.43753247303448,23.408572231835134,0.0,2.8,68.1463878952992,-262.4314457288431,-0.0,-11.940497996819085,335.6069596430219,0.0,2.0,0.009771254304242999,0.0,0.00044458712682921497,0.1901007797869446,131.99922844444444,6.911371977939414,0.18985268338424852,11.383350934484113,0.003320031773826825,73.55048790336066,1.2075597245554612
2025-01-01 00:13:00,0.21166459018579947,0.11928252354491772,0.0,0.0035277431697633243,0.001988042059081962,0.0,0.04783352020627059,0.16383106997952887,0.0,0.0,0.0,0.0,0.11928252354491772,0,1,0.0,0.0,Off,0.0,0.0,Off,0,0,Off,0.043945379194814636,0.03295903439611097,On,0,0,Off,0.01861984649122807,0.0,On,0.02921367371504252,0,On,0.004787705252971858,0,On,0.11509798553174239,0.08632348914880676,On,0,0,Off,Off,0.0,23.888888888888914,0.0,0.0,0.0,0.0,0,0.0,1540.9679022222222,Off,0.0,0,63.689532764496924,51.666666666666686,46.10666666666668,0.0,48.67388341328901,0.0,0.0,0.0,99.51489494452645,47.081227612574,48.67388341328901,46.28489971221649,12.43753247303448,23.39258859667997,0.0,2.8,68.92237229255298,-262.1424857494347,-0.0,-11.636248890180852,335.6069596430219,0.0,2.0,0.009768071237493958,0.0,0.0004335951410987248,0.18983700430177666,131.99922844444444,7.094147289146523,0.19006511251971464,11.377540702379967,0.003320544953712404,73.57730889950123,1.2076244385157657
2025-01-01 00:14:00,0.21166459018579947,0.11928252354491772,0.0,0.0035277431697633243,0.001988042059081962,0.0,0.04783352020627059,0.16383106997952887,0.0,0.0,0.0,0.0,0.11928252354491772,0,1,0.0,0.0,Off,0.0,0.0,Off,0,0,Off,0.043945379194814636,0.03295903439611097,On,0,0,Off,0.01861984649122807,0.0,On,0.02921367371504252,0,On,0.004787705252971858,0,On,0.11509798553174239,0.08632348914880676,On,0,0,Off,Off,0.0,23.888888888888914,0.0,0.0,0.0,0.0,0,0.0,1540.9679022222222,Off,0.0,0,63.695917246657736,51.666666666666686,46.10666666666668,0.0,48.658850639887895,0.0,0.0,0.0,99.52487069790271,47.06799658773023,48.658850639887895,46.2725695616514,12.43753247303448,23.37692361894459,-0.011965269944322898,2.8,69.67323029916358,-261.8594075784744,-0.0,-11.338150472735595,335.6069596430219,0.0,2.0,0.00976495134257003,0.0,0.0004228088985033726,0.1895782329020759,131.99922844444444,7.263828707351653,0.19027414670083073,11.371138069847671,0.003321058293224466,73.60334554105856,1.2076878615152264
2025-01-01 00:15:00,0.21166459018579947,0.11928252354491772,0.0,0.0035277431697633243,0.001988042059081962,0.0,0.04783352020627059,0.16383106997952887,0.0,0.0,0.0,0.0,0.11928252354491772,0,1,0.0,0.0,Off,0.0,0.0,Off,0,0,Off,0.043945379194814636,0.03295903439611097,On,0,0,Off,0.01861984649122807,0.0,On,0.02921367371504252,0,On,0.004787705252971858,0,On,0.11509798553174239,0.08632348914880676,On,0,0,Off,Off,0.0,23.888888888888914,0.0,0.0,0.0,0.0,0,0.0,1540.9679022222222,Off,0.0,0,63.701478162811334,51.666666666666686,46.10666666666668,0.0,48.64381759295922,0.0,0.0,0.0,99.53355962939271,47.05476423655797,48.64381759295922,46.260237558357346,12.43753247303448,23.361564286056566,-0.027324602832347722,2.8,70.39995402330834,-261.5819689281022,-0.0,-11.045950104226169,335.6069596430219,0.0,2.0,0.00976189204495079,0.0,0.00041222020345372704,0.18932426517299683,131.99922844444444,7.420913412614748,0.19047992223122956,11.36489169474873,0.0033215717874227548,73.6286297689248,1.207750046151122
2025-01-01 00:16:00,0.21166459018579947,0.11928252354491772,0.0,0.0035277431697633243,0.001988042059081962,0.0,0.04783352020627059,0.16383106997952887,0.0,0.0,0.0,0.0,0.11928252354491772,0,1,0.0,0.0,Off,0.0,0.0,Off,0,0,Off,0.043945379194814636,0.03295903439611097,On,0,0,Off,0.01861984649122807,0.0,On,0.02921367371504252,0,On,0.004787705252971858,0,On,0.11509798553174239,0.08632348914880676,On,0,0,Off,Off,0.0,23.888888888888914,0.0,0.0,0.0,0.0,0,0.0,1540.9679022222222,Off,0.0,0,63.70624928762176,51.666666666666686,46.10666666666668,0.0,48.62878445327821,0.0,0.0,0.0,99.541014511909,47.0415307301469,48.62878445327821,46.247903868581254,12.43753247303448,23.346498181725472,-0.04239070716344173,2.8,71.10368383797453,-261.30993880320256,-0.0,-10.75940685477145,335.6069596430219,0.0,2.0,0.00975889088762782,0.0,0.00040182121656837094,0.18907490951488015,131.99922844444444,7.566069852926567,0.19068256946901446,11.358795211008406,0.0033220854315687445,73.65319213053051,1.2078110426212605
2025-01-01 00:17:00,0.21166459018579947,0.11928252354491772,0.0,0.0035277431697633243,0.001988042059081962,0.0,0.04783352020627059,0.16383106997952887,0.0,0.0,0.0,0.0,0.11928252354491772,0,1,0.0,0.0,Off,0.0,0.0,Off,0,0,Off,0.043945379194814636,0.03295903439611097,On,0,0,Off,0.01861984649122807,0.0,On,0.02921367371504252,0,On,0.004787705252971858,0,On,0.11509798553174239,0.08632348914880676,On,0,0,Off,Off,0.0,23.888888888888914,0.0,0.0,0.0,0.0,0,0.0,1540.9679022222222,Off,0.0,0,63.71026283722285,51.666666666666686,46.10666666666668,0.0,48.61375139417317,0.0,0.0,0.0,99.5472856831607,47.028296232570284,48.61375139417317,46.235568651768844,12.43753247303448,23.331713463494577,-0.05717542539433751,2.8,71.7855085874026,-261.04309705607466,-0.0,-10.47829104984054,335.6069596430219,0.0,2.0,0.009755945526729882,0.0,0.0003916044432828135,0.18882998284987415,131.99922844444444,7.6999370502958655,0.1908822130184816,11.353595248201085,0.0033225992211168413,73.67706182486454,1.2078708988131772
2025-01-01 00:18:00,0.21166459018579947,0.11928252354491772,0.0,0.0035277431697633243,0.001988042059081962,0.0,0.04783352020627059,0.16383106997952887,0.0,0.0,0.0,0.0,0.11928252354491772,0,1,0.0,0.0,Off,0.0,0.0,Off,0,0,Off,0.043945379194814636,0.03295903439611097,On,0,0,Off,0.01861984649122807,0.0,On,0.02921367371504252,0,On,0.004787705252971858,0,On,0.11509798553174239,0.08632348914880676,On,0,0,Off,Off,0.0,23.888888888888914,0.0,0.0,0.0,0.0,0,0.0,1540.9679022222222,Off,0.0,0,63.71354954622073,51.666666666666686,46.10666666666668,0.0,48.59871858186919,0.0,0.0,0.0,99.55242116596989,47.015060901208706,48.59871858186919,46.223232060878466,12.43753247303448,23.317198834368998,-0.07169005451991595,2.8,72.44642536931269,-260.78123383717707,-0.0,-10.202383704691702,335.6069596430219,0.0,2.0,0.009753053725960754,0.0,0.0003815627180706256,0.1885893102248112,131.99922844444444,7.823083268159547,0.1910789719947756,11.347780110896167,0.0033231131517058696,73.70026676477757,1.2079296604176335
2025-01-01 00:19:00,0.21166459018579947,0.11928252354491772,0.0,0.0035277431697633243,0.001988042059081962,0.0,0.04783352020627059,0.16383106997952887,0.0,0.0,0.0,0.0,0.11928252354491772,0,1,0.0,0.0,Off,0.0,0.0,Off,0,0,Off,0.043945379194814636,0.03295903439611097,On,0,0,Off,0.01861984649122807,0.0,On,0.02921367371504252,0,On,0.004787705252971858,0,On,0.11509798553174239,0.08632348914880676,On,0,0,Off,Off,0.0,23.888888888888914,0.0,0.0,0.0,0.0,0,0.0,1540.9679022222222,Off,0.0,0,63.71613874454803,51.666666666666686,46.10666666666668,0.0,48.583686175814734,0.0,0.0,0.0,99.5564667883563,47.00182488705788,48.583686175814734,46.21089424267945,12.43753247303448,23.30294351447521,-0.0859453744137042,2.8,73.0873645121427,-260.5241490494317,-0.0,-9.931475961506889,335.6069596430219,0.0,2.0,0.00975021335103599,0.0,0.00037168918838692474,0.18835272440889841,131.99922844444444,7.9360298800593405,0.19127296029302898,11.342097480363002,0.0033236272191509517,73.72283364033005,1.2079873710421516
2025-01-01 00:20:00,0.21166459018579947,0.11928252354491772,0.0,0.0035277431697633243,0.001988042059081962,0.0,0.04783352020627059,0.16383106997952887,0.0,0.0,0.0,0.0,0.11928252354491772,0,1,0.0,0.0,Off,0.0,0.0,Off,0,0,Off,0.043945379194814636,0.03295903439611097,On,0,0,Off,0.01861984649122807,0.0,On,0.02921367371504252,0,On,0.004787705252971858,0,On,0.11509798553174239,0.08632348914880676,On,0,0,Off,Off,0.0,23.888888888888914,0.0,0.0,0.0,0.0,0,0.0,1540.9679022222222,Off,0.0,0,63.718058427933585,51.666666666666686,46.10666666666668,0.0,48.568654328991364,0.0,0.0,0.0,99.55946629364622,46.98858833502043,48.568654328991364,46.198555338034964,12.43753247303448,23.288937215045742,-0.09995167384317227,2.8,73.70921217894735,-260.2716518472499,-0.0,-9.66536857267054,335.6069596430219,0.0,2.0,0.00974742236457623,0.0,0.00036197729994203565,0.18812006552465582,131.99922844444444,8.039272955845888,0.19146428683511954,11.336542080183058,0.003324141419435788,73.74478797682794,1.2080440723152386
