Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Basement Lighting Electric Power (kW),Basement Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W)
2025-01-01 00:00:00,0.6286648743116249,0.18675508942033034,0.27416874999999996,0.6286648743116249,0.18675508942033034,0.27416874999999996,0.017056743134279306,0.0,0.24174458951067893,0.31986354166666664,0.05,0.27416874999999996,0.0,0.0,0.172171756086997,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.03964239414865571,0.029731795611491772,0.0,0.0,0.00284234283625731,0.0,0.007107200149010998,0.0,0.007107200149010998,0.0,0.012182248061349528,0.0,0.18991994730067366,0.14243996047550522,0.0,0.0,5800.083854522488,20.000000000000057,0.4000000000000001,947.8549026997339,8.035094019444443,0.31986354166666664,0.5,6428.075215555556,12856.150431111111,0.0,21.111111111111143,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,5374.924177777778,0.0,0.0,35.729888753758395,51.66666666666668,46.10666666666668,0.0,51.182010544218784,0.0,0.0,0.0,35.729888753758395,50.33574202609676,51.182010544218784,49.912607767035745,12.43753247303448,19.65825604335003,-0.0899147888032117,1.5200350326522951,2.8,9.236100170605994,1862.3582551195311,632.2076485888779,-3148.386516326045,0.0,0.0,443.50577900057766,0.0,3.0,0.14327502728275177,0.0,0.0,3.7082563959302193,197.99884266666666,-72.82809117299227,0.20625019123353164,9.22435754991999,0.0028640747242918716,-73.9697183730197,1.2233053447198619,0.0,0.0,45.47758592093919
2025-01-01 01:00:00,0.6053003946358001,0.18364402615818426,0.2650297916666666,0.6053003946358001,0.18364402615818426,0.2650297916666666,0.01402843405631531,0.0,0.23207053696837368,0.3092014236111111,0.05,0.2650297916666666,0.0,0.0,0.16906069282485092,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.03865133429493931,0.028988500721204475,0.0,0.0,0.002629167123538011,0.0,0.005699633466388649,0.0,0.005699633466388649,0.0,0.006656279868572423,0.0,0.18676292280486198,0.14007219210364644,0.0,0.0,5606.747726038405,20.000000000000057,0.3866666666666667,916.2597392764094,7.767257552129629,0.3092014236111111,0.48333333333333334,6213.806041703704,12856.150431111111,0.0,21.111111111111143,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,5374.924177777778,0.0,0.0,35.48210244199384,51.66666666666668,46.10666666666668,0.0,50.98096001536551,0.0,0.0,0.0,35.48210244199384,50.15582703777872,50.98096001536551,49.743260548985326,12.43753247303448,19.69052623994527,-0.07798008338621217,2.611162418369004,2.5,9.236100170605994,1888.4101377704692,-1186.152631296068,-2959.584708409496,0.0,0.0,431.0244090950153,0.0,3.0,0.13214845701396805,0.0,0.0,3.4202775614711074,197.99884266666666,-68.42774374577377,0.20337593204840262,9.200397467685859,0.0028295623215936617,-35.78355873259536,1.2232551644572032,0.0,0.0,43.52374362263743
2025-01-01 02:00:00,0.4123912097820837,0.18290073126789697,0.10052854166666665,0.41239120978208366,0.18290073126789697,0.10052854166666665,0.01402843405631531,0.0,0.2310794771146573,0.1172832986111111,0.05,0.10052854166666665,0.0,0.0,0.16831739793456363,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.03766027444122292,0.02824520583091718,0.0,0.0,0.002629167123538011,0.0,0.005699633466388649,0.0,0.005699633466388649,0.0,0.006656279868572423,0.0,0.18676292280486198,0.14007219210364644,0.0,0.0,2126.6974133249123,16.666666666666686,0.1466666666666667,347.5467976565691,2.9462011404629624,0.1172832986111111,0.18333333333333332,2356.9609123703704,12856.150431111111,0.0,21.111111111111143,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,5374.924177777778,0.0,0.0,38.55164658256008,51.66666666666668,46.10666666666668,0.0,50.77364559859991,0.0,0.0,0.0,38.55164658256008,49.96989280716947,50.77364559859991,49.56801641145425,12.43753247303448,16.86563009017111,-0.04415022151860114,1.709398869122402,1.6500000000000001,9.236100170605994,-94.71895089166604,-1675.045273805259,-2196.076946814392,0.0,-0.1763441547083879,430.0333492412989,0.0,3.0,0.11013531211720792,0.0,7.954074589652509e-06,2.8507373480957496,197.99884266666666,-29.856939823794413,0.24291117826115338,7.869723821621935,0.0028260761613442733,20.90853828574532,1.2351827850598043,0.0,0.0,49.986989707371166
2025-01-01 03:00:00,0.5072170952865545,0.18215743637760967,0.18277916666666663,0.5072170952865545,0.18215743637760967,0.18277916666666666,0.013886316914502444,0.0,0.2300884172609409,0.21324236111111108,0.05,0.18277916666666663,0.0,0.0,0.16757410304427633,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.03666921458750652,0.027501910940629884,0.0,0.0,0.002487049981725146,0.0,0.005699633466388649,0.0,0.005699633466388649,0.0,0.006656279868572423,0.0,0.18676292280486198,0.14007219210364644,0.0,0.0,3866.7225696816586,16.666666666666686,0.2666666666666667,631.9032684664892,5.356729346296295,0.21324236111111108,0.3333333333333333,4285.383477037037,12856.150431111111,0.0,21.111111111111143,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,5374.924177777778,0.0,0.0,38.85341891288346,51.66666666666668,46.10666666666668,0.0,50.555056197392965,0.0,0.0,0.0,38.85341891288346,49.77326686186872,50.555056197392965,49.3823721941066,12.43753247303448,16.408830955766966,-0.06346261084840515,1.659953617936506,1.6500000000000001,9.236100170605994,1265.6915226567103,-847.5864610516757,-2211.0647194260414,0.0,0.0,428.9001722457697,0.0,3.0,0.1146240223385098,0.0,0.0,2.9667086583427063,197.99884266666666,-45.52198590834497,0.25052597032430923,7.663676416402892,0.0028354185670224847,-30.435734208987164,1.2371147419710689,0.0,0.0,48.04130664094919
2025-01-01 04:00:00,0.5204487927801351,0.1907605955867649,0.18277916666666663,0.5204487927801351,0.1907605955867649,0.18277916666666666,0.014244711716648586,0.0,0.24296171995237545,0.21324236111111108,0.05,0.18277916666666663,0.0,0.0,0.17617726225343155,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.03567815473379013,0.02675861605034259,0.0,0.0,0.002487049981725146,0.0,0.00587883086746172,0.0,0.00587883086746172,0.0,0.008058703614466612,0.0,0.19922486160411873,0.149418646203089,0.0,0.0,3866.7225696816586,16.666666666666686,0.2666666666666667,631.9032684664892,5.356729346296295,0.21324236111111108,0.3333333333333333,4285.383477037037,12856.150431111111,0.0,21.111111111111143,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,5374.924177777778,0.0,0.0,37.36637179621602,51.66666666666668,46.10666666666668,0.0,50.168248437241985,0.1557286602940552,409.93688800872735,0.0,37.36637179621602,48.45534122699046,50.168248437241985,47.59888762186472,12.43753247303448,16.386579379786262,-0.06131323202961329,0.6739089830331575,0.55,9.236100170605994,1040.2087294490118,-2622.0052166275063,-2443.1057036447432,0.0,0.0,441.2595340234024,0.0,3.0,0.11764325874176945,0.0,0.0,3.0448527907539855,197.99884266666666,-51.32315667497451,0.24846186897193828,7.618512604928825,0.0028094589657580034,29.730780868649017,1.236648253577198,0.0,0.0,58.11452567737964
2025-01-01 05:00:00,1.5830211094204467,0.19287912518263856,0.21933499999999997,1.5830211094204465,0.19287912518263856,0.21933499999999997,0.020633218759408607,1.0083453494074075,0.2481517079202972,0.2558908333333333,0.05,0.21933499999999997,0.0,0.0,0.17829579184930522,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.03567815473379013,0.02675861605034259,0.0,0.0,0.002771284265350877,0.0,0.008930967247028866,0.0,0.008930967247028866,0.0,0.010423985454556813,0.0,0.2020495677319503,0.15153717579896264,0.0,0.0,4640.067083617991,16.666666666666686,0.32000000000000006,758.2839221597872,6.4280752155555545,0.2558908333333333,0.4,5142.460172444445,12856.150431111111,0.0,21.111111111111143,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,5374.924177777778,1008.3453494074075,0.18333333333333332,39.45765277309148,51.66666666666668,46.10666666666668,0.0,51.2216979044255,0.3215585262309371,868.2309424313529,1008.3453494074075,39.45765277309148,50.21511498746428,51.2216979044255,49.71182352898368,12.43753247303448,16.345125925449562,-0.0788925494051611,-0.31675116544922655,-0.25000000000000006,9.236100170605994,1574.1812103192947,-1153.4175101691987,-2535.264863153997,0.0,0.0,452.64029960513597,0.0,3.0,0.116069933489709,0.0,0.0,3.0041318532711556,197.99884266666666,-55.2478930262366,0.25327086156868983,7.6524206288564915,0.002857908152265208,35.864090809569255,1.2361685574378225,0.0,0.0,60.60037403712732
2025-01-01 06:00:00,1.6122891167888183,0.20165594916077842,0.21019604166666664,1.6122891167888183,0.20165594916077842,0.21019604166666664,0.04255000535595868,1.0083453494074075,0.26616504674767416,0.24522871527777776,0.05,0.21019604166666664,0.0,0.0,0.18707261582744508,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.03766027444122292,0.02824520583091718,0.0,0.0,0.0031265771198830407,0.0,0.019711714118037824,0.0,0.019711714118037824,0.0,0.016734892311080666,0.0,0.21176987999537059,0.1588274099965279,0.0,0.0,4446.730955133908,16.666666666666686,0.3066666666666667,726.6887587364625,6.16023874824074,0.24522871527777776,0.38333333333333336,4928.190998592592,12856.150431111111,0.0,21.111111111111143,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,5374.924177777778,1008.3453494074075,0.18333333333333332,39.61238891687501,51.66666666666668,46.10666666666668,0.0,51.53220573376868,0.20297610519543274,552.8103342316082,1008.3453494074075,39.61238891687501,50.3099388386374,51.53220573376868,49.698805391071765,12.43753247303448,16.327773967363743,-0.07688495260629287,0.38613661648356873,0.3,9.236100170605994,1536.2095705610966,-1655.9695764438268,-2453.0339552194873,0.0,0.0,491.8900031706236,0.0,3.0,0.11645649540875962,0.0,0.0,3.0141368816136986,197.99884266666666,-60.031241497165745,0.2521899164149194,7.625827966694373,0.002842559226079338,-33.59743770376887,1.2362539606446326,0.0,0.0,57.0359534129753
2025-01-01 07:00:00,1.6824511781822162,0.2217731374462419,0.21019604166666664,1.6824511781822162,0.2217731374462419,0.21019604166666664,0.07308941589190837,1.0083453494074075,0.3057876976051225,0.24522871527777776,0.05,0.21019604166666664,0.0,0.0,0.2071898041129086,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.03964239414865571,0.029731795611491772,0.0,0.0,0.0029134014071637428,0.0,0.035088007242372314,0.0,0.035088007242372314,0.0,0.029534625454577634,0.0,0.23661067800188912,0.17745800850141683,0.0,0.0,4446.730955133908,16.666666666666686,0.3066666666666667,726.6887587364625,6.16023874824074,0.24522871527777776,0.38333333333333336,4928.190998592592,12856.150431111111,0.0,21.111111111111143,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,5374.924177777778,1008.3453494074075,0.18333333333333332,37.99840555421698,51.66666666666668,46.10666666666668,0.0,51.204026045806934,0.2726452794160633,735.2487347931329,1008.3453494074075,37.99840555421698,48.95405692497642,51.204026045806934,47.82907236456117,12.43753247303448,16.389502392714675,-0.06936785644369149,-0.44875453825322403,-0.55,9.236100170605994,1350.8030637706315,-2179.544111775798,-2685.892794810406,0.0,0.0,539.4243308022319,3.0459589661327544,2.6835000000000004,0.12014933149042643,0.0,0.0,3.109715177976106,177.10996476533333,-60.11323632832014,0.2507039923235315,7.648635763081732,0.002836808746969628,17.037314373862795,1.2359949450658865,0.0,0.0,63.10243661222894
2025-01-01 08:00:00,0.9297406583535175,0.22694042061026537,0.2558908333333333,0.9297406583535175,0.22694042061026537,0.2558908333333333,0.0784484195740287,0.18333551807407408,0.31941741514985916,0.2985393055555555,0.05,0.2558908333333333,0.0,0.0,0.212357087276932,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.040633454002372095,0.030475090501779063,0.0,0.0,0.002202815698099415,0.0,0.038122801937964655,0.0,0.038122801937964655,0.0,0.03627463211394972,0.0,0.24250932903353736,0.18188199677515296,0.0,0.0,5413.411597554322,16.666666666666686,0.3733333333333334,884.664575853085,7.499421084814814,0.2985393055555555,0.4666666666666667,5999.536867851853,12856.150431111111,0.0,21.111111111111143,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,5374.924177777778,183.3355180740741,0.03333333333333333,39.17861148056003,51.66666666666668,46.10666666666668,0.0,51.58170106055992,0.3008814592469736,820.9728025268614,183.3355180740741,39.17861148056003,49.996008598070524,51.58170106055992,49.20316236682583,12.43753247303448,16.355666692947473,-0.08075680703705848,-1.296847617493411,-1.4,9.236100170605994,1887.7180220978623,-2087.6957318408727,-2935.2854583268577,0.0,0.0,512.955409750207,196.0585472748754,2.0010000000000003,0.12501402274432308,0.0,0.0,3.2356235291983135,132.0652280586667,-20.681207368944875,0.25348227088361586,7.664463110278771,0.002860782988730262,84.75480744967437,1.2367022292578196,0.0,0.0,68.01990780437066
2025-01-01 09:00:00,1.6084058548756939,0.22750120785623193,0.2010570833333333,1.6084058548756937,0.22750120785623193,0.2010570833333333,0.08050770951831336,0.9166775903703706,0.3266539577647877,0.2345665972222222,0.05,0.2010570833333333,0.0,0.0,0.2129178745228986,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.040633454002372095,0.030475090501779063,0.0,0.0,0.0017764642726608186,0.0,0.03936562262282627,0.0,0.03936562262282627,0.0,0.042763458400922834,0.0,0.24325704536149276,0.18244278402111952,0.0,0.0,4253.394826649825,16.666666666666686,0.2933333333333334,695.0935953131382,5.892402280925925,0.2345665972222222,0.36666666666666664,4713.921824740741,12856.150431111111,0.0,21.111111111111143,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,5374.924177777778,916.6775903703705,0.16666666666666666,40.316781225289105,51.66666666666668,46.10666666666668,0.0,51.68625717938183,0.10936777288226598,298.89912351208926,916.6775903703705,40.316781225289105,50.99815737640295,51.68757898789365,50.6527856664017,12.43753247303448,16.397537247365396,-0.0604016795206778,-0.9500810763108782,-0.85,9.236100170605994,1168.6699091654684,-1271.9813187072957,-2802.5633348702822,0.0,0.0,522.1989021664632,510.79441792601824,2.0010000000000003,0.12296606670355198,0.0,0.0,3.18261815742626,132.0652280586667,46.31848054942736,0.25967430237717093,7.779579285716574,0.002937432698456334,183.07089851684245,1.237086584103426,0.0,0.0,63.190208103292704
