Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Garage Lighting Electric Power (kW),Garage Lighting Reactive Power (kVAR),Garage Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Spa Pump Electric Power (kW),Spa Pump Reactive Power (kVAR),Spa Pump Mode,Spa Heater Electric Power (kW),Spa Heater Reactive Power (kVAR),Spa Heater Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Garage (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Garage (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Garage (m^3/s),Infiltration Heat Gain - Garage (W),Radiation Heat Gain - Garage (W),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 00:00:00,0.5611091801044521,0.2516642614881833,0.0,0.009351819668407535,0.004194404358136389,0.0,0.026090959052923194,0.0,0.48501822105152886,0.0,0.05,0.0,0.0,0.0,0.23708092815484996,0,0.01458333333333334,1,0.0,0.0,Off,0.0,0.0,Off,0,0,Off,0.06438364263533634,0.04828773197650224,On,0,0,Off,0.004544051535087718,0.0,On,0.0006056399321032214,0.0,On,0.020941267585732254,0,On,0.017493016838435647,0,On,0.25172426157113037,0.18879319617834772,On,0.07889597954193078,0,On,0.07252132046469573,0,On,0,0,Off,Off,0.0,16.111111111111143,0.0,0.0,0.0,0.0,0,0.0,12898.938813333334,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,10226.13028,Off,0.0,0.0,23.091878514858468,51.666666666666686,46.10666666666668,0.0,51.19389540403813,0.0,0.0,0.0,23.091878514858468,49.01438770014348,51.19389540403813,47.92463384819616,12.43753247303448,16.305133008785656,0.0,0.7632934545716598,-0.8169123114433519,2.8,9.236100170605994,157.89583913418787,480.11209737176466,1626.8352108868364,-370.5272725844737,-0.0,-0.0,606.0696386767354,0.0,4.0,0.02105249931628852,0.0,0.0,0.15353735596791787,263.9984568888889,-77.64652695807379,0.25551201505749555,7.647696726926343,0.002882422604868868,174.93713220550126,1.233916185102415,0.18122781818879996,481.0286825044459,-0.9165851326811507,0.41571895261995667,1959.5459696504433,-332.710758763607
2025-01-01 00:01:00,0.5611091801044521,0.2516642614881833,0.0,0.009351819668407535,0.004194404358136389,0.0,0.026090959052923194,0.0,0.48501822105152886,0.0,0.05,0.0,0.0,0.0,0.23708092815484996,0,0.01458333333333334,1,0.0,0.0,Off,0.0,0.0,Off,0,0,Off,0.06438364263533634,0.04828773197650224,On,0,0,Off,0.004544051535087718,0.0,On,0.0006056399321032214,0.0,On,0.020941267585732254,0,On,0.017493016838435647,0,On,0.25172426157113037,0.18879319617834772,On,0.07889597954193078,0,On,0.07252132046469573,0,On,0,0,Off,Off,0.0,16.111111111111143,0.0,0.0,0.0,0.0,0,0.0,12898.938813333334,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,10226.13028,Off,0.0,0.0,23.110074245811543,51.666666666666686,46.10666666666668,0.0,51.191552687846645,0.0,0.0,0.0,23.110074245811543,49.01244324913063,51.191552687846645,47.92288852977262,12.43753247303448,16.27733662174515,0.0,0.8306475594379857,-0.7985399027124687,2.8,9.236100170605994,155.9806562001589,462.9846374392149,1615.8149378179137,-369.46096041368514,-0.0,-0.0,606.0696386767354,0.0,4.0,0.021035208791768366,0.0,0.0,0.15341125495833044,263.9984568888889,-80.62802206289129,0.256754434045792,7.657505367119059,0.002882890759872616,174.93478880793967,1.2376391150739854,0.18122781818879996,465.1210121540758,-2.1363747148609082,0.4154035434030654,1948.1131210308874,-332.2981832129736
2025-01-01 00:02:00,0.5611091801044521,0.2516642614881833,0.0,0.009351819668407535,0.004194404358136389,0.0,0.026090959052923194,0.0,0.48501822105152886,0.0,0.05,0.0,0.0,0.0,0.23708092815484996,0,0.01458333333333334,1,0.0,0.0,Off,0.0,0.0,Off,0,0,Off,0.06438364263533634,0.04828773197650224,On,0,0,Off,0.004544051535087718,0.0,On,0.0006056399321032214,0.0,On,0.020941267585732254,0,On,0.017493016838435647,0,On,0.25172426157113037,0.18879319617834772,On,0.07889597954193078,0,On,0.07252132046469573,0,On,0,0,Off,Off,0.0,16.111111111111143,0.0,0.0,0.0,0.0,0,0.0,12898.938813333334,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,10226.13028,Off,0.0,0.0,23.127658627164518,51.666666666666686,46.10666666666668,0.0,51.18920837309938,0.0,0.0,0.0,23.127658627164518,49.01049726594674,51.18920837309938,47.921141712370414,12.43753247303448,16.250406793403574,0.0,0.895572513695101,-0.7804396427388078,2.8,9.236100170605994,154.01655418266955,446.53578494290133,1605.1819611211383,-368.4290267083602,-0.0,-0.0,606.0696386767354,0.0,4.0,0.021018453949939148,0.0,0.0,0.15328906072022738,263.9984568888889,-83.62405778570557,0.2572371794628966,7.645223110404801,0.002883357500371553,174.93169249109522,1.237753933645116,0.18122781818879996,449.78705779621146,-3.251272853310134,0.4150925719475631,1936.8633024710832,-331.6813413499449
2025-01-01 00:03:00,0.5611091801044521,0.2516642614881833,0.0,0.009351819668407535,0.004194404358136389,0.0,0.026090959052923194,0.0,0.48501822105152886,0.0,0.05,0.0,0.0,0.0,0.23708092815484996,0,0.01458333333333334,1,0.0,0.0,Off,0.0,0.0,Off,0,0,Off,0.06438364263533634,0.04828773197650224,On,0,0,Off,0.004544051535087718,0.0,On,0.0006056399321032214,0.0,On,0.020941267585732254,0,On,0.017493016838435647,0,On,0.25172426157113037,0.18879319617834772,On,0.07889597954193078,0,On,0.07252132046469573,0,On,0,0,Off,Off,0.0,16.111111111111143,0.0,0.0,0.0,0.0,0,0.0,12898.938813333334,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,10226.13028,Off,0.0,0.0,23.144678330267222,51.666666666666686,46.10666666666668,0.0,51.1868625150782,0.0,0.0,0.0,23.144678330267222,49.008549802070476,51.1868625150782,47.91939344556663,12.43753247303448,16.22427730411738,0.0,0.9581656069001628,-0.7624741645012985,2.8,9.236100170605994,151.93324605424925,430.7176159024151,1595.6011599596156,-367.4288305269822,-0.0,-0.0,606.0696386767354,0.0,4.0,0.021002193903739082,0.0,0.0,0.15317047506139578,263.9984568888889,-86.70756209550389,0.2577077573768482,7.632791157932279,0.0028838241893134747,174.92781831579057,1.2378653499811358,0.18122781818879996,435.0038416152193,-4.286225712804239,0.4147836855655276,1925.7106915061304,-330.1095315465148
2025-01-01 00:04:00,0.5611091801044521,0.2516642614881833,0.0,0.009351819668407535,0.004194404358136389,0.0,0.026090959052923194,0.0,0.48501822105152886,0.0,0.05,0.0,0.0,0.0,0.23708092815484996,0,0.01458333333333334,1,0.0,0.0,Off,0.0,0.0,Off,0,0,Off,0.06438364263533634,0.04828773197650224,On,0,0,Off,0.004544051535087718,0.0,On,0.0006056399321032214,0.0,On,0.020941267585732254,0,On,0.017493016838435647,0,On,0.25172426157113037,0.18879319617834772,On,0.07889597954193078,0,On,0.07252132046469573,0,On,0,0,Off,Off,0.0,16.111111111111143,0.0,0.0,0.0,0.0,0,0.0,12898.938813333334,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,10226.13028,Off,0.0,0.0,23.161171933961366,51.666666666666686,46.10666666666668,0.0,51.18451516484481,0.0,0.0,0.0,23.161171933961366,49.00660090505058,51.18451516484481,47.91764377515347,12.43753247303448,16.198893420723795,0.0,1.0185194249459195,-0.7445159820305065,2.8,9.236100170605994,152.03352528989834,415.4610203050902,1586.7138058798869,-366.45818365958434,-0.0,-0.0,606.0696386767354,0.0,4.0,0.020986394874313415,0.0,0.0,0.15305525163027567,263.9984568888889,-87.57792972725267,0.2581669911494974,7.621354642959664,0.002884290825915473,174.92322090654622,1.2379735964111123,0.18122781818879996,420.7494967053798,-5.288476400289601,0.41447469456536296,1914.5760019942375,-327.8621961143506
2025-01-01 00:05:00,0.5611091801044521,0.2516642614881833,0.0,0.009351819668407535,0.004194404358136389,0.0,0.026090959052923194,0.0,0.48501822105152886,0.0,0.05,0.0,0.0,0.0,0.23708092815484996,0,0.01458333333333334,1,0.0,0.0,Off,0.0,0.0,Off,0,0,Off,0.06438364263533634,0.04828773197650224,On,0,0,Off,0.004544051535087718,0.0,On,0.0006056399321032214,0.0,On,0.020941267585732254,0,On,0.017493016838435647,0,On,0.25172426157113037,0.18879319617834772,On,0.07889597954193078,0,On,0.07252132046469573,0,On,0,0,Off,Off,0.0,16.111111111111143,0.0,0.0,0.0,0.0,0,0.0,12898.938813333334,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,10226.13028,Off,0.0,0.0,23.177149128931767,51.666666666666686,46.10666666666668,0.0,51.18216636997247,0.0,0.0,0.0,23.177149128931767,49.004650619187224,51.18216636997247,47.91589274379461,12.43753247303448,16.17424142759284,0.0,1.0767207853056264,-0.7264643136573684,2.8,9.236100170605994,153.85339574373452,400.7531840492748,1578.2387240619169,-365.5164751961472,-0.0,-0.0,606.0696386767354,0.0,4.0,0.020971048585172097,0.0,0.0,0.15294333006584393,263.9984568888889,-86.6997677368536,0.2586150361001501,7.609732581056455,0.0028847574094525595,174.9179121772494,1.2380787299564138,0.18122781818879996,407.0035185443933,-6.250334495118465,0.41416386270477573,1903.3968563341182,-325.15813227220156
2025-01-01 00:06:00,0.5611091801044521,0.2516642614881833,0.0,0.009351819668407535,0.004194404358136389,0.0,0.026090959052923194,0.0,0.48501822105152886,0.0,0.05,0.0,0.0,0.0,0.23708092815484996,0,0.01458333333333334,1,0.0,0.0,Off,0.0,0.0,Off,0,0,Off,0.06438364263533634,0.04828773197650224,On,0,0,Off,0.004544051535087718,0.0,On,0.0006056399321032214,0.0,On,0.020941267585732254,0,On,0.017493016838435647,0,On,0.25172426157113037,0.18879319617834772,On,0.07889597954193078,0,On,0.07252132046469573,0,On,0,0,Off,Off,0.0,16.111111111111143,0.0,0.0,0.0,0.0,0,0.0,12898.938813333334,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,10226.13028,Off,0.0,0.0,23.192620894806176,51.666666666666686,46.10666666666668,0.0,51.17981617715789,0.0,0.0,0.0,23.192620894806176,49.00269898796459,51.17981617715789,47.91414039336795,12.43753247303448,16.150305777533454,0.0,1.1328539322304896,-0.7082406556192955,2.8,9.236100170605994,156.83455291492663,386.5731369368927,1570.0466023359145,-364.60302889815256,-0.0,-0.0,606.0696386767354,0.0,4.0,0.020956145605017337,0.0,0.0,0.15283464158498342,263.9984568888889,-84.63205686365613,0.25905208119965883,7.599088446356795,0.0028852239392098173,174.91190603520667,1.2381808155645426,0.18122781818879996,393.7460103526981,-7.172873415805372,0.4138498325476904,1892.1249517010706,-322.07834936515644
2025-01-01 00:07:00,0.5611091801044521,0.2516642614881833,0.0,0.009351819668407535,0.004194404358136389,0.0,0.026090959052923194,0.0,0.48501822105152886,0.0,0.05,0.0,0.0,0.0,0.23708092815484996,0,0.01458333333333334,1,0.0,0.0,Off,0.0,0.0,Off,0,0,Off,0.06438364263533634,0.04828773197650224,On,0,0,Off,0.004544051535087718,0.0,On,0.0006056399321032214,0.0,On,0.020941267585732254,0,On,0.017493016838435647,0,On,0.25172426157113037,0.18879319617834772,On,0.07889597954193078,0,On,0.07252132046469573,0,On,0,0,Off,Off,0.0,16.111111111111143,0.0,0.0,0.0,0.0,0,0.0,12898.938813333334,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,10226.13028,Off,0.0,0.0,23.207600920650467,51.666666666666686,46.10666666666668,0.0,51.17746463210471,0.0,0.0,0.0,23.207600920650467,49.000746053942336,51.17746463210471,47.91238676486115,12.43753247303448,16.12706707506114,0.0,1.1870000549842201,-0.6897833653384485,2.8,9.236100170605994,160.38228617979732,372.9003943066801,1562.0188813425975,-363.71702652613783,-0.0,-0.0,606.0696386767354,0.0,4.0,0.020941674091319876,0.0,0.0,0.1527290998192966,263.9984568888889,-81.97032597080019,0.2594783826631979,7.588241343840197,0.0028856904144847276,174.90522050719926,1.2382799347453863,0.18122781818879996,380.95779687667505,-8.057402569994963,0.41353153336316384,1880.722636837296,-318.70375549469867
2025-01-01 00:08:00,0.5611091801044521,0.2516642614881833,0.0,0.009351819668407535,0.004194404358136389,0.0,0.026090959052923194,0.0,0.48501822105152886,0.0,0.05,0.0,0.0,0.0,0.23708092815484996,0,0.01458333333333334,1,0.0,0.0,Off,0.0,0.0,Off,0,0,Off,0.06438364263533634,0.04828773197650224,On,0,0,Off,0.004544051535087718,0.0,On,0.0006056399321032214,0.0,On,0.020941267585732254,0,On,0.017493016838435647,0,On,0.25172426157113037,0.18879319617834772,On,0.07889597954193078,0,On,0.07252132046469573,0,On,0,0,Off,Off,0.0,16.111111111111143,0.0,0.0,0.0,0.0,0,0.0,12898.938813333334,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,10226.13028,Off,0.0,0.0,23.222106224673873,51.666666666666686,46.10666666666668,0.0,51.1751117792785,0.0,0.0,0.0,23.222106224673873,48.99879185852739,51.1751117792785,47.91063189815184,12.43753247303448,16.10450119657736,0.0,1.2392373560154644,-0.6710454482075662,2.8,9.236100170605994,162.5453427663163,359.7153926718767,1554.0582121981615,-362.8574748488568,-0.0,-0.0,606.0696386767354,0.0,4.0,0.020927619240911664,0.0,0.0,0.15262659680823928,263.9984568888889,-80.66682106156226,0.25989427901390705,7.577763586618469,0.0028861568345919125,174.89787868385818,1.238376189347612,0.18122781818879996,368.6204082877053,-8.905015615828551,0.4132081439099687,1869.1614889374541,-315.1032767392925
2025-01-01 00:09:00,0.5611091801044521,0.2516642614881833,0.0,0.009351819668407535,0.004194404358136389,0.0,0.026090959052923194,0.0,0.48501822105152886,0.0,0.05,0.0,0.0,0.0,0.23708092815484996,0,0.01458333333333334,1,0.0,0.0,Off,0.0,0.0,Off,0,0,Off,0.06438364263533634,0.04828773197650224,On,0,0,Off,0.004544051535087718,0.0,On,0.0006056399321032214,0.0,On,0.020941267585732254,0,On,0.017493016838435647,0,On,0.25172426157113037,0.18879319617834772,On,0.07889597954193078,0,On,0.07252132046469573,0,On,0,0,Off,Off,0.0,16.111111111111143,0.0,0.0,0.0,0.0,0,0.0,12898.938813333334,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,10226.13028,Off,0.0,0.0,23.236171661720846,51.666666666666686,46.10666666666668,0.0,51.172757661605836,0.0,0.0,0.0,23.236171661720846,48.996836441693716,51.172757661605836,47.90887583173766,12.43753247303448,16.08255868992423,0.0,1.2896411404858077,-0.6519923756206337,2.8,9.236100170605994,165.24334565948163,346.99924613213665,1546.0850503784743,-362.02242261524526,-0.0,-0.0,606.0696386767354,0.0,4.0,0.020913950454557937,0.0,0.0,0.1525269093894435,263.9984568888889,-78.80387040200846,0.2603005340641284,7.567627904846173,0.002886623198868978,174.88993041285002,1.238469789779495,0.18122781818879996,356.7160590374758,-9.71681290533923,0.4128790556052764,1857.420918974706,-311.33586859623165
