Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),Water Heating Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Garage Lighting Electric Power (kW),Garage Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Garage (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Net Sensible Heat Gain - Garage (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W),Infiltration Flow Rate - Garage (m^3/s),Infiltration Heat Gain - Garage (W),Radiation Heat Gain - Garage (W)
2025-01-01 10:00:00,1.2526648621740568,0.49087709803924195,0.36788025346755454,1.2526648621740566,0.49087709803924195,0.36788025346755454,0.1116755424693646,0.7595240766491366,0.38146524305555557,0.04091004513422114,0.32697020833333335,0.0,0.49087709803924195,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04614264815455537,0.03460698611591652,0.0,0.0,0.004577976973684211,0.0,0.0029212463584699084,0.0,0.1041763191372105,0.0,0.10502127926348041,0.0,0.6083601492311008,0.45627011192332545,6317.719140835887,18.33333333333337,0.25333333333333335,1729.7878827381874,9.582552225648149,0.38146524305555557,0.31666666666666665,7666.041780518518,24208.55299111111,928.0585185185186,0.0,85.79601182313576,51.66666666666668,46.10666666666668,0.0,51.17369045355316,0.2160606374953272,579.2905330308281,928.0585185185186,134.0562684736496,50.05677492838814,51.17369045355316,49.49831716580563,12.43753247303448,17.990633709831094,-0.06269021963130014,9.09897398575544,3.0886062733801447,0.85,9.236100170605994,5501.9267209279415,-865.3255235896628,-516.2964043887933,-1991.6933789998939,0.0,0.0,960.6136371167686,1813.5105567001895,2.0,0.08846461274606313,0.0,0.0,0.524960508624999,131.99922844444444,215.28732197518036,0.2364058736975532,8.559854470527009,0.002958363520144665,214.06166329380213,1.2303013162467835,0.24236978591034414,-2636.7905764096818,41.677170081831605,0.18122781818879996,-532.069261363661,15.772856974867661
2025-01-01 11:00:00,1.0810609518558965,0.4681346625539672,0.258134375,1.0810609518558965,0.46813466255396724,0.258134375,0.07918977607005075,0.7007144049525125,0.3011567708333333,0.0,0.258134375,0.0,0.4681346625539672,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04614264815455537,0.03460698611591652,0.0,0.0,0.004577976973684211,0.0,0.002035148468598384,0.0,0.07257665062776815,0.0,0.0765348548805561,0.0,0.578036901917401,0.43352767643805074,4987.673005923068,18.33333333333337,0.2,1365.6220126880428,7.565172809722222,0.3011567708333333,0.25,6052.138247777778,24208.55299111111,0.0,0.0,81.89275629621086,51.66666666666668,46.10666666666668,0.0,50.523029636414314,0.0,0.0,0.0,127.95743171282948,48.68430991549749,50.523029636414314,47.76495005503908,12.43753247303448,18.087601629854543,-0.05068389658653617,9.722765754646625,4.126060306914308,1.95,9.236100170605994,4304.637919105692,-892.1931681442641,-504.016114306184,-1783.8682209542758,0.0,0.0,788.9413085550118,2075.0086400141786,0.75,0.084679765685721,0.0,0.0,0.5025007343018083,49.499710666666665,311.89182558188793,0.236708451678861,8.628413829494551,0.002981652380773122,121.69448544269312,1.2292974664851883,0.22608384443505644,-2294.529968753181,36.714787920874116,0.18122781818879996,-514.5642771868128,10.548162880628752
2025-01-01 12:00:00,0.9293570366013735,0.44712257637448827,0.2065075,0.9293570366013735,0.44712257637448827,0.20650750000000004,0.04872180455818203,0.6397098153765248,0.2409254166666667,0.0,0.2065075,0.0,0.44712257637448827,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04844978056228313,0.03633733542171234,0.0,0.0,0.004768726014254386,0.0,0.0011988859881709374,0.0,0.042754192555756715,0.0,0.043546380210540254,0.0,0.5477136546037014,0.4107852409527759,3990.138404738455,18.33333333333337,0.16000000000000003,1092.4976101504342,6.052138247777778,0.2409254166666667,0.2,4841.710598222223,24208.55299111111,0.0,0.0,80.00056029099103,51.66666666666668,46.10666666666668,0.0,49.661320391633794,0.0,0.0,0.0,125.0008754546735,47.92656578983143,49.661320391633794,47.059188488930246,12.43753247303448,18.034710824091135,-0.05349070725736998,9.756289980687361,4.894971865652465,3.05,9.236100170605994,3456.8023335744047,-1019.4270543449553,-427.66862859817996,-1607.0632908588886,0.0,0.0,683.0914712235589,2199.8546833203245,0.5,0.08243104690773388,0.0,0.0,0.48915654483663445,32.99980711111111,390.63574847127956,0.23823158808060113,8.61233051079711,0.002992573300657534,67.82782352720021,1.2288954513518704,0.25012359742780416,-2151.7013535167075,39.77668902131817,0.18122781818879996,-434.8013301594166,7.132701561236591
2025-01-01 13:00:00,0.8536339436529776,0.44712257637448827,0.17858171180088783,0.8536339436529776,0.44712257637448827,0.17858171180088783,0.049442591992646626,0.6435744072158865,0.16061694444444446,0.04091004513422114,0.1376716666666667,0.0,0.44712257637448827,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04844978056228313,0.03633733542171234,0.0,0.0,0.005340973135964913,0.0,0.001202937647475334,0.0,0.042898681209206375,0.0,0.04741097204990201,0.0,0.5477136546037014,0.4107852409527759,2660.092269825637,18.33333333333337,0.10666666666666667,728.3317401002895,4.0347588318518515,0.16061694444444446,0.13333333333333333,3227.8070654814815,24208.55299111111,928.0585185185186,0.0,80.78732032199574,51.66666666666668,46.10666666666668,0.0,49.431089497921086,0.05402370142880001,144.82263325770703,928.0585185185186,126.23018800311834,48.10248137073129,49.431089497921086,47.43817730713639,12.43753247303448,17.93982729719065,-0.0733998866952619,9.714527899125304,5.904341952895664,4.45,9.236100170605994,2477.8627306941444,-898.6197081116711,-336.4085237803693,-1353.0132863194515,0.0,0.0,720.6766576084963,2247.3571225512,1.0,0.07741135395738524,0.0,0.0,0.45936903452535893,65.99961422222222,450.107089579463,0.2403064467160054,8.575382912748475,0.0030021566188202274,76.49156028178683,1.2287112227027777,0.24199987686368404,-1669.5280494283766,42.57660121641594,0.18122781818879996,-340.74694922183375,4.33842544146445
2025-01-01 14:00:00,1.1270184964515821,0.5073544953550206,0.1376716666666667,1.1270184964515821,0.5073544953550206,0.1376716666666667,0.127376987362684,0.8390245646444536,0.16061694444444446,0.0,0.1376716666666667,0.0,0.5073544953550206,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04844978056228313,0.03633733542171234,0.0,0.0,0.005722471217105262,0.0,0.0033183089703007697,0.0,0.11833620717527796,0.0,0.16255190417109264,0.0,0.628022879911078,0.4710171599333083,2660.092269825637,18.33333333333337,0.10666666666666667,728.3317401002895,4.0347588318518515,0.16061694444444446,0.13333333333333333,3227.8070654814815,24208.55299111111,0.0,0.0,84.67217870996897,51.66666666666668,46.10666666666668,0.0,51.26311169333643,0.16028604508765154,434.4678997731211,0.0,132.30027923432652,49.69660680169076,51.26311169333643,48.91335435586794,12.43753247303448,18.028950296411924,-0.05662529523779056,10.123499582399681,6.5572185637849625,4.7,9.236100170605994,2829.2833069224466,-830.0629296046285,-432.4542313731771,-1308.6419666647569,0.0,0.0,1021.4393717466955,2136.433164573978,1.5,0.07602478339755184,0.0,0.0,0.4511409446288485,98.99942133333333,456.3936320148716,0.23964607334603266,8.62461826467665,0.0030122426245226073,71.24896461486726,1.227710927612675,0.2277285382576936,-1597.5398714651812,39.14520176026325,0.18122781818879996,-434.48827701220875,2.0340456390317
2025-01-01 15:00:00,1.3585425741361863,0.5708077710589154,0.15968287290826474,1.358542574136186,0.5708077710589156,0.15968287290826474,0.21062206583128654,1.047534918027122,0.10038559027777778,0.07363808124159806,0.08604479166666668,0.0,0.5708077710589154,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04729621435841925,0.035472160768814424,0.0,0.0,0.006676216419956141,0.0,0.005562928224936456,0.0,0.19838292118639395,0.0,0.28645788994856763,0.0,0.713780813720135,0.5353356102901011,1662.557668641023,18.33333333333337,0.06666666666666667,455.2073375626809,2.5217242699074074,0.10038559027777778,0.08333333333333333,2017.379415925926,24208.55299111111,1670.5053333333335,0.0,85.48818997763422,51.66666666666668,46.10666666666668,0.0,51.34168840448663,0.3187511935467611,868.9357995462422,1670.5053333333335,133.57529684005348,49.807198874637734,51.343037951678824,49.03860456252111,12.43753247303448,17.892346022647867,-0.07461581453600648,9.639501136092491,6.5683718354452525,4.15,9.236100170605994,2048.931582079679,-1013.1335250771622,-565.3656710620211,-1367.2785514515476,0.0,0.0,1373.1913624535546,1622.682258474421,2.5,0.07692424669247724,0.0,0.0,0.45647847671242814,164.99903555555557,380.4611024366494,0.24255579801259247,8.573356156166515,0.00302299157067541,106.10719410858677,1.2282787102317507,0.2143315152183024,-1514.6507047436594,46.30984210381625,0.18122781818879996,-566.8586147246511,1.4929436626301105
2025-01-01 16:00:00,1.8136306927968198,0.617644439047558,0.12695483680088782,1.8136306927968195,0.617644439047558,0.12695483680088782,0.2918078745198425,1.4214372279991991,0.10038559027777778,0.04091004513422114,0.08604479166666668,0.0,0.617644439047558,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0507569129700109,0.03806768472750816,0.2062727754451414,0.0,0.008392957785087718,0.0,0.007730565952788607,0.0,0.2756843507819662,0.0,0.39163853382398045,0.0,0.7727690057600665,0.5795767543200497,1662.557668641023,18.33333333333337,0.06666666666666667,455.2073375626809,2.5217242699074074,0.10038559027777778,0.08333333333333333,2017.379415925926,24208.55299111111,928.0585185185186,0.0,85.77209307076693,51.66666666666668,46.10666666666668,0.0,51.37782962106759,0.2674899659201395,724.1131662885351,928.0585185185186,134.01889542307333,50.064194277001555,51.3780970691129,49.407109156923234,12.43753247303448,18.006740696342085,-0.04886409962535634,9.555159574083556,6.250480284316197,3.05,9.236100170605994,1989.1243340523206,-1510.875671398185,-750.8144758434747,-1593.3223219005527,0.0,0.0,1782.8938341023088,578.2309807932292,2.75,0.08174676423505302,0.0,0.0,0.4850959225296678,181.4989391111111,136.99515320954148,0.24193757617362613,8.642945032311523,0.003037044221812294,56.18835240522059,1.2277858937928243,0.23462701276476067,-2012.4130570089571,46.33004804809111,0.18122781818879996,-753.9836460068781,3.1691701634033276
2025-01-01 17:00:00,1.9373742412656356,0.6625034772534388,0.13598178610737693,1.9373742412656354,0.6625034772534388,0.13598178610737693,0.40089734787685694,1.416014185055445,0.12046270833333335,0.032728036107376915,0.10325375,0.0,0.6625034772534388,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05537117778546643,0.041528383339099806,0.0,0.0,0.010681946271929825,0.0,0.010643708992649721,0.0,0.3795716926122774,0.0,0.5326762153841932,0.0,0.8279667918857855,0.620975093914339,1995.0692023692275,18.33333333333337,0.08000000000000002,546.2488050752171,3.026069123888889,0.12046270833333335,0.1,2420.8552991111114,24208.55299111111,742.4468148148148,0.0,85.7070320708022,51.66666666666668,46.10666666666668,0.0,51.73334481038208,0.27111271058172537,742.4483097206901,742.4468148148148,133.91723761062843,50.06299825863332,51.73334481038208,49.227824982758946,12.43753247303448,18.03230535962376,-0.04100817538004199,8.84521963571867,5.427942800588758,1.95,9.236100170605994,2129.2787731900453,-1642.363451358876,-814.2169990071526,-1802.8243932296964,0.0,0.0,1956.952700166964,41.56626888934396,3.0,0.08595400332929254,0.0,0.0,0.5100622260747795,197.99884266666666,-19.91873611644951,0.24137710485798597,8.650197446218737,0.0030362821595193634,-11.18941584478147,1.2271018795892508,0.250841721198363,-2240.0078336845813,51.39557725048814,0.18122781818879996,-821.9436574857729,7.726658478620156
2025-01-01 18:00:00,1.8430032533401497,0.5936967414994371,0.23923553610737694,1.8430032533401497,0.5936967414994371,0.23923553610737697,0.3192407650591423,1.2828370716143407,0.2409254166666667,0.032728036107376915,0.2065075,0.0,0.5936967414994371,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0576783101931942,0.04325873264489564,0.0,0.0,0.012207938596491228,0.0,0.008374779782187657,0.0,0.2986580466804634,0.0,0.4912414162817578,0.0,0.7339173451393887,0.5504380088545414,3990.138404738455,18.33333333333337,0.16000000000000003,1092.4976101504342,6.052138247777778,0.2409254166666667,0.2,4841.710598222223,24208.55299111111,742.4468148148148,0.0,84.73351091227336,51.66666666666668,46.10666666666668,0.0,51.025452994019105,0.2298172985017783,617.930671548989,742.4468148148148,132.39611080042712,49.69798184128521,51.025452994019105,49.034246264918266,12.43753247303448,18.026038688229544,-0.05751270111727216,9.175159326482662,4.752392298076406,1.15,9.236100170605994,3693.2848338749554,-958.2913072761909,-841.3098825318625,-1903.802388307142,0.0,0.0,1682.7028509581703,0.0,2.0,0.08624569226378906,0.0,0.0,0.5117931461190816,131.99922844444444,-75.75403351452786,0.24114248300648086,8.640118545894126,0.00303353394772695,-61.081763897859595,1.2265132200398765,0.20133308685726548,-2094.3932510194477,43.604333592822805,0.18122781818879996,-853.5670705863952,12.257188054532667
2025-01-01 19:00:00,2.060450475087968,0.5832603036094344,0.3244353874943987,2.060450475087968,0.5832603036094345,0.32443538749439876,0.3045555686950003,1.4346610175040788,0.32123388888888893,0.049092054161065365,0.2753433333333334,0.0,0.5832603036094344,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05537117778546643,0.041528383339099806,0.0,0.0,0.01297093475877193,0.0,0.007953407214530417,0.0,0.28363122672169794,0.0,0.6569806126914993,0.0,0.722309227027113,0.5417319202703347,5320.184539651274,18.33333333333337,0.21333333333333335,1456.663480200579,8.069517663703703,0.32123388888888893,0.26666666666666666,6455.614130962963,24208.55299111111,1113.6702222222223,0.0,87.65693688281502,51.66666666666668,46.10666666666668,0.0,51.4515389836641,0.3768342579050788,1013.7584328039492,1113.6702222222223,136.96396387939845,50.75996029544365,51.4515389836641,50.414170951333425,12.43753247303448,17.970434793702136,-0.06976006245440587,9.385007041205856,3.834920282680406,-0.25000000000000006,9.236100170605994,4881.281401937124,-743.0746061175191,-957.119185766557,-2147.8403715951395,0.0,0.0,1820.6541687516255,0.0,2.0,0.0895576035585828,0.0,0.0,0.5314464581482259,131.99922844444444,-111.71693487063531,0.24114164223675819,8.601934823281193,0.0030229433426780827,-85.39393954876317,1.2267552048003803,0.17704708469347583,-2240.486637025618,40.748550707520245,0.18122781818879996,-973.1875787024402,16.068392935883097
2025-01-01 20:00:00,2.0791343475438646,0.5653383023425804,0.2753433333333334,2.0791343475438646,0.5653383023425804,0.2753433333333334,0.2507198526209071,1.5071806060340687,0.32123388888888893,0.0,0.2753433333333334,0.0,0.5653383023425804,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05421761158160255,0.0406632086862019,0.0,0.0,0.013352432839912281,0.0,0.0064745515684256775,0.0,0.23089286821256919,0.0,0.7533962029106277,0.0,0.6995667915418383,0.5246750936563785,5320.184539651274,18.33333333333337,0.21333333333333335,1456.663480200579,8.069517663703703,0.32123388888888893,0.26666666666666666,6455.614130962963,24208.55299111111,0.0,0.0,88.0100854519053,51.66666666666668,46.10666666666668,0.0,51.463566805813954,0.0,0.0,0.0,137.51575851860204,51.026945167449576,51.463566805813954,50.8086343482674,12.43753247303448,18.091913984084208,-0.04675194978446087,9.559998939187901,3.0373760516870334,-0.55,9.236100170605994,4775.489251237466,-795.1161242162023,-836.3928037478903,-2226.8208834804036,0.0,0.0,1840.9300116914917,0.0,2.0,0.09073689691729828,0.0,0.0,0.538444538196193,131.99922844444444,-158.8044166248945,0.23851054548504727,8.646894537844304,0.003012753129562694,-57.336429253076446,1.2262512350013273,0.17188025919108216,-2289.852799222987,38.07319480620575,0.18122781818879996,-855.3723176171844,18.97951386929418
2025-01-01 21:00:00,1.8480987688639015,0.5271613194716536,0.30976125000000004,1.8480987688639015,0.5271613194716535,0.30976125000000004,0.18262588605321917,1.3040847578106822,0.36138812500000006,0.0,0.30976125000000004,0.0,0.5271613194716536,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05306404537773866,0.03979803403330398,0.0,0.0,0.012398687637061404,0.0,0.00464320156283844,0.0,0.16558399685331932,0.0,0.601202998515144,0.0,0.6498177139177996,0.48736328543834956,5985.207607107683,18.33333333333337,0.24000000000000002,1638.7464152256514,9.078207371666668,0.36138812500000006,0.3,7262.565897333334,24208.55299111111,0.0,0.0,86.14489073918408,51.66666666666668,46.10666666666668,0.0,50.58207086784,0.0,0.0,0.0,134.6013917799751,50.21298580392171,50.58207086784,50.02844327196258,12.43753247303448,17.973947698479474,-0.07111709481944703,9.527963073007736,3.037114335505215,-0.3,9.236100170605994,5203.124804256515,-952.9237264544422,-774.682027830746,-2174.156953554323,0.0,0.0,1573.2226323341,0.0,2.0,0.09050900138758156,0.0,0.0,0.5370921765062495,131.99922844444444,-181.1484816309438,0.23990234802498542,8.586257613272265,0.0030079412839527876,-25.829551844161205,1.226751620918144,0.20335586620421145,-2631.27245891343,39.602317233336386,0.18122781818879996,-794.6362122080445,19.954184377298528
2025-01-01 22:00:00,1.376636780685914,0.4731944386606172,0.37859708333333336,1.376636780685914,0.4731944386606171,0.3785970833333334,0.10026660889390605,0.8346735745697859,0.44169659722222226,0.0,0.37859708333333336,0.0,0.4731944386606172,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0507569129700109,0.03806768472750816,0.0,0.0,0.010681946271929825,0.0,0.002443555726481556,0.0,0.08714110689549466,0.0,0.2037476563556293,0.0,0.5801690052441456,0.435126753933109,7315.253742020501,18.33333333333337,0.29333333333333333,2002.9122852757962,11.095586787592593,0.44169659722222226,0.36666666666666664,8876.469430074074,24208.55299111111,0.0,0.0,83.874943363396,51.66666666666668,46.10666666666668,0.0,49.72333468638384,0.0,0.0,0.0,131.05459900530624,49.41853028439687,49.72333468638384,49.26612808340339,12.43753247303448,18.027131767396618,-0.05496226314661055,8.940073786289616,2.364736977110922,-1.95,9.236100170605994,5581.659329033966,-1450.0213420708446,-1013.4551486900839,-2560.074265815709,0.0,0.0,1026.3275815410461,0.0,2.0,0.09663658205568963,0.0,0.0,0.5734540365124008,131.99922844444444,-199.8477287118718,0.23881944343256298,8.607081745274908,0.003004430930471646,-38.324870027399875,1.2265300532749386,0.2423728204099086,-3499.0447586819855,46.111131335344716,0.18122781818879996,-1034.8123120959874,21.35716340590362
2025-01-01 23:00:00,1.1838418983991081,0.44181551979087264,0.4302239583333334,1.1838418983991081,0.4418155197908726,0.43022395833333343,0.04565466215705214,0.6362592848531671,0.501927951388889,0.0,0.4302239583333334,0.0,0.44181551979087264,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04729621435841925,0.035472160768814424,0.0,0.0,0.008965204906798245,0.0,0.0010007598481859463,0.0,0.035688697402067954,0.0,0.04717192513200334,0.0,0.5417911453627444,0.40634335902205815,8312.788343205115,18.33333333333337,0.3333333333333333,2276.036687813405,12.608621349537037,0.501927951388889,0.4166666666666667,10086.897079629629,24208.55299111111,0.0,0.0,81.7610904009292,51.66666666666668,46.10666666666668,0.0,48.88808770914884,0.0,0.0,0.0,127.75170375145188,48.6443494623638,48.88808770914884,48.522480338971285,12.43753247303448,18.042260710383367,-0.05273753094537958,8.564205529440644,1.2672157664905754,-3.05,9.236100170605994,6095.480150638232,-1105.0215562913531,-1014.9407567236156,-2781.1036889123397,0.0,0.0,775.9877952792715,0.0,2.0,0.09929623810786037,0.0,0.0,0.5892367811667286,131.99922844444444,-212.19229893381447,0.238084010793192,8.606678401840178,0.0029979826290026513,-48.63231822316022,1.2264711451588135,0.2218817345795368,-3428.2185831518123,47.16033904705437,0.18122781818879996,-1038.5309656069041,23.59020888328854
