Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),Water Heating Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Garage Lighting Electric Power (kW),Garage Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Garage (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Net Sensible Heat Gain - Garage (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W),Infiltration Flow Rate - Garage (m^3/s),Infiltration Heat Gain - Garage (W),Radiation Heat Gain - Garage (W)
2025-01-01 00:00:00,1.1028888435862845,0.43402100932605503,0.3958060416666667,1.1028888435862843,0.43402100932605503,0.3958060416666667,0.036922111297908504,0.6041930170105979,0.4617737152777778,0.0,0.3958060416666667,0.0,0.43402100932605503,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04614264815455537,0.03460698611591652,0.0,0.0,0.007629961622807017,0.0,0.0007989872148269986,0.0,0.028493162460274495,0.0,0.025498337909191,0.0,0.5325520309468516,0.3994140232101385,7647.765275748705,18.33333333333337,0.3066666666666667,2093.953752788332,11.599931641574074,0.4617737152777778,0.38333333333333336,9279.945313259259,24208.55299111111,0.0,0.0,77.75224606091857,51.66666666666668,46.10666666666668,0.0,47.52585403794051,0.0,0.0,0.0,121.48788447018525,47.12115980291828,47.52585403794051,46.918812685407154,12.43753247303448,18.025455280049965,-0.05899325487674621,9.192878823100395,3.2978895810785502,2.8,9.236100170605994,6423.51340655034,-1027.443537629271,-104.39229191226251,-1835.0976129526634,0.0,0.0,867.8349430311157,0.0,4.0,0.09246416727147898,0.0,0.0,0.5486943849486611,263.9984568888889,-256.9891992768178,0.22599210862287683,8.431289914839024,0.0028337786823900927,75.51249122094138,1.2301870902653895,0.37925301552701046,-3160.359435029013,38.962144611409755,0.18122781818879996,-126.61376522324991,22.22147331098741
2025-01-01 01:00:00,1.0810859122051544,0.4331558346731571,0.4195071284675545,1.0810859122051544,0.4331558346731571,0.41950712846755456,0.03634986417619798,0.6030394508067342,0.44169659722222226,0.04091004513422114,0.37859708333333336,0.0,0.4331558346731571,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04498908195069148,0.0337418114630186,0.0,0.0,0.00705771450109649,0.0,0.0007989872148269986,0.0,0.028493162460274495,0.0,0.025498337909191,0.0,0.5325520309468516,0.3994140232101385,7315.253742020501,18.33333333333337,0.29333333333333333,2002.9122852757962,11.095586787592593,0.44169659722222226,0.36666666666666664,8876.469430074074,24208.55299111111,928.0585185185186,0.0,79.88744907840247,51.66666666666668,46.10666666666668,0.0,48.12523083660645,0.0,0.0,928.0585185185186,124.82413918500386,47.87934871171614,48.12742625959277,47.75421222628468,12.43753247303448,18.023492114268898,-0.055695561368275824,9.452488339699665,4.164043471541414,2.5,9.236100170605994,6143.903884819578,-642.7273823247292,-373.7953841101144,-1782.0391046049485,0.0,0.0,866.1091297055412,0.0,4.0,0.0880603505769914,0.0,0.0,0.5225615643770551,263.9984568888889,-255.41988230151512,0.22682453204773836,8.442447436315323,0.002843824206488167,83.542611851934,1.2302474801362626,0.30197323640463775,-2681.8110948631543,36.17142726262924,0.18122781818879996,-393.5055084618524,19.710124351737996
2025-01-01 02:00:00,1.0397781098901793,0.43229066002025923,0.3441791666666667,1.0397781098901793,0.43229066002025923,0.3441791666666667,0.03634986417619798,0.6018858846028702,0.40154236111111113,0.0,0.3441791666666667,0.0,0.43229066002025923,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0438355157468276,0.03287663681012069,0.0,0.0,0.00705771450109649,0.0,0.0007989872148269986,0.0,0.028493162460274495,0.0,0.025498337909191,0.0,0.5325520309468516,0.3994140232101385,6650.230674564092,18.33333333333337,0.26666666666666666,1820.8293502507236,10.08689707962963,0.40154236111111113,0.3333333333333333,8069.517663703704,24208.55299111111,0.0,0.0,88.49202434403804,51.66666666666668,46.10666666666668,0.0,51.11237158172837,0.0,0.0,0.0,138.26878803755943,51.151115403021336,51.17048731366783,51.11237158172837,12.43753247303448,18.019356497259825,-0.058109164519478895,10.202129324956415,3.999105251835426,1.6500000000000001,9.236100170605994,5450.432272063043,-579.5836951960822,-538.3588411128569,-1821.344923456996,0.0,0.0,864.9555635016774,0.0,4.0,0.0849673781325008,0.0,0.0,0.5042074639382313,263.9984568888889,-243.40904254573073,0.22785235936692516,8.45460912208284,0.0028559920385451527,102.7968686617684,1.2302559766653276,0.21764052500477335,-2429.73331239685,29.32026695004433,0.18122781818879996,-557.2580993886056,18.899258275748693
2025-01-01 03:00:00,1.038243045605175,0.4314254853673613,0.3441791666666667,1.038243045605175,0.4314254853673613,0.3441791666666667,0.03596836609505764,0.6007323183990062,0.40154236111111113,0.0,0.3441791666666667,0.0,0.4314254853673613,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042681949542963706,0.03201146215722277,0.0,0.0,0.006676216419956141,0.0,0.0007989872148269986,0.0,0.028493162460274495,0.0,0.025498337909191,0.0,0.5325520309468516,0.3994140232101385,6650.230674564092,18.33333333333337,0.26666666666666666,1820.8293502507236,10.08689707962963,0.40154236111111113,0.3333333333333333,8069.517663703704,24208.55299111111,0.0,0.0,86.26443673345597,51.66666666666668,46.10666666666668,0.0,50.3055332183316,0.0,0.0,0.0,134.78818239602495,50.334378663959974,50.34880138677416,50.3055332183316,12.43753247303448,18.0369431204141,-0.054746839310053315,10.085511775615224,3.784372925282404,1.6500000000000001,9.236100170605994,5397.9499385330655,-971.4995794609822,-487.54400994185033,-1875.6286472026334,0.0,0.0,863.4204992166732,0.0,4.0,0.0874668384316842,0.0,0.0,0.5190395861757835,263.9984568888889,-240.07258804506606,0.22862457402011055,8.477838869714928,0.0028688875000770445,64.88475164409007,1.2301721353234476,0.2612696859331215,-2826.4972016568336,34.16827194512771,0.18122781818879996,-506.411601504257,18.86759156240664
2025-01-01 04:00:00,1.0910423382130126,0.44868318899179166,0.4022981701342212,1.0910423382130128,0.44868318899179166,0.4022981701342212,0.04014234888344684,0.6292805101628992,0.42161947916666676,0.04091004513422114,0.36138812500000006,0.0,0.44868318899179166,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04152838333909982,0.031146287504324854,0.0,0.0,0.006676216419956141,0.0,0.0009128388412805415,0.0,0.03255329362221016,0.0,0.031036258173843416,0.0,0.5567158686499559,0.4175369014874668,6982.742208292297,18.33333333333337,0.28,1911.87081776326,10.591241933611112,0.42161947916666676,0.35,8472.993546888889,24208.55299111111,928.0585185185186,0.0,83.79163439625755,51.66666666666668,46.10666666666668,0.0,50.204976817114364,0.42217385675608643,1122.3754077472295,928.0585185185186,130.92442874415244,49.40144406466036,50.22344802426024,48.98120648128749,12.43753247303448,18.048686926719018,-0.051522086289192554,9.775164433751355,3.7428541740092087,0.55,9.236100170605994,5561.876401057172,-770.869435581013,-742.5444768377296,-2081.658983336037,0.0,0.0,894.451205129738,0.0,4.0,0.09039084211466583,0.0,0.0,0.5363910040251507,263.9984568888889,-233.65802902882464,0.22887157820265433,8.487332491111214,0.0028755114189208115,102.22181777749553,1.2295401731099318,0.23854605938728926,-2720.5404761265395,37.800222782266744,0.18122781818879996,-761.3394615506338,18.794984712904142
2025-01-01 05:00:00,1.1301355559804513,0.4565009011898548,0.4022981701342212,1.1301355559804511,0.45650090118985487,0.4022981701342212,0.05925007367085449,0.64926600314293,0.42161947916666676,0.04091004513422114,0.36138812500000006,0.0,0.4565009011898548,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04152838333909982,0.031146287504324854,0.0,0.0,0.007439212582236843,0.0,0.0014132187653735147,0.0,0.05039764232324414,0.0,0.04059813488979004,0.0,0.5671394849140402,0.42535461368553,6982.742208292297,18.33333333333337,0.28,1911.87081776326,10.591241933611112,0.42161947916666676,0.35,8472.993546888889,24208.55299111111,928.0585185185186,0.0,86.38445510222176,51.66666666666668,46.10666666666668,0.0,51.8692244769863,0.20581576472056703,566.799580912351,928.0585185185186,134.9757110972215,50.34226446102267,51.8692244769863,49.57878445304087,12.43753247303448,18.07047729094696,-0.04400748067403111,10.119154998044618,2.7983015437513425,-0.25000000000000006,9.236100170605994,5482.629954334843,-915.0713747898358,-707.1067554695142,-2201.0131767191865,0.0,0.0,932.8147697586905,0.0,4.0,0.09118857049816761,0.0,0.0,0.5411248279231855,263.9984568888889,-231.91384699695647,0.22995776347776034,8.515844672067393,0.0028946600513341083,111.65982292158915,1.2288171323201558,0.21456470024271,-2860.863883649515,33.9216910964195,0.18122781818879996,-727.571602053755,20.4648465842408
2025-01-01 06:00:00,1.277242478666643,0.48221741292152653,0.4858081409619532,1.277242478666643,0.48221741292152653,0.48580814096195324,0.10880620920683524,0.70666255418203,0.4617737152777778,0.0900020992952865,0.3958060416666667,0.0,0.48221741292152653,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0438355157468276,0.03287663681012069,0.0,0.0,0.008392957785087718,0.0,0.002738921689772064,0.0,0.09767432973197546,0.0,0.06370600361999439,0.0,0.599121034815208,0.4493407761114058,7647.765275748705,18.33333333333337,0.3066666666666667,2093.953752788332,11.599931641574074,0.4617737152777778,0.38333333333333336,9279.945313259259,24208.55299111111,2041.7287407407407,0.0,84.21589865268471,51.66666666666668,46.10666666666668,0.0,51.38674695442722,0.8153633126877938,2217.596571758639,2041.7287407407407,131.58734164481987,49.52705533179285,51.38674695442722,48.597209520475666,12.43753247303448,18.052270214172847,-0.05657848636862249,9.597816820537808,3.1103404007028534,0.3,9.236100170605994,6319.36742659181,-890.5346513056031,-648.902780545686,-2109.857432164039,0.0,0.0,1021.0288442851339,0.0,3.75,0.09042392498207248,0.0,0.0,0.53658732205969,247.49855333333332,-239.56926127798985,0.2308450498507496,8.516328407487595,0.0029024974450585664,38.553371036243966,1.2288882720683758,0.24793129027490884,-3024.7276194053215,40.23921531138613,0.18122781818879996,-669.2525889417421,20.349808396056073
2025-01-01 07:00:00,1.2530626695350695,0.47595237475203045,0.46944412290826476,1.2530626695350695,0.4759523747520304,0.4694441229082648,0.09624675884587172,0.69504219541142,0.4617737152777778,0.07363808124159806,0.3958060416666667,0.0,0.47595237475203045,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04614264815455537,0.03460698611591652,0.0,0.0,0.007820710663377193,0.0,0.0024119527839072626,0.0,0.08601409539858726,0.0,0.060439029075379284,0.0,0.5884605181814854,0.4413453886361139,7647.765275748705,18.33333333333337,0.3066666666666667,2093.953752788332,11.599931641574074,0.4617737152777778,0.38333333333333336,9279.945313259259,24208.55299111111,1670.5053333333335,0.0,86.6749240019156,51.66666666666668,46.10666666666668,0.0,51.5933959704369,0.34281299964987266,935.9162674279318,1670.5053333333335,135.42956875299313,50.40379974128008,51.5933959704369,49.80900162670168,12.43753247303448,18.029581744007206,-0.058905774658181954,9.419634207581936,2.767080863848061,-0.55,9.236100170605994,6082.162549154504,-1174.3002363771789,-771.3578727848991,-2278.548710684729,0.0,0.0,948.0955606512545,6.098056638280826,3.0,0.09295849118723173,0.0,0.0,0.5516277673055586,197.99884266666666,-235.14957656072545,0.2315731798846778,8.511592133013275,0.0029075577168068342,47.675837030586145,1.2289802042407834,0.25102274184374657,-3309.5517485556848,41.29775939017334,0.18122781818879996,-792.2634263004549,20.905553515555916
2025-01-01 08:00:00,1.1672459098488683,0.44625740172159034,0.413015,1.1672459098488681,0.4462574017215903,0.4130150000000001,0.05150024224189779,0.6338948342736369,0.4818508333333334,0.0,0.413015,0.0,0.44625740172159034,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04729621435841925,0.035472160768814424,0.0,0.0,0.0059132202576754386,0.0,0.0012434542405192995,0.0,0.04434356774370306,0.0,0.03888496531151627,0.0,0.5477136546037014,0.4107852409527759,7980.27680947691,18.33333333333337,0.32000000000000006,2184.9952203008684,12.104276495555556,0.4818508333333334,0.4,9683.421196444446,24208.55299111111,0.0,0.0,86.8924723538819,51.66666666666668,46.10666666666668,0.0,51.04238432524141,0.05433847166880524,144.82263325770703,0.0,135.76948805294046,50.57485374447471,51.04238432524141,50.34108845409136,12.43753247303448,18.05229334456339,-0.05292921081737146,8.931637353545026,2.2197354101444,-1.4,9.236100170605994,6145.9601348254355,-1407.5034603903002,-845.3152843698649,-2474.640204389065,0.0,0.0,779.0543491377201,432.5726644614502,2.0,0.09620170760775372,0.0,0.0,0.570873435023399,131.99922844444444,-138.73081940012904,0.23190936329700937,8.534126120961217,0.0029146080773385544,79.86422557883971,1.229456174188588,0.2662782644652802,-3638.015607999169,45.5169273079998,0.18122781818879996,-867.1370440331416,21.821759663276588
2025-01-01 09:00:00,1.2618636216981847,0.4803710549495025,0.37859708333333336,1.2618636216981847,0.48037105494950244,0.3785970833333334,0.09879474398757714,0.7213722804883853,0.44169659722222226,0.0,0.37859708333333336,0.0,0.4803710549495025,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04729621435841925,0.035472160768814424,0.0,0.0,0.004768726014254386,0.0,0.0025647003396830127,0.0,0.09146131763363972,0.0,0.08087754055571518,0.0,0.5931985255742508,0.44489889418068806,7315.253742020501,18.33333333333337,0.29333333333333333,2002.9122852757962,11.095586787592593,0.44169659722222226,0.36666666666666664,8876.469430074074,24208.55299111111,0.0,0.0,80.89210935488852,51.66666666666668,46.10666666666668,0.0,49.945605738921365,0.054836536271352106,144.82263325770703,0.0,126.39392086701329,48.274075754911145,49.945605738921365,47.438310762906035,12.43753247303448,18.039256755652172,-0.0534697909792938,8.725701673577083,2.1487710832421745,-0.85,9.236100170605994,5922.708345692978,-1274.2704786936822,-696.8257749948349,-2357.5602416244856,0.0,0.0,910.6423561302094,1235.498408046279,2.0,0.09448740784757693,0.0,0.0,0.5607005574613687,131.99922844444444,54.372489166752956,0.23353092054091507,8.551196605627188,0.0029312267859161103,174.68612746238082,1.2301160681338261,0.26275600982953823,-3323.27296558197,46.09020161249127,0.18122781818879996,-717.3825335287177,20.556758533882807
