occupants,plug_loads_other,plug_loads_tv,lighting_interior,lighting_garage,hot_water_dishwasher,dishwasher,hot_water_clothes_washer,clothes_washer,clothes_dryer,cooking_range,hot_water_fixtures,Vacancy,Power Outage,No Space Heating,No Space Cooling
1.0,0.562,0.016,0.0493,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.016,0.0493,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.016,0.0493,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.016,0.0493,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.016,0.0493,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.016,0.0493,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.016,0.0493,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.016,0.0493,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.016,0.0493,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.016,0.0493,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.016,0.0493,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.016,0.0493,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.016,0.0493,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.016,0.0493,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.016,0.0493,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.016,0.0493,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.016,0.0493,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.596,0.0191,0.0507,0.0507,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0,0,0,0
1.0,0.596,0.0191,0.0507,0.0507,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0,0,0,0
1.0,0.596,0.0237,0.0746,0.0746,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0,0,0,0
1.0,0.596,0.0237,0.0746,0.0746,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0,0,0,0
1.0,0.596,0.0237,0.0746,0.0746,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0,0,0,0
1.0,0.596,0.0237,0.0746,0.0746,0.0,0.0,0.0,0.0,0.0,0.0,0.0731,0,0,0,0
1.0,0.606,0.0308,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.606,0.0308,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.651,0.0456,0.201,0.201,0.0,0.0,0.0,0.0,0.0,0.0,0.265,0,0,0,0
1.0,0.651,0.0456,0.201,0.201,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0,0,0,0
0.75,0.621,0.0379,0.149,0.149,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0,0,0,0
0.75,0.621,0.0379,0.149,0.149,0.0,0.0,0.0,0.0,0.0,0.0,0.229,0,0,0,0
1.0,0.68,0.0599,0.248,0.248,0.0,0.0,0.0,0.0,0.0,0.0,0.208,0,0,0,0
0.75,0.621,0.0379,0.149,0.149,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0,0,0,0
0.5,0.562,0.016,0.0493,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.5,0.562,0.016,0.0493,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.5,0.562,0.016,0.0493,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.5,0.562,0.016,0.0493,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.5,0.626,0.0496,0.159,0.159,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0,0,0,0
0.5,0.626,0.0496,0.159,0.159,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0,0,0,0
0.5,0.626,0.0496,0.159,0.159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.5,0.626,0.0496,0.159,0.159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
