Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),Water Heating Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,0.23936107047072547,0.06150723502234039,0.14446486486486484,0.003989351174512091,0.001025120583705673,0.0024077477477477474,0.009348246978880323,0.08385501099184511,0.1461578125,0.0,0.14446486486486484,0.0,0.06150723502234039,0,1,0,0,Off,0,0,Off,0.03331151295840272,0.024983634718802033,On,0,0,Off,0.0028521290204678363,0.0,On,0.006496117958412487,0,On,0.0018453642953912474,0,On,0.04869813373805115,0.03652360030353835,On,0,0,Off,On,4062.467070277778,16.111111111111143,0.9250000000000003,0.0,4.233847846246245,0.1461578125,1,3916.309257777778,3916.309257777778,Off,0.0,0,95.82244356973737,51.666666666666686,46.10666666666668,0.0,51.07352153791512,0.0,0.0,0.0,149.72256807771464,51.07352153791512,51.07352153791513,51.07352153791512,12.43753247303448,15.36092957046287,-0.25018154064827236,2.8,3002.592563735645,-1214.4960809334168,-0.0,-0.0,155.7940028312841,0.0,1.0,0.07419193281599464,0.0,0,1.892501639436542,65.99961422222222,-1.1724284400002567,0.2579260130635036,7.015750025351343,0.0027384446136613535,-38.066763330285866,1.2380619542693325
2025-01-01 00:01:00,0.23936107047072547,0.06150723502234039,0.14446486486486484,0.003989351174512091,0.001025120583705673,0.0024077477477477474,0.009348246978880323,0.08385501099184511,0.1461578125,0.0,0.14446486486486484,0.0,0.06150723502234039,0,1,0,0,Off,0,0,Off,0.03331151295840272,0.024983634718802033,On,0,0,Off,0.0028521290204678363,0.0,On,0.006496117958412487,0,On,0.0018453642953912474,0,On,0.04869813373805115,0.03652360030353835,On,0,0,Off,On,4062.467070277778,16.111111111111143,0.9250000000000003,0.0,4.233847846246245,0.1461578125,1,3916.309257777778,3916.309257777778,Off,0.0,0,95.41000633528685,51.666666666666686,46.10666666666668,0.0,51.05241119437776,0.0,0.0,0.0,149.0781348988857,51.05361514079725,51.054217114007,51.05241119437776,12.43753247303448,15.494700260424416,-0.11641085068672652,2.8,2980.228918234966,-1231.5899631844902,-0.0,-0.0,155.7940028312841,0.0,1.0,0.07444337221175888,0.0,0,1.898915402370619,65.99961422222222,-6.442191689606108,0.25643473190581906,7.102954987148635,0.002738089501058654,-38.288815407969366,1.2411033109699183
2025-01-01 00:02:00,0.23936107047072547,0.06150723502234039,0.14446486486486484,0.003989351174512091,0.001025120583705673,0.0024077477477477474,0.009348246978880323,0.08385501099184511,0.1461578125,0.0,0.14446486486486484,0.0,0.06150723502234039,0,1,0,0,Off,0,0,Off,0.03331151295840272,0.024983634718802033,On,0,0,Off,0.0028521290204678363,0.0,On,0.006496117958412487,0,On,0.0018453642953912474,0,On,0.04869813373805115,0.03652360030353835,On,0,0,Off,On,4062.467070277778,16.111111111111143,0.9250000000000003,0.0,4.233847846246245,0.1461578125,1,3916.309257777778,3916.309257777778,Off,0.0,0,95.01152912859526,51.666666666666686,46.10666666666668,0.0,51.03139247069438,0.0,0.0,0.0,148.45551426343008,51.03379442443505,51.034995401305395,51.03139247069438,12.43753247303448,15.623353971425031,0.0,2.8,2958.56632918599,-1248.1118198209456,-0.0,-0.0,155.7940028312841,0.0,1.0,0.07468514243279031,0.0,0,1.9050825221948686,65.99961422222222,-11.582924102126718,0.2542950434927172,7.165666371010534,0.0027377331922925118,-38.498266748616544,1.2405506439510514
2025-01-01 00:03:00,0.23936107047072547,0.06150723502234039,0.14446486486486484,0.003989351174512091,0.001025120583705673,0.0024077477477477474,0.009348246978880323,0.08385501099184511,0.1461578125,0.0,0.14446486486486484,0.0,0.06150723502234039,0,1,0,0,Off,0,0,Off,0.03331151295840272,0.024983634718802033,On,0,0,Off,0.0028521290204678363,0.0,On,0.006496117958412487,0,On,0.0018453642953912474,0,On,0.04869813373805115,0.03652360030353835,On,0,0,Off,On,4062.467070277778,16.111111111111143,0.9250000000000003,0.0,4.233847846246245,0.1461578125,1,3916.309257777778,3916.309257777778,Off,0.0,0,94.62632728182525,51.666666666666686,46.10666666666668,0.0,51.01046228764005,0.0,0.0,0.0,147.85363637785196,51.014056488737,51.01585358928548,51.01046228764005,12.43753247303448,15.747142970600551,0.0,2.8,2937.5833255893112,-1264.0846036174237,-0.0,-0.0,155.7940028312841,0.0,1.0,0.07491771899141463,0.0,0,1.911015128366252,65.99961422222222,-16.59314390232758,0.2522536613679436,7.225529011196218,0.0027373747748058327,-38.69550736540813,1.2400193509551396
2025-01-01 00:04:00,0.23936107047072547,0.06150723502234039,0.14446486486486484,0.003989351174512091,0.001025120583705673,0.0024077477477477474,0.009348246978880323,0.08385501099184511,0.1461578125,0.0,0.14446486486486484,0.0,0.06150723502234039,0,1,0,0,Off,0,0,Off,0.03331151295840272,0.024983634718802033,On,0,0,Off,0.0028521290204678363,0.0,On,0.006496117958412487,0,On,0.0018453642953912474,0,On,0.04869813373805115,0.03652360030353835,On,0,0,Off,On,4062.467070277778,16.111111111111143,0.9250000000000003,0.0,4.233847846246245,0.1461578125,1,3916.309257777778,3916.309257777778,Off,0.0,0,94.25375390311525,51.666666666666686,46.10666666666668,0.0,50.98961771693954,0.0,0.0,0.0,147.27149047361758,50.994398575846205,50.99678900529953,50.98961771693954,12.43753247303448,15.866305588594017,0.0,2.8,2918.578377863144,-1279.5304399132801,-0.0,-0.0,155.7940028312841,0.0,1.0,0.07514155170818254,0.0,0,1.916724694991149,65.99961422222222,-20.15225533263841,0.2503044643727744,7.283278287414539,0.0027370143666633805,-38.88113775815724,1.239508355468616
2025-01-01 00:05:00,0.23936107047072547,0.06150723502234039,0.14446486486486484,0.003989351174512091,0.001025120583705673,0.0024077477477477474,0.009348246978880323,0.08385501099184511,0.1461578125,0.0,0.14446486486486484,0.0,0.06150723502234039,0,1,0,0,Off,0,0,Off,0.03331151295840272,0.024983634718802033,On,0,0,Off,0.0028521290204678363,0.0,On,0.006496117958412487,0,On,0.0018453642953912474,0,On,0.04869813373805115,0.03652360030353835,On,0,0,Off,On,4062.467070277778,16.111111111111143,0.9250000000000003,0.0,4.233847846246245,0.1461578125,1,3916.309257777778,3916.309257777778,Off,0.0,0,93.89302333306667,51.666666666666686,46.10666666666668,0.0,50.96885597293951,0.0,0.0,0.0,146.70784895791667,50.97481806229271,50.97779910696932,50.96885597293951,12.43753247303448,15.981132008741586,0.0,2.8,2901.298434652269,-1294.4791094210564,-0.0,-0.0,155.7940028312841,0.0,1.0,0.0753571880949011,0.0,0,1.9222251881027004,65.99961422222222,-22.48352903573727,0.24844075839167692,7.339093719500143,0.0027366520802747448,-39.055874059717084,1.2390163642551872
2025-01-01 00:06:00,0.23936107047072547,0.06150723502234039,0.14446486486486484,0.003989351174512091,0.001025120583705673,0.0024077477477477474,0.009348246978880323,0.08385501099184511,0.1461578125,0.0,0.14446486486486484,0.0,0.06150723502234039,0,1,0,0,Off,0,0,Off,0.03331151295840272,0.024983634718802033,On,0,0,Off,0.0028521290204678363,0.0,On,0.006496117958412487,0,On,0.0018453642953912474,0,On,0.04869813373805115,0.03652360030353835,On,0,0,Off,On,4062.467070277778,16.111111111111143,0.9250000000000003,0.0,4.233847846246245,0.1461578125,1,3916.309257777778,3916.309257777778,Off,0.0,0,93.54342040007239,51.666666666666686,46.10666666666668,0.0,50.94817444317477,0.0,0.0,0.0,146.1615943751131,50.95531248782147,50.958881510144835,50.94817444317477,12.43753247303448,16.091886307405968,0.0,2.8,2884.950810296718,-1308.957919028858,-0.0,-0.0,155.7940028312841,0.0,1.0,0.07556512673861608,0.0,0,1.9275293257521235,65.99961422222222,-24.35234378348636,0.24665651769167443,7.392536897083671,0.002736288021225492,-39.220369632392334,1.2385422016913872
2025-01-01 00:07:00,0.23936107047072547,0.06150723502234039,0.14446486486486484,0.003989351174512091,0.001025120583705673,0.0024077477477477474,0.009348246978880323,0.08385501099184511,0.1461578125,0.0,0.14446486486486484,0.0,0.06150723502234039,0,1,0,0,Off,0,0,Off,0.03331151295840272,0.024983634718802033,On,0,0,Off,0.0028521290204678363,0.0,On,0.006496117958412487,0,On,0.0018453642953912474,0,On,0.04869813373805115,0.03652360030353835,On,0,0,Off,On,4062.467070277778,16.111111111111143,0.9250000000000003,0.0,4.233847846246245,0.1461578125,1,3916.309257777778,3916.309257777778,Off,0.0,0,93.20436809353978,51.666666666666686,46.10666666666668,0.0,50.92757067283308,0.0,0.0,0.0,145.6318251461559,50.935879540748985,50.94003397470694,50.92757067283308,12.43753247303448,16.198781217851103,0.0,2.8,2869.210049405746,-1322.988253752524,-0.0,-0.0,155.7940028312841,0.0,1.0,0.07576576987630927,0.0,0,1.9326473682752618,65.99961422222222,-26.06276995079234,0.24494674267973557,7.443731686015268,0.0027359222888688247,-39.37515805968846,1.2380849169528572
2025-01-01 00:08:00,0.23936107047072547,0.06150723502234039,0.14446486486486484,0.003989351174512091,0.001025120583705673,0.0024077477477477474,0.009348246978880323,0.08385501099184511,0.1461578125,0.0,0.14446486486486484,0.0,0.06150723502234039,0,1,0,0,Off,0,0,Off,0.03331151295840272,0.024983634718802033,On,0,0,Off,0.0028521290204678363,0.0,On,0.006496117958412487,0,On,0.0018453642953912474,0,On,0.04869813373805115,0.03652360030353835,On,0,0,Off,On,4062.467070277778,16.111111111111143,0.9250000000000003,0.0,4.233847846246245,0.1461578125,1,3916.309257777778,3916.309257777778,Off,0.0,0,92.87535987577805,51.666666666666686,46.10666666666668,0.0,50.90704233431161,0.0,0.0,0.0,145.1177498059032,50.91651702926137,50.92125437673626,50.90704233431161,12.43753247303448,16.302003328437312,0.0,2.8,2853.992384340616,-1336.5887225459578,-0.0,-0.0,155.7940028312841,0.0,1.0,0.07595947069732319,0.0,0,1.9375883248916392,65.99961422222222,-27.679966222488297,0.24330702155802167,7.493395570887888,0.002735554977484763,-39.52071106680732,1.2376436751605182
2025-01-01 00:09:00,0.09320325797072546,0.06150723502234039,0.0,0.0015533876328454243,0.001025120583705673,0.0,0.009348246978880323,0.08385501099184511,0.0,0.0,0.0,0.0,0.06150723502234039,0,1,0,0,Off,0,0,Off,0.03331151295840272,0.024983634718802033,On,0,0,Off,0.0028521290204678363,0.0,On,0.006496117958412487,0,On,0.0018453642953912474,0,On,0.04869813373805115,0.03652360030353835,On,0,0,Off,Off,0.0,16.111111111111143,0.0,0.0,0.0,0.0,0,0.0,3916.309257777778,Off,0.0,0,92.5559245102651,51.666666666666686,46.10666666666668,0.0,50.88658721168666,0.0,0.0,0.0,144.61863204728922,50.8972228667742,50.90254069431798,50.88658721168666,12.43753247303448,16.401726176398242,0.0,2.8,-1223.1892420253453,-1349.776789669418,-0.0,-0.0,155.7940028312841,0.0,1.0,0.07614655788971049,0.0,0,1.9423605798373176,65.99961422222222,-29.206455187211375,0.24173330050703526,7.541027514474246,0.002735186176871592,-39.6574685205387,1.2372177007961995
