Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,3.6831249021579526,0.2018713080122028,0.0,3.6831249021579526,0.2018713080122028,0.0,0.1685698419257557,0.7916339162962964,0.39863277593590063,2.324288368,0.0,0.0,0.2018713080122028,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03681798800665564,0.027613491004991726,0.0,0.0,0.01861984649122807,0.0,0.14994999543452764,0.0,0.1294710319196302,0.0,0.23234375600961482,0.17425781700721107,2324.288368,21.111111111111143,0.45,0.0,2.324288368,0.0,0.45,2324.288368,5165.085262222222,791.6339162962963,0.31666666666666665,21.02162092446391,51.66666666666668,46.10666666666668,0.0,50.97092425305138,0.10776691131158488,274.8833533589401,791.6339162962963,21.02162092446391,50.678297844479516,50.973931878778814,50.52897701446615,12.43753247303448,20.871543451238246,-0.038785684621148245,2.8,2228.132292859126,-660.2823712517461,0.0,0.0,616.9381691632057,0.0,1.0,0.0280323673456181,0.0,0.0,0.5216383718983367,65.99961422222222,-52.81187305233307,0.17730994300550992,9.540474829074965,0.002653332693070361,29.567357164693895,1.218411484337515
2025-01-01 01:00:00,3.1040283295599678,0.18555592321290906,0.0,3.1040283295599678,0.18555592321290906,0.0,0.07939774635528767,0.0,0.26991844335282855,2.754712139851852,0.0,0.0,0.18555592321290906,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03589753830648924,0.026923153729866926,0.0,0.0,0.01722335800438596,0.0,0.0621743883509017,0.0,0.022510545735616404,0.0,0.21151035931072293,0.15863276948304214,2754.7121398518516,21.111111111111143,0.5333333333333333,0.0,2.754712139851852,0.0,0.5333333333333333,2754.7121398518516,5165.085262222222,0.0,0.0,21.817229523785613,51.66666666666668,46.10666666666668,0.0,51.73023040990515,0.0,0.0,0.0,21.817229523785613,51.742198316755896,51.748182270181275,51.73023040990515,12.43753247303448,20.76158589022268,-0.0680954377202402,2.5,2483.7734836680247,-626.0456795833228,0.0,0.0,400.51007877858785,0.0,1.0,0.026304280490945894,0.0,0.0,0.48948138700098237,65.99961422222222,-45.40305537909164,0.17934169353662624,9.504586085833012,0.0026655360576539927,30.98843906131446,1.2189175493785604
2025-01-01 02:00:00,2.4144298448968384,0.18486558593778427,0.0,2.4144298448968384,0.18486558593778427,0.0,0.07939774635528767,0.0,0.2689979936526622,2.066034104888889,0.0,0.0,0.18486558593778427,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034977088606322856,0.026232816454742135,0.0,0.0,0.01722335800438596,0.0,0.0621743883509017,0.0,0.022510545735616404,0.0,0.21151035931072293,0.15863276948304214,2066.0341048888886,21.111111111111143,0.4,0.0,2.066034104888889,0.0,0.4,2066.0341048888886,5165.085262222222,0.0,0.0,21.636276990812295,51.66666666666668,46.10666666666668,0.0,51.536707510639694,0.0,0.0,0.0,21.636276990812295,51.559316222262616,51.570620578074085,51.536707510639694,12.43753247303448,20.83534039008946,-0.04720546000110417,1.6500000000000001,1797.018392502155,-627.5576098289699,0.0,0.0,399.58962907842147,0.0,1.0,0.024986768018141075,0.0,0.0,0.46496454713525887,65.99961422222222,-41.04773163618539,0.17945513514315087,9.553599869622747,0.0026794054366134283,36.41613671091192,1.2186015534846182
2025-01-01 03:00:00,3.187341192205444,0.18417524866265947,0.0,3.187341192205444,0.18417524866265944,0.0,0.07846675403072625,0.0,0.2680775439524958,2.840796894222222,0.0,0.0,0.18417524866265947,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03405663890615646,0.025542479179617338,0.0,0.0,0.01629236567982456,0.0,0.0621743883509017,0.0,0.022510545735616404,0.0,0.21151035931072293,0.15863276948304214,2840.796894222222,21.111111111111143,0.55,0.0,2.840796894222222,0.0,0.55,2840.796894222222,5165.085262222222,0.0,0.0,21.506908587419193,51.66666666666668,46.10666666666668,0.0,51.34444444835478,0.0,0.0,0.0,21.506908587419193,51.377529653966306,51.39407225677207,51.34444444835478,12.43753247303448,20.836946294599716,-0.04944799661484958,1.6500000000000001,2549.6520694529495,-648.8417372205327,0.0,0.0,397.73818705369365,0.0,1.0,0.025851487759740055,0.0,0.0,0.48105562473119196,65.99961422222222,-40.04127460243305,0.18041308631352673,9.570855001830619,0.0026940354484284723,25.20318518367698,1.2185841810836986
2025-01-01 04:00:00,2.755996970653426,0.1834849113875347,0.0,2.755996970653426,0.1834849113875347,0.0,0.07846675403072625,0.0,0.2671570942523294,2.4103731223703706,0.0,0.0,0.1834849113875347,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03313618920599007,0.024852141904492545,0.0,0.0,0.01629236567982456,0.0,0.0621743883509017,0.0,0.022510545735616404,0.0,0.21151035931072293,0.15863276948304214,2410.3731223703703,21.111111111111143,0.4666666666666667,0.0,2.4103731223703706,0.0,0.4666666666666667,2410.3731223703703,5165.085262222222,0.0,0.0,21.422267062411382,51.66666666666668,46.10666666666668,0.0,51.153499224260756,0.0,0.0,0.0,21.422267062411382,51.19689484226025,51.21859265126,51.153499224260756,12.43753247303448,20.77619711806637,-0.054612763841378135,0.55,2069.9010256551474,-703.3083215777606,0.0,0.0,396.81773735352726,0.0,1.0,0.02646442524920276,0.0,0.0,0.4924614296757664,65.99961422222222,-33.9815124909893,0.18157933511576332,9.549130520555126,0.002702704431439587,36.428841145419774,1.2182574531933617
2025-01-01 05:00:00,2.843943709672919,0.1834849113875347,0.0,2.843943709672919,0.1834849113875347,0.0,0.08032873867984908,0.0,0.2671570942523294,2.496457876740741,0.0,0.0,0.1834849113875347,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03313618920599007,0.024852141904492545,0.0,0.0,0.01815435032894737,0.0,0.0621743883509017,0.0,0.022510545735616404,0.0,0.21151035931072293,0.15863276948304214,2496.4578767407406,21.111111111111143,0.48333333333333334,0.0,2.496457876740741,0.0,0.48333333333333334,2496.4578767407406,5165.085262222222,0.0,0.0,21.233026828623096,51.66666666666668,46.10666666666668,0.0,50.96369829054404,0.0,0.0,0.0,21.233026828623096,51.017249341464066,51.04402486692408,50.96369829054404,12.43753247303448,20.864971004055963,-0.04206153325218776,-0.25000000000000006,2122.601042350461,-737.3636366062025,0.0,0.0,398.6797220026501,0.0,1.0,0.02652191751203592,0.0,0.0,0.4935312704784102,65.99961422222222,-35.1729197867271,0.18187084618211952,9.60826418085525,0.002723289851259303,39.476000757684815,1.2172634636396902
2025-01-01 06:00:00,3.192451107366137,0.18486558593778427,0.0,3.1924511073661366,0.18486558593778427,0.0,0.08265621949125257,0.0,0.2689979936526622,2.840796894222222,0.0,0.0,0.18486558593778427,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034977088606322856,0.026232816454742135,0.0,0.0,0.02048183114035088,0.0,0.0621743883509017,0.0,0.022510545735616404,0.0,0.21151035931072293,0.15863276948304214,2840.796894222222,21.111111111111143,0.55,0.0,2.840796894222222,0.0,0.55,2840.796894222222,5165.085262222222,0.0,0.0,21.171418848219375,51.66666666666668,46.10666666666668,0.0,50.78735336840415,0.0,0.0,0.0,21.171418848219375,50.83867128162624,50.86433023823729,50.78735336840415,12.43753247303448,20.773941649660074,-0.06394629013032542,0.3,2497.468960210101,-709.9998292382896,0.0,0.0,402.84810221438636,0.0,1.0,0.026387985392372616,0.0,0.0,0.4910390038787083,65.99961422222222,-36.176206988217565,0.18357182927406368,9.578459507919884,0.0027334340576032454,21.474383486858017,1.2176330472311143
2025-01-01 07:00:00,4.924033000301042,0.24209004020445818,0.0,4.924033000301042,0.24209004020445818,0.0,0.5033645541493761,2.1665770340740744,0.4463115702998143,1.8077798417777777,0.0,0.0,0.24209004020445818,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03681798800665564,0.027613491004991726,0.0,0.0,0.019085342653508773,0.0,0.4842792114958672,0.0,0.12352485002720323,0.0,0.28596873226595537,0.2144765491994665,1807.7798417777776,21.111111111111143,0.35,0.0,1.8077798417777777,0.0,0.35,1807.7798417777776,5165.085262222222,2166.577034074074,0.8666666666666667,19.133255510350583,51.66666666666668,46.10666666666668,0.0,49.54005207601389,0.891311399274422,2316.8969426680715,2166.577034074074,19.133255510350583,47.981137160201655,49.55025587107951,47.19147590722992,12.43753247303448,20.847182811009258,-0.04289703481271167,-0.55,2004.0191935006756,-764.4528296786968,0.0,0.0,995.6579274127957,4.273650205531583,1.0,0.027095027215420238,0.0,0.0,0.5041959428161629,65.99961422222222,-34.96574601120108,0.1834941774765141,9.624184333719333,0.0027446818357338685,36.848119420717374,1.2173214043492442
2025-01-01 08:00:00,4.147180703209347,0.21026906783288177,0.0,4.147180703209347,0.21026906783288174,0.0,0.2520298691708616,0.7083040303703705,0.3460499094458928,2.840796894222222,0.0,0.0,0.21026906783288177,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03773843770682203,0.028303828280116516,0.0,0.0,0.014430381030701754,0.0,0.23759948814015985,0.0,0.06569115233538372,0.0,0.24262031940368706,0.18196523955276522,2840.796894222222,21.111111111111143,0.55,0.0,2.840796894222222,0.0,0.55,2840.796894222222,5165.085262222222,708.3040303703705,0.2833333333333333,21.483309524226865,51.66666666666668,46.10666666666668,0.0,51.296690419772595,0.15659349352180393,411.5212775432084,708.3040303703705,21.483309524226865,51.299567700375256,51.301006340676594,51.296690419772595,12.43753247303448,20.81346976850688,-0.05586072128298672,-1.4,2643.3305307919904,-820.1907757642396,0.0,0.0,604.1962212362741,305.89771147923835,0.35,0.02792504460118882,0.0,0.0,0.5196412640200931,23.099864977777777,18.528191097733707,0.1849853154149228,9.629900420778672,0.002760002862166874,27.01938837427728,1.2180215305513247
2025-01-01 09:00:00,2.2394357313092286,0.18693659776315866,0.0,2.2394357313092286,0.18693659776315866,0.0,0.07381179240791923,0.0,0.2717593427531614,1.8938645961481482,0.0,0.0,0.18693659776315866,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03773843770682203,0.028303828280116516,0.0,0.0,0.011637404057017544,0.0,0.0621743883509017,0.0,0.022510545735616404,0.0,0.21151035931072293,0.15863276948304214,1893.8645961481482,21.111111111111143,0.36666666666666664,0.0,1.8938645961481482,0.0,0.36666666666666664,1893.8645961481482,5165.085262222222,0.0,0.0,21.65021920339918,51.66666666666668,46.10666666666668,0.0,51.53677983165523,0.0,0.0,0.0,21.65021920339918,51.549758257628355,51.55624747061493,51.53677983165523,12.43753247303448,20.80626905502728,-0.05487208852862905,-0.85,1564.3246292419565,-786.6797311641855,0.0,0.0,330.7654100093301,879.7445091189905,0.0,0.02750059744118737,0.0,0.0,0.5117429683545777,0.0,126.37435424866364,0.18587907928249853,9.642882189613424,0.00277076435270159,36.03020224366113,1.2186548807924253
