Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Garage Lighting Electric Power (kW),Garage Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Garage (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Garage (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Garage (m^3/s),Infiltration Heat Gain - Garage (W),Radiation Heat Gain - Garage (W)
2025-01-01 10:00:00,9.515358159710324,0.19327167426208927,0.0,9.515358159710322,0.19327167426208927,0.0,0.026326008441829928,0.0,0.2676717531203457,9.221360398148146,0.0,0.0,0.19327167426208927,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03964239414865571,0.029731795611491772,0.0,0.0,0.0030519846491228074,0.0,0.0005560445664870156,0.0,0.022717979226220104,0.0,0.00997618743755993,0.0,0.21805317153413004,0.16353987865059746,0.0,0.0,9221.360398148148,18.33333333333337,0.4166666666666667,0.0,9.221360398148146,0.0,0.4166666666666667,9221.360398148148,22131.264955555554,0.0,0.0,21.681103877480265,51.66666666666668,46.10666666666668,0.0,50.78490801858565,0.0,0.0,0.0,21.681103877480265,48.69059517130582,50.78490801858565,47.64343874766591,12.43753247303448,17.99125966897503,-0.07043603745391233,1.557265527674862,0.85,9.236100170605994,4303.492772710462,-990.3659444953239,-5161.273999749881,0.0,0.0,278.73403955478653,811.7088681857093,0.0,0.22925065917232437,0.0,0.0,1.3604032042414091,0.0,-35.32766524259144,0.21459873124381973,8.241259776280522,0.0026843800139004685,461.73231208971396,1.2305021894216266,1.0873669091327998,-1022.7326454153127,32.36670091998884
2025-01-01 11:00:00,15.04817439859921,0.19327167426208927,0.0,15.048174398599212,0.19327167426208927,0.0,0.026326008441829928,0.0,0.2676717531203457,14.754176637037036,0.0,0.0,0.19327167426208927,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03964239414865571,0.029731795611491772,0.0,0.0,0.0030519846491228074,0.0,0.0005560445664870156,0.0,0.022717979226220104,0.0,0.00997618743755993,0.0,0.21805317153413004,0.16353987865059746,0.0,0.0,14754.176637037037,20.000000000000057,0.6666666666666666,0.0,14.754176637037036,0.0,0.6666666666666666,14754.176637037037,22131.264955555554,0.0,0.0,20.583636473216657,51.66666666666668,46.10666666666668,0.0,50.684158409639295,0.0,0.0,0.0,20.583636473216657,48.60936926735136,50.684158409639295,47.5719746962074,12.43753247303448,19.467575911217327,-0.23212023492208125,2.66464909626662,1.95,9.236100170605994,9746.526858224957,-988.1107144410182,-5282.950624807793,0.0,0.0,278.73403955478653,1086.812974092907,0.0,0.23098421382938192,0.0,0.0,1.3706903428638373,0.0,-3.433193559073492,0.19975066291802002,8.991508178124871,0.0027404491806525756,375.2261957823539,1.2236830786380817,1.0873669091327998,-1014.0523995907159,25.94168514969783
2025-01-01 12:00:00,9.567201160304798,0.20399739419774654,0.0,9.567201160304798,0.20399739419774654,0.0,0.04975080274818902,0.0,0.2960899594084609,9.221360398148146,0.0,0.0,0.20399739419774654,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04162451385608849,0.031218385392066356,0.0,0.0,0.0031791506761695907,0.0,0.0011126530726966349,0.0,0.04545899899932279,0.0,0.024093433811465493,0.0,0.23037201174090693,0.17277900880568015,0.0,0.0,9221.360398148148,20.000000000000057,0.4166666666666667,0.0,9.221360398148146,0.0,0.4166666666666667,9221.360398148148,22131.264955555554,0.0,0.0,20.389857126710993,51.66666666666668,46.10666666666668,0.0,50.5869071212974,0.0,0.0,0.0,20.389857126710993,48.531264494253385,50.5869071212974,47.503443180731374,12.43753247303448,19.663835048886295,-0.06369146908465446,3.4858556952975683,3.05,9.236100170605994,4783.08537781076,-598.7777241667557,-4903.579292754843,0.0,0.0,346.214624890342,1252.07349824021,0.25,0.2269186104098298,0.0,0.0,1.3465645238188588,16.499903555555555,119.0896475271136,0.20013157043980587,9.127036265066213,0.0027825172367559534,253.28915138218983,1.2222131009321617,1.0873669091327998,-620.1318633269439,21.354139160188165
2025-01-01 13:00:00,9.148994527600017,0.19475826404266386,0.0,9.148994527600017,0.19475826404266386,0.0,0.026834672550017067,0.0,0.2696538728277785,8.852505982222223,0.0,0.0,0.19475826404266386,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04162451385608849,0.031218385392066356,0.0,0.0,0.003560648757309942,0.0,0.0005560445664870156,0.0,0.022717979226220104,0.0,0.00997618743755993,0.0,0.21805317153413004,0.16353987865059746,0.0,0.0,8852.505982222221,20.000000000000057,0.4,0.0,8.852505982222223,0.0,0.4,8852.505982222221,22131.264955555554,0.0,0.0,20.30740155495283,51.66666666666668,46.10666666666668,0.0,50.49005672127721,0.0,0.0,0.0,20.30740155495283,48.453421835573096,50.49005672127721,47.435104392721044,12.43753247303448,19.702287610686305,-0.053990362473777684,4.755297368372142,4.45,9.236100170605994,5057.294415767084,-416.599060579524,-4254.22657791661,0.0,0.0,281.2248233704064,1242.8327695275425,0.0,0.21540984180650566,0.0,0.0,1.278269995282449,0.0,177.79018809106586,0.20141081907314892,9.170268900221515,0.0028083817656907963,174.61525004231393,1.2214594841949729,1.0873669091327998,-433.2163733503527,16.617312770828654
2025-01-01 14:00:00,7.357973904806266,0.20399739419774654,0.0,7.357973904806266,0.20399739419774654,0.0,0.05062267774947473,0.0,0.2991173244641985,7.008233902592592,0.0,0.0,0.20399739419774654,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04162451385608849,0.031218385392066356,0.0,0.0,0.0038149808114035086,0.0,0.0011182924699226695,0.0,0.04568940446814855,0.0,0.02712079886720302,0.0,0.23037201174090693,0.17277900880568015,0.0,0.0,7008.233902592592,20.000000000000057,0.31666666666666665,0.0,7.008233902592592,0.0,0.31666666666666665,7008.233902592592,22131.264955555554,0.0,0.0,20.25252082890699,51.66666666666668,46.10666666666668,0.0,50.39354048054932,0.0,0.0,0.0,20.25252082890699,48.375780432829906,50.39354048054932,47.3669004089702,12.43753247303448,19.701791972939372,-0.054220568553396534,5.280718849159303,4.7,9.236100170605994,3455.6329683115937,-800.3096109424258,-4095.3567247805463,0.0,0.0,350.11386494736524,1099.0824604177037,0.25,0.21139303456545339,0.0,0.0,1.2544337391020903,16.499903555555555,192.6419255521831,0.2028095782665131,9.18972913085704,0.0028293366647464133,87.21230960292733,1.2208325980667827,1.0873669091327998,-815.272141982053,14.962531039627104
2025-01-01 15:00:00,7.7967156538006215,0.20041688611022915,0.0,7.7967156538006215,0.20041688611022912,0.0,0.043504434034907134,0.8250098313333335,0.2888219017657144,6.639379486666667,0.0,0.0,0.20041688611022915,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040633454002372095,0.030475090501779063,0.0,0.0,0.004450810946637427,0.0,0.0009330382710474314,0.0,0.038120584817222275,0.0,0.02159938695207551,0.0,0.22658906081126678,0.16994179560845005,0.0,0.0,6639.379486666667,20.000000000000057,0.3,0.0,6.639379486666667,0.0,0.3,6639.379486666667,22131.264955555554,825.0098313333333,0.15,20.170251426329802,51.66666666666668,46.10666666666668,0.0,50.25858418647478,0.22013469200942928,578.1013350521896,825.0098313333333,20.170251426329802,48.250705243460516,50.25858418647478,47.24676577195339,12.43753247303448,19.700560281100074,-0.052324792947407536,4.912721612824905,4.15,9.236100170605994,2798.995448178076,-1055.662032102319,-4324.380906224896,0.0,0.0,326.36504367716617,818.1309054996524,0.15,0.21497091329289436,0.0,0.0,1.2756653364408757,9.899942133333333,157.631824059139,0.20301841904048779,9.192356052252997,0.0028320968399257584,39.03608077626844,1.2208356301296475,1.0873669091327998,-1072.7354271052006,17.073395002881686
2025-01-01 16:00:00,8.705158319362143,0.24665994986632742,0.0,8.705158319362143,0.2466599498663274,0.0,0.1599686475879333,0.7333420722962963,0.43475928095939503,7.377088318518518,0.0,0.0,0.24665994986632742,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04360663356352128,0.03270497517264095,0.0,0.0,0.0055953051900584794,0.0,0.0036881657858266557,0.0,0.1506851766120482,0.0,0.1058793478042917,0.0,0.285273299591582,0.21395497469368643,0.0,0.0,7377.0883185185185,20.000000000000057,0.3333333333333333,0.0,7.377088318518518,0.0,0.3333333333333333,7377.0883185185185,22131.264955555554,733.3420722962964,0.13333333333333333,21.8915267228092,51.66666666666668,46.10666666666668,0.0,51.62178349109276,0.2883073241156524,789.775362348222,733.3420722962964,21.8915267228092,50.74992321376832,51.621868425548286,50.31390814065058,12.43753247303448,19.699252306958122,-0.05724889123232231,4.212808085931975,3.05,9.236100170605994,3161.9131945743507,-1623.4380666053642,-4902.613784280566,0.0,0.0,640.7584117981398,305.20876737588344,1.0,0.2258465066608155,0.0,0.0,1.3402025208448913,65.99961422222222,46.68024853825889,0.20339311134942298,9.19723409984287,0.0028369960899933167,-123.86521631743705,1.2208376546134876,1.0873669091327998,-1644.5064294591875,21.068362853823533
2025-01-01 17:00:00,9.833454790247929,0.23421032948355902,0.0,9.833454790247927,0.23421032948355902,0.0,0.1343848870464459,1.1916808674814816,0.3925918853496304,8.11479715037037,0.0,0.0,0.23421032948355902,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047570872978386844,0.03567815473379012,0.0,0.0,0.007121297514619884,0.0,0.003040481014416577,0.0,0.12422310851740945,0.0,0.08031144603821831,0.0,0.2647095663330253,0.1985321747497689,0.0,0.0,8114.79715037037,20.000000000000057,0.36666666666666664,0.0,8.11479715037037,0.0,0.36666666666666664,8114.79715037037,22131.264955555554,1191.6808674814815,0.21666666666666667,21.405078974056437,51.66666666666668,46.10666666666668,0.0,51.55070019343772,0.14216799373697966,385.40089003479295,1191.6808674814815,21.405078974056437,50.00795048477421,51.55285503241227,49.23442079146791,12.43753247303448,19.70227321667432,-0.05539527513845523,3.1621371981459365,1.95,9.236100170605994,3152.707211099373,-1692.4756480455105,-5468.036465838699,0.0,0.0,548.0468712860979,24.725904164955242,0.6,0.2361668185229067,0.0,0.0,1.4014445926306307,39.59976853333333,-42.10034471839531,0.20058682799798924,9.152341893751972,0.0027995174205963144,-286.6764057105172,1.2202787974226685,1.0873669091327998,-1718.8110679447964,26.33541989928601
2025-01-01 18:00:00,10.690672185887653,0.2570123927715291,0.0,10.690672185887653,0.25701239277152904,0.0,0.23049288955178635,0.0,0.501110066335868,9.95906923,0.0,0.0,0.2570123927715291,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04955299268581963,0.03716474451436471,0.0,0.0,0.008138625730994152,0.0,0.0053123121869246325,0.0,0.21704195163386758,0.0,0.1584268759738291,0.0,0.29313019767621923,0.21984764825716438,0.0,0.0,9959.06923,20.000000000000057,0.45,0.0,9.95906923,0.0,0.45,9959.06923,22131.264955555554,0.0,0.0,21.548405928855587,51.66666666666668,46.10666666666668,0.0,51.61160954643541,0.3014130400138165,823.5720557820424,0.0,21.548405928855587,50.220854183329216,51.61167247695088,49.52541357126065,12.43753247303448,19.65544205349293,-0.06885505052830236,2.530330902999235,1.15,9.236100170605994,4902.780685406303,-1932.4157067552067,-5741.581805670081,0.0,0.0,770.483494850319,0.0,0.9,0.23721885507608953,0.0,0.0,1.4076875142566625,59.3996528,-85.19023377393499,0.19887628082853887,9.091991662610248,0.0027689092265399903,-239.72513407190965,1.2198826210903373,1.0873669091327998,-1962.723080466733,30.307373711526562
2025-01-01 19:00:00,14.412495678344264,0.27422231047013756,0.0,14.412495678344264,0.27422231047013756,0.0,0.30594579863141885,2.7500327711111114,0.6597390467498827,10.696778061851852,0.0,0.0,0.27422231047013756,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047570872978386844,0.03567815473379012,0.0,0.0,0.008647289839181288,0.0,0.007102820806190632,0.0,0.2901956879860469,0.0,0.2941092994563659,0.0,0.31805887431513,0.23854415573634746,0.0,0.0,10696.778061851852,20.000000000000057,0.48333333333333334,0.0,10.696778061851852,0.0,0.48333333333333334,10696.778061851852,22131.264955555554,2750.0327711111113,0.5,20.93351751684181,51.66666666666668,46.10666666666668,0.0,51.21934844388803,0.9171777656849506,2481.3888073778594,2750.0327711111113,20.93351751684181,49.37610530700112,51.21934844388803,48.45448373855767,12.43753247303448,19.735622982724653,-0.056444095859649934,1.4338048742641603,-0.25000000000000006,9.236100170605994,5103.260010736572,-2372.5673259515434,-6494.381611854457,0.0,0.0,1025.9202419570202,0.0,1.25,0.24693454609859689,0.0,0.0,1.4653416874056404,82.49951777777778,-125.05668121784278,0.19536351610484842,9.088390540230865,0.002733348609800836,-259.7469683542955,1.2195750202710298,1.0873669091327998,-2407.5421237476335,34.974797796090186
2025-01-01 20:00:00,11.35297959000302,0.25318202886120406,0.0,11.35297959000302,0.25318202886120406,0.0,0.21331647589413053,0.5500065542222222,0.6305873298866677,9.95906923,0.0,0.0,0.25318202886120406,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04657981312467045,0.03493485984350283,0.0,0.0,0.008901621893274854,0.0,0.004883717997745999,0.0,0.19953113600310968,0.0,0.2930112914050621,0.0,0.29099622535693503,0.21824716901770122,0.0,0.0,9959.06923,20.000000000000057,0.45,0.0,9.95906923,0.0,0.45,9959.06923,22131.264955555554,550.0065542222222,0.1,21.700397484783537,51.66666666666668,46.10666666666668,0.0,51.44898467130547,0.1744278617198091,475.82186808141745,550.0065542222222,21.700397484783537,50.439920843571876,51.449120177846694,49.93525342316387,12.43753247303448,19.670386338740776,-0.06751977047431908,0.7453741196420499,-0.55,9.236100170605994,4084.4600870310674,-1815.4594575129572,-6612.256900547019,0.0,0.0,889.533684228035,0.0,1.0,0.24847055274096289,0.0,0.0,1.4744565504361546,65.99961422222222,-151.88592664994886,0.19398076973359699,9.023795469485218,0.002702939011341799,-173.27410357183948,1.2198689652843486,1.0873669091327998,-1853.5310761686094,38.071618655652074
2025-01-01 21:00:00,14.052299001069487,0.24167187363271017,0.0,14.052299001069487,0.24167187363271017,0.0,0.1667699193118222,0.0,0.6067701084243323,13.278758973333334,0.0,0.0,0.24167187363271017,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045588753270954054,0.03419156495321553,0.0,0.0,0.008265791758040937,0.0,0.003786855237282262,0.0,0.154717272316499,0.0,0.2845409435807188,0.0,0.2766404115726596,0.20748030867949463,0.0,0.0,13278.758973333333,20.000000000000057,0.6,0.0,13.278758973333334,0.0,0.6,13278.758973333333,22131.264955555554,0.0,0.0,20.941181892726323,51.66666666666668,46.10666666666668,0.0,51.2485633244015,0.1091004021828485,294.97991198816845,0.0,20.941181892726323,49.36907832419657,51.2485633244015,48.42933582409411,12.43753247303448,19.702416169162827,-0.05673926325392973,1.0654602968891818,-0.3,9.236100170605994,7377.448873524247,-1913.1241692414958,-6541.889327540482,0.0,0.0,820.1748131482907,0.0,1.0,0.2488272354843424,0.0,0.0,1.4765731521887644,65.99961422222222,-179.5955854168955,0.19251320388828572,9.021281292290853,0.002687793071693539,-77.8840703086057,1.2197466626929034,1.0873669091327998,-1950.948534813952,37.824365572455875
2025-01-01 22:00:00,13.626887325096046,0.2005370481472532,0.0,13.626887325096046,0.2005370481472532,0.0,0.04346040464329393,0.0,0.3046679471194194,13.278758973333334,0.0,0.0,0.2005370481472532,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04360663356352128,0.03270497517264095,0.0,0.0,0.007121297514619884,0.0,0.0008681852029480331,0.0,0.03547092192572601,0.0,0.037285216256415024,0.0,0.22377609729948308,0.16783207297461228,0.0,0.0,13278.758973333333,20.000000000000057,0.6,0.0,13.278758973333334,0.0,0.6,13278.758973333333,22131.264955555554,0.0,0.0,20.39553342086599,51.66666666666668,46.10666666666668,0.0,51.041985095672366,0.0,0.0,0.0,20.39553342086599,48.575238206283395,51.041985095672366,47.341864761588916,12.43753247303448,19.71678639548312,-0.06174280963565657,0.0011357568063490346,-1.95,9.236100170605994,5905.41624835815,-2767.938700207699,-7578.407954221066,0.0,0.0,398.4636391739717,0.0,1.0,0.26374909055367085,0.0,0.0,1.5651213793686973,65.99961422222222,-193.39840992808737,0.19170764034231275,9.017682736154027,0.0026788077458966874,-84.52215735678895,1.2196936430176402,1.0873669091327998,-2808.9615139072253,41.02281369952593
2025-01-01 23:00:00,14.314381445223153,0.19401496915237657,0.0,14.314381445223152,0.19401496915237657,0.0,0.02925082706390595,0.0,0.2686628129740621,14.016467805185185,0.0,0.0,0.19401496915237657,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040633454002372095,0.030475090501779063,0.0,0.0,0.005976803271198831,0.0,0.0005560445664870156,0.0,0.022717979226220104,0.0,0.00997618743755993,0.0,0.21805317153413004,0.16353987865059746,0.0,0.0,14016.467805185184,20.000000000000057,0.6333333333333333,0.0,14.016467805185185,0.0,0.6333333333333333,14016.467805185184,22131.264955555554,0.0,0.0,20.35875545003629,51.66666666666668,46.10666666666668,0.0,50.94240655032005,0.0,0.0,0.0,20.35875545003629,48.49719853412355,50.94240655032005,47.274594526025304,12.43753247303448,19.69007703317589,-0.06840929980378606,-1.343833321748908,-3.05,9.236100170605994,5996.771490323474,-2417.430285899098,-8163.189975595285,0.0,0.0,348.6495322528011,0.0,1.0,0.2703981092453745,0.0,0.0,1.6045775203713515,65.99961422222222,-205.1558715192276,0.19107364849959108,8.990140771322569,0.0026654846754714276,-95.46764279124574,1.2198146329092066,1.0873669091327998,-2462.622169224903,45.19188332580505
