Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W)
2025-01-01 00:00:00,0.3191315944636219,0.14578795946655967,0.0,0.005318859907727031,0.0024297993244426614,0.0,0.08648498514107798,0.0,0.2126466093225439,0.0,0.020000000000000004,0.0,0.0,0.13995462613322635,0.0,0.005833333333333337,1,0.043945379194814636,0.03295903439611097,On,0.0,0,Off,0.020472697368421052,0.0,On,0.06601228777265693,0,On,0.026040441144908725,0,On,0.14266078898282053,0.10699559173711537,On,0,0,Off,Off,0.0,14.444444444444457,0.0,0.0,0.0,0.0,0,0.0,3564.3308533333334,Off,0.0,20.000000000000057,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,1149.4248977777777,Off,0.0,0.0,23.960246180239512,51.666666666666686,46.10666666666668,0.0,51.0624702058389,0.0,0.0,0.0,23.960246180239512,51.09616684334725,51.11301516210143,51.0624702058389,12.43753247303448,17.071849317839774,0.0,4.2915827907662285,2.8,9.236100170605994,-13.746734120212068,-671.1549873116684,-541.013657983926,-0.0,-0.0,553.1437961237133,0.0,4.0,0.02908776315785515,0.0,0.0,0.40619604368801604,263.9984568888889,-25.87687225999937,0.29282723083481976,8.699444419862253,0.003471607283056721,104.70480337836204,1.230219348574451,0.34572497279938197,-672.0409964219189,0.8860091102504342
2025-01-01 00:01:00,0.3191315944636219,0.14578795946655967,0.0,0.005318859907727031,0.0024297993244426614,0.0,0.08648498514107798,0.0,0.2126466093225439,0.0,0.020000000000000004,0.0,0.0,0.13995462613322635,0.0,0.005833333333333337,1,0.043945379194814636,0.03295903439611097,On,0.0,0,Off,0.020472697368421052,0.0,On,0.06601228777265693,0,On,0.026040441144908725,0,On,0.14266078898282053,0.10699559173711537,On,0,0,Off,Off,0.0,14.444444444444457,0.0,0.0,0.0,0.0,0,0.0,3564.3308533333334,Off,0.0,20.000000000000057,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,1149.4248977777777,Off,0.0,0.0,23.960890588084702,51.666666666666686,46.10666666666668,0.0,51.05891424734052,0.0,0.0,0.0,23.960890588084702,51.092804223532426,51.10974921162838,51.05891424734052,12.43753247303448,17.06756593455173,0.0,4.341339202550274,2.8,9.236100170605994,-14.42716112564716,-694.5557295038852,-540.7660540512155,-0.0,-0.0,553.1437961237133,0.0,4.0,0.02908317933733475,0.0,0.0,0.4061320329302875,263.9984568888889,-26.80490319814493,0.2938076266129077,8.721577215372047,0.0034721454194309087,104.67131319557016,1.2338307887496294,0.3458851805504664,-694.7808368601874,0.22510735630215706
2025-01-01 00:02:00,0.3191315944636219,0.14578795946655967,0.0,0.005318859907727031,0.0024297993244426614,0.0,0.08648498514107798,0.0,0.2126466093225439,0.0,0.020000000000000004,0.0,0.0,0.13995462613322635,0.0,0.005833333333333337,1,0.043945379194814636,0.03295903439611097,On,0.0,0,Off,0.020472697368421052,0.0,On,0.06601228777265693,0,On,0.026040441144908725,0,On,0.14266078898282053,0.10699559173711537,On,0,0,Off,Off,0.0,14.444444444444457,0.0,0.0,0.0,0.0,0,0.0,3564.3308533333334,Off,0.0,20.000000000000057,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,1149.4248977777777,Off,0.0,0.0,23.961732978842793,51.666666666666686,46.10666666666668,0.0,51.055358223456736,0.0,0.0,0.0,23.961732978842793,51.089441513280356,51.10648315819217,51.055358223456736,12.43753247303448,17.063001327701578,0.0,4.3881677466381594,2.8,9.236100170605994,-15.070704341542182,-716.5167201302041,-540.5022437867217,-0.0,-0.0,553.1437961237133,0.0,4.0,0.02907829422736992,0.0,0.0,0.40606381481637044,263.9984568888889,-27.71225667853379,0.29393777634853674,8.720010047970735,0.0034726818090514014,104.639070204422,1.2338497963444892,0.3460358932776735,-716.2014122074036,-0.31530792280060993
2025-01-01 00:03:00,0.3191315944636219,0.14578795946655967,0.0,0.005318859907727031,0.0024297993244426614,0.0,0.08648498514107798,0.0,0.2126466093225439,0.0,0.020000000000000004,0.0,0.0,0.13995462613322635,0.0,0.005833333333333337,1,0.043945379194814636,0.03295903439611097,On,0.0,0,Off,0.020472697368421052,0.0,On,0.06601228777265693,0,On,0.026040441144908725,0,On,0.14266078898282053,0.10699559173711537,On,0,0,Off,Off,0.0,14.444444444444457,0.0,0.0,0.0,0.0,0,0.0,3564.3308533333334,Off,0.0,20.000000000000057,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,1149.4248977777777,Off,0.0,0.0,23.962760816613695,51.666666666666686,46.10666666666668,0.0,51.051802104757044,0.0,0.0,0.0,23.962760816613695,51.0860786848058,51.10321697483018,51.051802104757044,12.43753247303448,17.05817327032224,0.0,4.432295096846104,2.8,9.236100170605994,-15.693954766899594,-737.1592943898908,-540.2232636037753,-0.0,-0.0,553.1437961237133,0.0,4.0,0.029073126785986815,0.0,0.0,0.4059916540856049,263.9984568888889,-28.614487286837566,0.2940728749532711,8.718302049544953,0.0034732180251816343,104.60786309508485,1.2338699247710982,0.34617785245090993,-736.403098884599,-0.7561955052917959
2025-01-01 00:04:00,0.3191315944636219,0.14578795946655967,0.0,0.005318859907727031,0.0024297993244426614,0.0,0.08648498514107798,0.0,0.2126466093225439,0.0,0.020000000000000004,0.0,0.0,0.13995462613322635,0.0,0.005833333333333337,1,0.043945379194814636,0.03295903439611097,On,0.0,0,Off,0.020472697368421052,0.0,On,0.06601228777265693,0,On,0.026040441144908725,0,On,0.14266078898282053,0.10699559173711537,On,0,0,Off,Off,0.0,14.444444444444457,0.0,0.0,0.0,0.0,0,0.0,3564.3308533333334,Off,0.0,20.000000000000057,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,1149.4248977777777,Off,0.0,0.0,23.96396378231038,51.666666666666686,46.10666666666668,0.0,51.04824586367443,0.0,0.0,0.0,23.96396378231038,51.08271571208283,51.099950636287026,51.04824586367443,12.43753247303448,17.05309638933837,0.0,4.473916899099266,2.8,9.236100170605994,-16.142676721915677,-756.6067794215991,-539.9299678736157,-0.0,-0.0,553.1437961237133,0.0,4.0,0.029067692605642,0.0,0.0,0.4059157684788371,263.9984568888889,-29.35650497201321,0.2942126574284826,8.716461024705943,0.0034737540726482406,104.57763742675594,1.2338911119455864,0.34631169786274807,-755.4725820073294,-1.1341974142697104
2025-01-01 00:05:00,0.3191315944636219,0.14578795946655967,0.0,0.005318859907727031,0.0024297993244426614,0.0,0.08648498514107798,0.0,0.2126466093225439,0.0,0.020000000000000004,0.0,0.0,0.13995462613322635,0.0,0.005833333333333337,1,0.043945379194814636,0.03295903439611097,On,0.0,0,Off,0.020472697368421052,0.0,On,0.06601228777265693,0,On,0.026040441144908725,0,On,0.14266078898282053,0.10699559173711537,On,0,0,Off,Off,0.0,14.444444444444457,0.0,0.0,0.0,0.0,0,0.0,3564.3308533333334,Off,0.0,20.000000000000057,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,1149.4248977777777,Off,0.0,0.0,23.96532996491904,51.666666666666686,46.10666666666668,0.0,51.04468947417587,0.0,0.0,0.0,23.96532996491904,51.079352570533686,51.09668411871261,51.04468947417587,12.43753247303448,17.047787573751698,0.0,4.513204178523534,2.8,9.236100170605994,-16.26543508815064,-774.9498912106116,-539.6233413505092,-0.0,-0.0,553.1437961237133,0.0,4.0,0.02906200970209371,0.0,0.0,0.40583640957710754,263.9984568888889,-29.78588986135473,0.2943568162533512,8.714495983420921,0.003474289956026072,104.5483300562675,1.233913286163027,0.34643798858556646,-773.4856934744229,-1.4641977361886553
2025-01-01 00:06:00,0.3191315944636219,0.14578795946655967,0.0,0.005318859907727031,0.0024297993244426614,0.0,0.08648498514107798,0.0,0.2126466093225439,0.0,0.020000000000000004,0.0,0.0,0.13995462613322635,0.0,0.005833333333333337,1,0.043945379194814636,0.03295903439611097,On,0.0,0,Off,0.020472697368421052,0.0,On,0.06601228777265693,0,On,0.026040441144908725,0,On,0.14266078898282053,0.10699559173711537,On,0,0,Off,Off,0.0,14.444444444444457,0.0,0.0,0.0,0.0,0,0.0,3564.3308533333334,Off,0.0,20.000000000000057,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,1149.4248977777777,Off,0.0,0.0,23.966845563206935,51.666666666666686,46.10666666666668,0.0,51.04113291199892,0.0,0.0,0.0,23.966845563206935,51.07598923725227,51.09341739987896,51.04113291199892,12.43753247303448,17.042266398065596,0.0,4.550309780984668,2.8,9.236100170605994,-16.44633148783697,-792.2681001783701,-539.3045233770914,-0.0,-0.0,553.1437961237133,0.0,4.0,0.029056098969373667,0.0,0.0,0.40575386915510436,263.9984568888889,-30.285604234458855,0.2945049933155162,8.712417366648406,0.003474825679597741,104.51986750234495,1.233936364294161,0.34655722395018096,-790.510290440643,-1.7578097377270936
2025-01-01 00:07:00,0.3191315944636219,0.14578795946655967,0.0,0.005318859907727031,0.0024297993244426614,0.0,0.08648498514107798,0.0,0.2126466093225439,0.0,0.020000000000000004,0.0,0.0,0.13995462613322635,0.0,0.005833333333333337,1,0.043945379194814636,0.03295903439611097,On,0.0,0,Off,0.020472697368421052,0.0,On,0.06601228777265693,0,On,0.026040441144908725,0,On,0.14266078898282053,0.10699559173711537,On,0,0,Off,Off,0.0,14.444444444444457,0.0,0.0,0.0,0.0,0,0.0,3564.3308533333334,Off,0.0,20.000000000000057,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,1149.4248977777777,Off,0.0,0.0,23.968504994680057,51.666666666666686,46.10666666666668,0.0,51.037576154932665,0.0,0.0,0.0,23.968504994680057,51.07262569126934,51.09015045943768,51.037576154932665,12.43753247303448,17.03654076850402,0.0,4.585371976671942,2.8,9.236100170605994,-16.67265310928451,-808.6126719089858,-538.9739790491111,-0.0,-0.0,553.1437961237133,0.0,4.0,0.02904996881312645,0.0,0.0,0.405668264593444,263.9984568888889,-30.84247018388669,0.29465704780043434,8.71077354519922,0.003475361247305571,104.49222063152808,1.2339603128186782,0.34666985533433586,-806.6078511796178,-2.004820729367971
2025-01-01 00:08:00,0.3191315944636219,0.14578795946655967,0.0,0.005318859907727031,0.0024297993244426614,0.0,0.08648498514107798,0.0,0.2126466093225439,0.0,0.020000000000000004,0.0,0.0,0.13995462613322635,0.0,0.005833333333333337,1,0.043945379194814636,0.03295903439611097,On,0.0,0,Off,0.020472697368421052,0.0,On,0.06601228777265693,0,On,0.026040441144908725,0,On,0.14266078898282053,0.10699559173711537,On,0,0,Off,Off,0.0,14.444444444444457,0.0,0.0,0.0,0.0,0,0.0,3564.3308533333334,Off,0.0,20.000000000000057,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,1149.4248977777777,Off,0.0,0.0,23.970303010830403,51.666666666666686,46.10666666666668,0.0,51.03401918159611,0.0,0.0,0.0,23.970303010830403,51.0692619123991,51.086883277800595,51.03401918159611,12.43753247303448,17.030618117581426,0.0,4.618518127161781,2.8,9.236100170605994,-16.62397429625753,-824.0641521571652,-538.6321459973649,-0.0,-0.0,553.1437961237133,0.0,4.0,0.029043627132603788,0.0,0.0,0.40557970620122047,263.9984568888889,-31.1356244226059,0.29481284758096044,8.708479949944849,0.003475896662957272,104.46536206882085,1.2339851002293272,0.34677629810864863,-821.8351128965551,-2.2290392606101896
2025-01-01 00:09:00,0.3191315944636219,0.14578795946655967,0.0,0.005318859907727031,0.0024297993244426614,0.0,0.08648498514107798,0.0,0.2126466093225439,0.0,0.020000000000000004,0.0,0.0,0.13995462613322635,0.0,0.005833333333333337,1,0.043945379194814636,0.03295903439611097,On,0.0,0,Off,0.020472697368421052,0.0,On,0.06601228777265693,0,On,0.026040441144908725,0,On,0.14266078898282053,0.10699559173711537,On,0,0,Off,Off,0.0,14.444444444444457,0.0,0.0,0.0,0.0,0,0.0,3564.3308533333334,Off,0.0,20.000000000000057,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,1149.4248977777777,Off,0.0,0.0,23.972228445826158,51.666666666666686,46.10666666666668,0.0,51.030461971388526,0.0,0.0,0.0,23.972228445826158,51.06589788119235,51.08361583609427,51.030461971388526,12.43753247303448,17.024514281164734,0.0,4.649864542710268,2.8,9.236100170605994,-16.710070917260623,-838.6506998974492,-538.2799465353778,-0.0,-0.0,553.1437961237133,0.0,4.0,0.029037090827165365,0.0,0.0,0.40548842996952755,263.9984568888889,-31.57392050559611,0.2949721032341443,8.706089409726875,0.003476431930234054,104.43923232544826,1.234010659280822,0.34687693131380076,-836.2439688129701,-2.406731084479059
