Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Other Gas Power (therms/hour),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Well Pump Electric Power (kW),Well Pump Reactive Power (kVAR),Well Pump Mode,Gas Grill Gas Power (therms/hour),Gas Grill Mode,Pool Pump Electric Power (kW),Pool Pump Reactive Power (kVAR),Pool Pump Mode,Pool Heater Electric Power (kW),Pool Heater Reactive Power (kVAR),Pool Heater Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Heating ER Power (kW),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 00:00:00,0.9419233341100544,0.5803102961144849,0.00023019224471975108,0.01569872223516757,0.009671838268574748,3.8365374119958514e-06,0.006847857193720703,0.0,0.26284276922442784,0.6722327076919058,0.0,0.00023019224471975108,0.0,0.0,0.14609086287483755,0.43421943323964735,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.002498739035087719,0.0,On,0.004349118158632984,0,On,0.005334088765786686,0,On,0.13399670928028987,0.10049753196021737,On,0.033727935664145024,0,On,0.00023019224471975108,On,0.01513338266186637,0,On,0.013859544966179636,0,On,0,0,Off,Off,0.0,0.0,36.59204673119329,51.666666666666686,46.10666666666668,0.0,51.443668985945024,0.0,0.0,0.0,36.59204673119329,51.4721087723564,51.48632866556209,51.443668985945024,12.43753247303448,HP On,2052.4012033299123,20.000000000000057,3.0966431839758046,0.0,0.6582753356347608,0.013957372057144986,1.5141818543361483,2038.4438312727673,4202.572837684301,0.0,Off,0.0,23.888888888888914,0,0.0,0.0,0.0,0.0,0,0.0,0,6076.96254690243,20.02056232882639,0,-2.799999998599224,-1.7995208261175764,2.8,9.236100170605994,1641.8924430504394,50.35699499119563,-39.350585521036635,-716.0449921297235,-0.0,-0.0,329.5892219207817,0.0,2.0,0.031906218189969686,0.0,0,1.7014793885061894,131.99922844444444,-24.052990070531145,0.2441859224172581,10.054782286550218,0.0034823623085087716,-9.025862991617611,1.217837897720374,0,0,50.35699499119563,0.0003770499005227538,2.2601073731861847,-41.61069289422282
2025-01-01 00:01:00,0.9426709647467387,0.5807932177986266,0.00023019224471975108,0.015711182745778977,0.009679886963310442,3.8365374119958514e-06,0.006847857193720703,0.0,0.26284276922442784,0.6729803383285902,0.0,0.00023019224471975108,0.0,0.0,0.14609086287483755,0.434702354923789,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.002498739035087719,0.0,On,0.004349118158632984,0,On,0.005334088765786686,0,On,0.13399670928028987,0.10049753196021737,On,0.033727935664145024,0,On,0.00023019224471975108,On,0.01513338266186637,0,On,0.013859544966179636,0,On,0,0,Off,Off,0.0,0.0,36.58629627321146,51.666666666666686,46.10666666666668,0.0,51.43823660693872,0.0,0.0,0.0,36.58629627321146,51.46697338516222,51.48134177427397,51.43823660693872,12.43753247303448,HP On,2057.167052671102,20.000000000000057,3.0900578822200884,0.0,0.6622719524266042,0.010708385901985895,1.5240611224649707,2046.4586667691158,4202.582983011352,0.0,Off,0.0,23.888888888888914,0,0.0,0.0,0.0,0.0,0,0.0,0,6077.86197908798,20.020360663855417,0,-2.5357953186452518,-1.8070240067036716,2.8,9.236100170605994,1644.905296764443,49.11161426800884,-39.22422633312153,-716.0328701304411,-0.0,-0.0,329.5892219207817,0.0,2.0,0.03190605168876547,0.0,0,1.7014705094104143,131.99922844444444,-25.81810769699958,0.2448897650236413,10.078847614457878,0.003482183357749238,-9.007115523511668,1.221396331763988,0,0,49.11161426800884,0.0003770499005227538,2.2637942776282056,-41.488020610749736
2025-01-01 00:02:00,0.9441291717198254,0.5817351264534044,0.00023019224471975108,0.015735486195330422,0.009695585440890074,3.8365374119958514e-06,0.006847857193720703,0.0,0.26284276922442784,0.6744385453016768,0.0,0.00023019224471975108,0.0,0.0,0.14609086287483755,0.4356442635785669,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.002498739035087719,0.0,On,0.004349118158632984,0,On,0.005334088765786686,0,On,0.13399670928028987,0.10049753196021737,On,0.033727935664145024,0,On,0.00023019224471975108,On,0.01513338266186637,0,On,0.013859544966179636,0,On,0,0,Off,Off,0.0,0.0,36.58031212636211,51.666666666666686,46.10666666666668,0.0,51.4328051489934,0.0,0.0,0.0,36.58031212636211,51.46183880499664,51.47635563299826,51.4328051489934,12.43753247303448,HP On,2060.046451368184,20.000000000000057,3.0877259226673317,0.0,0.6636924373177392,0.010746107983937632,1.5275659894741795,2049.3003433842464,4202.582983011352,0.0,Off,0.0,23.888888888888914,0,0.0,0.0,0.0,0.0,0,0.0,0,6077.84735916152,20.020360663855417,0,-2.2797267324185304,-1.8139387738830208,2.8,9.236100170605994,1645.9938691269392,47.97632120154722,-38.97729490170356,-716.0328701304411,-0.0,-0.0,329.5892219207817,0.0,2.0,0.03190605168876547,0.0,0,1.7014705094104143,131.99922844444444,-27.608934031585697,0.24487731248880232,10.07855401814054,0.0034820052989601876,-8.989054984419436,1.2213964627689817,0,0,47.97632120154722,0.0003770499005227538,2.267192048151859,-41.24448694985542
2025-01-01 00:03:00,0.9455706414295759,0.582666223904091,0.00023019224471975108,0.01575951069049293,0.009711103731734849,3.8365374119958514e-06,0.006847857193720703,0.0,0.26284276922442784,0.6758800150114274,0.0,0.00023019224471975108,0.0,0.0,0.14609086287483755,0.4365753610292534,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.002498739035087719,0.0,On,0.004349118158632984,0,On,0.005334088765786686,0,On,0.13399670928028987,0.10049753196021737,On,0.033727935664145024,0,On,0.00023019224471975108,On,0.01513338266186637,0,On,0.013859544966179636,0,On,0,0,Off,Off,0.0,0.0,36.57432896061138,51.666666666666686,46.10666666666668,0.0,51.42737464681713,0.0,0.0,0.0,36.57432896061138,51.456705064655935,51.471370273575346,51.42737464681713,12.43753247303448,HP On,2062.90433510933,20.000000000000057,3.085403035969296,0.0,0.6651109143769005,0.010769100634526897,1.5310624873533154,2052.1352344748034,4202.582983011352,0.0,Off,0.0,23.888888888888914,0,0.0,0.0,0.0,0.0,0,0.0,0,6077.836633262814,20.020360663855417,0,-2.0313859633192366,-1.8198800258394447,2.8,9.236100170605994,1647.0513474433465,46.84082540172608,-38.625005870825674,-716.0328701304411,-0.0,-0.0,329.5892219207817,0.0,2.0,0.03190605168876547,0.0,0,1.7014705094104143,131.99922844444444,-29.409339456324396,0.24486488491731864,10.078895524690086,0.003481827597223224,-8.971030661192781,1.2213965935113522,0,0,46.84082540172608,0.0003770499005227538,2.2701114538596068,-40.89511732468528
2025-01-01 00:04:00,0.9466411134301279,0.5833576805084185,0.00023019224471975108,0.015777351890502132,0.009722628008473642,3.8365374119958514e-06,0.006847857193720703,0.0,0.26284276922442784,0.6769504870119794,0.0,0.00023019224471975108,0.0,0.0,0.14609086287483755,0.437266817633581,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.002498739035087719,0.0,On,0.004349118158632984,0,On,0.005334088765786686,0,On,0.13399670928028987,0.10049753196021737,On,0.033727935664145024,0,On,0.00023019224471975108,On,0.01513338266186637,0,On,0.013859544966179636,0,On,0,0,Off,Off,0.0,0.0,36.56834677577363,51.666666666666686,46.10666666666668,0.0,51.421945100238176,0.0,0.0,0.0,36.56834677577363,51.45157216400242,51.46638569588455,51.421945100238176,12.43753247303448,HP On,2065.022836525386,20.000000000000057,3.083685081701227,0.0,0.666162253453441,0.010788233558538474,1.533651806394321,2054.2346029668474,4202.582983011352,0.0,Off,0.0,23.888888888888914,0,0.0,0.0,0.0,0.0,0,0.0,0,6077.825928370977,20.020360663855417,0,-1.7904326687205931,-1.8245437553461101,2.8,9.236100170605994,1648.0859040135074,45.72495031398545,-38.1840767510579,-716.0328701304411,-0.0,-0.0,329.5892219207817,0.0,2.0,0.03190605168876547,0.0,0,1.7014705094104143,131.99922844444444,-30.493284302219386,0.24485248225915565,10.078603095965459,0.003481650251822293,-8.953042481202214,1.2213967239916257,0,0,45.72495031398545,0.0003770499005227538,2.2724031120220634,-40.45647986307996
2025-01-01 00:05:00,0.9472986166339322,0.5837823856220531,0.00023019224471975108,0.015788310277232202,0.009729706427034218,3.8365374119958514e-06,0.006847857193720703,0.0,0.26284276922442784,0.6776079902157837,0.0,0.00023019224471975108,0.0,0.0,0.14609086287483755,0.43769152274721557,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.002498739035087719,0.0,On,0.004349118158632984,0,On,0.005334088765786686,0,On,0.13399670928028987,0.10049753196021737,On,0.033727935664145024,0,On,0.00023019224471975108,On,0.01513338266186637,0,On,0.013859544966179636,0,On,0,0,Off,Off,0.0,0.0,36.56236557176446,51.666666666666686,46.10666666666668,0.0,51.41651650908484,0.0,0.0,0.0,36.56236557176446,51.44644010289843,51.461401899805225,51.41651650908484,12.43753247303448,HP On,2066.3222937271544,20.000000000000057,3.0826331067426547,0.0,0.6668069853568166,0.010801004858967019,1.5352387790085897,2055.521288868187,4202.582983011352,0.0,Off,0.0,23.888888888888914,0,0.0,0.0,0.0,0.0,0,0.0,0,6077.838490952811,20.020360663855417,0,-1.5565649884104313,-1.8276947908744015,2.8,9.236100170605994,1649.110379190392,44.63340662435824,-37.74052074347787,-716.0328701304411,-0.0,-0.0,329.5892219207817,0.0,2.0,0.03190605168876547,0.0,0,1.7014705094104143,131.99922844444444,-30.768266327103156,0.2448401044643788,10.07831124002092,0.0034814732620427765,-8.935090371963863,1.221396854210328,0,0,44.63340662435824,0.0003770499005227538,2.273951464317855,-40.01447220779573
2025-01-01 00:06:00,0.9478791149131115,0.5841573504681512,0.00023019224471975108,0.015797985248551857,0.009735955841135853,3.8365374119958514e-06,0.006847857193720703,0.0,0.26284276922442784,0.6781884884949629,0.0,0.00023019224471975108,0.0,0.0,0.14609086287483755,0.4380664875933137,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.002498739035087719,0.0,On,0.004349118158632984,0,On,0.005334088765786686,0,On,0.13399670928028987,0.10049753196021737,On,0.033727935664145024,0,On,0.00023019224471975108,On,0.01513338266186637,0,On,0.013859544966179636,0,On,0,0,Off,Off,0.0,0.0,36.55638534834762,51.666666666666686,46.10666666666668,0.0,51.41108887318546,0.0,0.0,0.0,36.55638534834762,51.44130888120631,51.456418885216735,51.41108887318546,12.43753247303448,HP On,2067.4706852167355,20.000000000000057,3.0817027050056556,0.0,0.667377812105979,0.010810676388983968,1.5366432533945047,2056.6600088277514,4202.582983011352,0.0,Off,0.0,23.888888888888914,0,0.0,0.0,0.0,0.0,0,0.0,0,6077.8278286344685,20.02036066385542,0,-1.3295103741721828,-1.8291922671725453,2.8,9.236100170605994,1650.126127765366,43.56955782619801,-37.299223234476365,-716.0328701304413,-0.0,-0.0,329.5892219207817,0.0,2.0,0.03190605168876547,0.0,0,1.7014705094104143,131.99922844444444,-30.90090924171011,0.24482775148315356,10.078019955761086,0.0034812966271714897,-8.917174261139234,1.2213969841679833,0,0,43.56955782619801,0.0003770499005227538,2.274687292537914,-39.57391052701428
2025-01-01 00:07:00,0.9484148542389271,0.5845034038864959,0.00023019224471975108,0.01580691423731545,0.009741723398108266,3.8365374119958514e-06,0.006847857193720703,0.0,0.26284276922442784,0.6787242278207786,0.0,0.00023019224471975108,0.0,0.0,0.14609086287483755,0.43841254101165833,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.002498739035087719,0.0,On,0.004349118158632984,0,On,0.005334088765786686,0,On,0.13399670928028987,0.10049753196021737,On,0.033727935664145024,0,On,0.00023019224471975108,On,0.01513338266186637,0,On,0.013859544966179636,0,On,0,0,Off,Off,0.0,0.0,36.550406105354334,51.666666666666686,46.10666666666668,0.0,51.405662192368396,0.0,0.0,0.0,36.550406105354334,51.43617849878844,51.45143665199847,51.405662192368396,12.43753247303448,HP On,2068.5302720908294,20.000000000000057,3.0808446389239177,0.0,0.6679047624568316,0.01081946536394701,1.537939286472442,2057.7108067268823,4202.582983011352,0.0,Off,0.0,23.888888888888914,0,0.0,0.0,0.0,0.0,0,0.0,0,6077.817187201376,20.020360663855417,0,-1.109018521075293,-1.828938730756209,2.8,9.236100170605994,1651.1264082832797,42.5351881728643,-36.76024613855558,-716.0328701304411,-0.0,-0.0,329.5892219207817,0.0,2.0,0.03190605168876547,0.0,0,1.7014705094104143,131.99922844444444,-30.96021559789047,0.24481542326574546,10.07772924209246,0.003481120346496679,-8.89929407653501,1.2213971138651143,0,0,42.5351881728643,0.0003770499005227538,2.2745627100986567,-39.03480884865424
2025-01-01 00:08:00,0.9489333052297401,0.584838290143617,0.00023019224471975108,0.015815555087162335,0.00974730483572695,3.8365374119958514e-06,0.006847857193720703,0.0,0.26284276922442784,0.6792426788115915,0.0,0.00023019224471975108,0.0,0.0,0.14609086287483755,0.4387474272687794,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.002498739035087719,0.0,On,0.004349118158632984,0,On,0.005334088765786686,0,On,0.13399670928028987,0.10049753196021737,On,0.033727935664145024,0,On,0.00023019224471975108,On,0.01513338266186637,0,On,0.013859544966179636,0,On,0,0,Off,Off,0.0,0.0,36.54442784270022,51.666666666666686,46.10666666666668,0.0,51.40023646646205,0.0,0.0,0.0,36.54442784270022,51.43104895550724,51.44645520002984,51.40023646646205,12.43753247303448,HP On,2069.5554486549927,20.000000000000057,3.0800147773583344,0.0,0.6684148521334689,0.010827826678122609,1.5391934060317076,2058.72762197687,4202.582983011352,0.0,Off,0.0,23.888888888888914,0,0.0,0.0,0.0,0.0,0,0.0,0,6077.8065666135835,20.020360663855417,0,-0.8948566379668857,-1.8268202060496415,2.8,9.236100170605994,1652.1056182373372,41.531108692571394,-36.20772730210187,-716.0328701304411,-0.0,-0.0,329.5892219207817,0.0,2.0,0.03190605168876547,0.0,0,1.7014705094104143,131.99922844444444,-31.006182207996126,0.2448031197625195,10.077439097923527,0.0034809444193080173,-8.8814497461026,1.2213972433022435,0,0,41.531108692571394,0.0003770499005227538,2.2735217118097912,-38.481249013911665
2025-01-01 00:09:00,0.9494434256736959,0.58516779539905,0.00023019224471975108,0.015824057094561597,0.009752796589984165,3.8365374119958514e-06,0.006847857193720703,0.0,0.26284276922442784,0.6797527992555473,0.0,0.00023019224471975108,0.0,0.0,0.14609086287483755,0.4390769325242124,0.0,1,0,0,Off,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.002498739035087719,0.0,On,0.004349118158632984,0,On,0.005334088765786686,0,On,0.13399670928028987,0.10049753196021737,On,0.033727935664145024,0,On,0.00023019224471975108,On,0.01513338266186637,0,On,0.013859544966179636,0,On,0,0,Off,Off,0.0,0.0,36.538450560132134,51.666666666666686,46.10666666666668,0.0,51.39481169529484,0.0,0.0,0.0,36.538450560132134,51.425920251225115,51.44147452919025,51.39481169529484,12.43753247303448,HP On,2070.5638538151106,20.000000000000057,3.079198891229567,0.0,0.6689167931101989,0.010836006145348426,1.5404270643635931,2059.727847669762,4202.582983011352,0.0,Off,0.0,23.888888888888914,0,0.0,0.0,0.0,0.0,0,0.0,0,6077.795966831215,20.02036066385542,0,-0.6868061667203543,-1.8227966250901046,2.8,9.236100170605994,1653.0583282134107,40.5574946915219,-35.64140746487751,-716.0328701304413,-0.0,-0.0,329.5892219207817,0.0,2.0,0.03190605168876547,0.0,0,1.7014705094104143,131.99922844444444,-31.061877392040365,0.24479084092394013,10.077784161458943,0.003480768844896603,-8.863641197937977,1.221397372479892,0,0,40.5574946915219,0.0003770499005227538,2.2715446091208276,-37.91295207399834
