Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 00:00:00,0.7417720046533082,0.22510084618884835,0.35167567567567565,0.012362866744221802,0.003751680769814139,0.0058612612612612604,0.041745729475299816,0.0,0.29422940017800825,0.355796875,0.05,0.35167567567567565,0.0,0.0,0.210517512855515,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.007629961622807017,0.0,On,0.0341157678524928,0,On,0.013539383037321518,0,On,0.24562526665815756,0.18421894999361813,On,On,6630.180918020592,22.222222222222285,0.9250000000000003,3259.2192014238526,10.3065981021021,0.355796875,1,9533.603244444444,9533.603244444444,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,7013.48476,Off,0.0,0.0,30.881512811702155,51.666666666666686,46.10666666666668,0.0,51.031163954989005,0.0,0.0,0.0,30.881512811702155,48.55760865917927,51.031163954989005,47.32083101127441,12.43753247303448,22.107131876744887,0.0,0.24036885658792767,2.8,9.236100170605994,6217.138561671869,3984.9688367965355,-912.0690985533014,-0.0,-0.0,516.7802036539038,0.0,3.0,0.03624869089734287,0.0,0,0.21510444255357145,197.99884266666666,-17.753461449325584,0.16355132380790882,10.066955499353874,0.002647906589387087,125.15013386407989,1.2098401286924818,0.38925382752130283,1298.4580680614645,-572.7084326887817
2025-01-01 00:01:00,0.7417720046533082,0.22510084618884835,0.35167567567567565,0.012362866744221802,0.003751680769814139,0.0058612612612612604,0.041745729475299816,0.0,0.29422940017800825,0.355796875,0.05,0.35167567567567565,0.0,0.0,0.210517512855515,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.007629961622807017,0.0,On,0.0341157678524928,0,On,0.013539383037321518,0,On,0.24562526665815756,0.18421894999361813,On,On,6630.180918020592,22.222222222222285,0.9250000000000003,3259.2192014238526,10.3065981021021,0.355796875,1,9533.603244444444,9533.603244444444,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,7013.48476,Off,0.0,0.0,30.84612511949115,51.666666666666686,46.10666666666668,0.0,51.02798364666145,0.0,0.0,0.0,30.84612511949115,48.55500828221875,51.02798364666145,47.318520599997406,12.43753247303448,22.134924696973528,0.0,0.2977695168991802,2.8,9.236100170605994,6208.3120944974635,3947.101057273491,-913.9944704519431,-0.0,-0.0,516.7802036539038,0.0,3.0,0.03627299628541057,0.0,0,0.21524867388501895,197.99884266666666,-24.654556725089407,0.16376861036436832,10.103930557136596,0.0026481845244370216,125.09549163520904,1.2132598195599507,0.38821662863401113,1265.9574130197154,-578.0755571700773
2025-01-01 00:02:00,0.7417720046533082,0.22510084618884835,0.35167567567567565,0.012362866744221802,0.003751680769814139,0.0058612612612612604,0.041745729475299816,0.0,0.29422940017800825,0.355796875,0.05,0.35167567567567565,0.0,0.0,0.210517512855515,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.007629961622807017,0.0,On,0.0341157678524928,0,On,0.013539383037321518,0,On,0.24562526665815756,0.18421894999361813,On,On,6630.180918020592,22.222222222222285,0.9250000000000003,3259.2192014238526,10.3065981021021,0.355796875,1,9533.603244444444,9533.603244444444,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,7013.48476,Off,0.0,0.0,30.811531722812212,51.666666666666686,46.10666666666668,0.0,51.02480662886323,0.0,0.0,0.0,30.811531722812212,48.552410885077904,51.02480662886323,47.31621301318525,12.43753247303448,22.162037837171976,0.0,0.35379903256737283,2.8,9.236100170605994,6199.605564497398,3912.4780059315785,-915.8743124676708,-0.0,-0.0,516.7802036539038,0.0,3.0,0.036296701688171826,0.0,0,0.21538934482568567,197.99884266666666,-31.4812447094277,0.1635153281477178,10.115940986923333,0.002648461555091834,125.04146958076898,1.2131482250641725,0.3872015260057928,1234.3742281897223,-581.1154236819964
2025-01-01 00:03:00,0.7417720046533082,0.22510084618884835,0.35167567567567565,0.012362866744221802,0.003751680769814139,0.0058612612612612604,0.041745729475299816,0.0,0.29422940017800825,0.355796875,0.05,0.35167567567567565,0.0,0.0,0.210517512855515,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.007629961622807017,0.0,On,0.0341157678524928,0,On,0.013539383037321518,0,On,0.24562526665815756,0.18421894999361813,On,On,6630.180918020592,22.222222222222285,0.9250000000000003,3259.2192014238526,10.3065981021021,0.355796875,1,9533.603244444444,9533.603244444444,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,7013.48476,Off,0.0,0.0,30.777703423515263,51.666666666666686,46.10666666666668,0.0,51.02163282973086,0.0,0.0,0.0,30.777703423515263,48.549816400873105,51.02163282973086,47.31390818644423,12.43753247303448,22.188496325208494,0.0,0.40859388446318223,2.8,9.236100170605994,6191.002732438483,3878.5765897814726,-917.7102458807328,-0.0,-0.0,516.7802036539038,0.0,3.0,0.03631982939661966,0.0,0,0.21552658765322122,197.99884266666666,-38.248143355279865,0.16326899629707878,10.128391251159695,0.002648738491584276,124.98795516036694,1.2130393399640025,0.38620621159200436,1203.622345681692,-584.2649573240722
2025-01-01 00:04:00,0.7417720046533082,0.22510084618884835,0.35167567567567565,0.012362866744221802,0.003751680769814139,0.0058612612612612604,0.041745729475299816,0.0,0.29422940017800825,0.355796875,0.05,0.35167567567567565,0.0,0.0,0.210517512855515,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.007629961622807017,0.0,On,0.0341157678524928,0,On,0.013539383037321518,0,On,0.24562526665815756,0.18421894999361813,On,On,6630.180918020592,22.222222222222285,0.9250000000000003,3259.2192014238526,10.3065981021021,0.355796875,1,9533.603244444444,9533.603244444444,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,7013.48476,Off,0.0,0.0,30.74461316195625,51.666666666666686,46.10666666666668,0.0,51.01846218004152,0.0,0.0,0.0,30.74461316195625,48.54722476517934,51.01846218004152,47.31160605774826,12.43753247303448,22.21432335325871,0.0,0.46223491002210604,2.8,9.236100170605994,6184.417523988106,3846.2031260499507,-919.5037728133331,-0.0,-0.0,516.7802036539038,0.0,3.0,0.03634240006775024,0.0,0,0.21566052494892532,197.99884266666666,-43.0398248730574,0.1630293503694931,10.139695320566936,0.0026490153344030662,124.9349305898499,1.2129330675667553,0.38522936479286923,1173.6481147724721,-586.6641901463742
2025-01-01 00:05:00,0.7417720046533082,0.22510084618884835,0.35167567567567565,0.012362866744221802,0.003751680769814139,0.0058612612612612604,0.041745729475299816,0.0,0.29422940017800825,0.355796875,0.05,0.35167567567567565,0.0,0.0,0.210517512855515,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.007629961622807017,0.0,On,0.0341157678524928,0,On,0.013539383037321518,0,On,0.24562526665815756,0.18421894999361813,On,On,6630.180918020592,22.222222222222285,0.9250000000000003,3259.2192014238526,10.3065981021021,0.355796875,1,9533.603244444444,9533.603244444444,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,7013.48476,Off,0.0,0.0,30.712210097023398,51.666666666666686,46.10666666666668,0.0,51.01529461301968,0.0,0.0,0.0,30.712210097023398,48.544635915850165,51.01529461301968,47.309306567265416,12.43753247303448,22.239562555383507,0.0,0.5148127877666769,2.8,9.236100170605994,6180.126237709275,3815.1512216617284,-921.2578242144879,-0.0,-0.0,516.7802036539038,0.0,3.0,0.03636445218989008,0.0,0,0.21579138510752932,197.99884266666666,-45.57705975073253,0.16279592579756139,10.151477220719777,0.002649292084020349,124.88236135969697,1.2128292273497028,0.38426946889658053,1144.3933280699123,-588.4613078320367
2025-01-01 00:06:00,0.7417720046533082,0.22510084618884835,0.35167567567567565,0.012362866744221802,0.003751680769814139,0.0058612612612612604,0.041745729475299816,0.0,0.29422940017800825,0.355796875,0.05,0.35167567567567565,0.0,0.0,0.210517512855515,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.007629961622807017,0.0,On,0.0341157678524928,0,On,0.013539383037321518,0,On,0.24562526665815756,0.18421894999361813,On,On,6630.180918020592,22.222222222222285,0.9250000000000003,3259.2192014238526,10.3065981021021,0.355796875,1,9533.603244444444,9533.603244444444,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,7013.48476,Off,0.0,0.0,30.68044220000542,51.666666666666686,46.10666666666668,0.0,51.01213006648725,0.0,0.0,0.0,30.68044220000542,48.542049795020205,51.01213006648725,47.30700965928669,12.43753247303448,22.26425859054294,0.0,0.5664087083946533,2.8,9.236100170605994,6177.11545017983,3785.312772305649,-922.9754138768571,-0.0,-0.0,516.7802036539038,0.0,3.0,0.03638602510519314,0.0,0,0.21591940159048761,197.99884266666666,-46.87025761780845,0.1625682515357848,10.162961439380918,0.0026495687408737245,124.83021202968155,1.212727634736321,0.3833251634697893,1115.8059917179596,-589.712420836163
2025-01-01 00:07:00,0.7417720046533082,0.22510084618884835,0.35167567567567565,0.012362866744221802,0.003751680769814139,0.0058612612612612604,0.041745729475299816,0.0,0.29422940017800825,0.355796875,0.05,0.35167567567567565,0.0,0.0,0.210517512855515,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.007629961622807017,0.0,On,0.0341157678524928,0,On,0.013539383037321518,0,On,0.24562526665815756,0.18421894999361813,On,On,6630.180918020592,22.222222222222285,0.9250000000000003,3259.2192014238526,10.3065981021021,0.355796875,1,9533.603244444444,9533.603244444444,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,7013.48476,Off,0.0,0.0,30.649272943540186,51.666666666666686,46.10666666666668,0.0,51.00896848297091,0.0,0.0,0.0,30.649272943540186,48.53946634920517,51.00896848297091,47.304715282322306,12.43753247303448,22.288442799117348,0.0,0.6170967022284625,2.8,9.236100170605994,6173.6440320088495,3756.586777467845,-924.6586394977029,-0.0,-0.0,516.7802036539038,0.0,3.0,0.03640714648494834,0.0,0,0.21604473860282472,197.99884266666666,-48.65845016794398,0.1623459916770534,10.17416503189812,0.002649845305365037,124.77845794474445,1.2126281599656208,0.3823952041476816,1087.8389027368924,-590.4713266928999
2025-01-01 00:08:00,0.7417720046533082,0.22510084618884835,0.35167567567567565,0.012362866744221802,0.003751680769814139,0.0058612612612612604,0.041745729475299816,0.0,0.29422940017800825,0.355796875,0.05,0.35167567567567565,0.0,0.0,0.210517512855515,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.007629961622807017,0.0,On,0.0341157678524928,0,On,0.013539383037321518,0,On,0.24562526665815756,0.18421894999361813,On,On,6630.180918020592,22.222222222222285,0.9250000000000003,3259.2192014238526,10.3065981021021,0.355796875,1,9533.603244444444,9533.603244444444,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,7013.48476,Off,0.0,0.0,30.618690467159006,51.666666666666686,46.10666666666668,0.0,51.005809808300484,0.0,0.0,0.0,30.618690467159006,48.53688552799654,51.005809808300484,47.30242338784457,12.43753247303448,22.3121253243289,0.0,0.6669441518047908,2.8,9.236100170605994,6171.037899108131,3728.88056311093,-926.3081299512396,-0.0,-0.0,516.7802036539038,0.0,3.0,0.03642782546451863,0.0,0,0.2161674503549716,197.99884266666666,-49.615092615126144,0.16212902200591656,10.185093610000987,0.0026501217778717025,124.72709171477501,1.2125307603741051,0.3814784551222912,1060.449260347063,-590.7878986599859
2025-01-01 00:09:00,0.7417720046533082,0.22510084618884835,0.35167567567567565,0.012362866744221802,0.003751680769814139,0.0058612612612612604,0.041745729475299816,0.0,0.29422940017800825,0.355796875,0.05,0.35167567567567565,0.0,0.0,0.210517512855515,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.007629961622807017,0.0,On,0.0341157678524928,0,On,0.013539383037321518,0,On,0.24562526665815756,0.18421894999361813,On,On,6630.180918020592,22.222222222222285,0.9250000000000003,3259.2192014238526,10.3065981021021,0.355796875,1,9533.603244444444,9533.603244444444,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,7013.48476,Off,0.0,0.0,30.588665529789214,51.666666666666686,46.10666666666668,0.0,51.00265398937876,0.0,0.0,0.0,30.588665529789214,48.53430728198451,51.00265398937876,47.300133928287394,12.43753247303448,22.335331248342175,0.0,0.7160123097998748,2.8,9.236100170605994,6167.765437487279,3702.10960020135,-927.9255593504738,-0.0,-0.0,516.7802036539038,0.0,3.0,0.03644808420660504,0.0,0,0.21628766836327634,197.99884266666666,-51.27012483674331,0.16191707234650746,10.194956812293047,0.00265039815876506,124.67609370479303,1.2124353320492953,0.3805738813223321,1033.5982865787753,-590.7078878012777
