Metric,Value
Total Electric Energy (kWh),27.418621514691964
Total Gas Energy (therms),0.0
Average Electric Power (kW),1.1424425631121653
Peak Electric Power (kW),4.871049478591422
Lighting Electric Energy (kWh),2.5841629373985042
Water Heating Electric Energy (kWh),7.166370189629631
Other Electric Energy (kWh),4.508735556552723
HVAC Heating Electric Energy (kWh),11.959352831111111
HVAC Cooling Electric Energy (kWh),1.2
Average Temperature - Indoor (C),19.15888782334176
Unmet Heating Load (C-hours),1.364361735468539
Unmet Cooling Load (C-hours),0.0
Total HVAC Heating Delivered (kWh),11.959352831111111
Average HVAC Heating COP (-),1.0
Average HVAC Heating Duct Efficiency (-),1.0
Total HVAC Cooling Delivered (kWh),0.0
Average HVAC Cooling COP (-),0.0
Total Hot Water Unmet Demand (kWh),0.0
