Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Water Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Heating ER Power (kW),HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,0.3584219370431747,0.2331626753414508,0.0,0.35842193704317477,0.23316267534145077,0.0,0.008188134339921648,0.07780924472274513,0.27242455798050796,0.0,0.0,0.0,0.05719379460517959,0.17596888073627118,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03331151295840272,0.024983634718802033,0.0,0.0,0.0028521290204678363,0.0,0.005336005319453811,0.0,0.0015508519158389902,0.0,0.04294687984850342,0.03221015988637756,0.0,0.0,42.14731119442423,51.66666666666668,46.10666666666668,0.0,48.451464896156054,0.0,0.0,0.0,65.85517374128787,47.26576423664464,48.451464896156054,46.67291390688895,12.43753247303448,591.8744489687405,19.444444444444457,2.1918734734286334,0.0,0.2680961964627929,0.004328361517715044,0.6784596870991623,587.5460874510255,2244.4042511161774,0.0,0.0,22.222222222222285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3209.506367475282,19.448547908512104,0.0,2.8,317.51783899932343,-427.73045785392725,0.0,0.0,148.99071169549376,0.0,1.0,0.01971406410832805,0.0,0.0,0.5028700187323426,65.99961422222222,4.3831361890163185,0.22237228400783957,9.338850658893273,0.0030497750851624056,8.620050109297665,1.2240428138504944
2025-01-01 01:00:00,0.3544489827564226,0.23064790931731363,0.030441204886400744,0.3544489827564226,0.2306479093173136,0.030441204886400744,0.00797422466338656,0.07697645689878506,0.269498301194251,0.0,0.030441204886400744,0.0,0.05656920373720953,0.1740787055801041,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032478725134442644,0.024359043850831975,0.0,0.0,0.0026382193439327484,0.0,0.005336005319453811,0.0,0.0015508519158389902,0.0,0.04294687984850342,0.03221015988637756,703.3706666666666,0.0,44.019142993402745,51.66666666666668,46.10666666666668,0.0,49.227173579560564,0.0,0.0,703.3706666666666,68.77991092719179,48.47033749690493,49.22928599986179,48.08980703527589,12.43753247303448,607.9926136335888,19.444444444444457,2.276467336454009,0.0,0.265201646977533,0.004296654216717965,0.7033106661802309,603.6959594168708,2214.6029316244153,0.0,0.0,22.222222222222285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3207.1265501703774,19.448495933806765,0.0,2.5,351.6551889529667,-407.60195075331313,0.0,0.0,147.9440141949986,0.0,1.0,0.018457486114330356,0.0,0.0,0.4708169932421124,65.99961422222222,3.320511877692437,0.2227676155803837,9.34518893613844,0.0030550647379553506,11.92195020389846,1.2240985490243503
2025-01-01 02:00:00,0.34846490439341243,0.22669591347079224,0.0,0.34846490439341243,0.22669591347079224,0.0,0.00797422466338656,0.07614366907482499,0.2643470106552009,0.0,0.0,0.0,0.05594461286923949,0.17075130060155275,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03164593731048258,0.02373445298286193,0.0,0.0,0.0026382193439327484,0.0,0.005336005319453811,0.0,0.0015508519158389902,0.0,0.04294687984850342,0.03221015988637756,0.0,0.0,48.89448391721732,51.66666666666668,46.10666666666668,0.0,51.73279218846323,0.0,0.0,0.0,76.39763112065205,51.76126562476134,51.7755023429104,51.73279218846323,12.43753247303448,633.7336362114522,19.444444444444457,2.422129198236957,0.0,0.2601225645629277,0.004224446092273216,0.7533578154605074,629.509190119179,2128.747807119825,0.0,0.0,22.222222222222285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3199.6020573857118,19.448454591701474,0.0,1.6500000000000001,379.4135635628628,-405.52002461872905,0.0,0.0,147.11122637103853,0.0,1.0,0.017404500072615136,0.0,0.0,0.44395722918673747,65.99961422222222,4.08872559910107,0.2233823207263845,9.354700894513352,0.003063528499805998,17.38697473593807,1.2240924742410944
2025-01-01 03:00:00,0.34354960974095833,0.22352639836847496,0.0,0.34354960974095833,0.22352639836847496,0.0,0.007831618212363167,0.07531088125086492,0.2604071102777302,0.0,0.0,0.0,0.05532002200126943,0.16820637636720553,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030813149486522508,0.023109862114891876,0.0,0.0,0.002495612892909357,0.0,0.005336005319453811,0.0,0.0015508519158389902,0.0,0.04294687984850342,0.03221015988637756,0.0,0.0,47.980501282908,51.66666666666668,46.10666666666668,0.0,51.12135953902963,0.0,0.0,0.0,74.96953325454375,51.157441655680856,51.17548271400647,51.12135953902963,12.43753247303448,667.0333762371217,19.444444444444457,2.5868648489369432,0.0,0.25625458698120057,0.004152523296529682,0.7927888678216438,662.8808529405921,2146.0534192130604,0.0,0.0,22.222222222222285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3199.8058126110973,19.448406494076817,0.0,1.6500000000000001,396.4001325443756,-420.4442058492784,0.0,0.0,146.13583209605505,0.0,1.0,0.01806384100933828,0.0,0.0,0.46077582059331107,65.99961422222222,3.6751300604770862,0.22405516229434944,9.36508516074935,0.003072792382058632,8.998550117503031,1.2240858372711534
2025-01-01 04:00:00,0.4204534278016007,0.2704576730247042,0.0,0.4204534278016008,0.2704576730247042,0.0,0.007831618212363167,0.07447809342690485,0.33064371616233273,0.007499999999999999,0.0,0.0,0.05469543113329938,0.2135747418914048,0.002187500000000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02998036166256244,0.022485271246921824,0.0,0.0,0.002495612892909357,0.0,0.005336005319453811,0.0,0.0015508519158389902,0.0,0.04294687984850342,0.03221015988637756,0.0,0.0,47.0840983004318,51.66666666666668,46.10666666666668,0.0,50.53275385097469,0.0,0.0,0.0,73.56890359442467,50.56489264622533,50.580962043850654,50.53275385097469,12.43753247303448,724.4790650514855,19.444444444444457,2.2763697859783334,0.0,0.25155378193512895,0.004089934227203804,0.901785250764162,720.3891308242817,2034.9301882670072,0.0,0.0,22.222222222222285,0.0,0.0,0.007499999999999999,0.0,0.0,0.0,0.0,0.0,3186.9826173069137,19.448365210715174,0.0,0.55,414.3117631429721,-460.65882700800654,0.0,0.0,145.303044272095,0.0,1.0,0.01855236011652753,0.0,0.0,0.47323705695905804,65.99961422222222,5.188480827398164,0.22418417816036207,9.36490715334863,0.0030760142920720993,16.46653000369312,1.2235092244247583
2025-01-01 05:00:00,0.41765485782464046,0.2684657460645387,0.0,0.41765485782464046,0.2684657460645387,0.0,0.008116831114409952,0.07447809342690485,0.3275599332833257,0.007499999999999999,0.0,0.0,0.05469543113329938,0.2115828149312393,0.002187500000000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02998036166256244,0.022485271246921824,0.0,0.0,0.0027808257949561406,0.0,0.005336005319453811,0.0,0.0015508519158389902,0.0,0.04294687984850342,0.03221015988637756,0.0,0.0,46.20411881517438,51.66666666666668,46.10666666666668,0.0,49.9494834628694,0.0,0.0,0.0,72.19393564870997,49.98342537079868,50.00039632476331,49.9494834628694,12.43753247303448,759.2884524349795,19.444444444444457,2.45245651292987,0.0,0.2485361758352322,0.004023757448093501,0.9691424432276422,755.2646949868861,1955.2104859191863,0.0,0.0,22.222222222222285,0.0,0.0,0.007499999999999999,0.0,0.0,0.0,0.0,0.0,3179.3856991452503,19.448378388117888,0.0,-0.25000000000000006,430.80167438345103,-480.6024678692401,0.0,0.0,145.5882571741418,0.0,1.0,0.018532944451600128,0.0,0.0,0.4727417985622052,65.99961422222222,6.527432643569692,0.2251301663502869,9.377277854164223,0.003090618743489475,18.940648372968788,1.2228843766215864
2025-01-01 06:00:00,0.34223437031443577,0.21969196328049348,0.0,0.3422343703144358,0.21969196328049345,0.0,0.00847334724196843,0.07614366907482499,0.2501173539976424,0.007499999999999999,0.0,0.0,0.05594461286923949,0.16155985041125398,0.002187500000000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03164593731048258,0.02373445298286193,0.0,0.0,0.0031373419225146203,0.0,0.005336005319453811,0.0,0.0015508519158389902,0.0,0.04294687984850342,0.03221015988637756,0.0,0.0,45.3405561413788,51.66666666666668,46.10666666666668,0.0,49.379595828963986,0.0,0.0,0.0,70.84461897090436,49.41281614475725,49.42942630265389,49.379595828963986,12.43753247303448,750.1293217946633,19.444444444444457,3.0318693904856238,0.0,0.24612611439671936,0.003991239600923044,0.9309627628439961,746.1380821937402,2027.9613503218636,0.0,0.0,22.222222222222285,0.0,0.0,0.007499999999999999,0.0,0.0,0.0,0.0,0.0,3186.3044186413476,19.448476912021135,0.0,0.3,437.83780110972316,-465.24980081806007,0.0,0.0,147.6103489496204,0.0,1.0,0.01849155988041799,0.0,0.0,0.47168615321321816,65.99961422222222,5.347931183499599,0.22548329816774165,9.38283884706674,0.0030955097659947995,6.704767856841012,1.2228803582998546
2025-01-01 07:00:00,0.43716860491573245,0.27866789770641215,0.0,0.43716860491573245,0.2786678977064122,0.0,0.008259437565433344,0.07780924472274513,0.33609992262755395,0.014999999999999998,0.0,0.0,0.05719379460517959,0.2170991031012326,0.004375000000000002,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03331151295840272,0.024983634718802033,0.0,0.0,0.002923432245979533,0.0,0.005336005319453811,0.0,0.0015508519158389902,0.0,0.04294687984850342,0.03221015988637756,0.0,0.0,44.49312431978432,51.66666666666668,46.10666666666668,0.0,48.81904261751669,0.0,0.0,0.0,69.520506749663,48.852881229860934,48.86980053603306,48.81904261751669,12.43753247303448,795.7359864275033,19.444444444444457,2.5361712084569246,0.0,0.2569379503428935,0.004161972284660436,1.0529118313424293,791.5740141428429,1932.1720293926005,0.0,0.0,22.222222222222285,0.0,0.0,0.014999999999999998,0.0,0.0,0.0,0.0,0.0,3176.2446012713563,19.448549139862603,0.0,-0.55,451.4900045370995,-500.4005699244697,0.0,0.0,149.06201492100547,2.3025421390679117,1.0,0.018975123387259638,0.0,0.0,0.48402098120239,65.99961422222222,7.092573113060493,0.225901030180825,9.389375326695644,0.0031012871397969283,16.131473996931728,1.2228757963963033
2025-01-01 08:00:00,0.5164211355041982,0.33040721168519116,0.0,0.5164211355041982,0.33040721168519116,0.0,0.0075464053103163845,0.0786420325467052,0.4152326976471767,0.014999999999999998,0.0,0.0,0.05781838547314963,0.2682138262120415,0.004375000000000002,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03414430078236278,0.025608225586772077,0.0,0.0,0.0022103999908625735,0.0,0.005336005319453811,0.0,0.0015508519158389902,0.0,0.04294687984850342,0.03221015988637756,0.0,0.0,43.66172424031126,51.66666666666668,46.10666666666668,0.0,48.27141087539514,0.0,0.0,0.0,68.22144412548634,48.30340108808407,48.31939619442854,48.27141087539514,12.43753247303448,798.3335841848246,19.444444444444457,1.9312687282727885,0.0,0.2610047308971303,0.004227966750046388,1.0975925948565224,794.1056174347783,1823.9818317209642,0.0,0.0,22.222222222222285,0.0,0.0,0.014999999999999998,0.0,0.0,0.0,0.0,0.0,3165.7465042865106,19.448556156852366,0.0,-1.4,439.9899871767369,-540.6356980173344,0.0,0.0,149.18177048984856,145.6132663650578,1.0,0.01961573478064205,0.0,0.0,0.500361815929324,65.99961422222222,33.110330519398126,0.22697431130344162,9.408206064988045,0.0031146243871981653,32.486201555628995,1.2234403257350495
2025-01-01 09:00:00,0.52862534432772,0.302092505134461,0.0,0.52862534432772,0.30209250513446095,0.0,0.05389792670913136,0.11066746081895322,0.3490599567996354,0.014999999999999998,0.0,0.0,0.07224704695250113,0.22547045818195982,0.004375000000000002,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03414430078236278,0.025608225586772077,0.0,0.0,0.0017825806377923979,0.0,0.052115346071338955,0.0,0.014338064882285003,0.0,0.06218509515430544,0.046638821365729055,0.0,0.0,42.21280466260349,51.66666666666668,46.10666666666668,0.0,47.637168923665335,0.02481264717347838,61.30786135700226,0.0,65.95750728531794,47.34375446361768,47.63890139888485,47.195314758374344,12.43753247303448,526.4079619037213,19.444444444444457,1.503277748590721,0.0,0.2697561748622309,0.0043037819374044765,0.6809425094019765,522.1041799663168,1824.6322469196048,0.0,0.0,22.222222222222285,0.0,0.0,0.014999999999999998,0.0,0.0,0.0,0.0,0.0,3173.179026996712,19.45229943016584,0.0,-0.85,323.88035661917456,-517.6782833735634,0.0,0.0,226.2120450895054,452.4804135568282,1.0,0.019306371481214682,0.0,0.0,0.492470519273125,65.99961422222222,88.93863299951117,0.2287569889829769,9.440730596027091,0.0031383646002705163,51.881878840462214,1.2240211554474303
