Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Garage Lighting Electric Power (kW),Garage Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Heating ER Power (kW),HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Garage (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Net Sensible Heat Gain - Garage (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W),Infiltration Flow Rate - Garage (m^3/s),Infiltration Heat Gain - Garage (W),Radiation Heat Gain - Garage (W),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 00:00:00,1.1765392331007523,0.7683014371461477,0.0,1.1765392331007523,0.7683014371461477,0.0,0.02404326796541822,0.0,0.282614650704825,0.8698813144305091,0.0,0.0,0.0,0.20641361613448472,0.561887821011663,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06079110788616025,0.04559333091462018,0.0,0.0,0.005086641081871345,0.0,0.00045289673463429436,0.0,0.018503730148912583,0.0,0.007396495858845289,0.0,0.21442704695981946,0.16082028521986455,0.0,0.0,35.86693426794917,51.66666666666668,46.10666666666668,0.0,51.41263806628695,0.0,0.0,0.0,35.86693426794917,51.4420221240784,51.456714152974115,51.41263806628695,12.43753247303448,2587.386652914954,20.611111111111143,3.0067450817349144,0.0,0.8559505801779683,0.013930734252540733,1.6215603819535933,2573.4559186624133,5088.268918714832,0.0,0.0,21.611111111111143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7381.22343644203,20.61447054824886,0.0,5.2945469957426665,2.3484850710041534,-0.9186304786655253,2.8,9.236100170605994,2492.3077069462097,-2555.783131693786,92.7098814553263,2296.558864402783,-477.54541957235404,0.0,0.0,423.6472538275003,0.0,2.0,0.020569517872214556,0.0,0.0,0.12206219220520245,131.99922844444444,-41.18078022389118,0.17865254614537215,9.399646382209559,0.002631867684839642,88.88930818852297,1.2194921714724338,0.8211413861396117,-2670.1945150241213,114.41138333033533,0.21747338182655998,125.7852299102855,-33.07534845495919,0.5512630291365691,2678.7936911717184,-382.234826768935
2025-01-01 01:00:00,0.30475664289194887,0.2052737828616192,0.0,0.30475664289194887,0.2052737828616192,0.0,0.023661769884277872,0.0,0.281094873007671,0.0,0.0,0.0,0.0,0.2052737828616192,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05927133018900624,0.044453497641754665,0.0,0.0,0.0047051430007309936,0.0,0.00045289673463429436,0.0,0.018503730148912583,0.0,0.007396495858845289,0.0,0.21442704695981946,0.16082028521986455,0.0,0.0,36.38361623371694,51.66666666666668,46.10666666666668,0.0,51.21758910696939,0.0,0.0,0.0,36.38361623371694,51.260051991669364,51.28128343401935,51.21758910696939,12.43753247303448,0.0,19.444444444444457,0.0,0.0,0.0,0.0,0.0,0.0,5057.156577378997,0.0,0.0,21.111111111111143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7363.670825103726,19.987946871781432,0.0,5.7351822933237635,3.0898816901291384,0.3479199327832562,2.5,9.236100170605994,-39.402370392688084,-2492.5633952049798,-208.329707608059,946.7568810683894,-449.0277203514418,0.0,-1.70635933916517,421.7459780492059,0.0,2.0,0.01968229519795001,0.0,7.403096329574235e-05,0.11723660691241186,131.99922844444444,-10.414268751286976,0.1865834354886065,9.126070287780667,0.002643612654532633,89.82088332625635,1.2221506346771234,0.6387165171676971,-2591.62888911427,99.06549390929038,0.21747338182655998,-167.47048872071667,-40.85921888734234,0.41691798463217095,1238.67697096756,-291.9200898991705
2025-01-01 02:00:00,0.8680826356739656,0.5689882738708845,0.0,0.8680826356739656,0.5689882738708845,0.0,0.023661769884277872,0.0,0.279575095310517,0.5648457704791707,0.0,0.0,0.0,0.20413394958875372,0.3648543242821308,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05775155249185224,0.043313664368889164,0.0,0.0,0.0047051430007309936,0.0,0.00045289673463429436,0.0,0.018503730148912583,0.0,0.007396495858845289,0.0,0.21442704695981946,0.16082028521986455,0.0,0.0,36.79134815611475,51.66666666666668,46.10666666666668,0.0,51.01903583360542,0.0,0.0,0.0,36.79134815611475,51.07470288717569,51.10253641396082,51.01903583360542,12.43753247303448,1209.8845314513753,19.444444444444457,1.9804695617489072,0.0,0.5555765502443424,0.009269220234828337,0.6270477174188263,1200.615311216547,4893.648403172726,0.0,0.0,21.111111111111143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7335.217696855118,19.451678636421182,0.0,6.114954236781878,3.1811855271468414,0.7196284243669318,1.6500000000000001,9.236100170605994,1169.345618179515,-2431.336403653762,-471.69393018883056,68.1504506035446,-446.50560983019517,0.0,0.0,420.22620035205193,0.0,2.0,0.01915719155196279,0.0,0.0,0.11368126427922975,131.99922844444444,-14.259503793717126,0.19372962653000297,8.892423909295966,0.002655659406910696,93.67210568620023,1.2243802573463587,0.43286942610324025,-2511.8098243544823,80.4734207007206,0.21747338182655998,-436.00492238886505,-35.689007799965516,0.25465501629033105,345.12655275561883,-276.97610215207425
2025-01-01 03:00:00,0.8836530569335465,0.579051900856875,0.0,0.8836530569335465,0.579051900856875,0.0,0.023407437830184306,0.0,0.27805531761336294,0.5821903014899993,0.0,0.0,0.0,0.2029941163158882,0.3760577845409868,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05623177479469822,0.042173831096023656,0.0,0.0,0.004450810946637427,0.0,0.00045289673463429436,0.0,0.018503730148912583,0.0,0.007396495858845289,0.0,0.21442704695981946,0.16082028521986455,0.0,0.0,36.58158837714219,51.66666666666668,46.10666666666668,0.0,50.864916161458694,0.0,0.0,0.0,36.58158837714219,50.88933451069853,50.90154368531845,50.864916161458694,12.43753247303448,1767.4520863952007,19.444444444444457,3.069880419984966,0.0,0.5728791803133956,0.009311121176603553,0.9140798137114275,1758.140965218597,4933.729734744465,0.0,0.0,21.111111111111143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7335.736629284669,19.44774392569318,0.0,5.949208229077484,3.075883106302261,0.6898985464358333,1.6500000000000001,9.236100170605994,1694.8981243708815,-2829.851269122876,-437.8298043935236,155.27413300293654,-453.47075306611293,0.0,0.0,418.45209060080435,0.0,2.0,0.01946731400564666,0.0,0.0,0.11552157122195315,131.99922844444444,-37.53529955901046,0.19466662056270856,8.904689547522528,0.002667905401985557,85.89246931173422,1.2243876684910917,0.5372537475221739,-2912.796558289618,82.94528916674153,0.21747338182655998,-406.08168937587135,-31.748115017652257,0.3104059372410775,458.15930535246054,-302.885172349524
2025-01-01 04:00:00,1.0520152822541755,0.6849879797542427,0.0,1.0520152822541755,0.6849879797542426,0.0,0.023407437830184306,0.0,0.27653553991620894,0.7445723045077823,0.007499999999999999,0.0,0.0,0.2018542830430227,0.48094619671122,0.002187500000000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054711997097544214,0.04103399782315815,0.0,0.0,0.004450810946637427,0.0,0.00045289673463429436,0.0,0.018503730148912583,0.0,0.007396495858845289,0.0,0.21442704695981946,0.16082028521986455,0.0,0.0,36.36756071878214,51.66666666666668,46.10666666666668,0.0,50.68939121849342,0.0,0.0,0.0,36.36756071878214,50.70504398974786,50.71287037537508,50.68939121849342,12.43753247303448,2047.096558062291,19.444444444444457,2.8934156602783436,0.0,0.6589253370571543,0.010646967450628009,1.2123663934114748,2036.449590611663,4678.259722593613,0.0,0.0,21.111111111111143,0.0,0.0,0.007499999999999999,0.0,0.0,0.0,0.0,0.0,7306.660545928641,19.447726373258757,0.0,5.7127759216753216,3.0877031964191386,0.792318028807286,0.55,9.236100170605994,1918.0976881114343,-2736.2763561884617,-758.0090915766112,-212.6547496143374,-501.1775288587574,0.0,0.0,416.93231290365037,0.0,2.0,0.020126856890471837,0.0,0.0,0.11943538441267706,131.99922844444444,-44.75365399574944,0.1953679889749044,8.913393249658428,0.002678820075407125,94.48011488567634,1.2238051290326344,0.47800531714519645,-2826.8092195689915,90.53286338053042,0.21747338182655998,-726.8235059115693,-31.18558566504193,0.31242677544501857,89.57141422097145,-302.2261638353088
2025-01-01 05:00:00,1.1483156313025473,0.7468632956498524,0.0,1.148315631302547,0.7468632956498524,0.0,0.023916101938371438,0.0,0.27653553991620894,0.8403639894479669,0.007499999999999999,0.0,0.0,0.2018542830430227,0.5428215126068298,0.002187500000000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054711997097544214,0.04103399782315815,0.0,0.0,0.004959475054824562,0.0,0.00045289673463429436,0.0,0.018503730148912583,0.0,0.007396495858845289,0.0,0.21442704695981946,0.16082028521986455,0.0,0.0,36.153819125992506,51.66666666666668,46.10666666666668,0.0,50.49288474247202,0.0,0.0,0.0,36.153819125992506,50.5218356966319,50.53631117371185,50.49288474247202,12.43753247303448,2216.1191756671265,19.444444444444457,2.7080215017283984,0.0,0.753145830536255,0.01221815891171182,1.436768790571485,2203.9010167554147,4494.987336275137,0.0,0.0,21.111111111111143,0.0,0.0,0.007499999999999999,0.0,0.0,0.0,0.0,0.0,7289.163475522105,19.44773184228847,0.0,5.697272326081135,2.467885506649421,0.21731336554561764,-0.25000000000000006,9.236100170605994,2056.0545584456995,-3005.913923880183,-799.2642300215487,-441.4338116647238,-530.2269194183866,0.0,0.0,417.4409770118375,0.0,2.0,0.020433476156689025,0.0,0.0,0.12125490298570968,131.99922844444444,-47.27867481487771,0.1962681031295683,8.925098465246641,0.0026925720710887667,96.7204045466311,1.2231807803254613,0.4153100648670528,-3092.979722324233,87.0657984440497,0.21747338182655998,-778.6063814344099,-20.657848587138915,0.24580965818921985,-88.071494552423,-353.3623171123008
2025-01-01 06:00:00,1.1161900986327444,0.7067136124131326,0.0,1.1161900986327444,0.7067136124131326,0.0,0.05009339131781634,0.0,0.3013075115297695,0.7572891957851586,0.007499999999999999,0.0,0.0,0.21536561541594176,0.48916049699719083,0.002187500000000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05775155249185224,0.043313664368889164,0.0,0.0,0.0055953051900584794,0.0,0.001063113075366201,0.0,0.043434973052391655,0.0,0.014153357641847036,0.0,0.2294026013960702,0.1720519510470526,0.0,0.0,35.50015656394701,51.66666666666668,46.10666666666668,0.0,50.24285499645337,0.23642778614003007,619.2216229216159,0.0,35.50015656394701,49.97488116454539,50.28946639520712,49.794282849837636,12.43753247303448,2241.627213175302,19.444444444444457,2.9936775972928586,0.0,0.7452163465174789,0.012072849267679703,1.4196246008755617,2229.5543639076222,4662.213188546519,0.0,0.0,21.111111111111143,0.0,0.0,0.007499999999999999,0.0,0.0,0.0,0.0,0.0,7305.399220368049,19.448270462227338,0.0,5.29194477824307,2.517830589501035,-0.11253545974578763,0.3,9.236100170605994,2149.00809869066,-3201.748960734925,-660.5469414561344,-176.77624041727267,-508.2616871924347,0.0,0.0,467.34194919430536,0.0,2.0,0.020199437358554895,0.0,0.0,0.11986608634261706,131.99922844444444,-51.699376486513046,0.19707642994327276,8.938220175950384,0.0027038006991853287,83.02798958637537,1.2231702384484011,0.5053976263747344,-3304.6214841296614,102.87252339473727,0.21747338182655998,-633.8059362169221,-26.74100523921234,0.2684983926322744,156.0334338949327,-332.80967431220535
2025-01-01 07:00:00,2.6603502026441137,0.8286214703744487,0.0,2.660350202644114,0.8286214703744487,0.0,0.10797564351110683,1.2833486265185186,0.35479306686149065,0.899232865752998,0.014999999999999998,0.0,0.0,0.24339942016414218,0.5808470502103066,0.004375000000000002,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06079110788616025,0.04559333091462018,0.0,0.0,0.005213807108918129,0.0,0.0024551045097569,0.0,0.1003067318924318,0.0,0.030260506642634338,0.0,0.2637414523326961,0.19780608924952198,1283.3486265185188,0.23333333333333334,35.725705630464056,51.66666666666668,46.10666666666668,0.0,51.41226769888147,0.31473753777356134,859.0720236988494,1283.3486265185188,35.725705630464056,50.08886532051363,51.41226769888147,49.42716413132971,12.43753247303448,2307.438269292889,19.444444444444457,2.6350234971606565,0.0,0.8111124818137021,0.013120383939295922,1.5617081351355493,2294.317885353593,4441.925038881052,0.0,0.0,21.111111111111143,0.0,0.0,0.014999999999999998,0.0,0.0,0.0,0.0,0.0,7282.459035891524,19.449568175609897,0.0,5.033981766684883,2.295714920081871,-0.3708892839918621,-0.55,9.236100170605994,2224.8573662138983,-3674.9289143995215,-840.3314064134549,-407.60454406793014,-547.3405043079663,0.0,0.0,515.8173907190866,3.647594856901438,1.0835000000000001,0.02075648688465208,0.0,0.0,0.12317169062292635,71.51058200977778,-51.05778949011061,0.19769007626872212,8.948721974259914,0.0027124761359253484,47.5726255784144,1.2231584085686167,0.5120862360418204,-3787.72031952026,112.7914051207384,0.21747338182655998,-815.6780052881581,-24.65340112529683,0.271331962461048,-81.91884052692836,-325.6857035410018
2025-01-01 08:00:00,2.049151181607408,0.9070451680039674,0.0,2.049151181607408,0.9070451680039673,0.0,0.10516592020749119,0.5500065542222222,0.35954579371330625,1.0194329134643885,0.014999999999999998,0.0,0.0,0.24418155707308448,0.6584886109308828,0.004375000000000002,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.062310885583314254,0.04673316418748568,0.0,0.0,0.003942146838450292,0.0,0.0024183583243910342,0.0,0.09880541504464985,0.0,0.03397038428252686,0.0,0.2632645238474651,0.1974483928855988,550.0065542222222,0.1,36.651425881881316,51.66666666666668,46.10666666666668,0.0,51.59977272038023,0.08179284501733251,223.94995404036746,550.0065542222222,36.651425881881316,50.91176382424011,51.60003579000043,50.56749630654986,12.43753247303448,2328.44074128533,19.444444444444457,2.301549953850366,0.0,0.8555698446946265,0.013863068769761993,1.6563816933726103,2314.577672515568,4193.201592521667,0.0,0.0,21.111111111111143,0.0,0.0,0.014999999999999998,0.0,0.0,0.0,0.0,0.0,7258.013696176743,19.449582366141673,0.0,4.41248249925514,1.8935805850083298,-0.806231535546985,-1.4,9.236100170605994,2253.9679311702494,-4073.672620693693,-966.8819579626671,-560.7621937792941,-589.359435470944,0.0,0.0,512.2828114736972,229.6112903399948,1.0,0.021382358769198754,0.0,0.0,0.12688569572221767,65.99961422222222,2.603813882166145,0.1982872596350863,8.960449667819706,0.0027194243468972937,62.596905534514164,1.2237277482134543,0.5480685997955927,-4211.470283609456,137.79766291576325,0.21747338182655998,-946.8200363479472,-20.06192161471982,0.2978237825405787,-236.09519421763613,-324.666999561658
2025-01-01 09:00:00,2.135829850032805,0.7813546780421903,0.0,2.1358298500328043,0.7813546780421904,0.0,0.10622937389707351,0.8250098313333335,0.3647442742933437,0.824846370509054,0.014999999999999998,0.0,0.0,0.24418155707308448,0.5327981209691058,0.004375000000000002,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.062310885583314254,0.04673316418748568,0.0,0.0,0.0031791506761695907,0.0,0.0024619944195129998,0.0,0.10058822880139093,0.0,0.03916886486256435,0.0,0.2632645238474651,0.1974483928855988,825.0098313333333,0.15,35.413445384065874,51.66666666666668,46.10666666666668,0.0,51.344005293509326,0.328975080448496,893.3363666670258,825.0098313333333,35.413445384065874,49.8336680266866,51.344215380682,49.07828930610257,12.43753247303448,2124.73053857502,19.444444444444457,2.6704289206747287,0.0,0.7378675200649419,0.01197885044411204,1.3861716573861396,2112.751688130908,4194.903184276098,0.0,0.0,21.111111111111143,0.0,0.0,0.014999999999999998,0.0,0.0,0.0,0.0,0.0,7274.333314487393,19.449655916454297,0.0,4.274454042584861,1.6900240268752897,-0.9133486512741921,-0.85,9.236100170605994,2165.2007556964877,-3511.336385180207,-748.3474247001216,-185.6566485613833,-563.7046571623271,0.0,0.0,518.544745743317,568.6760435867817,1.0,0.021024308621578766,0.0,0.0,0.12476097961514118,65.99961422222222,85.63012854047761,0.19908508560045543,8.975508629612323,0.0027290521359389155,83.71440011491705,1.2243344787172954,0.5402133939054635,-3661.427568115894,150.0911829356868,0.21747338182655998,-729.4028612858652,-18.944563414256315,0.3047729323837782,27.56452005510729,-213.2211686164906
