Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Water Heating Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,0.6612060167877857,0.10654516413337321,0.39607500000000007,0.011020100279796427,0.0017757527355562201,0.006601250000000001,0.0220857156745177,0.12703280111326792,0.46208750000000004,0.05,0.0,0.39607500000000007,0.0,0.09196183080003988,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0,0,Off,0.005264967105263157,0.0,On,0.016820748569254543,0,On,0.0044170267132147105,0,On,0.08495549995883028,0.0637166249691227,On,0,0,Off,On,9748.338726666667,20.000000000000057,0.8,0.0,11.607814033333334,0.46208750000000004,1,9286.251226666667,9286.251226666667,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,5078.336213333333,Off,0.0,0,79.13359371921528,51.666666666666686,46.10666666666668,0.0,49.491459846299655,0.0,0.0,0.0,123.64624018627389,49.54703243218593,49.57481872512908,49.491459846299655,12.43753247303448,20.054450259977028,0.0,2.8,9.236100170605994,8363.587754277338,-1470.7178558255282,-0.0,-0.0,209.17124601288972,0.0,1.0,0.06540494523613331,0.0,0.0,0.8464081672052668,65.99961422222222,-123.20436257668976,0.191945515904292,9.242584833417947,0.002739850005039063,-26.900650545920747,1.2182424311770261
2025-01-01 00:01:00,0.6612060167877857,0.10654516413337321,0.39607500000000007,0.011020100279796427,0.0017757527355562201,0.006601250000000001,0.0220857156745177,0.12703280111326792,0.46208750000000004,0.05,0.0,0.39607500000000007,0.0,0.09196183080003988,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0,0,Off,0.005264967105263157,0.0,On,0.016820748569254543,0,On,0.0044170267132147105,0,On,0.08495549995883028,0.0637166249691227,On,0,0,Off,On,9748.338726666667,20.000000000000057,0.8,0.0,11.607814033333334,0.46208750000000004,1,9286.251226666667,9286.251226666667,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,5078.336213333333,Off,0.0,0,78.81584489331463,51.666666666666686,46.10666666666668,0.0,49.478312058105985,0.0,0.0,0.0,123.1497576458041,49.53470287229953,49.562898279396315,49.478312058105985,12.43753247303448,20.160507949512745,0.0,2.8,9.236100170605994,8343.736386821107,-1483.2555410007044,-0.0,-0.0,209.17124601288972,0.0,1.0,0.06555954027249443,0.0,0.0,0.8484087881202913,65.99961422222222,-130.51804485774474,0.19123770917904187,9.314295656367383,0.0027397206208369085,-27.062573298244224,1.221359381312024
2025-01-01 00:02:00,0.19911851678778558,0.10654516413337321,0.0,0.003318641946463093,0.0017757527355562201,0.0,0.0220857156745177,0.12703280111326792,0.0,0.05,0.0,0.0,0.0,0.09196183080003988,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0,0,Off,0.005264967105263157,0.0,On,0.016820748569254543,0,On,0.0044170267132147105,0,On,0.08495549995883028,0.0637166249691227,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,9286.251226666667,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,5078.336213333333,Off,0.0,0,78.50635664169153,51.666666666666686,46.10666666666668,0.0,49.46521757003325,0.0,0.0,0.0,122.666182252643,49.52242281987253,49.551025444792174,49.46521757003325,12.43753247303448,20.263536812407864,0.0,2.8,9.236100170605994,-1423.9590610377275,-1495.4743259601053,-0.0,-0.0,209.17124601288972,0.0,1.0,0.06570964268744033,0.0,0.0,0.85035126983125,65.99961422222222,-137.65598109051194,0.1900141269295612,9.361334657919292,0.002739590790014382,-27.218790068402733,1.220930610373709
2025-01-01 00:03:00,0.19911851678778558,0.10654516413337321,0.0,0.003318641946463093,0.0017757527355562201,0.0,0.0220857156745177,0.12703280111326792,0.0,0.05,0.0,0.0,0.0,0.09196183080003988,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0,0,Off,0.005264967105263157,0.0,On,0.016820748569254543,0,On,0.0044170267132147105,0,On,0.08495549995883028,0.0637166249691227,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,9286.251226666667,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,5078.336213333333,Off,0.0,0,78.86114724129689,51.666666666666686,46.10666666666668,0.0,49.45217500494146,0.0,0.0,0.0,123.2205425645264,49.51019098785045,49.539198979304956,49.45217500494146,12.43753247303448,20.119057552017946,0.0,2.8,9.236100170605994,-1403.8687288541435,-1478.3505826587607,-0.0,-0.0,209.17124601288972,0.0,1.0,0.06549912970155601,0.0,0.0,0.8476270123624613,65.99961422222222,-134.6893922082725,0.19171068611562242,9.295586452184345,0.002739460163895051,-26.9345536044222,1.221532199221028
2025-01-01 00:04:00,0.19911851678778558,0.10654516413337321,0.0,0.003318641946463093,0.0017757527355562201,0.0,0.0220857156745177,0.12703280111326792,0.0,0.05,0.0,0.0,0.0,0.09196183080003988,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0,0,Off,0.005264967105263157,0.0,On,0.016820748569254543,0,On,0.0044170267132147105,0,On,0.08495549995883028,0.0637166249691227,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,9286.251226666667,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,5078.336213333333,Off,0.0,0,79.20332425778736,51.666666666666686,46.10666666666668,0.0,49.43907376606124,0.0,0.0,0.0,123.75519415279274,49.49790387700507,49.52731893247699,49.43907376606124,12.43753247303448,19.979223594215664,0.0,2.8,9.236100170605994,-1383.8595943433916,-1461.8496954825841,-0.0,-0.0,209.17124601288972,0.0,1.0,0.06529524224655912,0.0,0.0,0.8449884961695798,65.99961422222222,-131.18114487369715,0.1933687630379895,9.230772467450294,0.002739330965519246,-26.658872633621307,1.2221150125411624
2025-01-01 00:05:00,0.19911851678778558,0.10654516413337321,0.0,0.003318641946463093,0.0017757527355562201,0.0,0.0220857156745177,0.12703280111326792,0.0,0.05,0.0,0.0,0.0,0.09196183080003988,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0,0,Off,0.005264967105263157,0.0,On,0.016820748569254543,0,On,0.0044170267132147105,0,On,0.08495549995883028,0.0637166249691227,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,9286.251226666667,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,5078.336213333333,Off,0.0,0,79.53364260052604,51.666666666666686,46.10666666666668,0.0,49.42591595506598,0.0,0.0,0.0,124.27131656332193,49.48556345261965,49.51538720139649,49.42591595506598,12.43753247303448,19.843755577248945,0.0,2.8,9.236100170605994,-1363.005524833343,-1445.9319255308928,-0.0,-0.0,209.17124601288972,0.0,1.0,0.06509758802643553,0.0,0.0,0.842430644533267,65.99961422222222,-126.24484531534003,0.19499029762425174,9.16892115801064,0.00273920315049938,-26.39124851874943,1.2226801615556009
2025-01-01 00:06:00,0.19911851678778558,0.10654516413337321,0.0,0.003318641946463093,0.0017757527355562201,0.0,0.0220857156745177,0.12703280111326792,0.0,0.05,0.0,0.0,0.0,0.09196183080003988,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0,0,Off,0.005264967105263157,0.0,On,0.016820748569254543,0,On,0.0044170267132147105,0,On,0.08495549995883028,0.0637166249691227,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,9286.251226666667,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,5078.336213333333,Off,0.0,0,79.85267352021003,51.666666666666686,46.10666666666668,0.0,49.412703547878706,0.0,0.0,0.0,124.76980237532818,49.47317156235739,49.503405569596744,49.412703547878706,12.43753247303448,19.712442465463017,0.0,2.8,9.236100170605994,-1342.4128530280186,-1430.5662616396219,-0.0,-0.0,209.17124601288972,0.0,1.0,0.06490587280582588,0.0,0.0,0.839949649741272,65.99961422222222,-121.01783740128656,0.19657654175245556,9.108487367280297,0.0027390766770796085,-26.13130365664866,1.2232284779606368
2025-01-01 00:07:00,0.19911851678778558,0.10654516413337321,0.0,0.003318641946463093,0.0017757527355562201,0.0,0.0220857156745177,0.12703280111326792,0.0,0.05,0.0,0.0,0.0,0.09196183080003988,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0,0,Off,0.005264967105263157,0.0,On,0.016820748569254543,0,On,0.0044170267132147105,0,On,0.08495549995883028,0.0637166249691227,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,9286.251226666667,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,5078.336213333333,Off,0.0,0,80.16097681661519,51.666666666666686,46.10666666666668,0.0,49.39943842525313,0.0,0.0,0.0,125.25152627596124,49.460729964876684,49.49137573468847,49.39943842525313,12.43753247303448,19.585077401401087,0.0,2.8,9.236100170605994,-1322.497403121166,-1415.7227606166794,-0.0,-0.0,209.17124601288972,0.0,1.0,0.06471980708932441,0.0,0.0,0.8375417654212842,65.99961422222222,-115.94588851737643,0.1981288071317041,9.049376110385476,0.0027389515055139496,-25.87866736669006,1.2237607805403872
2025-01-01 00:08:00,0.19911851678778558,0.10654516413337321,0.0,0.003318641946463093,0.0017757527355562201,0.0,0.0220857156745177,0.12703280111326792,0.0,0.05,0.0,0.0,0.0,0.09196183080003988,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0,0,Off,0.005264967105263157,0.0,On,0.016820748569254543,0,On,0.0044170267132147105,0,On,0.08495549995883028,0.0637166249691227,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,9286.251226666667,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,5078.336213333333,Off,0.0,0,80.45907479502884,51.666666666666686,46.10666666666668,0.0,49.38612237468315,0.0,0.0,0.0,125.71730436723256,49.44824033161525,49.4792993100813,49.38612237468315,12.43753247303448,19.46146741321615,-0.038532586783908584,2.8,9.236100170605994,-1303.3337900001227,-1401.3736340051082,-0.0,-0.0,209.17124601288972,0.0,1.0,0.06453912042042743,0.0,0.0,0.8352034915842315,65.99961422222222,-111.13140200790436,0.1996483392791855,8.992203431919762,0.0027388275980212958,-25.632993270762732,1.2242778342536005
2025-01-01 00:09:00,0.19911851678778558,0.10654516413337321,0.0,0.003318641946463093,0.0017757527355562201,0.0,0.0220857156745177,0.12703280111326792,0.0,0.05,0.0,0.0,0.0,0.09196183080003988,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0,0,Off,0.005264967105263157,0.0,On,0.016820748569254543,0,On,0.0044170267132147105,0,On,0.08495549995883028,0.0637166249691227,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,9286.251226666667,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,5078.336213333333,Off,0.0,0,80.74744446295409,51.666666666666686,46.10666666666668,0.0,49.37275709664815,0.0,0.0,0.0,126.16788197336577,49.435704252632036,49.46717783062398,49.37275709664815,12.43753247303448,19.341436328594828,-0.1585636714052292,2.8,9.236100170605994,-1284.8957715471163,-1387.4935272395442,-0.0,-0.0,209.17124601288972,0.0,1.0,0.06436356578213508,0.0,0.0,0.8329316315726536,65.99961422222222,-106.57349032046187,0.20113627062852427,8.936177145291644,0.0027387049186538416,-25.393964565742984,1.224780337584213
