occupants,plug_loads_other,plug_loads_tv,lighting_interior,hot_water_dishwasher,dishwasher,hot_water_clothes_washer,clothes_washer,clothes_dryer,cooking_range,hot_water_fixtures,Vacancy,Power Outage,No Space Heating,No Space Cooling
1.0,0.631,0.0556,0.0864,0.0,0.0,0.435,0.2,0.8,0.0,0.0,0,0,0,0
1.0,0.631,0.0556,0.0864,0.0,0.0,0.323,0.0,1.0,0.0,0.0,0,0,0,0
1.0,0.631,0.0377,0.0683,0.0,0.0,0.235,0.0,1.0,0.0,0.0,0,0,0,0
1.0,0.631,0.0311,0.0617,0.0,0.0,0.0316,0.0,1.0,0.0,0.0,0,0,0,0
1.0,0.631,0.0311,0.0617,0.0,0.0,0.204,0.0,1.0,0.0,0.0,0,0,0,0
1.0,0.631,0.0311,0.0617,0.0,0.0,0.221,0.0,1.0,0.0,0.0,0,0,0,0
1.0,0.631,0.0226,0.0526,0.0,0.0,0.242,0.0,0.733,0.0,0.0,0,0,0,0
1.0,0.631,0.0195,0.0493,0.0,0.0,0.323,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.631,0.0195,0.0493,0.0,0.0,0.302,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.631,0.0195,0.0493,0.0,0.0,0.586,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.631,0.0176,0.0493,0.0,0.0,0.172,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.631,0.017,0.0493,0.0,0.0,0.333,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.58,0.0162,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.648,0.0479,0.195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.68,0.0595,0.248,0.0,0.0,0.0,0.0,0.0,0.0,0.166,0,0,0,0
1.0,0.68,0.0595,0.248,0.504,0.733,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.68,0.0595,0.248,0.973,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.687,0.068,0.259,0.274,1.0,0.0,0.0,0.0,0.0,0.166,0,0,0,0
1.0,0.69,0.0711,0.262,0.288,0.467,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.69,0.0711,0.262,0.0,0.0,0.0,0.0,0.0,0.0,0.166,0,0,0,0
1.0,0.69,0.0711,0.262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.69,0.0796,0.267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.69,0.0827,0.269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.69,0.0827,0.269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.69,0.0827,0.269,0.0,0.0,0.0,0.0,0.0,0.0,0.0831,0,0,0,0
1.0,0.783,0.145,0.42,0.491,0.733,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.818,0.168,0.475,0.883,1.0,0.204,0.733,0.0,0.0,0.0,0,0,0,0
1.0,0.818,0.168,0.475,0.52,1.0,0.0,0.2,0.8,0.0,0.0,0,0,0,0
1.0,0.818,0.168,0.475,0.0,0.467,0.0,0.0,1.0,0.0,0.0,0,0,0,0
1.0,0.818,0.181,0.462,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0
1.0,0.818,0.186,0.457,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0
1.0,0.818,0.186,0.457,0.0,0.0,0.0,0.0,1.0,0.0,0.0831,0,0,0,0
1.0,0.818,0.186,0.457,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0
1.0,0.818,0.193,0.447,0.0,0.0,0.0,0.0,0.733,0.0,0.0,0,0,0,0
1.0,0.818,0.196,0.444,0.0,0.0,0.0,0.0,0.0,0.0,0.332,0,0,0,0
1.0,0.818,0.196,0.444,0.0,0.0,0.0,0.0,0.0,0.0,0.416,0,0,0,0
1.0,0.818,0.196,0.444,0.0,0.0,0.0,0.0,0.0,0.0,0.166,0,0,0,0
1.0,0.818,0.215,0.441,0.0,0.0,0.0,0.0,0.0,0.0,0.115,0,0,0,0
1.0,0.818,0.222,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0831,0,0,0,0
1.0,0.818,0.222,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.818,0.222,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.338,0,0,0,0
1.0,0.818,0.231,0.446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.818,0.235,0.448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.818,0.235,0.448,0.0,0.0,0.0,0.0,0.0,0.0,0.287,0,0,0,0
