Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,Basement Lighting Electric Power (kW),Basement Lighting Reactive Power (kVAR),Basement Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W)
2025-01-01 00:00:00,1.0228363509033693,0.38072511369373335,0.3425875,0.017047272515056156,0.006345418561562222,0.005709791666666667,0.01589547728940521,0.0,0.6072554569472974,0.3996854166666667,0.3425875,0.0,0.0,0.38072511369373335,0,1,0,0,Off,0,0,Off,0.04614264815455537,0.03460698611591652,On,0.06039532696389671,0,On,0.0025193987573099413,0.0,On,0.006688039266047634,0,On,0.006688039266047634,0.0,On,0.03922664505842265,0,On,0.46149083677042263,0.34611812757781685,On,0,0,Off,On,7372.464606469627,20.000000000000057,0.8,1059.4207524192614,10.040249927777777,0.3996854166666667,1,8032.1999422222225,8032.1999422222225,Off,0.0,0.0,21.610221109358463,51.666666666666686,46.10666666666668,0.0,51.1164121125426,0.49494202705793583,1334.6421389745176,0.0,21.610221109358463,49.808569685226956,51.1164121125426,49.154648471569146,12.43753247303448,19.06958587177475,-0.43041412822530845,-2.8,2.8,9.236100170605994,4851.488528109646,2582.3563335452104,-1932.9238584139698,-0.0,-0.0,898.9907634313691,0.0,5.0,0.09116341724396533,0.0,0,4.570134270420155,329.99807111111113,-12.550062083456165,0.23842048043861,9.315553223916865,0.0032035375530121684,29.842586882638688,1.2220064355940767,0,0,48.44265983202355
2025-01-01 00:01:00,1.0228363509033693,0.38072511369373335,0.3425875,0.017047272515056156,0.006345418561562222,0.005709791666666667,0.01589547728940521,0.0,0.6072554569472974,0.3996854166666667,0.3425875,0.0,0.0,0.38072511369373335,0,1,0,0,Off,0,0,Off,0.04614264815455537,0.03460698611591652,On,0.06039532696389671,0,On,0.0025193987573099413,0.0,On,0.006688039266047634,0,On,0.006688039266047634,0.0,On,0.03922664505842265,0,On,0.46149083677042263,0.34611812757781685,On,0,0,Off,On,7372.464606469627,20.000000000000057,0.8,1059.4207524192614,10.040249927777777,0.3996854166666667,1,8032.1999422222225,8032.1999422222225,Off,0.0,0.0,21.212011589730082,51.666666666666686,46.10666666666668,0.0,51.084886152576395,0.4953457680917981,1334.6421389745176,0.0,21.212011589730082,49.61823102903712,51.084886152576395,48.88490346726749,12.43753247303448,19.449391631929878,-0.05060836807017921,-2.3924609519367004,2.8,9.236100170605994,4779.414278279089,2579.615918884879,-1996.2751373081694,-0.0,-0.0,898.9907634313691,0.0,5.0,0.09200350589096085,0.0,0,4.612248947906965,329.99807111111113,-21.27303301981324,0.2335655883205654,9.513160890619996,0.003204091864998213,27.415663672466582,1.22398481869724,0,0,45.70224517169273
2025-01-01 00:02:00,1.0228363509033693,0.38072511369373335,0.3425875,0.017047272515056156,0.006345418561562222,0.005709791666666667,0.01589547728940521,0.0,0.6072554569472974,0.3996854166666667,0.3425875,0.0,0.0,0.38072511369373335,0,1,0,0,Off,0,0,Off,0.04614264815455537,0.03460698611591652,On,0.06039532696389671,0,On,0.0025193987573099413,0.0,On,0.006688039266047634,0,On,0.006688039266047634,0.0,On,0.03922664505842265,0,On,0.46149083677042263,0.34611812757781685,On,0,0,Off,On,7372.464606469627,20.000000000000057,0.8,1059.4207524192614,10.040249927777777,0.3996854166666667,1,8032.1999422222225,8032.1999422222225,Off,0.0,0.0,20.826111348309496,51.666666666666686,46.10666666666668,0.0,51.05339441281349,0.49574972903525005,1334.6421389745176,0.0,20.826111348309496,49.42794825821721,51.05339441281349,48.61522518091907,12.43753247303448,19.81177357919997,0.0,-1.9945520411057431,2.8,9.236100170605994,4710.450254832485,2577.160250275559,-2057.455951848167,-0.0,-0.0,898.9907634313691,0.0,5.0,0.09280327454089175,0.0,0,4.6523423343327455,329.99807111111113,-29.056241926419283,0.22840242882434023,9.677739413999344,0.0032046002749326467,25.108162796945823,1.2224704239805824,0,0,43.246576562372425
2025-01-01 00:03:00,1.0228363509033693,0.38072511369373335,0.3425875,0.017047272515056156,0.006345418561562222,0.005709791666666667,0.01589547728940521,0.0,0.6072554569472974,0.3996854166666667,0.3425875,0.0,0.0,0.38072511369373335,0,1,0,0,Off,0,0,Off,0.04614264815455537,0.03460698611591652,On,0.06039532696389671,0,On,0.0025193987573099413,0.0,On,0.006688039266047634,0,On,0.006688039266047634,0.0,On,0.03922664505842265,0,On,0.46149083677042263,0.34611812757781685,On,0,0,Off,On,7372.464606469627,20.000000000000057,0.8,1059.4207524192614,10.040249927777777,0.3996854166666667,1,8032.1999422222225,8032.1999422222225,Off,0.0,0.0,20.451850228736248,51.666666666666686,46.10666666666668,0.0,51.02193506710893,0.496153932834198,1334.6421389745176,0.0,20.451850228736248,49.237719645263134,51.02193506710893,48.34561193434025,12.43753247303448,20.157681599039865,0.0,-1.60571265999963,2.8,9.236100170605994,4643.799666346535,2574.7578666691015,-2116.5227789745495,-0.0,-0.0,898.9907634313691,0.0,5.0,0.09356503348921791,0.0,0,4.690530247651396,329.99807111111113,-36.640003285986936,0.22359229724578966,9.834568287408574,0.0032050664702112084,22.91329353976825,1.2210283786594518,0,0,40.84419295591473
2025-01-01 00:04:00,0.6231509342367025,0.38072511369373335,0.0,0.010385848903945042,0.006345418561562222,0.0,0.01589547728940521,0.0,0.6072554569472974,0.0,0.0,0.0,0.0,0.38072511369373335,0,1,0,0,Off,0,0,Off,0.04614264815455537,0.03460698611591652,On,0.06039532696389671,0,On,0.0025193987573099413,0.0,On,0.006688039266047634,0,On,0.006688039266047634,0.0,On,0.03922664505842265,0,On,0.46149083677042263,0.34611812757781685,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,8032.1999422222225,Off,0.0,0.0,20.088643722161123,51.666666666666686,46.10666666666668,0.0,50.99050638893986,0.4965584013016987,1334.6421389745176,0.0,20.088643722161123,49.04754355672168,50.99050638893986,48.07606214061259,12.43753247303448,20.48794405208772,0.0,-1.2254933026495096,2.8,9.236100170605994,-1316.7511271504059,38.52900455573613,-2173.5236375315358,-0.0,-0.0,898.9907634313691,0.0,5.0,0.09429080853750083,0.0,0,4.7269142437876654,329.99807111111113,-42.21825305023934,0.2191046720154603,9.982886076817284,0.003205492414752407,20.825468954174642,1.2196547422062214,0,0,38.52900455573613
2025-01-01 00:05:00,0.6231509342367025,0.38072511369373335,0.0,0.010385848903945042,0.006345418561562222,0.0,0.01589547728940521,0.0,0.6072554569472974,0.0,0.0,0.0,0.0,0.38072511369373335,0,1,0,0,Off,0,0,Off,0.04614264815455537,0.03460698611591652,On,0.06039532696389671,0,On,0.0025193987573099413,0.0,On,0.006688039266047634,0,On,0.006688039266047634,0.0,On,0.03922664505842265,0,On,0.46149083677042263,0.34611812757781685,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,8032.1999422222225,Off,0.0,0.0,20.13958514268711,51.666666666666686,46.10666666666668,0.0,50.959106738674706,0.496963155272281,1334.6421389745176,0.0,20.13958514268711,48.85741844117051,50.959106738674706,47.80657429241842,12.43753247303448,20.23017070246354,0.0,-1.1002592164098643,2.8,9.236100170605994,-1269.1382901088523,37.97106672718877,-2128.983271316954,-0.0,-0.0,898.9907634313691,0.0,5.0,0.09372446210251621,0.0,0,4.6985226001909055,329.99807111111113,-39.145782223267375,0.22264826033737564,9.867634327444577,0.0032058799838812395,22.240326118626985,1.2207260852898938,0,0,37.97106672718877
2025-01-01 00:06:00,0.6231509342367025,0.38072511369373335,0.0,0.010385848903945042,0.006345418561562222,0.0,0.01589547728940521,0.0,0.6072554569472974,0.0,0.0,0.0,0.0,0.38072511369373335,0,1,0,0,Off,0,0,Off,0.04614264815455537,0.03460698611591652,On,0.06039532696389671,0,On,0.0025193987573099413,0.0,On,0.006688039266047634,0,On,0.006688039266047634,0.0,On,0.03922664505842265,0,On,0.46149083677042263,0.34611812757781685,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,8032.1999422222225,Off,0.0,0.0,20.182260637874833,51.666666666666686,46.10666666666668,0.0,50.927674564188735,0.4973689899032009,1334.6421389745176,0.0,20.182260637874833,48.667286176417754,50.927674564188735,47.53709198253227,12.43753247303448,19.984126989741778,0.0,-0.9771307477815598,2.8,9.236100170605994,-1224.2165946686123,37.32725027705648,-2086.80551456137,-0.0,-0.0,898.9907634313691,0.0,5.0,0.09318303476409244,0.0,0,4.671380181564242,329.99807111111113,-36.40184353861152,0.22609379219945108,9.757502696656847,0.0032062935207375558,23.581490687073984,1.2217504037607727,0,0,37.32725027705648
2025-01-01 00:07:00,0.6231509342367025,0.38072511369373335,0.0,0.010385848903945042,0.006345418561562222,0.0,0.01589547728940521,0.0,0.6072554569472974,0.0,0.0,0.0,0.0,0.38072511369373335,0,1,0,0,Off,0,0,Off,0.04614264815455537,0.03460698611591652,On,0.06039532696389671,0,On,0.0025193987573099413,0.0,On,0.006688039266047634,0,On,0.006688039266047634,0.0,On,0.03922664505842265,0,On,0.46149083677042263,0.34611812757781685,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,8032.1999422222225,Off,0.0,0.0,20.21716697475881,51.666666666666686,46.10666666666668,0.0,50.89621109805089,0.4977758929204474,1334.6421389745176,0.0,20.21716697475881,48.47714792251678,50.89621109805089,47.267616334749725,12.43753247303448,19.74910867167841,0.0,-0.8561311705495741,2.8,9.236100170605994,-1181.5737869223694,36.740825844692445,-2046.825017677267,-0.0,-0.0,898.9907634313691,0.0,5.0,0.09266510035480113,0.0,0,4.645415492379791,329.99807111111113,-33.73953267647178,0.22944397769244873,9.652168679222203,0.003206731627603816,24.853269510697306,1.2227303969896093,0,0,36.740825844692445
2025-01-01 00:08:00,0.6231509342367025,0.38072511369373335,0.0,0.010385848903945042,0.006345418561562222,0.0,0.01589547728940521,0.0,0.6072554569472974,0.0,0.0,0.0,0.0,0.38072511369373335,0,1,0,0,Off,0,0,Off,0.04614264815455537,0.03460698611591652,On,0.06039532696389671,0,On,0.0025193987573099413,0.0,On,0.006688039266047634,0,On,0.006688039266047634,0.0,On,0.03922664505842265,0,On,0.46149083677042263,0.34611812757781685,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,8032.1999422222225,Off,0.0,0.0,20.24474998104506,51.666666666666686,46.10666666666668,0.0,50.86471749898332,0.4981838529202901,1334.6421389745178,0.0,20.24474998104506,48.28700476980386,50.86471749898332,46.99814840521414,12.43753247303448,19.52448376940514,0.0,-0.7372478995086048,2.8,9.236100170605994,-1141.1899411513118,36.18843521948747,-2008.894005877002,-0.0,-0.0,898.9907634313691,0.0,5.0,0.09216937649941662,0.0,0,4.620564245589702,329.99807111111113,-31.286698705679164,0.23270122953407085,9.550694481614432,0.003207192992042023,26.059542417728853,1.2236684907030284,0,0,36.18843521948747
2025-01-01 00:09:00,0.6231509342367025,0.38072511369373335,0.0,0.010385848903945042,0.006345418561562222,0.0,0.01589547728940521,0.0,0.6072554569472974,0.0,0.0,0.0,0.0,0.38072511369373335,0,1,0,0,Off,0,0,Off,0.04614264815455537,0.03460698611591652,On,0.06039532696389671,0,On,0.0025193987573099413,0.0,On,0.006688039266047634,0,On,0.006688039266047634,0.0,On,0.03922664505842265,0,On,0.46149083677042263,0.34611812757781685,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,8032.1999422222225,Off,0.0,0.0,20.26543406962628,51.666666666666686,46.10666666666668,0.0,50.833194859433185,0.4985928592780204,1334.6421389745178,0.0,20.26543406962628,48.09685774604711,50.833194859433185,46.728689189354064,12.43753247303448,19.309650650375634,-0.19034934962442307,-0.6204570297765959,2.8,9.236100170605994,-1102.9045779097196,35.66421395878768,-1972.8744925078977,-0.0,-0.0,898.9907634313691,0.0,5.0,0.09169463420760499,0.0,0,4.596764830396436,329.99807111111113,-29.02084883319096,0.23586817736771526,9.453466619036202,0.0032076763783048423,27.204011269748538,1.2245670083660065,0,0,35.66421395878768
