Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Basement Lighting Electric Power (kW),Basement Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W)
2025-01-01 00:00:00,1.3060915620569704,0.37518955441429014,0.137035,1.3060915620569704,0.37518955441429014,0.13703500000000002,0.014867752066775425,0.5833092014814816,0.5480404418420467,0.15987416666666665,0.137035,0.0,0.0,0.37518955441429014,0.0,1.0,0.0,0.0,0.0,0.0,0.04614264815455537,0.03460698611591652,0.015098831740974178,0.0,0.0025193987573099413,0.0,0.006174176654732742,0.0,0.006174176654732742,0.0,0.032688870882018876,0.0,0.45411009106449834,0.3405825682983737,0.0,0.0,2948.9858425878506,20.000000000000057,0.32000000000000006,423.76830096770453,4.016099971111111,0.15987416666666665,0.4,3212.879976888889,8032.1999422222225,583.3092014814815,0.16666666666666666,21.85924719738963,51.66666666666668,46.10666666666668,0.0,51.44479094746207,0.12444602323759477,333.66053474362946,583.3092014814815,21.85924719738963,50.76421878961499,51.44806753839918,50.42065611975434,12.43753247303448,19.761293631544582,-0.07205229210948794,1.7187646539929138,2.8,9.236100170605994,1131.1472463509278,220.29054837660414,-2049.3783231496172,0.0,0.0,855.6550878097897,0.0,5.0,0.09269076738230342,0.0,0.0,4.6467022120482095,329.99807111111113,-34.31819237952552,0.22982269389413884,9.663933828162081,0.0032134008831537692,15.333056428940314,1.2226176735180907,0.0,0.0,26.622707243132602
2025-01-01 01:00:00,0.6834931845460571,0.3635446064277397,0.14274479166666668,0.6834931845460571,0.36354460642773967,0.14274479166666668,0.012618129835414918,0.0,0.5043394644328644,0.16653559027777778,0.14274479166666668,0.0,0.0,0.3635446064277397,0.0,1.0,0.0,0.0,0.0,0.0,0.04498908195069148,0.0337418114630186,0.0,0.0,0.0023304438505116955,0.0,0.005143842992451611,0.0,0.005143842992451611,0.0,0.019613322529211327,0.0,0.4397370599529616,0.32980279496472115,0.0,0.0,3071.860252695678,20.000000000000057,0.3333333333333333,441.42531350802557,4.183437469907407,0.16653559027777778,0.4166666666666667,3346.749975925926,8032.1999422222225,0.0,0.0,22.47951490425852,51.66666666666668,46.10666666666668,0.0,51.6209973770567,0.0,0.0,0.0,22.47951490425852,51.63353201309428,51.63979933111308,51.6209973770567,12.43753247303448,19.712463890548257,-0.08083766284757209,2.6070453998212972,2.5,9.236100170605994,1326.1252622286768,-703.5513649361603,-1913.656825137474,0.0,0.0,816.1740711826831,0.0,5.0,0.08533914510090959,0.0,0.0,4.278156341927194,329.99807111111113,-33.88018597307479,0.23185508004715802,9.663123431433982,0.003232038211763308,31.5151035176312,1.2228670674680386,0.0,0.0,25.898560757617933
2025-01-01 02:00:00,0.6690167711199709,0.3626794317748418,0.13132520833333333,0.6690167711199709,0.3626794317748418,0.13132520833333333,0.012618129835414918,0.0,0.5031858982290005,0.15321274305555557,0.13132520833333333,0.0,0.0,0.3626794317748418,0.0,1.0,0.0,0.0,0.0,0.0,0.0438355157468276,0.03287663681012069,0.0,0.0,0.0023304438505116955,0.0,0.005143842992451611,0.0,0.005143842992451611,0.0,0.019613322529211327,0.0,0.4397370599529616,0.32980279496472115,0.0,0.0,2826.1114324800237,20.000000000000057,0.3066666666666667,406.1112884273835,3.848762472314815,0.15321274305555557,0.38333333333333336,3079.0099778518515,8032.1999422222225,0.0,0.0,22.314609355532692,51.66666666666668,46.10666666666668,0.0,51.421530528130845,0.0,0.0,0.0,22.314609355532692,51.445031032239875,51.456781284294394,51.421530528130845,12.43753247303448,19.75780333761568,-0.06901120476133636,1.761032131336967,1.6500000000000001,9.236100170605994,1173.092430921682,-987.4374786935103,-1871.283854356178,0.0,0.0,815.0205049788191,0.0,5.0,0.07893054353618376,0.0,0.0,3.95688526058935,329.99807111111113,-31.533365684978467,0.23482482472937083,9.740148594297274,0.003282804192434623,52.492955887228824,1.2226404981495869,0.0,0.0,29.434749787170627
2025-01-01 03:00:00,0.6677372349782416,0.36181425712194387,0.13132520833333333,0.6677372349782416,0.36181425712194387,0.13132520833333333,0.012492159897549421,0.0,0.5020323320251366,0.15321274305555557,0.13132520833333333,0.0,0.0,0.36181425712194387,0.0,1.0,0.0,0.0,0.0,0.0,0.042681949542963706,0.03201146215722277,0.0,0.0,0.002204473912646199,0.0,0.005143842992451611,0.0,0.005143842992451611,0.0,0.019613322529211327,0.0,0.4397370599529616,0.32980279496472115,0.0,0.0,2826.1114324800237,20.000000000000057,0.3066666666666667,406.1112884273835,3.848762472314815,0.15321274305555557,0.38333333333333336,3079.0099778518515,8032.1999422222225,0.0,0.0,22.207387557812602,51.66666666666668,46.10666666666668,0.0,51.2232068919342,0.0,0.0,0.0,22.207387557812602,51.25751255396397,51.27466538497887,51.2232068919342,12.43753247303448,19.722219654793776,-0.06250951367529325,1.6895974181467264,1.6500000000000001,9.236100170605994,1093.2069075524018,-595.1615882205297,-1951.0057007748057,0.0,0.0,813.7409688370899,0.0,5.0,0.08256158542354887,0.0,0.0,4.1389138578979585,329.99807111111113,-30.417506493901598,0.23858203335960798,9.775075174849276,0.0033285143514632447,0.39406052769062305,1.22275490150871,0.0,0.0,28.465233751032972
2025-01-01 04:00:00,0.6665836687743777,0.36094908246904595,0.13132520833333333,0.6665836687743777,0.36094908246904595,0.13132520833333333,0.012492159897549421,0.0,0.5008787658212728,0.15321274305555557,0.13132520833333333,0.0,0.0,0.36094908246904595,0.0,1.0,0.0,0.0,0.0,0.0,0.04152838333909982,0.031146287504324854,0.0,0.0,0.002204473912646199,0.0,0.005143842992451611,0.0,0.005143842992451611,0.0,0.019613322529211327,0.0,0.4397370599529616,0.32980279496472115,0.0,0.0,2826.1114324800237,20.000000000000057,0.3066666666666667,406.1112884273835,3.848762472314815,0.15321274305555557,0.38333333333333336,3079.0099778518515,8032.1999422222225,0.0,0.0,22.0614914186779,51.66666666666668,46.10666666666668,0.0,51.026161751800174,0.0,0.0,0.0,22.0614914186779,51.071105741369,51.09357773615342,51.026161751800174,12.43753247303448,19.742669763053435,-0.06786680955442677,0.6973838999861369,0.55,9.236100170605994,915.2166890522795,-1555.8187367062246,-2129.5812786753904,0.0,0.0,812.587402633226,0.0,5.0,0.08454832416018992,0.0,0.0,4.2385115151730925,329.99807111111113,-28.67858088957509,0.2370528719208342,9.762752449031927,0.0033127206990524734,37.51193480285365,1.2221076108127236,0.0,0.0,34.426762297654896
2025-01-01 05:00:00,0.6801584558723309,0.36094908246904595,0.14274479166666668,0.6801584558723309,0.36094908246904595,0.14274479166666668,0.012744099773280415,0.0,0.5008787658212728,0.16653559027777778,0.14274479166666668,0.0,0.0,0.36094908246904595,0.0,1.0,0.0,0.0,0.0,0.0,0.04152838333909982,0.031146287504324854,0.0,0.0,0.0024564137883771927,0.0,0.005143842992451611,0.0,0.005143842992451611,0.0,0.019613322529211327,0.0,0.4397370599529616,0.32980279496472115,0.0,0.0,3071.860252695678,20.000000000000057,0.3333333333333333,441.42531350802557,4.183437469907407,0.16653559027777778,0.4166666666666667,3346.749975925926,8032.1999422222225,0.0,0.0,21.936674843645044,51.66666666666668,46.10666666666668,0.0,50.83045417754781,0.0,0.0,0.0,21.936674843645044,50.88586788941701,50.91357474535162,50.83045417754781,12.43753247303448,19.73436103082612,-0.06403877248452645,-0.286175522041711,-0.25000000000000006,9.236100170605994,1037.811262959734,-858.942621552227,-2205.332485853878,0.0,0.0,812.839342508957,0.0,5.0,0.08383195240709135,0.0,0.0,4.2025989177938685,329.99807111111113,-27.18379585188739,0.24283709574820816,9.845204755006279,0.003394056511018407,33.13900749441827,1.2214689087226225,0.0,0.0,36.05236373488389
2025-01-01 06:00:00,0.7425555413425513,0.37171113375709125,0.14845458333333333,0.7425555413425513,0.37171113375709125,0.14845458333333333,0.018604567316702843,0.0,0.5507539601369597,0.1731970138888889,0.14845458333333333,0.0,0.0,0.37171113375709125,0.0,1.0,0.0,0.0,0.0,0.0,0.0438355157468276,0.03287663681012069,0.028371247273172036,0.0,0.0027713386330409356,0.0,0.007916614341830955,0.0,0.007916614341830955,0.0,0.02676786785433244,0.0,0.4517793292626275,0.3388344969469705,0.0,0.0,3194.734662803505,20.000000000000057,0.3466666666666667,459.0823260483466,4.350774968703703,0.1731970138888889,0.43333333333333335,3480.6199749629627,8032.1999422222225,0.0,0.0,21.686544815560943,51.66666666666668,46.10666666666668,0.0,50.638937469335545,0.06288611562786468,167.0096547560855,0.0,21.686544815560943,50.53758380026031,50.694836247630015,50.43100818742822,12.43753247303448,19.734464307602057,-0.07345602422496166,0.41487611363183025,0.3,9.236100170605994,1238.069175670843,-1085.4413010993787,-2145.9865060447078,0.0,0.0,857.4659875387553,0.0,5.0,0.08401980265464341,0.0,0.0,4.21201608182741,329.99807111111113,-29.19803606600902,0.24192492932293477,9.83089534872349,0.0033811487260430504,-13.117174763376182,1.2214782148985188,0.0,0.0,33.88922890256291
2025-01-01 07:00:00,2.1904851208252722,0.3926702679283213,0.154164375,2.1904851208252722,0.3926702679283213,0.154164375,0.029918831272334422,1.3999420835555556,0.5807657684973823,0.17985843750000002,0.154164375,0.0,0.0,0.3926702679283213,0.0,1.0,0.0,0.0,0.0,0.0,0.04614264815455537,0.03460698611591652,0.014185623636586018,0.0,0.00258238372624269,0.0,0.013668223773045865,0.0,0.013668223773045865,0.0,0.04301978762303428,0.0,0.4774177090832066,0.3580632818124048,0.0,0.0,3317.6090729113325,20.000000000000057,0.36000000000000004,476.73933858866764,4.5181124675,0.17985843750000002,0.45,3614.4899740000005,8032.1999422222225,1399.9420835555554,0.4,20.57932647103011,51.66666666666668,46.10666666666668,0.0,50.16833369924327,0.4441279569919624,1158.8425023891643,1399.9420835555554,20.57932647103011,48.865329149699946,50.16833369924327,48.21382687492829,12.43753247303448,19.69742464910296,-0.0810752173913892,-0.4229887372214049,-0.55,9.236100170605994,1208.6481270213908,-1315.066228277991,-2298.0038670915997,0.0,0.0,880.1030310095194,2.186316304231658,4.666250000000001,0.08603961255132238,0.0,0.0,4.313271637044735,307.97069986444444,-27.538295225594997,0.2426295460984436,9.816639930891446,0.003383273217396244,10.235655843562336,1.2216310648708903,0.0,0.0,37.491464096120275
2025-01-01 08:00:00,1.6552604923599412,0.3901849724910299,0.15987416666666665,1.6552604923599412,0.39018497249102996,0.15987416666666668,0.027426555671946868,0.8749638022222223,0.566350273354661,0.1865198611111111,0.15987416666666665,0.0,0.0,0.3901849724910299,0.0,1.0,0.0,0.0,0.0,0.0,0.04729621435841925,0.035472160768814424,0.0,0.0,0.0019525340369152045,0.0,0.012737010817515833,0.0,0.012737010817515833,0.0,0.04610364336662096,0.0,0.4729504156296208,0.3547128117222155,0.0,0.0,3440.4834830191594,20.000000000000057,0.37333333333333335,494.3963511289886,4.685449966296296,0.1865198611111111,0.4666666666666667,3748.3599730370374,8032.1999422222225,874.9638022222223,0.25,21.530515964396404,51.66666666666668,46.10666666666668,0.0,51.357465386021644,0.3368813022099512,909.6734256370671,874.9638022222223,21.530515964396404,50.26721597573658,51.357465386021644,49.722091270594056,12.43753247303448,19.723642549754455,-0.06571544303436702,-1.2776507925099916,-1.4,9.236100170605994,1033.2263292469652,-1363.7524369665405,-2489.315096774873,0.0,0.0,769.6415784636455,140.72063134048096,3.16625,0.08912382001680498,0.0,0.0,4.467886751980225,208.97127853111112,0.5130611428649889,0.24241271003447115,9.833476036900455,0.0033842902677319623,5.4501495215494105,1.2220943815526906,0.0,0.0,40.53322911995647
2025-01-01 09:00:00,3.100095838427642,0.4252920721317092,0.154164375,3.1000958384276425,0.4252920721317092,0.154164375,0.04816135639633382,2.21657496562963,0.6555010789016786,0.17985843750000002,0.154164375,0.0,0.0,0.4252920721317092,0.0,1.0,0.0,0.0,0.0,0.0,0.04729621435841925,0.035472160768814424,0.0,0.0,0.0015746242233187133,0.0,0.023293366086507554,0.0,0.023293366086507554,0.0,0.08844498272606617,0.0,0.5197598818171932,0.3898199113628948,0.0,0.0,3317.6090729113325,20.000000000000057,0.36000000000000004,476.73933858866764,4.5181124675,0.17985843750000002,0.45,3614.4899740000005,8032.1999422222225,2216.57496562963,0.6333333333333333,20.647796700391854,51.66666666666668,46.10666666666668,0.0,50.57148506106168,0.7784662143413191,2052.191676057592,2216.57496562963,20.647796700391854,48.97507639421382,50.57207209949411,48.17628502235746,12.43753247303448,19.71310870574821,-0.0776096195617497,-0.8682413972383999,-0.85,9.236100170605994,1184.9250158797106,-834.5037192600284,-2382.829700235673,0.0,0.0,865.2780862374755,366.60692024818644,3.0,0.08773662085098348,0.0,0.0,4.3983447510408205,197.99884266666666,48.38937154884213,0.24585094131191926,9.881691437396398,0.0034284129027137033,79.97341470655292,1.2227196439749426,0.0,0.0,37.07786971133028
