occupants,plug_loads_other,plug_loads_tv,ceiling_fan,lighting_interior,hot_water_clothes_washer,clothes_washer,clothes_dryer,cooking_range,hot_water_fixtures,Vacancy,Power Outage,No Space Heating,No Space Cooling
1.0,0.594,0.0318,0.337,0.0641,0.0,0.0,0.0,0.733,0.186,0,0,0,0
1.0,0.594,0.0318,0.337,0.0641,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.584,0.0265,0.365,0.0592,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.566,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.566,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.566,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.566,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.566,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.566,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.566,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.566,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.566,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.566,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.566,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.566,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.566,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.566,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.566,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.566,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.566,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.566,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.566,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.566,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.566,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.566,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.566,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.581,0.0217,0.393,0.0759,0.0,0.0,0.0,0.333,0.0,0,0,0,0
1.0,0.613,0.0333,0.337,0.129,0.0,0.0,0.0,1.0,0.0931,0,0,0,0
1.0,0.613,0.0333,0.337,0.129,0.0,0.0,0.0,0.733,0.0,0,0,0,0
1.0,0.613,0.0333,0.337,0.129,0.0,0.0,0.0,0.0,0.106,0,0,0,0
0.933,0.615,0.0349,0.337,0.131,0.0,0.0,0.0,0.0,0.412,0,0,0,0
0.8,0.617,0.038,0.337,0.135,0.0,0.0,0.0,0.0,0.128,0,0,0,0
0.733,0.6,0.0306,0.365,0.106,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.6,0.566,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0.186,0,0,0,0
0.6,0.6,0.0337,0.365,0.108,0.0,0.0,0.0,0.0,0.228,0,0,0,0
0.6,0.669,0.0693,0.253,0.225,0.0,0.0,0.0,0.0,0.0931,0,0,0,0
0.6,0.669,0.0693,0.253,0.225,0.0,0.0,0.0,0.0,0.186,0,0,0,0
0.6,0.669,0.0693,0.253,0.225,0.0,0.0,0.0,0.0,0.455,0,0,0,0
0.6,0.669,0.0717,0.253,0.223,0.0,0.0,0.0,0.0,0.503,0,0,0,0
0.6,0.669,0.0765,0.253,0.22,0.0,0.0,0.0,0.333,0.0,0,0,0,0
0.533,0.652,0.0664,0.281,0.191,0.0,0.0,0.0,0.667,0.186,0,0,0,0
0.4,0.617,0.0462,0.337,0.135,0.0,0.0,0.0,0.0,0.186,0,0,0,0
0.4,0.617,0.0474,0.337,0.133,0.0,0.0,0.0,0.0,0.0931,0,0,0,0
0.4,0.617,0.0498,0.337,0.131,0.0,0.0,0.0,0.0,0.0931,0,0,0,0
0.4,0.617,0.0498,0.337,0.131,0.0,0.0,0.0,0.0,0.186,0,0,0,0
0.4,0.617,0.0498,0.337,0.131,0.0,0.0,0.0,0.0,0.0931,0,0,0,0
0.333,0.617,0.0505,0.337,0.13,0.0,0.0,0.0,0.0,0.186,0,0,0,0
0.2,0.6,0.0399,0.365,0.102,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.2,0.566,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.2,0.566,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.2,0.566,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.267,0.583,0.0296,0.393,0.0754,0.0,0.0,0.0,0.0,0.0931,0,0,0,0
0.4,0.617,0.057,0.337,0.127,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.4,0.617,0.057,0.337,0.127,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.4,0.617,0.0579,0.337,0.128,0.0,0.0,0.0,0.0,0.0931,0,0,0,0
0.4,0.617,0.0596,0.337,0.129,0.0,0.0,0.0,0.0,0.186,0,0,0,0
0.4,0.617,0.0596,0.337,0.129,0.0,0.0,0.0,0.0,0.0931,0,0,0,0
0.4,0.634,0.0742,0.309,0.156,0.0,0.0,0.0,0.0,0.186,0,0,0,0
0.4,0.674,0.107,0.253,0.215,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.4,0.684,0.115,0.253,0.228,0.0,0.0,0.0,0.0,0.186,0,0,0,0
0.4,0.684,0.115,0.253,0.228,0.0,0.0,0.0,0.0,0.186,0,0,0,0
0.4,0.684,0.115,0.253,0.228,0.0,0.0,0.0,0.0,0.0931,0,0,0,0
0.4,0.692,0.123,0.253,0.244,0.0,0.0,0.0,0.0,0.0931,0,0,0,0
0.4,0.708,0.14,0.253,0.276,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.333,0.684,0.12,0.281,0.238,0.0,0.0,0.0,0.0,0.0931,0,0,0,0
0.2,0.637,0.0782,0.337,0.163,0.0,0.0,0.0,0.0,0.0931,0,0,0,0
0.2,0.641,0.0831,0.337,0.176,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.2,0.649,0.0931,0.337,0.203,0.0,0.0,0.0,0.0,0.279,0,0,0,0
0.2,0.649,0.0931,0.337,0.203,0.0,0.0,0.0,0.0,0.186,0,0,0,0
0.2,0.649,0.0931,0.337,0.203,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.2,0.65,0.102,0.337,0.214,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.267,0.681,0.156,0.309,0.299,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.4,0.739,0.226,0.253,0.424,0.0,0.0,0.0,0.0,0.186,0,0,0,0
0.467,0.768,0.261,0.225,0.487,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.6,0.822,0.374,0.168,0.61,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.6,0.814,0.461,0.168,0.606,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.6,0.814,0.461,0.168,0.606,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.6,0.787,0.412,0.196,0.544,0.0,0.0,0.0,0.0,0.186,0,0,0,0
0.6,0.751,0.398,0.225,0.447,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.667,0.816,0.629,0.14,0.549,0.0,0.0,0.0,0.0,0.0992,0,0,0,0
0.8,0.866,0.752,0.0842,0.649,0.0,0.0,0.0,0.0,0.206,0,0,0,0
0.8,0.866,0.752,0.0842,0.649,0.0,0.0,0.0,0.0,0.186,0,0,0,0
0.8,0.845,0.739,0.0842,0.596,0.0,0.0,0.0,0.0,0.0931,0,0,0,0
0.8,0.784,0.654,0.112,0.455,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.8,0.744,0.538,0.168,0.381,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.8,0.744,0.538,0.168,0.381,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.8,0.728,0.468,0.168,0.365,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.8,0.697,0.328,0.168,0.333,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.8,0.697,0.328,0.168,0.333,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.8,0.697,0.328,0.168,0.333,0.0,0.0,0.0,0.0,0.0879,0,0,0,0
0.8,0.664,0.238,0.225,0.252,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.8,0.587,0.0447,0.365,0.0759,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.8,0.566,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.8,0.566,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.8,0.566,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.8,0.566,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.8,0.566,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.8,0.566,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.8,0.566,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.8,0.566,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.8,0.566,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.8,0.566,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.867,0.575,0.0164,0.393,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.594,0.0173,0.337,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.594,0.0173,0.337,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.594,0.0173,0.337,0.0493,0.0,0.0,0.0,0.0,0.186,0,0,0,0
1.0,0.584,0.0168,0.365,0.0493,0.0,0.0,0.0,0.0,0.0931,0,0,0,0
1.0,0.566,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.566,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.566,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.566,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.566,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.566,0.0159,0.421,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
