occupants,plug_loads_other,plug_loads_tv,ceiling_fan,lighting_interior,cooking_range,hot_water_fixtures,Vacancy,Power Outage,No Space Heating,No Space Cooling
0.571,0.562,0.018,0.421,0.0526,0.0,0.0,0,0,0,0
0.667,0.575,0.0266,0.381,0.0601,0.0,0.116,0,0,0,0
0.714,0.581,0.0309,0.361,0.0639,0.0,0.0,0,0,0,0
0.714,0.568,0.0223,0.401,0.0564,0.0,0.0,0,0,0,0
0.714,0.562,0.018,0.421,0.0526,0.0,0.0,0,0,0,0
0.714,0.562,0.018,0.421,0.0526,0.0,0.0,0,0,0,0
0.714,0.562,0.018,0.421,0.0526,0.0,0.0,0,0,0,0
0.714,0.562,0.018,0.421,0.0526,0.0,0.0,0,0,0,0
0.714,0.562,0.018,0.421,0.0526,0.0,0.0,0,0,0,0
0.714,0.562,0.018,0.421,0.0526,0.0,0.0,0,0,0,0
0.714,0.562,0.018,0.421,0.0526,0.0,0.0,0,0,0,0
0.81,0.575,0.0188,0.381,0.0526,0.0,0.0,0,0,0,0
0.952,0.581,0.0192,0.361,0.0526,0.0,0.0,0,0,0,0
1.0,0.581,0.0187,0.361,0.0526,0.0,0.0,0,0,0,0
1.0,0.581,0.0184,0.361,0.0526,0.0,0.0,0,0,0,0
1.0,0.581,0.0184,0.361,0.0526,0.0,0.151,0,0,0,0
1.0,0.581,0.0184,0.361,0.0526,0.0,0.0,0,0,0,0
1.0,0.595,0.0209,0.321,0.0537,0.0,0.453,0,0,0,0
1.0,0.601,0.0221,0.301,0.0543,0.0,0.605,0,0,0,0
0.905,0.588,0.0207,0.341,0.0537,0.0,0.242,0,0,0,0
0.857,0.581,0.0201,0.361,0.0535,0.0,0.407,0,0,0,0
0.857,0.581,0.022,0.361,0.0632,0.0,0.227,0,0,0,0
0.857,0.581,0.023,0.361,0.068,0.0,0.0756,0,0,0,0
0.857,0.581,0.023,0.361,0.068,0.0,0.222,0,0,0,0
0.857,0.581,0.023,0.361,0.068,0.0,0.151,0,0,0,0
0.857,0.619,0.0388,0.281,0.15,0.0,0.0756,0,0,0,0
0.857,0.638,0.0467,0.241,0.192,0.0,0.417,0,0,0,0
0.857,0.655,0.0531,0.201,0.222,0.0,0.227,0,0,0,0
0.857,0.663,0.0563,0.18,0.238,0.0,0.163,0,0,0,0
0.762,0.663,0.0591,0.221,0.236,0.0,0.302,0,0,0,0
0.714,0.663,0.0605,0.241,0.234,0.0,0.0756,0,0,0,0
0.714,0.685,0.07,0.201,0.275,0.0,0.107,0,0,0,0
0.429,0.629,0.0464,0.301,0.174,0.0,0.0756,0,0,0,0
0.286,0.597,0.0347,0.361,0.116,0.0,0.0756,0,0,0,0
0.381,0.623,0.0479,0.321,0.161,0.0,0.0995,0,0,0,0
0.429,0.659,0.0659,0.261,0.226,0.0,0.0756,0,0,0,0
0.429,0.671,0.0718,0.241,0.247,0.0,0.0,0,0,0,0
0.429,0.671,0.0794,0.241,0.251,0.0,0.224,0,0,0,0
0.333,0.647,0.0687,0.281,0.209,0.0,0.378,0,0,0,0
