Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,Basement Lighting Electric Power (kW),Basement Lighting Reactive Power (kVAR),Basement Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 00:00:00,0.2585682003175277,0.14862457535115697,0.5497833333333334,0.004309470005292128,0.0024770762558526164,0.009163055555555556,0.030660460876019445,0.0,0.21790773944150826,0.0,0.010000000000000002,0.5497833333333334,0.0,0.0,0.1457079086844903,0,0.0029166666666666685,1,0.0,0.0,Off,0.0,0.0,Off,0,0,Off,0.0661799100099244,0.04963493250744329,On,0.0,0,Off,0.00284234283625731,0.0,On,0.013909059019881067,0,On,0.013909059019881067,0.0,On,0.02363052786218783,0,On,0.12809730156939603,0.09607297617704699,On,On,9667.536742222223,19.222222222222257,0.6,0.0,16.11256123703704,0.0,1,9667.536742222223,9667.536742222223,Off,0.0,20.222222222222257,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,938.9998400000001,Off,0.0,0.0,38.63382363598095,51.666666666666686,46.10666666666668,0.0,51.945670144085014,0.0,0.0,0.0,38.63382363598095,51.95460692771096,51.95907531952394,51.945670144085014,12.43753247303448,18.74873805302558,0.0,-2.7065772423750323,-1.5010123083808968,2.8,9.236100170605994,6032.457302908233,2013.0672377192857,362.3858278363621,-2184.861196637364,-0.0,-0.0,503.59984609655885,0.0,4.0,0.10511867416090341,0.0,0,2.7206904314147824,263.9984568888889,-20.310740328739797,0.24502996898133342,9.19552777407695,0.003227135723352304,-83.67025960036275,1.2233322328073932,0,0,79.55988927484097,0.08265529326859815,463.2964884179909,-100.9106605816287
2025-01-01 00:01:00,0.2585682003175277,0.14862457535115697,0.5497833333333334,0.004309470005292128,0.0024770762558526164,0.009163055555555556,0.030660460876019445,0.0,0.21790773944150826,0.0,0.010000000000000002,0.5497833333333334,0.0,0.0,0.1457079086844903,0,0.0029166666666666685,1,0.0,0.0,Off,0.0,0.0,Off,0,0,Off,0.0661799100099244,0.04963493250744329,On,0.0,0,Off,0.00284234283625731,0.0,On,0.013909059019881067,0,On,0.013909059019881067,0.0,On,0.02363052786218783,0,On,0.12809730156939603,0.09607297617704699,On,On,9667.536742222223,19.222222222222257,0.6,0.0,16.11256123703704,0.0,1,9667.536742222223,9667.536742222223,Off,0.0,20.222222222222257,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,938.9998400000001,Off,0.0,0.0,38.32742866576161,51.666666666666686,46.10666666666668,0.0,51.939929934703045,0.0,0.0,0.0,38.32742866576161,51.949184994234,51.95381252399948,51.939929934703045,12.43753247303448,19.006651875799992,0.0,-2.4807981717650827,-1.4183052844373554,2.8,9.236100170605994,5974.38165604709,2010.5453923912578,351.48899577602043,-2234.2274645672296,-0.0,-0.0,503.59984609655885,0.0,4.0,0.10578313429692139,0.0,0,2.7378880449553944,263.9984568888889,-29.020119260018127,0.24175737757856566,9.33662345662189,0.0032263342134644323,-85.2418889473266,1.2258232332171448,0,0,77.03804394681305,0.08247828238007329,453.4143564593434,-101.92536068332306
2025-01-01 00:02:00,0.2585682003175277,0.14862457535115697,0.5497833333333334,0.004309470005292128,0.0024770762558526164,0.009163055555555556,0.030660460876019445,0.0,0.21790773944150826,0.0,0.010000000000000002,0.5497833333333334,0.0,0.0,0.1457079086844903,0,0.0029166666666666685,1,0.0,0.0,Off,0.0,0.0,Off,0,0,Off,0.0661799100099244,0.04963493250744329,On,0.0,0,Off,0.00284234283625731,0.0,On,0.013909059019881067,0,On,0.013909059019881067,0.0,On,0.02363052786218783,0,On,0.12809730156939603,0.09607297617704699,On,On,9667.536742222223,19.222222222222257,0.6,0.0,16.11256123703704,0.0,1,9667.536742222223,9667.536742222223,Off,0.0,20.222222222222257,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,938.9998400000001,Off,0.0,0.0,38.03142882732827,51.666666666666686,46.10666666666668,0.0,51.93423533640685,0.0,0.0,0.0,38.03142882732827,51.94380606072416,51.94859142288282,51.93423533640685,12.43753247303448,19.255674204718808,0.0,-2.2592919074066034,-1.3398977992125662,2.8,9.236100170605994,5917.933162260757,2008.2503904982636,341.5162878703119,-2282.295394821773,-0.0,-0.0,503.59984609655885,0.0,4.0,0.10642374110372196,0.0,0,2.7544682846080906,263.9984568888889,-37.40068279180824,0.2379721914122765,9.4493192454108,0.003225519307674474,-86.73962587018858,1.2247798832881867,0,0,74.74304205381888,0.0823101219344554,444.0792868541359,-102.56299898382409
2025-01-01 00:03:00,0.2585682003175277,0.14862457535115697,0.0,0.004309470005292128,0.0024770762558526164,0.0,0.030660460876019445,0.0,0.21790773944150826,0.0,0.010000000000000002,0.0,0.0,0.0,0.1457079086844903,0,0.0029166666666666685,1,0.0,0.0,Off,0.0,0.0,Off,0,0,Off,0.0661799100099244,0.04963493250744329,On,0.0,0,Off,0.00284234283625731,0.0,On,0.013909059019881067,0,On,0.013909059019881067,0.0,On,0.02363052786218783,0,On,0.12809730156939603,0.09607297617704699,On,Off,0.0,19.222222222222257,0.0,0.0,0.0,0.0,0,0.0,9667.536742222223,Off,0.0,20.222222222222257,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,938.9998400000001,Off,0.0,0.0,37.74537357965399,51.666666666666686,46.10666666666668,0.0,51.92858480356812,0.0,0.0,0.0,37.74537357965399,51.938468668311785,51.94341060068363,51.92858480356812,12.43753247303448,19.496190816396112,0.0,-2.0418257119690217,-1.2653641685239412,2.8,9.236100170605994,-1871.0149641915339,72.50818088607423,332.2057904187192,-2329.0967278557646,-0.0,-0.0,503.59984609655885,0.0,4.0,0.10704157084969293,0.0,0,2.7704590064424783,263.9984568888889,-45.51808243232816,0.23437610945139029,9.557673656863415,0.00322468937724786,-88.16599356230822,1.223773887803031,0,0,72.50818088607423,0.0821499506078156,435.23560246230426,-103.0298120435851
2025-01-01 00:04:00,0.2585682003175277,0.14862457535115697,0.0,0.004309470005292128,0.0024770762558526164,0.0,0.030660460876019445,0.0,0.21790773944150826,0.0,0.010000000000000002,0.0,0.0,0.0,0.1457079086844903,0,0.0029166666666666685,1,0.0,0.0,Off,0.0,0.0,Off,0,0,Off,0.0661799100099244,0.04963493250744329,On,0.0,0,Off,0.00284234283625731,0.0,On,0.013909059019881067,0,On,0.013909059019881067,0.0,On,0.02363052786218783,0,On,0.12809730156939603,0.09607297617704699,On,Off,0.0,19.222222222222257,0.0,0.0,0.0,0.0,0,0.0,9667.536742222223,Off,0.0,20.222222222222257,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,938.9998400000001,Off,0.0,0.0,37.92131085287692,51.666666666666686,46.10666666666668,0.0,51.922976857542565,0.0,0.0,0.0,37.92131085287692,51.93317142135689,51.93826870326405,51.922976857542565,12.43753247303448,19.339667064836704,0.0,-1.9256420828398424,-1.1943504063823092,2.8,9.236100170605994,-1838.4435343865869,71.47727333300433,323.3675868820578,-2298.597447652327,-0.0,-0.0,503.59984609655885,0.0,4.0,0.10663959942083871,0.0,0,2.76005514786154,263.9984568888889,-43.445932830819025,0.23660831860851425,9.48530546823456,0.0032238451057837645,-86.76907168908261,1.2244294047624042,0,0,71.47727333300433,0.08199705235013408,426.83699463265805,-103.46940775060023
2025-01-01 00:05:00,0.2585682003175277,0.14862457535115697,0.0,0.004309470005292128,0.0024770762558526164,0.0,0.030660460876019445,0.0,0.21790773944150826,0.0,0.010000000000000002,0.0,0.0,0.0,0.1457079086844903,0,0.0029166666666666685,1,0.0,0.0,Off,0.0,0.0,Off,0,0,Off,0.0661799100099244,0.04963493250744329,On,0.0,0,Off,0.00284234283625731,0.0,On,0.013909059019881067,0,On,0.013909059019881067,0.0,On,0.02363052786218783,0,On,0.12809730156939603,0.09607297617704699,On,Off,0.0,19.222222222222257,0.0,0.0,0.0,0.0,0,0.0,9667.536742222223,Off,0.0,20.222222222222257,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,938.9998400000001,Off,0.0,0.0,38.09093668001637,51.666666666666686,46.10666666666668,0.0,51.9173428311062,0.0,0.0,0.0,38.09093668001637,51.92784948307967,51.93310280906641,51.9173428311062,12.43753247303448,19.188543241593983,0.0,-1.811303113543457,-1.126558058753961,2.8,9.236100170605994,-1806.522129434259,70.40525090803048,315.05319565206963,-2269.2983711472875,-0.0,-0.0,503.59984609655885,0.0,4.0,0.10625113992733635,0.0,0,2.7500010063362543,263.9984568888889,-40.823604383530544,0.23878522011591286,9.415656055545181,0.00322301465597915,-85.41623908495401,1.2250629843268204,0,0,70.40525090803048,0.08185082357877126,418.8444151220502,-103.79121946998055
2025-01-01 00:06:00,0.2585682003175277,0.14862457535115697,0.0,0.004309470005292128,0.0024770762558526164,0.0,0.030660460876019445,0.0,0.21790773944150826,0.0,0.010000000000000002,0.0,0.0,0.0,0.1457079086844903,0,0.0029166666666666685,1,0.0,0.0,Off,0.0,0.0,Off,0,0,Off,0.0661799100099244,0.04963493250744329,On,0.0,0,Off,0.00284234283625731,0.0,On,0.013909059019881067,0,On,0.013909059019881067,0.0,On,0.02363052786218783,0,On,0.12809730156939603,0.09607297617704699,On,Off,0.0,19.222222222222257,0.0,0.0,0.0,0.0,0,0.0,9667.536742222223,Off,0.0,20.222222222222257,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,938.9998400000001,Off,0.0,0.0,38.2545149781529,51.666666666666686,46.10666666666668,0.0,51.9116836626496,0.0,0.0,0.0,38.2545149781529,51.92250373923873,51.92791377753329,51.9116836626496,12.43753247303448,19.042593398425023,0.0,-1.698776806951793,-1.0616995228005115,2.8,9.236100170605994,-1775.3691629821953,69.3918508972903,307.20466610968134,-2241.140681764258,-0.0,-0.0,503.59984609655885,0.0,4.0,0.1058756511800333,0.0,0,2.74028257476312,263.9984568888889,-37.82832731449662,0.24090798700631713,9.347980618074713,0.003222197576667378,-84.10569457631837,1.22567550546024,0,0,69.3918508972903,0.08171067812150269,411.2206783490146,-104.01601223933318
2025-01-01 00:07:00,0.2585682003175277,0.14862457535115697,0.0,0.004309470005292128,0.0024770762558526164,0.0,0.030660460876019445,0.0,0.21790773944150826,0.0,0.010000000000000002,0.0,0.0,0.0,0.1457079086844903,0,0.0029166666666666685,1,0.0,0.0,Off,0.0,0.0,Off,0,0,Off,0.0661799100099244,0.04963493250744329,On,0.0,0,Off,0.00284234283625731,0.0,On,0.013909059019881067,0,On,0.013909059019881067,0.0,On,0.02363052786218783,0,On,0.12809730156939603,0.09607297617704699,On,Off,0.0,19.222222222222257,0.0,0.0,0.0,0.0,0,0.0,9667.536742222223,Off,0.0,20.222222222222257,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,938.9998400000001,Off,0.0,0.0,38.41230423468985,51.666666666666686,46.10666666666668,0.0,51.90600025132519,0.0,0.0,0.0,38.41230423468985,51.91713503855408,51.92270243216853,51.90600025132519,12.43753247303448,18.901596216793997,0.0,-1.588023725552489,-0.9995158590795568,2.8,9.236100170605994,-1745.4085587941913,68.42235928443489,299.7791262256196,-2214.067765405409,-0.0,-0.0,503.59984609655885,0.0,4.0,0.10551260017888212,0.0,0,2.730886057989748,263.9984568888889,-34.94063948534144,0.24297789149698718,9.282810746881765,0.003221393435897227,-82.8356771467389,1.2262678336292399,0,0,68.42235928443489,0.08157608641630837,403.932483623609,-104.1533573979894
2025-01-01 00:08:00,0.2585682003175277,0.14862457535115697,0.0,0.004309470005292128,0.0024770762558526164,0.0,0.030660460876019445,0.0,0.21790773944150826,0.0,0.010000000000000002,0.0,0.0,0.0,0.1457079086844903,0,0.0029166666666666685,1,0.0,0.0,Off,0.0,0.0,Off,0,0,Off,0.0661799100099244,0.04963493250744329,On,0.0,0,Off,0.00284234283625731,0.0,On,0.013909059019881067,0,On,0.013909059019881067,0.0,On,0.02363052786218783,0,On,0.12809730156939603,0.09607297617704699,On,Off,0.0,19.222222222222257,0.0,0.0,0.0,0.0,0,0.0,9667.536742222223,Off,0.0,20.222222222222257,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,938.9998400000001,Off,0.0,0.0,38.564576200291,51.666666666666686,46.10666666666668,0.0,51.90029345785473,0.0,0.0,0.0,38.564576200291,51.91174419346922,51.91746956127647,51.90029345785473,12.43753247303448,18.765318941924654,0.0,-1.4790043836963198,-0.9397725200554994,2.8,9.236100170605994,-1716.6592769170522,67.49298764616793,292.7375272047506,-2188.0220616546885,-0.0,-0.0,503.59984609655885,0.0,4.0,0.10516142097033085,0.0,0,2.721796807958352,263.9984568888889,-32.23706135892273,0.2449965432270591,9.219404892385771,0.0032206018204191168,-81.60435199821538,1.2268408879352808,0,0,67.49298764616793,0.08144656711093151,396.94983153459754,-104.2123043298469
2025-01-01 00:09:00,0.2585682003175277,0.14862457535115697,0.0,0.004309470005292128,0.0024770762558526164,0.0,0.030660460876019445,0.0,0.21790773944150826,0.0,0.010000000000000002,0.0,0.0,0.0,0.1457079086844903,0,0.0029166666666666685,1,0.0,0.0,Off,0.0,0.0,Off,0,0,Off,0.0661799100099244,0.04963493250744329,On,0.0,0,Off,0.00284234283625731,0.0,On,0.013909059019881067,0,On,0.013909059019881067,0.0,On,0.02363052786218783,0,On,0.12809730156939603,0.09607297617704699,On,Off,0.0,19.222222222222257,0.0,0.0,0.0,0.0,0,0.0,9667.536742222223,Off,0.0,20.222222222222257,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,938.9998400000001,Off,0.0,0.0,38.711592184667886,51.666666666666686,46.10666666666668,0.0,51.894564102558455,0.0,0.0,0.0,38.711592184667886,51.906331978289714,51.91221591615534,51.894564102558455,12.43753247303448,18.633537755049748,-0.08868446717250933,-1.371679646770748,-0.882257216567535,2.8,9.236100170605994,-1689.0557642445817,66.59999040381058,286.04455795380704,-2162.948918271607,-0.0,-0.0,503.59984609655885,0.0,4.0,0.10482156730893351,0.0,0,2.7130006866980168,263.9984568888889,-29.70669206953376,0.2469655776847837,9.158283094820838,0.003219822336310449,-80.40995538100091,1.2273955553541163,0,0,66.59999040381058,0.0813216831416093,390.2457056594328,-104.2011477056258
