Metric,Value
Total Electric Energy (kWh),473.0325747966256
Total Gas Energy (therms),0.0
Average Electric Power (kW),0.6569896872175356
Peak Electric Power (kW),4.6248625369696414
Other Electric Energy (kWh),103.74084856639142
HVAC Heating Electric Energy (kWh),273.99016671965813
Lighting Electric Energy (kWh),20.262997234279748
Water Heating Electric Energy (kWh),75.0385622762963
Average Temperature - Indoor (C),24.2412325182468
Unmet Heating Load (C-hours),238.81443313186045
Unmet Cooling Load (C-hours),0.0
Total Hot Water Unmet Demand (kWh),0.0
