Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Water Heating Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Garage Lighting Electric Power (kW),Garage Lighting Reactive Power (kVAR),Garage Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,Basement Lighting Electric Power (kW),Basement Lighting Reactive Power (kVAR),Basement Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Garage (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Net Sensible Heat Gain - Garage (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W),Infiltration Flow Rate - Garage (m^3/s),Infiltration Heat Gain - Garage (W),Radiation Heat Gain - Garage (W)
2025-01-01 00:00:00,0.7983608164963281,0.18070113866003962,0.44088750000000004,0.013306013608272134,0.0030116856443339938,0.0073481250000000005,0.02471826047042636,0.24927380602590182,0.5143687499999999,0.010000000000000002,0.0,0.44088750000000004,0.0,0.17778447199337294,0,0.0029166666666666685,1,0,0,Off,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.0033593795687134496,0.0,On,0.0004998086176115605,0.0,On,0.010429536142050675,0,On,0.010429536142050675,0.0,On,0.012227843368071183,0,On,0.19740356850917493,0.14805267638188116,On,On,8322.749530503505,20.000000000000057,0.8,2528.5303794964943,12.92113895,0.5143687499999999,1,10336.91116,10336.91116,Off,0.0,25.5555555555556,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1246.1383644444445,Off,0.0,0,78.81720525377563,51.666666666666686,46.10666666666668,0.0,50.624178087991496,0.0,0.0,0.0,123.1518832090244,48.54865191034101,50.624178087991496,47.51088882151576,12.43753247303448,19.247030393719598,-0.25296960628045895,-2.6808229476548764,-0.0471055684489656,2.8,9.236100170605994,5896.878519637804,4323.253529304551,1077.1383220711116,-1079.1469255857633,-0.0,-0.0,392.1730451451304,0.0,2.0,0.05034721253159805,0.0,0,0.734371513454982,131.99922844444444,-74.34722432436857,0.21382060844812886,9.057879018577573,0.0029035692024907767,18.88343652057425,1.2214857874695964,0,0,130.17324370735477,0.28996450910207994,1075.8855318582378,1.2527902128738746
2025-01-01 00:01:00,0.7983608164963281,0.18070113866003962,0.44088750000000004,0.013306013608272134,0.0030116856443339938,0.0073481250000000005,0.02471826047042636,0.24927380602590182,0.5143687499999999,0.010000000000000002,0.0,0.44088750000000004,0.0,0.17778447199337294,0,0.0029166666666666685,1,0,0,Off,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.0033593795687134496,0.0,On,0.0004998086176115605,0.0,On,0.010429536142050675,0,On,0.010429536142050675,0.0,On,0.012227843368071183,0,On,0.19740356850917493,0.14805267638188116,On,On,8322.749530503505,20.000000000000057,0.8,2528.5303794964943,12.92113895,0.5143687499999999,1,10336.91116,10336.91116,Off,0.0,25.5555555555556,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1246.1383644444445,Off,0.0,0,78.49005809406783,51.666666666666686,46.10666666666668,0.0,50.61004504149818,0.0,0.0,0.0,122.64071577198098,48.53637164596046,50.61004504149818,47.499534948191595,12.43753247303448,19.356604387504827,-0.14339561249522959,-2.4456049859207627,0.06629797742015993,2.8,9.236100170605994,5877.845599941092,4318.997856694479,1034.775157778545,-1089.2114690528156,-0.0,-0.0,392.1730451451304,0.0,2.0,0.050480457486830894,0.0,0,0.7363150430867996,131.99922844444444,-83.31560055402805,0.21299422060830658,9.131924082301214,0.0029036713001858953,18.63489998577026,1.224594920750051,0,0,125.91757109728297,0.28996450910207994,1033.0317523517467,1.7434054267983463
2025-01-01 00:02:00,0.7983608164963281,0.18070113866003962,0.44088750000000004,0.013306013608272134,0.0030116856443339938,0.0073481250000000005,0.02471826047042636,0.24927380602590182,0.5143687499999999,0.010000000000000002,0.0,0.44088750000000004,0.0,0.17778447199337294,0,0.0029166666666666685,1,0,0,Off,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.0033593795687134496,0.0,On,0.0004998086176115605,0.0,On,0.010429536142050675,0,On,0.010429536142050675,0.0,On,0.012227843368071183,0,On,0.19740356850917493,0.14805267638188116,On,On,8322.749530503505,20.000000000000057,0.8,2528.5303794964943,12.92113895,0.5143687499999999,1,10336.91116,10336.91116,Off,0.0,25.5555555555556,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1246.1383644444445,Off,0.0,0,78.17125445623769,51.666666666666686,46.10666666666668,0.0,50.595967363713385,0.0,0.0,0.0,122.1425850878714,48.52414235336455,50.595967363713385,47.48822984819014,12.43753247303448,19.463120127635356,-0.03687987236470036,-2.2143923606685947,0.17556801574245928,2.8,9.236100170605994,5859.191633042411,4315.039051955212,993.9799034235579,-1099.0297722449957,-0.0,-0.0,392.1730451451304,0.0,2.0,0.050609900126113196,0.0,0,0.738203111604112,131.99922844444444,-92.15126426052879,0.21159440757279416,9.180886540885588,0.0029037717983054867,18.39316153655686,1.2241490748782136,0,0,121.95876635801623,0.28996450910207994,991.7399735714463,2.23992985211168
2025-01-01 00:03:00,0.7983608164963281,0.18070113866003962,0.44088750000000004,0.013306013608272134,0.0030116856443339938,0.0073481250000000005,0.02471826047042636,0.24927380602590182,0.5143687499999999,0.010000000000000002,0.0,0.44088750000000004,0.0,0.17778447199337294,0,0.0029166666666666685,1,0,0,Off,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.0033593795687134496,0.0,On,0.0004998086176115605,0.0,On,0.010429536142050675,0,On,0.010429536142050675,0.0,On,0.012227843368071183,0,On,0.19740356850917493,0.14805267638188116,On,On,8322.749530503505,20.000000000000057,0.8,2528.5303794964943,12.92113895,0.5143687499999999,1,10336.91116,10336.91116,Off,0.0,25.5555555555556,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1246.1383644444445,Off,0.0,0,77.86046378101207,51.666666666666686,46.10666666666668,0.0,50.58194366339296,0.0,0.0,0.0,121.65697465783136,48.511962732575014,50.58194366339296,47.47697226716605,12.43753247303448,19.566699500369303,0.0,-1.9869774139672118,0.2808232964763514,2.8,9.236100170605994,5840.959009857445,4311.200407590921,954.6219364512236,-1108.6101411946886,-0.0,-0.0,392.1730451451304,0.0,2.0,0.050735695049335935,0.0,0,0.7400379740226434,131.99922844444444,-100.80351849580151,0.21024321621271436,9.228175199028806,0.002903871028855755,18.15790373584923,1.2237158299116249,0,0,118.12012199372484,0.28996450910207994,951.9653213954947,2.65661505572884
2025-01-01 00:04:00,0.7983608164963281,0.18070113866003962,0.44088750000000004,0.013306013608272134,0.0030116856443339938,0.0073481250000000005,0.02471826047042636,0.24927380602590182,0.5143687499999999,0.010000000000000002,0.0,0.44088750000000004,0.0,0.17778447199337294,0,0.0029166666666666685,1,0,0,Off,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.0033593795687134496,0.0,On,0.0004998086176115605,0.0,On,0.010429536142050675,0,On,0.010429536142050675,0.0,On,0.012227843368071183,0,On,0.19740356850917493,0.14805267638188116,On,On,8322.749530503505,20.000000000000057,0.8,2528.5303794964943,12.92113895,0.5143687499999999,1,10336.91116,10336.91116,Off,0.0,25.5555555555556,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1246.1383644444445,Off,0.0,0,77.55736893688398,51.666666666666686,46.10666666666668,0.0,50.56797260437162,0.0,0.0,0.0,121.18338896388121,48.499831535116996,50.56797260437162,47.465761000489685,12.43753247303448,19.667459439433884,0.0,-1.763194804002614,0.38217975755434036,2.8,9.236100170605994,5824.924783759745,4307.504510634198,916.7007196793458,-1117.9606608173485,-0.0,-0.0,392.1730451451304,0.0,2.0,0.05085799037769771,0.0,0,0.7418217908590004,131.99922844444444,-107.48722497084265,0.20893822299605005,9.274546525723855,0.0029039690248795855,17.928867955037745,1.2232946709093817,0,0,114.424225037002,0.28996450910207994,913.6639843314225,3.0367353479232557
2025-01-01 00:05:00,0.7983608164963281,0.18070113866003962,0.44088750000000004,0.013306013608272134,0.0030116856443339938,0.0073481250000000005,0.02471826047042636,0.24927380602590182,0.5143687499999999,0.010000000000000002,0.0,0.44088750000000004,0.0,0.17778447199337294,0,0.0029166666666666685,1,0,0,Off,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.0033593795687134496,0.0,On,0.0004998086176115605,0.0,On,0.010429536142050675,0,On,0.010429536142050675,0.0,On,0.012227843368071183,0,On,0.19740356850917493,0.14805267638188116,On,On,8322.749530503505,20.000000000000057,0.8,2528.5303794964943,12.92113895,0.5143687499999999,1,10336.91116,10336.91116,Off,0.0,25.5555555555556,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1246.1383644444445,Off,0.0,0,77.26153368066512,51.666666666666686,46.10666666666668,0.0,50.554052903325605,0.0,0.0,0.0,120.72114637603926,48.487747561926895,50.554052903325605,47.45459489122755,12.43753247303448,19.76556131745231,0.0,-1.5429050337050054,0.47977719324635304,2.8,9.236100170605994,5811.388880653194,4303.950442548164,880.1778175825337,-1127.0937816297449,-0.0,-0.0,392.1730451451304,0.0,2.0,0.05097698767651119,0.0,0,0.7435575021731444,131.99922844444444,-111.89000726499722,0.20767650962087175,9.319407237751197,0.002904065818137598,17.70570225322301,1.2228848995038313,0,0,110.87015695096773,0.28996450910207994,876.783135875668,3.394681706865735
2025-01-01 00:06:00,0.7983608164963281,0.18070113866003962,0.44088750000000004,0.013306013608272134,0.0030116856443339938,0.0073481250000000005,0.02471826047042636,0.24927380602590182,0.5143687499999999,0.010000000000000002,0.0,0.44088750000000004,0.0,0.17778447199337294,0,0.0029166666666666685,1,0,0,Off,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.0033593795687134496,0.0,On,0.0004998086176115605,0.0,On,0.010429536142050675,0,On,0.010429536142050675,0.0,On,0.012227843368071183,0,On,0.19740356850917493,0.14805267638188116,On,On,8322.749530503505,20.000000000000057,0.8,2528.5303794964943,12.92113895,0.5143687499999999,1,10336.91116,10336.91116,Off,0.0,25.5555555555556,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1246.1383644444445,Off,0.0,0,76.97251758079906,51.666666666666686,46.10666666666668,0.0,50.54018334960182,0.0,0.0,0.0,120.26955871999853,48.47570968191085,50.54018334960182,47.44347284806537,12.43753247303448,19.861168136003247,0.0,-1.325987833366534,0.5737601282990497,2.8,9.236100170605994,5798.931351920073,4300.535115712995,845.0019394810507,-1136.0223686771967,-0.0,-0.0,392.1730451451304,0.0,2.0,0.05109288992633222,0.0,0,0.7452480686679726,131.99922844444444,-115.41894895066582,0.20645522526242463,9.363543881170507,0.0029041614386128233,17.488052135732474,1.2224858130161682,0,0,107.45483011579935,0.28996450910207994,841.2681619367656,3.733777544285089
2025-01-01 00:07:00,0.7983608164963281,0.18070113866003962,0.44088750000000004,0.013306013608272134,0.0030116856443339938,0.0073481250000000005,0.02471826047042636,0.24927380602590182,0.5143687499999999,0.010000000000000002,0.0,0.44088750000000004,0.0,0.17778447199337294,0,0.0029166666666666685,1,0,0,Off,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.0033593795687134496,0.0,On,0.0004998086176115605,0.0,On,0.010429536142050675,0,On,0.010429536142050675,0.0,On,0.012227843368071183,0,On,0.19740356850917493,0.14805267638188116,On,On,8322.749530503505,20.000000000000057,0.8,2528.5303794964943,12.92113895,0.5143687499999999,1,10336.91116,10336.91116,Off,0.0,25.5555555555556,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1246.1383644444445,Off,0.0,0,76.69000577220942,51.666666666666686,46.10666666666668,0.0,50.52636280591278,0.0,0.0,0.0,119.82813401907721,48.463716832597235,50.52636280591278,47.432393845939465,12.43753247303448,19.954396170644618,0.0,-1.1123372668967049,0.6642688652863948,2.8,9.236100170605994,5786.939388088426,4297.253219065744,811.1204395527301,-1144.7551541651678,-0.0,-0.0,392.1730451451304,0.0,2.0,0.051205842966582676,0.0,0,0.7468956175777758,131.99922844444444,-118.67812729434146,0.20527219668161684,9.406331948689292,0.002904255914490432,17.275662719640167,1.2220969059676698,0,0,104.17293346854828,0.28996450910207994,807.0660439294254,4.054395623304739
2025-01-01 00:08:00,0.7983608164963281,0.18070113866003962,0.44088750000000004,0.013306013608272134,0.0030116856443339938,0.0073481250000000005,0.02471826047042636,0.24927380602590182,0.5143687499999999,0.010000000000000002,0.0,0.44088750000000004,0.0,0.17778447199337294,0,0.0029166666666666685,1,0,0,Off,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.0033593795687134496,0.0,On,0.0004998086176115605,0.0,On,0.010429536142050675,0,On,0.010429536142050675,0.0,On,0.012227843368071183,0,On,0.19740356850917493,0.14805267638188116,On,On,8322.749530503505,20.000000000000057,0.8,2528.5303794964943,12.92113895,0.5143687499999999,1,10336.91116,10336.91116,Off,0.0,25.5555555555556,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1246.1383644444445,Off,0.0,0,76.41374334310748,51.666666666666686,46.10666666666668,0.0,50.51259018742898,0.0,0.0,0.0,119.39647397360544,48.4517680005726,50.51259018742898,47.421356907144414,12.43753247303448,20.045339403388258,0.0,-0.9018583918875628,0.7514378292374432,2.8,9.236100170605994,5775.266068599882,4294.098308786537,778.4828843863817,-1153.2989599263537,-0.0,-0.0,392.1730451451304,0.0,2.0,0.051315965249675896,0.0,0,0.7485018766660924,131.99922844444444,-121.80764102170068,0.2041255955176145,9.447824519746083,0.0029043492726744486,17.06832683349164,1.2217177675477424,0,0,101.01802318934115,0.28996450910207994,774.125984318957,4.356900067424753
2025-01-01 00:09:00,0.7983608164963281,0.18070113866003962,0.44088750000000004,0.013306013608272134,0.0030116856443339938,0.0073481250000000005,0.02471826047042636,0.24927380602590182,0.5143687499999999,0.010000000000000002,0.0,0.44088750000000004,0.0,0.17778447199337294,0,0.0029166666666666685,1,0,0,Off,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.0033593795687134496,0.0,On,0.0004998086176115605,0.0,On,0.010429536142050675,0,On,0.010429536142050675,0.0,On,0.012227843368071183,0,On,0.19740356850917493,0.14805267638188116,On,On,8322.749530503505,20.000000000000057,0.8,2528.5303794964943,12.92113895,0.5143687499999999,1,10336.91116,10336.91116,Off,0.0,25.5555555555556,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1246.1383644444445,Off,0.0,0,76.14349775095253,51.666666666666686,46.10666666666668,0.0,50.49886445179561,0.0,0.0,0.0,118.97421523586333,48.4398622121405,50.49886445179561,47.41036109231295,12.43753247303448,20.13408351965834,0.0,-0.6944649153030505,0.8353959346476654,2.8,9.236100170605994,5763.898540828225,4291.063420033288,747.0411956155218,-1161.659979721875,-0.0,-0.0,392.1730451451304,0.0,2.0,0.051423364861766935,0.0,0,0.7500684224927611,131.99922844444444,-124.81414899783536,0.20301375013294717,9.488070078334847,0.002904441539033647,16.865855324908722,1.2213480229618017,0,0,97.98313443609158,0.28996450910207994,742.3992679322878,4.641927683234057
