Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),Water Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),Grid Voltage (-),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,0.7822932882164247,0.0927955958710128,0.0,0.7822932882164247,0.0927955958710128,0.0,0.013169662266492247,0.12732733295847962,0.6417962929914529,0.0,0.0,0.0927955958710128,0.0,1.0,0.03506475048252919,0.02629856286189688,0.0,0.0,0.004278193530701754,0.0,0.008891468735790492,0.0,0.003599871797129189,0.0,0.08866271067882124,0.06649703300911591,641.7962929914528,18.33333333333337,1.0,0.0,0.5360270622222222,0.10576923076923077,1.0,536.0270622222222,536.0270622222222,0.0,0.0,80.5870320889396,51.66666666666668,46.10666666666668,0.0,48.58490397828991,0.0,0.0,0.0,125.9172376389681,47.866483044229135,48.58490397828991,47.507272577198755,12.43753247303448,17.85378531465008,-0.023242198934329276,2.8,342.4898488487705,-493.8331558832824,0.0,0.0,200.2902196996766,0.0,1.0,0.025171694777426205,0.0,0.0,0.6420842782438662,65.99961422222222,-5.763507959076588,0.22460004208965423,8.295617781243415,0.0027864932192223717,18.602330254896387,1.2309463683962416
2025-01-01 01:00:00,0.7810958049395589,0.09213813179946537,0.0,0.7810958049395589,0.09213813179946537,0.0,0.012848797751689615,0.12645071419641638,0.6417962929914529,0.0,0.0,0.09213813179946537,0.0,1.0,0.034188131720465954,0.025641098790349457,0.0,0.0,0.003957329015899122,0.0,0.008891468735790492,0.0,0.003599871797129189,0.0,0.08866271067882124,0.06649703300911591,641.7962929914528,18.33333333333337,1.0,0.0,0.5360270622222222,0.10576923076923077,1.0,536.0270622222222,536.0270622222222,0.0,0.0,77.44573057125321,51.66666666666668,46.10666666666668,0.0,47.51491113714912,0.0,0.0,0.0,121.00895401758314,46.8815688665175,47.51491113714912,46.5648977312017,12.43753247303448,18.037047231054586,0.0,2.5,358.92836857497866,-476.46717239155066,0.0,0.0,199.0927364228107,0.0,1.0,0.023545827179903254,0.0,0.0,0.6006113447721074,65.99961422222222,-5.4934884477343084,0.22288077863121505,8.394890805123369,0.0027971674126243667,21.122326729187673,1.2302234458282038
2025-01-01 02:00:00,0.7802191861774956,0.09148066772791795,0.030971523412061684,0.7802191861774956,0.09148066772791795,0.030971523412061684,0.012848797751689615,0.12557409543435316,0.6417962929914529,0.030971523412061684,0.0,0.09148066772791795,0.0,1.0,0.03331151295840273,0.024983634718802036,0.0,0.0,0.003957329015899122,0.0,0.008891468735790492,0.0,0.003599871797129189,0.0,0.08866271067882124,0.06649703300911591,641.7962929914528,18.33333333333337,1.0,0.0,0.5360270622222222,0.10576923076923077,1.0,536.0270622222222,536.0270622222222,703.3706666666666,0.0,88.72568561034403,51.66666666666668,46.10666666666668,0.0,51.2084118313852,0.0,0.0,703.3706666666666,138.63388376616254,51.22712591930428,51.2512821827195,51.193612611929524,12.43753247303448,18.204246167008606,0.0,1.6500000000000001,354.8117653157833,-481.0893900945701,0.0,0.0,198.21611766074753,0.0,1.0,0.022197217039702597,0.0,0.0,0.5662107461568863,65.99961422222222,-4.111255241846946,0.22161013040229807,8.4892588641106,0.0028106706727086257,26.69929153942424,1.2295074168790394
2025-01-01 03:00:00,0.7791286577388974,0.09082320365637053,0.0,0.7791286577388974,0.09082320365637053,0.0,0.012634888075154527,0.12469747667228992,0.6417962929914529,0.0,0.0,0.09082320365637053,0.0,1.0,0.03243489419633949,0.024326170647254612,0.0,0.0,0.003743419339364035,0.0,0.008891468735790492,0.0,0.003599871797129189,0.0,0.08866271067882124,0.06649703300911591,641.7962929914528,18.33333333333337,1.0,0.0,0.5360270622222222,0.10576923076923077,1.0,536.0270622222222,536.0270622222222,0.0,0.0,86.0774938131635,51.66666666666668,46.10666666666668,0.0,50.33648846368896,0.0,0.0,0.0,134.49608408306798,50.36838174554878,50.384328386478714,50.33648846368896,12.43753247303448,18.28672408359507,0.0,1.6500000000000001,331.98878527025107,-504.209701416811,0.0,0.0,197.1255892221492,0.0,1.0,0.023178232250840994,0.0,0.0,0.5912346648623895,65.99961422222222,-2.7233955265400156,0.22158354626391835,8.544539209075232,0.0028249887294685074,16.04317449172863,1.2291488354221158
2025-01-01 04:00:00,0.7782520389768341,0.09016573958482312,0.0,0.7782520389768341,0.0901657395848231,0.0,0.012634888075154527,0.12382085791022669,0.6417962929914529,0.0,0.0,0.09016573958482312,0.0,1.0,0.03155827543427626,0.023668706575707184,0.0,0.0,0.003743419339364035,0.0,0.008891468735790492,0.0,0.003599871797129189,0.0,0.08866271067882124,0.06649703300911591,641.7962929914528,18.33333333333337,1.0,0.0,0.5360270622222222,0.10576923076923077,1.0,536.0270622222222,536.0270622222222,0.0,0.0,83.09049808820137,51.66666666666668,46.10666666666668,0.0,49.282850006396124,0.0,0.0,0.0,129.82890326281463,49.31422267059304,49.329909002691494,49.282850006396124,12.43753247303448,18.345820569113602,0.0,0.55,278.3444940448473,-558.4383983165153,0.0,0.0,196.24897046008599,0.0,1.0,0.023885581691980507,0.0,0.0,0.6092778661405001,65.99961422222222,-1.2623710901761511,0.22118315231886126,8.57629042808409,0.0028317164501137607,25.83785416507813,1.2283179645388411
2025-01-01 05:00:00,0.7786798583299043,0.09016573958482312,0.0,0.7786798583299043,0.0901657395848231,0.0,0.013062707428224702,0.12382085791022669,0.6417962929914529,0.0,0.0,0.09016573958482312,0.0,1.0,0.03155827543427626,0.023668706575707184,0.0,0.0,0.0041712386924342105,0.0,0.008891468735790492,0.0,0.003599871797129189,0.0,0.08866271067882124,0.06649703300911591,641.7962929914528,18.33333333333337,1.0,0.0,0.5360270622222222,0.10576923076923077,1.0,536.0270622222222,536.0270622222222,0.0,0.0,80.49092750596381,51.66666666666668,46.10666666666668,0.0,48.26305419207928,0.0,0.0,0.0,125.76707422806845,48.29439833891315,48.31007041233008,48.26305419207928,12.43753247303448,18.294845315685148,0.0,-0.25000000000000006,257.19974381626713,-581.2083826874591,0.0,0.0,196.67678981315615,0.0,1.0,0.023806861104183456,0.0,0.0,0.6072698467264108,65.99961422222222,-0.0649563008828172,0.22343786077065417,8.57304157637386,0.002852979429855185,28.61065431153097,1.2279005239570193
2025-01-01 06:00:00,0.7809678700453685,0.09148066772791795,0.0,0.7809678700453685,0.09148066772791795,0.0,0.013597481619562422,0.12557409543435316,0.6417962929914529,0.0,0.0,0.09148066772791795,0.0,1.0,0.03331151295840273,0.024983634718802036,0.0,0.0,0.00470601288377193,0.0,0.008891468735790492,0.0,0.003599871797129189,0.0,0.08866271067882124,0.06649703300911591,641.7962929914528,18.33333333333337,1.0,0.0,0.5360270622222222,0.10576923076923077,1.0,536.0270622222222,536.0270622222222,0.0,0.0,77.72061928613863,51.66666666666668,46.10666666666668,0.0,47.27576346674787,0.0,0.0,0.0,121.43846763459162,47.30818673762802,47.32439837306809,47.27576346674787,12.43753247303448,18.341082443815473,0.0,0.3,276.02893483655487,-564.0338763048472,0.0,0.0,198.96480152862034,0.0,1.0,0.02379374822090495,0.0,0.0,0.6069353608576592,65.99961422222222,-0.6982833786711473,0.2234535639890787,8.60458180216065,0.00286151057112858,12.48481954658649,1.2276994302174085
2025-01-01 07:00:00,0.8463173276135557,0.10640263999209523,0.03871440426507711,0.8463173276135557,0.10640263999209523,0.03871440426507711,0.047832507769616964,0.15668852685248585,0.6417962929914529,0.03871440426507711,0.0,0.10640263999209523,0.0,1.0,0.03506475048252919,0.02629856286189688,0.0,0.0,0.004385148368969297,0.0,0.04344735940064766,0.0,0.014818340196358833,0.0,0.10680543617359782,0.08010407713019835,641.7962929914528,18.33333333333337,1.0,0.0,0.5360270622222222,0.10576923076923077,1.0,536.0270622222222,536.0270622222222,879.2133333333333,0.0,80.29975213369245,51.66666666666668,46.10666666666668,0.0,48.74538795035525,0.1651321661025388,438.06255562267484,879.2133333333333,125.46836270889445,48.25027106960231,48.78292754142762,47.96517303815349,12.43753247303448,18.36619876454255,0.0,-0.55,294.11766883301186,-610.4243176281615,0.0,0.0,263.0442683121732,0.12572844875657727,1.0,0.024468516919412882,0.0,0.0,0.624147486485035,65.99961422222222,-0.29857484245274074,0.22384873446361528,8.627441463873087,0.0028711380446264467,25.16917685794977,1.2275865299828952
2025-01-01 08:00:00,0.860379549658866,0.11010689872553718,0.030971523412061684,0.8603795496588659,0.11010689872553718,0.030971523412061684,0.05445958065063035,0.16412367601678263,0.6417962929914529,0.030971523412061684,0.0,0.11010689872553718,0.0,1.0,0.03594136924459241,0.0269560269334443,0.0,0.0,0.0033155999862938598,0.0,0.05114398066433649,0.0,0.017314477716066336,0.0,0.11086782905612387,0.08315087179209288,641.7962929914528,18.33333333333337,1.0,0.0,0.5360270622222222,0.10576923076923077,1.0,536.0270622222222,536.0270622222222,703.3706666666666,0.0,87.60685536408899,51.66666666666668,46.10666666666668,0.0,51.88462208115708,0.11764510439787439,319.0826022436767,703.3706666666666,136.88571150638907,51.00906487374525,51.88462208115708,50.57128627003934,12.43753247303448,18.409542551329782,0.0,-1.4,225.59405557603506,-664.4660279486382,0.0,0.0,247.12229645570653,5.1036072346117605,0.55,0.02537359416809311,0.0,0.0,0.6472343655018166,36.29978782222222,1.1414940775138003,0.22465421994974266,8.670803571936345,0.0028880006456226234,23.626122525331976,1.2279681786474363
2025-01-01 09:00:00,0.7815655844044749,0.09345305994256022,0.0,0.7815655844044749,0.09345305994256022,0.0,0.011565339692479089,0.12820395172054283,0.6417962929914529,0.0,0.0,0.09345305994256022,0.0,1.0,0.03594136924459241,0.0269560269334443,0.0,0.0,0.0026738709566885965,0.0,0.008891468735790492,0.0,0.003599871797129189,0.0,0.08866271067882124,0.06649703300911591,641.7962929914528,18.33333333333337,1.0,0.0,0.5360270622222222,0.10576923076923077,1.0,536.0270622222222,536.0270622222222,0.0,0.0,87.4317751864706,51.66666666666668,46.10666666666668,0.0,51.15414231900147,0.0,0.0,0.0,136.6121487288603,50.77179087373401,51.15414231900147,50.58061515110028,12.43753247303448,18.19792549893352,0.0,-0.85,155.65314615588477,-623.7711101688839,0.0,0.0,133.56290166550446,16.61472718081963,0.0,0.024789648851199445,0.0,0.0,0.6323389796071887,0.0,4.065061667811306,0.22846965521325496,8.586179111622272,0.002896906528080633,20.247144944166564,1.2294701180736836
