Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),Water Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),Grid Voltage (-),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:10:00,0.7822932882164247,0.0927955958710128,0.0,0.013038221470273746,0.00154659326451688,0.0,0.013169662266492247,0.12732733295847962,0.6417962929914529,0.0,0.0,0.0927955958710128,0.0,1,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.004278193530701754,0.0,On,0.008891468735790492,0,On,0.003599871797129189,0,On,0.08866271067882124,0.06649703300911591,On,On,641.7962929914529,18.33333333333337,1.0,0.0,0.5360270622222222,0.10576923076923077,1,536.0270622222222,536.0270622222222,Off,0.0,0,81.68959455340458,51.666666666666686,46.10666666666668,0.0,48.940465730284956,0.0,0.0,0.0,127.63999148969464,48.19341779792398,48.940465730284956,47.81989383174349,12.43753247303448,17.77066570305166,-0.0626676302817124,2.8,346.6618479231721,-489.9615100938953,-0.0,-0.0,200.2902196996766,0.0,1.0,0.025113266187030924,0.0,0,0.6405938708785901,65.99961422222222,-5.463154674062141,0.22551364995410764,8.252764237768812,0.0027830831808679716,18.955120279529126,1.2313603259508685
2025-01-01 00:11:00,0.7822932882164247,0.0927955958710128,0.0,0.013038221470273746,0.00154659326451688,0.0,0.013169662266492247,0.12732733295847962,0.6417962929914529,0.0,0.0,0.0927955958710128,0.0,1,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.004278193530701754,0.0,On,0.008891468735790492,0,On,0.003599871797129189,0,On,0.08866271067882124,0.06649703300911591,On,On,641.7962929914529,18.33333333333337,1.0,0.0,0.5360270622222222,0.10576923076923077,1,536.0270622222222,536.0270622222222,Off,0.0,0,81.62714299104226,51.666666666666686,46.10666666666668,0.0,48.92199917441172,0.0,0.0,0.0,127.54241092350354,48.176447394655206,48.92199917441172,47.80367150477695,12.43753247303448,17.77692547108546,-0.05640786224791228,2.8,346.29547920189196,-490.25231504008184,-0.0,-0.0,200.2902196996766,0.0,1.0,0.025117668974905097,0.0,0,0.6407061780116395,65.99961422222222,-5.538718449155693,0.22543903747111643,8.255905083991864,0.0027832609694635217,18.93493934155852,1.2313336991120192
2025-01-01 00:12:00,0.7822932882164247,0.0927955958710128,0.0,0.013038221470273746,0.00154659326451688,0.0,0.013169662266492247,0.12732733295847962,0.6417962929914529,0.0,0.0,0.0927955958710128,0.0,1,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.004278193530701754,0.0,On,0.008891468735790492,0,On,0.003599871797129189,0,On,0.08866271067882124,0.06649703300911591,On,On,641.7962929914529,18.33333333333337,1.0,0.0,0.5360270622222222,0.10576923076923077,1,536.0270622222222,536.0270622222222,Off,0.0,0,81.56521787421939,51.666666666666686,46.10666666666668,0.0,48.90354731789307,0.0,0.0,0.0,127.4456529284678,48.15948996523217,48.90354731789307,47.78746128890172,12.43753247303448,17.78300206128635,-0.05033127204702126,2.8,345.9432043918789,-490.53467485228765,-0.0,-0.0,200.2902196996766,0.0,1.0,0.025121942715116766,0.0,0,0.6408151933728806,65.99961422222222,-5.6086334469629096,0.22536703963892707,8.258944266685464,0.0027834385726134576,18.914943793094707,1.2313078488149398
2025-01-01 00:13:00,0.7822932882164247,0.0927955958710128,0.0,0.013038221470273746,0.00154659326451688,0.0,0.013169662266492247,0.12732733295847962,0.6417962929914529,0.0,0.0,0.0927955958710128,0.0,1,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.004278193530701754,0.0,On,0.008891468735790492,0,On,0.003599871797129189,0,On,0.08866271067882124,0.06649703300911591,On,On,641.7962929914529,18.33333333333337,1.0,0.0,0.5360270622222222,0.10576923076923077,1,536.0270622222222,536.0270622222222,Off,0.0,0,81.50379594815969,51.666666666666686,46.10666666666668,0.0,48.88511004366438,0.0,0.0,0.0,127.34968116899952,48.142545400289734,48.88511004366438,47.771263078602416,12.43753247303448,17.78890403097698,-0.04442930235639153,2.8,345.60458168595727,-490.8089815322222,-0.0,-0.0,200.2902196996766,0.0,1.0,0.02512609344438648,0.0,0,0.6409210709481054,65.99961422222222,-5.6729494729500445,0.22529753224291973,8.261886521640248,0.0027836159919367933,18.895125515219604,1.2312827387454912
2025-01-01 00:14:00,0.7822932882164247,0.0927955958710128,0.0,0.013038221470273746,0.00154659326451688,0.0,0.013169662266492247,0.12732733295847962,0.6417962929914529,0.0,0.0,0.0927955958710128,0.0,1,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.004278193530701754,0.0,On,0.008891468735790492,0,On,0.003599871797129189,0,On,0.08866271067882124,0.06649703300911591,On,On,641.7962929914529,18.33333333333337,1.0,0.0,0.5360270622222222,0.10576923076923077,1,536.0270622222222,536.0270622222222,Off,0.0,0,81.44285520774082,51.666666666666686,46.10666666666668,0.0,48.86668723978902,0.0,0.0,0.0,127.25446126209502,48.125613595293785,48.86668723978902,47.75507677304618,12.43753247303448,17.794639476624898,-0.03869385670847336,2.8,345.278709889765,-491.0756061675838,-0.0,-0.0,200.2902196996766,0.0,1.0,0.02513012687369202,0.0,0,0.6410239564139985,65.99961422222222,-5.73219663378065,0.22523039787165233,8.264736329504274,0.0027837932289820643,18.875476824007663,1.2312583345485502
2025-01-01 00:15:00,0.7822932882164247,0.0927955958710128,0.0,0.013038221470273746,0.00154659326451688,0.0,0.013169662266492247,0.12732733295847962,0.6417962929914529,0.0,0.0,0.0927955958710128,0.0,1,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.004278193530701754,0.0,On,0.008891468735790492,0,On,0.003599871797129189,0,On,0.08866271067882124,0.06649703300911591,On,On,641.7962929914529,18.33333333333337,1.0,0.0,0.5360270622222222,0.10576923076923077,1,536.0270622222222,536.0270622222222,Off,0.0,0,81.38237487828357,51.666666666666686,46.10666666666668,0.0,48.848278799182914,0.0,0.0,0.0,127.15996074731807,48.108694450281604,48.848278799182914,47.73890227583095,12.43753247303448,17.80021604068693,-0.03311729264644114,2.8,344.9647827776289,-491.33489920292385,-0.0,-0.0,200.2902196996766,0.0,1.0,0.02513404839323414,0.0,0,0.6411239872648047,65.99961422222222,-5.786830710576687,0.22516552579432444,8.26749791963221,0.0027839702852310933,18.85599046442374,1.231234603798243
2025-01-01 00:16:00,0.7822932882164247,0.0927955958710128,0.0,0.013038221470273746,0.00154659326451688,0.0,0.013169662266492247,0.12732733295847962,0.6417962929914529,0.0,0.0,0.0927955958710128,0.0,1,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.004278193530701754,0.0,On,0.008891468735790492,0,On,0.003599871797129189,0,On,0.08866271067882124,0.06649703300911591,On,On,641.7962929914529,18.33333333333337,1.0,0.0,0.5360270622222222,0.10576923076923077,1,536.0270622222222,536.0270622222222,Off,0.0,0,81.32233532686344,51.666666666666686,46.10666666666668,0.0,48.82988461934325,0.0,0.0,0.0,127.06614894822411,48.091787869606236,48.82988461934325,47.72273949473774,12.43753247303448,17.80564094439291,-0.02769238894046211,2.8,344.66215719766495,-491.58719192043117,-0.0,-0.0,200.2902196996766,0.0,1.0,0.02513786309563096,0.0,0,0.6412212934039755,65.99961422222222,-5.837163573033461,0.22510281147235273,8.270823408236534,0.002784147162102704,18.836659579364884,1.2312115158584693
2025-01-01 00:17:00,0.7822932882164247,0.0927955958710128,0.0,0.013038221470273746,0.00154659326451688,0.0,0.013169662266492247,0.12732733295847962,0.6417962929914529,0.0,0.0,0.0927955958710128,0.0,1,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.004278193530701754,0.0,On,0.008891468735790492,0,On,0.003599871797129189,0,On,0.08866271067882124,0.06649703300911591,On,On,641.7962929914529,18.33333333333337,1.0,0.0,0.5360270622222222,0.10576923076923077,1,536.0270622222222,536.0270622222222,Off,0.0,0,81.26271797151288,51.666666666666686,46.10666666666668,0.0,48.8115046020968,0.0,0.0,0.0,126.97299683048888,48.07489376169934,48.8115046020968,47.70658834150063,12.43753247303448,17.81092102140109,-0.02241231193228188,2.8,344.3702742164315,-491.8327979658902,-0.0,-0.0,200.2902196996766,0.0,1.0,0.02514157579971044,0.0,0,0.641315997751072,65.99961422222222,-5.883440508807817,0.22504215606110664,8.273420475269269,0.0027843238609561705,18.81747767782607,1.2311890417398201
2025-01-01 00:18:00,0.7822932882164247,0.0927955958710128,0.0,0.013038221470273746,0.00154659326451688,0.0,0.013169662266492247,0.12732733295847962,0.6417962929914529,0.0,0.0,0.0927955958710128,0.0,1,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.004278193530701754,0.0,On,0.008891468735790492,0,On,0.003599871797129189,0,On,0.08866271067882124,0.06649703300911591,On,On,641.7962929914529,18.33333333333337,1.0,0.0,0.5360270622222222,0.10576923076923077,1,536.0270622222222,536.0270622222222,Off,0.0,0,81.20350520690958,51.666666666666686,46.10666666666668,0.0,48.79313865336824,0.0,0.0,0.0,126.88047688579621,48.05801203885285,48.79313865336824,47.69044873159516,12.43753247303448,17.816062745243602,-0.01727058808976878,2.8,344.08860657114315,-492.07201459000294,-0.0,-0.0,200.2902196996766,0.0,1.0,0.025145191069922742,0.0,0,0.6414082167369387,65.99961422222222,-5.925891529983444,0.2249834660019848,8.275940680543403,0.0027845003830943883,18.798438608977968,1.2311671539828393
2025-01-01 00:19:00,0.7822932882164247,0.0927955958710128,0.0,0.013038221470273746,0.00154659326451688,0.0,0.013169662266492247,0.12732733295847962,0.6417962929914529,0.0,0.0,0.0927955958710128,0.0,1,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.004278193530701754,0.0,On,0.008891468735790492,0,On,0.003599871797129189,0,On,0.08866271067882124,0.06649703300911591,On,On,641.7962929914529,18.33333333333337,1.0,0.0,0.5360270622222222,0.10576923076923077,1,536.0270622222222,536.0270622222222,Off,0.0,0,81.144680342218,51.666666666666686,46.10666666666668,0.0,48.774786682964816,0.0,0.0,0.0,126.78856303471561,48.04114261701604,48.774786682964816,47.67432058404166,12.43753247303448,17.82107225226587,-0.012261081067499902,2.8,343.81664782407375,-492.3051236836519,-0.0,-0.0,200.2902196996766,0.0,1.0,0.025148713232572704,0.0,0,0.6414980607177654,65.99961422222222,-5.964741183403827,0.22492665268032436,8.278387419902433,0.0027846767297668206,18.77953654053249,1.2311458265604174
2025-01-01 00:20:00,0.7822932882164247,0.0927955958710128,0.0,0.013038221470273746,0.00154659326451688,0.0,0.013169662266492247,0.12732733295847962,0.6417962929914529,0.0,0.0,0.0927955958710128,0.0,1,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.004278193530701754,0.0,On,0.008891468735790492,0,On,0.003599871797129189,0,On,0.08866271067882124,0.06649703300911591,On,On,641.7962929914529,18.33333333333337,1.0,0.0,0.5360270622222222,0.10576923076923077,1,536.0270622222222,536.0270622222222,Off,0.0,0,81.08622754498504,51.666666666666686,46.10666666666668,0.0,48.75644860437474,0.0,0.0,0.0,126.69723053903911,48.02428541560561,48.75644860437474,47.65820382122105,12.43753247303448,17.825955362380736,-0.007377970952635593,2.8,343.55391641107246,-492.5323927145923,-0.0,-0.0,200.2902196996766,0.0,1.0,0.025152146390505826,0.0,0,0.6415856343496992,65.99961422222222,-6.000203565464695,0.22487163211598374,8.28076391401609,0.002784852902172259,18.760765939176537,1.2311250347894838
2025-01-01 00:21:00,0.7822932882164247,0.0927955958710128,0.0,0.013038221470273746,0.00154659326451688,0.0,0.013169662266492247,0.12732733295847962,0.6417962929914529,0.0,0.0,0.0927955958710128,0.0,1,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.004278193530701754,0.0,On,0.008891468735790492,0,On,0.003599871797129189,0,On,0.08866271067882124,0.06649703300911591,On,On,641.7962929914529,18.33333333333337,1.0,0.0,0.5360270622222222,0.10576923076923077,1,536.0270622222222,536.0270622222222,Off,0.0,0,81.02813178857,51.666666666666686,46.10666666666668,0.0,48.73812433457794,0.0,0.0,0.0,126.60645591964061,48.007440357327326,48.73812433457794,47.642098368702015,12.43753247303448,17.830717598527176,-0.002615734806195036,2.8,343.2999583631407,-492.7540756066341,-0.0,-0.0,200.2902196996766,0.0,1.0,0.02515549443687459,0.0,0,0.6416710369399983,65.99961422222222,-6.032478721354717,0.224818324673777,8.283721990557625,0.002785028901461416,18.74212155222302,1.2311047552482233
2025-01-01 00:22:00,0.7822932882164247,0.0927955958710128,0.0,0.013038221470273746,0.00154659326451688,0.0,0.013169662266492247,0.12732733295847962,0.6417962929914529,0.0,0.0,0.0927955958710128,0.0,1,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.004278193530701754,0.0,On,0.008891468735790492,0,On,0.003599871797129189,0,On,0.08866271067882124,0.06649703300911591,On,On,641.7962929914529,18.33333333333337,1.0,0.0,0.5360270622222222,0.10576923076923077,1,536.0270622222222,536.0270622222222,Off,0.0,0,80.97037880239046,51.666666666666686,46.10666666666668,0.0,48.71981379386844,0.0,0.0,0.0,126.51621687873508,47.99060736800861,48.71981379386844,47.6260041550787,12.43753247303448,17.835364204889014,0.0,2.8,343.05434634561846,-492.97041356361825,-0.0,-0.0,200.2902196996766,0.0,1.0,0.02515876106802485,0.0,0,0.6417543627757416,65.99961422222222,-6.061752781892796,0.22476665479283875,8.285967127768174,0.0027852047287393543,18.72359839042798,1.2310849656985876
