Metric,Value
Total Electric Energy (kWh),23.586562813306426
Total Gas Energy (therms),5.791741617083862
Average Electric Power (kW),0.9827734505544343
Peak Electric Power (kW),2.2602061216731664
Lighting Electric Energy (kWh),1.7336855495783268
Other Electric Energy (kWh),15.746122888728095
HVAC Heating Electric Energy (kWh),5.146754375000002
HVAC Cooling Electric Energy (kWh),0.9600000000000004
Water Heating Gas Energy (therms),0.7046021576244034
HVAC Heating Gas Energy (therms),5.08713945945946
Average Temperature - Indoor (C),19.882893286244048
Unmet Heating Load (C-hours),1.3246852786361945
Unmet Cooling Load (C-hours),0.0
Total HVAC Heating Delivered (kWh),102.45747398743994
Average HVAC Heating COP (-),0.925
Average HVAC Heating Duct Efficiency (-),0.7162133021608589
Total HVAC Cooling Delivered (kWh),0.0
Average HVAC Cooling COP (-),0.0
Total Hot Water Unmet Demand (kWh),0.0
