Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),Grid Voltage (-),Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W)
2025-01-01 00:00:00,0.18379056680768657,0.0638454456542578,0.11768028807813183,0.003063176113461443,0.0010640907609042968,0.0019613381346355306,0.014081096811524522,0.0,0.0879787007653928,0.08173076923076923,0.11768028807813183,0.0,0.0,0.0638454456542578,0,1,0.0,0.0,Off,0.03331151295840272,0.024983634718802033,On,0.0,0,Off,0.004278193530701754,0.0,On,0.009802903280822768,0,On,0.00285143989304904,0,On,0.05181574791394104,0.03886181093545577,On,0,0,Off,On,2771.830498119658,17.77777777777783,0.779994691541353,0.0,3.4488692782933734,0.08173076923076923,1,2690.099728888889,2690.099728888889,Off,0.0,0.0,38.10514911029497,51.666666666666686,46.10666666666668,0.0,50.61078439676046,0.0,0.0,0.0,38.10514911029497,50.67729744949807,50.71055397586689,50.61078439676046,12.43753247303448,17.92412154062743,0.0,6.354185493981949,2.8,9.236100170605994,2379.7536303710776,-870.5407739918486,-613.665863012352,-0.0,-0.0,230.4319236673859,0.0,2.0,0.031134661926447,0.0,0,0.7941887547968108,131.99922844444444,-8.842928403614572,0.25483195327834407,8.769165524616781,0.0031867815518630133,21.26825079252406,1.2268277909981604,0.19287003978098247,-893.3517901258936,22.81101613404499
2025-01-01 00:01:00,0.18379056680768657,0.0638454456542578,0.11768028807813183,0.003063176113461443,0.0010640907609042968,0.0019613381346355306,0.014081096811524522,0.0,0.0879787007653928,0.08173076923076923,0.11768028807813183,0.0,0.0,0.0638454456542578,0,1,0.0,0.0,Off,0.03331151295840272,0.024983634718802033,On,0.0,0,Off,0.004278193530701754,0.0,On,0.009802903280822768,0,On,0.00285143989304904,0,On,0.05181574791394104,0.03886181093545577,On,0,0,Off,On,2771.830498119658,17.77777777777783,0.779994691541353,0.0,3.4488692782933734,0.08173076923076923,1,2690.099728888889,2690.099728888889,Off,0.0,0.0,38.04493073138696,51.666666666666686,46.10666666666668,0.0,50.67194971106161,0.0,0.0,0.0,38.04493073138696,50.671949711061615,50.671949711061615,50.67194971106161,12.43753247303448,17.97249569734428,0.0,6.384215762790628,2.8,9.236100170605994,2374.4982773507063,-878.5377110758895,-616.476954247824,-0.0,-0.0,230.4319236673859,0.0,2.0,0.03117756340292217,0.0,0,0.7952830936485142,131.99922844444444,-11.287190188513684,0.25481535288195156,8.815297211436492,0.003186981773348292,21.135033042699977,1.230206914936788,0.19292199071595137,-901.1426234808303,22.604912404940713
2025-01-01 00:02:00,0.10205979757691733,0.0638454456542578,0.0,0.0017009966262819555,0.0010640907609042968,0.0,0.014081096811524522,0.0,0.0879787007653928,0.0,0.0,0.0,0.0,0.0638454456542578,0,1,0.0,0.0,Off,0.03331151295840272,0.024983634718802033,On,0.0,0,Off,0.004278193530701754,0.0,On,0.009802903280822768,0,On,0.00285143989304904,0,On,0.05181574791394104,0.03886181093545577,On,0,0,Off,Off,0.0,17.77777777777783,0.0,0.0,0.0,0.0,0,0.0,2690.099728888889,Off,0.0,0.0,37.98410284227139,51.666666666666686,46.10666666666668,0.0,50.666295032883454,0.0,0.0,0.0,37.98410284227139,50.66661042377012,50.66676811921346,50.666295032883454,12.43753247303448,18.019428403556294,0.0,6.412190862384594,2.8,9.236100170605994,-402.46935567875363,-886.0627475644347,-619.2091096716059,-0.0,-0.0,230.4319236673859,0.0,2.0,0.031219169316238426,0.0,0,0.7963443850338802,131.99922844444444,-13.692169674533588,0.2540798045905277,8.837236072776976,0.003187180194185884,21.00536473614824,1.2300084745330053,0.19297037372295286,-908.4038779314155,22.341130366980845
2025-01-01 00:03:00,0.10205979757691733,0.0638454456542578,0.0,0.0017009966262819555,0.0010640907609042968,0.0,0.014081096811524522,0.0,0.0879787007653928,0.0,0.0,0.0,0.0,0.0638454456542578,0,1,0.0,0.0,Off,0.03331151295840272,0.024983634718802033,On,0.0,0,Off,0.004278193530701754,0.0,On,0.009802903280822768,0,On,0.00285143989304904,0,On,0.05181574791394104,0.03886181093545577,On,0,0,Off,Off,0.0,17.77777777777783,0.0,0.0,0.0,0.0,0,0.0,2690.099728888889,Off,0.0,0.0,38.08416181365339,51.666666666666686,46.10666666666668,0.0,50.66064946612308,0.0,0.0,0.0,38.08416181365339,50.661279673163264,50.66159477668335,50.66064946612308,12.43753247303448,17.928088100185324,0.0,6.4382789814655785,2.8,9.236100170605994,-396.812982889124,-893.1494706942725,-613.8961751949057,-0.0,-0.0,230.4319236673859,0.0,2.0,0.031138180416361943,0.0,0,0.7942785050928287,131.99922844444444,-13.348731361604166,0.2555600776625687,8.795123351112252,0.003187377429481174,21.19996730810202,1.230394304894574,0.1930154822636731,-915.178472314896,22.029001620623518
2025-01-01 00:04:00,0.10205979757691733,0.0638454456542578,0.0,0.0017009966262819555,0.0010640907609042968,0.0,0.014081096811524522,0.0,0.0879787007653928,0.0,0.0,0.0,0.0,0.0638454456542578,0,1,0.0,0.0,Off,0.03331151295840272,0.024983634718802033,On,0.0,0,Off,0.004278193530701754,0.0,On,0.009802903280822768,0,On,0.00285143989304904,0,On,0.05181574791394104,0.03886181093545577,On,0,0,Off,Off,0.0,17.77777777777783,0.0,0.0,0.0,0.0,0,0.0,2690.099728888889,Off,0.0,0.0,38.180519501985856,51.666666666666686,46.10666666666668,0.0,50.65498909778376,0.0,0.0,0.0,38.180519501985856,50.655934880118046,50.656407771285195,50.65498909778376,12.43753247303448,17.839914968774018,0.0,6.462626786118634,2.8,9.236100170605994,-390.8072820428287,-899.6573298132416,-608.7845626101324,-0.0,-0.0,230.4319236673859,0.0,2.0,0.031059938993478458,0.0,0,0.7922827083065921,131.99922844444444,-12.454643100082201,0.25699888779873215,8.754055779085181,0.0031875764296249794,21.38722967541951,1.230766980196753,0.19305757214656835,-921.5038615067673,21.846531693525666
2025-01-01 00:05:00,0.10205979757691733,0.0638454456542578,0.0,0.0017009966262819555,0.0010640907609042968,0.0,0.014081096811524522,0.0,0.0879787007653928,0.0,0.0,0.0,0.0,0.0638454456542578,0,1,0.0,0.0,Off,0.03331151295840272,0.024983634718802033,On,0.0,0,Off,0.004278193530701754,0.0,On,0.009802903280822768,0,On,0.00285143989304904,0,On,0.05181574791394104,0.03886181093545577,On,0,0,Off,Off,0.0,17.77777777777783,0.0,0.0,0.0,0.0,0,0.0,2690.099728888889,Off,0.0,0.0,38.27341283929385,51.666666666666686,46.10666666666668,0.0,50.64931447816265,0.0,0.0,0.0,38.27341283929385,50.650576564078555,50.65120760703651,50.64931447816265,12.43753247303448,17.754705887585388,0.0,6.485381473972088,2.8,9.236100170605994,-384.4285983799765,-905.7623024856061,-603.8607647053647,-0.0,-0.0,230.4319236673859,0.0,2.0,0.030984271142087412,0.0,0,0.7903525586612749,131.99922844444444,-10.999757341997771,0.2583986370117968,8.714532528506385,0.0031877771267763907,21.567614742121894,1.2311273359793167,0.1930968997257378,-927.4177449027196,21.655442417113438
2025-01-01 00:06:00,0.10205979757691733,0.0638454456542578,0.0,0.0017009966262819555,0.0010640907609042968,0.0,0.014081096811524522,0.0,0.0879787007653928,0.0,0.0,0.0,0.0,0.0638454456542578,0,1,0.0,0.0,Off,0.03331151295840272,0.024983634718802033,On,0.0,0,Off,0.004278193530701754,0.0,On,0.009802903280822768,0,On,0.00285143989304904,0,On,0.05181574791394104,0.03886181093545577,On,0,0,Off,Off,0.0,17.77777777777783,0.0,0.0,0.0,0.0,0,0.0,2690.099728888889,Off,0.0,0.0,38.36303619673302,51.666666666666686,46.10666666666668,0.0,50.64362612233445,0.0,0.0,0.0,38.36303619673302,50.645205211237425,50.64599475568891,50.64362612233445,12.43753247303448,17.67229428260805,0.0,6.506662076896262,2.8,9.236100170605994,-378.0012184151705,-911.4703008230814,-599.1135813857663,-0.0,-0.0,230.4319236673859,0.0,2.0,0.030911034688530285,0.0,0,0.7884844295647175,131.99922844444444,-9.319560696790056,0.2597612286236879,8.676466472028789,0.0031879794574157985,21.74150130325984,1.2314760557935898,0.1931336723548234,-932.950593215388,21.48029239230668
2025-01-01 00:07:00,0.10205979757691733,0.0638454456542578,0.0,0.0017009966262819555,0.0010640907609042968,0.0,0.014081096811524522,0.0,0.0879787007653928,0.0,0.0,0.0,0.0,0.0638454456542578,0,1,0.0,0.0,Off,0.03331151295840272,0.024983634718802033,On,0.0,0,Off,0.004278193530701754,0.0,On,0.009802903280822768,0,On,0.00285143989304904,0,On,0.05181574791394104,0.03886181093545577,On,0,0,Off,Off,0.0,17.77777777777783,0.0,0.0,0.0,0.0,0,0.0,2690.099728888889,Off,0.0,0.0,38.44957344960747,51.666666666666686,46.10666666666668,0.0,50.637924516477725,0.0,0.0,0.0,38.44957344960747,50.639821280508926,50.640769662524534,50.637924516477725,12.43753247303448,17.592522573424837,0.0,6.526578244643833,2.8,9.236100170605994,-371.8273668878768,-916.8094871016875,-594.532496270386,-0.0,-0.0,230.4319236673859,0.0,2.0,0.03084009483743383,0.0,0,0.7866748826314358,131.99922844444444,-7.726794284876654,0.2610884995667603,8.639182529695823,0.0031881833615677556,21.90924850378129,1.231813787357537,0.19316808091473125,-938.1305122206217,21.321025118934084
2025-01-01 00:08:00,0.10205979757691733,0.0638454456542578,0.0,0.0017009966262819555,0.0010640907609042968,0.0,0.014081096811524522,0.0,0.0879787007653928,0.0,0.0,0.0,0.0,0.0638454456542578,0,1,0.0,0.0,Off,0.03331151295840272,0.024983634718802033,On,0.0,0,Off,0.004278193530701754,0.0,On,0.009802903280822768,0,On,0.00285143989304904,0,On,0.05181574791394104,0.03886181093545577,On,0,0,Off,Off,0.0,17.77777777777783,0.0,0.0,0.0,0.0,0,0.0,2690.099728888889,Off,0.0,0.0,38.53320406546693,51.666666666666686,46.10666666666668,0.0,50.63221011943525,0.0,0.0,0.0,38.53320406546693,50.63442520500199,50.63553274778537,50.63221011943525,12.43753247303448,17.51523694241789,0.0,6.545229539106877,2.8,9.236100170605994,-365.93242896093386,-921.807585267663,-590.1073609431005,-0.0,-0.0,230.4319236673859,0.0,2.0,0.030771319578510647,0.0,0,0.7849205505184337,131.99922844444444,-6.256991685219276,0.26238229947135244,8.60378765493039,0.00318838878261167,22.071208010457045,1.2321411645025915,0.1932002986347106,-942.9830477087773,21.17546244111431
2025-01-01 00:09:00,0.10205979757691733,0.0638454456542578,0.0,0.0017009966262819555,0.0010640907609042968,0.0,0.014081096811524522,0.0,0.0879787007653928,0.0,0.0,0.0,0.0,0.0638454456542578,0,1,0.0,0.0,Off,0.03331151295840272,0.024983634718802033,On,0.0,0,Off,0.004278193530701754,0.0,On,0.009802903280822768,0,On,0.00285143989304904,0,On,0.05181574791394104,0.03886181093545577,On,0,0,Off,Off,0.0,17.77777777777783,0.0,0.0,0.0,0.0,0,0.0,2690.099728888889,Off,0.0,0.0,38.61409163888575,51.666666666666686,46.10666666666668,0.0,50.62648336336952,0.0,0.0,0.0,38.61409163888575,50.62901739263877,50.6302844072734,50.62648336336952,12.43753247303448,17.440297189288895,0.0,6.562706592641746,2.8,9.236100170605994,-360.3017208340334,-926.4887192812683,-585.8289455138834,-0.0,-0.0,230.4319236673859,0.0,2.0,0.03070458850796772,0.0,0,0.7832183619433354,131.99922844444444,-4.904698987535923,0.2636443216909043,8.568437502279203,0.0031885956672040193,22.22770066210383,1.2324587652250785,0.19323048312894459,-947.531476664527,21.04275738325862
