Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),Other Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Garage Lighting Electric Power (kW),Garage Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),Spa Pump Electric Power (kW),Spa Pump Reactive Power (kVAR),Spa Heater Gas Power (therms/hour),Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Garage (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Garage (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Garage (m^3/s),Infiltration Heat Gain - Garage (W),Radiation Heat Gain - Garage (W),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 00:00:00,0.5121122460727819,0.0810680598081853,0.33398938146021234,0.5121122460727819,0.0810680598081853,0.33398938146021234,0.022643482638446455,0.0,0.15442287801766877,0.33504588541666674,0.0028243364151672766,0.33116504504504507,0.0,0.0,0.0810680598081853,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03331151295840272,0.024983634718802033,0.0,0.0,0.0035099780701754383,0.0,0.0008104012984765763,0.0,0.01832310326979444,0.0,0.006673852014838391,0.0,0.07477923345251103,0.05608442508938326,0.03965827959191662,0.0,0.0028243364151672766,0.0,0.0,6910.863464347492,20.000000000000057,0.40083333333333343,2401.7613844765833,9.70549077125125,0.33504588541666674,0.43333333333333335,8977.578963407408,20717.489915555558,0.0,0.0,36.26875086173684,51.66666666666668,46.10666666666668,0.0,50.881806484153934,0.0,0.0,0.0,36.26875086173684,50.89225875438874,50.897484889506146,50.881806484153934,12.43753247303448,19.720056717315224,-0.05549986677780871,2.7308064896226516,9.750228558941627,2.8,9.236100170605994,3619.6266576881626,91.05954403943115,1084.2029568869432,-3375.4624346025403,0.0,0.0,198.17314894474504,0.0,1.0,0.15304856554207072,0.0,0.0,1.9806079706384847,65.99961422222222,-113.94752100153255,0.18697580202284617,8.95842647103467,0.0026054889430052663,-68.82957777099593,1.2232375812691811,0.7249112727551998,56.362622530882014,34.69692150854914,0.11659219713884351,-1057.6176159534912,-259.9408116361492
2025-01-01 01:00:00,0.18423246605854127,0.08044346894021523,0.003412739834993793,0.18423246605854127,0.08044346894021523,0.0034127398349937926,0.0223802342831833,0.0,0.16185223177535799,0.0,0.003412739834993793,0.0,0.0,0.0,0.08044346894021523,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032478725134442644,0.024359043850831975,0.0,0.0,0.0032467297149122803,0.0,0.0008104012984765763,0.0,0.01832310326979444,0.0,0.006673852014838391,0.0,0.07477923345251103,0.05608442508938326,0.047920421173565916,0.0,0.003412739834993793,0.0,0.0,0.0,13.333333333333371,0.0,0.0,0.0,0.0,0.0,0.0,20717.489915555558,0.0,0.0,40.1122260615987,51.66666666666668,46.10666666666668,0.0,50.67756680727622,0.0,0.0,0.0,40.1122260615987,50.70189250158561,50.71405534874032,50.67756680727622,12.43753247303448,16.225836588878977,-0.0010174405645911359,3.2085410280149147,5.098813205586538,2.5,9.236100170605994,-2171.964471684852,-635.9576857232738,-454.285709670611,-2337.7302139100166,0.0,0.0,197.0771127655218,0.0,1.0,0.12942931841712615,0.0,0.0,1.6749502929565199,65.99961422222222,-31.31137054035702,0.232580071417509,7.2719816033189995,0.002589070164877856,-37.62383265616875,1.2381116431583559,0.7249112727551998,-670.2155478511177,34.257862127843815,0.08300909147655028,-320.7495283441958,-133.53618132641523
2025-01-01 02:00:00,0.21379667727793192,0.0798188780722452,0.041035687766518635,0.21379667727793192,0.07981887807224519,0.041035687766518635,0.0223802342831833,0.0,0.15275730236974863,0.038659140625000005,0.0028243364151672766,0.038211351351351355,0.0,0.0,0.0798188780722452,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03164593731048258,0.02373445298286193,0.0,0.0,0.0032467297149122803,0.0,0.0008104012984765763,0.0,0.01832310326979444,0.0,0.006673852014838391,0.0,0.07477923345251103,0.05608442508938326,0.03965827959191662,0.0,0.0028243364151672766,0.0,0.0,797.4073228093259,13.333333333333371,0.046250000000000006,277.126313593452,1.1198643197597598,0.038659140625000005,0.05,1035.8744957777778,20717.489915555558,0.0,0.0,43.29143739758187,51.66666666666668,46.10666666666668,0.0,50.44968922887169,0.0,0.0,0.0,43.29143739758187,50.48938310112438,50.509230037250724,50.44968922887169,12.43753247303448,13.280331488826437,-0.030929168029520178,2.5765026637935184,2.8920531866523222,1.6500000000000001,9.236100170605994,-696.1303211795077,-845.0389013433968,86.0034526576183,-1659.8652891657287,0.0,0.0,196.24432494156176,0.0,1.0,0.10900643520144636,0.0,0.0,1.410656896039478,65.99961422222222,-29.916679764666743,0.2794883082922197,5.803918477130708,0.0025840159215191646,1.9325535467223676,1.2508174276831039,0.7249112727551998,-879.2255439990802,34.18664265568334,0.051904206586637545,-86.01926047668013,-105.10360045915353
2025-01-01 03:00:00,0.31125519359044573,0.07919428720427511,0.13078391100616496,0.31125519359044573,0.07919428720427513,0.13078391100616496,0.022204735379674524,0.0,0.16018665612743785,0.12886380208333334,0.003412739834993793,0.12737117117117117,0.0,0.0,0.07919428720427511,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030813149486522508,0.023109862114891876,0.0,0.0,0.003071230811403509,0.0,0.0008104012984765763,0.0,0.01832310326979444,0.0,0.006673852014838391,0.0,0.07477923345251103,0.05608442508938326,0.047920421173565916,0.0,0.003412739834993793,0.0,0.0,2658.0244093644196,13.333333333333371,0.1541666666666667,923.7543786448399,3.732881065865866,0.12886380208333334,0.16666666666666666,3452.9149859259264,20717.489915555558,0.0,0.0,43.32732151899916,51.66666666666668,46.10666666666668,0.0,50.21441496315011,0.0,0.0,0.0,43.32732151899916,50.26984763622404,50.29756397276101,50.21441496315011,12.43753247303448,13.029374600176892,-0.06068937304836692,2.2882947341080144,4.194740929247097,1.6500000000000001,9.236100170605994,1101.0827068028073,-582.0460500667286,551.0498195787291,-1666.4377740469836,0.0,0.0,195.2360382140929,0.0,1.0,0.11194418344932622,0.0,0.0,1.4486744205740725,65.99961422222222,-85.7399667287216,0.2840731272155544,5.675990880781972,0.00258406469891151,-39.748749958646194,1.2519132350192015,0.7249112727551998,-614.8019137308797,32.75586366415101,0.07058181012497601,-235.95700173738334,-136.74755732872745
2025-01-01 04:00:00,0.378886051647266,0.08550540370945833,0.15837639755177466,0.378886051647266,0.08550540370945833,0.15837639755177466,0.023291425294302497,0.0,0.20095806385296353,0.15463656250000002,0.00553099214636925,0.15284540540540542,0.0,0.0,0.08550540370945833,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02998036166256244,0.022485271246921824,0.0,0.0,0.003071230811403509,0.0,0.0008564281470715949,0.0,0.01936376633582739,0.0,0.009286728039515687,0.0,0.08402684328338204,0.06302013246253652,0.07766413086750337,0.0,0.00553099214636925,0.0,0.0,3189.6292912373037,13.333333333333371,0.18500000000000003,1108.505254373808,4.479457279039039,0.15463656250000002,0.2,4143.497983111111,20717.489915555558,0.0,0.0,42.26495120398708,51.66666666666668,46.10666666666668,0.0,49.935959121653426,0.09140159240252212,239.16190766689522,0.0,42.26495120398708,49.408338440316406,49.95706751868677,49.12341970261457,12.43753247303448,13.092677579864043,-0.05022898218294092,1.8292413130857177,5.109237507217661,0.55,9.236100170605994,1328.4591602194555,-1188.2886676882508,558.8652680882083,-1943.8030698716675,0.0,0.0,191.30373348374815,0.0,0.766675,0.11744563518469017,0.0,0.0,1.5198689405524355,50.60025423382222,-108.67079462992874,0.28111753406384493,5.685816614712801,0.002568905971947969,8.928867482161865,1.2510607056765517,0.7249112727551998,-1220.868645348372,32.57997766012116,0.07289019680774388,-405.0543487579335,-144.58563752766608
2025-01-01 05:00:00,0.42511120042737116,0.07856969633630509,0.18620424546531494,0.42511120042737116,0.07856969633630509,0.18620424546531494,0.02255573318669207,0.0,0.22214614432401242,0.1804093229166667,0.007884605825675316,0.17831963963963965,0.0,0.0,0.07856969633630509,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02998036166256244,0.022485271246921824,0.0,0.0,0.0034222286184210525,0.0,0.0008104012984765763,0.0,0.01832310326979444,0.0,0.006673852014838391,0.0,0.07477923345251103,0.05608442508938326,0.11071269719410055,0.0,0.007884605825675316,0.0,0.0,3721.2341731101874,13.333333333333371,0.21583333333333338,1293.2561301027758,5.2260334922122125,0.1804093229166667,0.23333333333333334,4834.080980296297,20717.489915555558,0.0,0.0,41.44702968492693,51.66666666666668,46.10666666666668,0.0,49.631397627376714,0.0,0.0,0.0,41.44702968492693,48.63398424011929,49.631397627376714,48.13527754649058,12.43753247303448,13.048372480876914,-0.05776375989493312,0.5983363032649309,5.320341877399675,-0.25000000000000006,9.236100170605994,1658.4106773239232,-784.8118646085579,632.9462182071452,-2076.4635943567487,0.0,0.0,128.75463397492814,0.0,0.0,0.11842840647996637,0.0,0.0,1.5325870255200706,0.0,-115.11453540444363,0.28313191956092887,5.675166774471523,0.0025812207829213523,-15.562028424412835,1.2506169951517085,0.7249112727551998,-819.1910741428552,34.37920953429731,0.0682828477371225,-492.0023026172166,-168.307609278414
2025-01-01 06:00:00,0.4106912401707647,0.0798188780722452,0.18502743862566193,0.4106912401707647,0.07981887807224519,0.18502743862566193,0.022994480445464,0.0,0.20728743680863396,0.1804093229166667,0.006707798986022283,0.17831963963963965,0.0,0.0,0.0798188780722452,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03164593731048258,0.02373445298286193,0.0,0.0,0.0038609758771929823,0.0,0.0008104012984765763,0.0,0.01832310326979444,0.0,0.006673852014838391,0.0,0.07477923345251103,0.05608442508938326,0.09418841403080196,0.0,0.006707798986022283,0.0,0.0,3721.2341731101874,13.333333333333371,0.21583333333333338,1293.2561301027758,5.2260334922122125,0.1804093229166667,0.23333333333333334,4834.080980296297,20717.489915555558,0.0,0.0,41.12543244003514,51.66666666666668,46.10666666666668,0.0,49.3981376250723,0.0,0.0,0.0,41.12543244003514,48.42538176793222,49.3981376250723,47.93900383936219,12.43753247303448,13.115263468084247,-0.04515833456261576,1.2269410607628217,5.371265582830362,0.3,9.236100170605994,1743.6924812012005,-850.3116044013135,621.9355982975992,-1980.5048977004594,0.0,0.0,130.85895688162023,0.0,0.0,0.11755282345130434,0.0,0.0,1.5212560684517598,0.0,-127.89575109014777,0.2795177107722932,5.681731486074036,0.002559364026239697,-85.13314596979211,1.2503411935218076,0.7249112727551998,-883.0009062232492,32.689301821935764,0.07550972500622888,-504.76542382545153,-166.55510797972514
2025-01-01 07:00:00,0.383336193441203,0.0810680598081853,0.20661821028904115,0.38333619344120295,0.0810680598081853,0.20661821028904118,0.02273123209020084,0.0,0.15442287801766877,0.20618208333333335,0.0028243364151672766,0.20379387387387388,0.0,0.0,0.0810680598081853,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03331151295840272,0.024983634718802033,0.0,0.0,0.0035977275219298247,0.0,0.0008104012984765763,0.0,0.01832310326979444,0.0,0.006673852014838391,0.0,0.07477923345251103,0.05608442508938326,0.03965827959191662,0.0,0.0028243364151672766,0.0,0.0,4252.839054983071,13.333333333333371,0.2466666666666667,1478.0070058317438,5.972609705385385,0.20618208333333335,0.26666666666666666,5524.663977481482,20717.489915555558,0.0,0.0,40.930434061624204,51.66666666666668,46.10666666666668,0.0,49.16641321548765,0.0,0.0,0.0,40.930434061624204,48.21799457381311,49.16641321548765,47.74378525297584,12.43753247303448,13.074573915609735,-0.05328431273156443,0.5661659663867478,5.395692748865062,-0.55,9.236100170605994,2066.736245366847,-1032.5494025613734,690.3247115620264,-2192.411838340386,0.0,0.0,132.2612841742772,4.2141987251693065,0.0,0.12190386751930465,0.0,0.0,1.5775631140693276,0.0,-125.95225545011557,0.27852144410963736,5.640664459685129,0.002543380377661686,-10.674945638401324,1.25053102463715,0.7249112727551998,-1066.4930063816826,33.94360382030912,0.07844473449516473,-620.4007647683841,-167.28152950133338
2025-01-01 08:00:00,0.38329148674761915,0.08169265067615533,0.20661821028904115,0.38329148674761915,0.08169265067615533,0.20661821028904118,0.021853737572656982,0.0,0.1552556658416288,0.20618208333333335,0.0028243364151672766,0.20379387387387388,0.0,0.0,0.08169265067615533,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03414430078236278,0.025608225586772077,0.0,0.0,0.002720233004385965,0.0,0.0008104012984765763,0.0,0.01832310326979444,0.0,0.006673852014838391,0.0,0.07477923345251103,0.05608442508938326,0.03965827959191662,0.0,0.0028243364151672766,0.0,0.0,4252.839054983071,13.333333333333371,0.2466666666666667,1478.0070058317438,5.972609705385385,0.20618208333333335,0.26666666666666666,5524.663977481482,20717.489915555558,0.0,0.0,40.72829059312325,51.66666666666668,46.10666666666668,0.0,48.93612022817513,0.0,0.0,0.0,40.72829059312325,48.011728424677,48.93612022817513,47.54953252292794,12.43753247303448,13.041157823163825,-0.05610981578113575,-0.2193686072583111,5.069600614162308,-1.4,9.236100170605994,1879.4659546110934,-1095.7932710849523,591.7148356321283,-2431.0725544365905,0.0,0.0,132.21657748069342,227.5857937684468,0.0,0.12728209634512685,0.0,0.0,1.6471630011549272,0.0,-74.51712341608116,0.28057154312153804,5.6421716506609005,0.002555430753438185,103.80897782665807,1.2512552338194813,0.7249112727551998,-1131.3786617218136,35.585390636861234,0.0835514033086459,-716.8271072355682,-169.46506296404735
2025-01-01 09:00:00,0.37450284845544357,0.08169265067615533,0.20602980686921463,0.37450284845544357,0.08169265067615533,0.20602980686921463,0.021327240862130666,0.0,0.14699352425997952,0.20618208333333335,0.0022359329953407603,0.20379387387387388,0.0,0.0,0.08169265067615533,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03414430078236278,0.025608225586772077,0.0,0.0,0.0021937362938596492,0.0,0.0008104012984765763,0.0,0.01832310326979444,0.0,0.006673852014838391,0.0,0.07477923345251103,0.05608442508938326,0.03139613801026732,0.0,0.0022359329953407603,0.0,0.0,4252.839054983071,13.333333333333371,0.2466666666666667,1478.0070058317438,5.972609705385385,0.20618208333333335,0.26666666666666666,5524.663977481482,20717.489915555558,0.0,0.0,40.427466764719654,51.66666666666668,46.10666666666668,0.0,48.7073950055705,0.0,0.0,0.0,40.427466764719654,47.806713013981756,48.7073950055705,47.35637201818739,12.43753247303448,13.09381672916759,-0.04511878070221049,-0.07611307181579527,5.162422816190263,-0.85,9.236100170605994,2114.418357907691,-721.7761163890433,673.800153441275,-2298.1969897936174,0.0,0.0,131.6900807701671,691.1002901507082,0.0,0.1246247415760697,0.0,0.0,1.6127740605087504,0.0,28.08621194807,0.2846566030372758,5.729644502907464,0.0026004359132326816,212.61592791857194,1.2516189888277154,0.7249112727551998,-756.246318814914,34.47020242587066,0.08203795241622905,-654.9319036125094,-149.27494877795937
