Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),Other Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Garage Lighting Electric Power (kW),Garage Lighting Reactive Power (kVAR),Garage Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Spa Pump Electric Power (kW),Spa Pump Reactive Power (kVAR),Spa Pump Mode,Spa Heater Gas Power (therms/hour),Spa Heater Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Garage (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Garage (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Garage (m^3/s),Infiltration Heat Gain - Garage (W),Radiation Heat Gain - Garage (W),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 00:00:00,0.9502491731561153,0.0810680598081853,0.7670513634421944,0.015837486219268587,0.0013511343301364216,0.01278418939070324,0.022643482638446455,0.0,0.15442287801766877,0.7731828125000001,0.0028243364151672766,0.764227027027027,0.0,0.0,0.0810680598081853,0,1,0,0,Off,0,0,Off,0,0,Off,0.03331151295840272,0.024983634718802033,On,0,0,Off,0.0035099780701754383,0.0,On,0.0008104012984765763,0.0,On,0.01832310326979444,0,On,0.006673852014838391,0,On,0.07477923345251103,0.05608442508938326,On,0.03965827959191662,0,On,0.0028243364151672766,On,0,0,Off,On,15948.146456186518,20.000000000000057,0.9250000000000002,5542.526271869039,22.397286395195195,0.7731828125000001,1,20717.489915555558,20717.489915555558,Off,0.0,0.0,35.93269955900278,51.666666666666686,46.10666666666668,0.0,50.978545195359054,0.0,0.0,0.0,35.93269955900278,50.98239024616508,50.9843127715681,50.978545195359054,12.43753247303448,20.09925698385374,0.0,-1.1631455367403876,10.505946818769544,2.8,9.236100170605994,12567.790977743378,3787.217177585875,4046.539496275654,-3489.5857843511485,-0.0,-0.0,198.17314894474504,0.0,1.0,0.15478496626744628,0.0,0,2.0030788059888227,65.99961422222222,-88.94284303673601,0.1827597177942476,9.121960869961212,0.002615456386921667,-75.11147946813055,1.2181477564519951,0.7249112727551998,3744.0576412753085,43.15953631056652,0.11833667807771693,-1188.4010670819412,-307.5857085114439
2025-01-01 00:01:00,0.17706636065611522,0.0810680598081853,0.0028243364151672766,0.002951106010935254,0.0013511343301364216,4.707227358612128e-05,0.022643482638446455,0.0,0.15442287801766877,0.0,0.0028243364151672766,0.0,0.0,0.0,0.0810680598081853,0,1,0,0,Off,0,0,Off,0,0,Off,0.03331151295840272,0.024983634718802033,On,0,0,Off,0.0035099780701754383,0.0,On,0.0008104012984765763,0.0,On,0.01832310326979444,0,On,0.006673852014838391,0,On,0.07477923345251103,0.05608442508938326,On,0.03965827959191662,0,On,0.0028243364151672766,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,20717.489915555558,Off,0.0,0.0,35.69048779765235,51.666666666666686,46.10666666666668,0.0,50.97529701157789,0.0,0.0,0.0,35.69048779765235,50.97936453415957,50.981398295450425,50.97529701157789,12.43753247303448,20.30439623510754,0.0,-0.594785945675794,10.892839627791332,2.8,9.236100170605994,-3460.996510248869,3248.703391390733,-1572.8340109778312,-3552.281201378262,-0.0,-0.0,198.17314894474504,0.0,1.0,0.1557193384608846,0.0,0,2.015170556129128,65.99961422222222,-106.88845781535257,0.18095785761284647,9.239501155684218,0.0026150950947614335,-75.70477015656842,1.2208523566195162,0.7249112727551998,3207.1177156051263,41.58567578560687,0.1192139397100764,-1257.3194291696343,-315.51458180819697
2025-01-01 00:02:00,0.17706636065611522,0.0810680598081853,0.0028243364151672766,0.002951106010935254,0.0013511343301364216,4.707227358612128e-05,0.022643482638446455,0.0,0.15442287801766877,0.0,0.0028243364151672766,0.0,0.0,0.0,0.0810680598081853,0,1,0,0,Off,0,0,Off,0,0,Off,0.03331151295840272,0.024983634718802033,On,0,0,Off,0.0035099780701754383,0.0,On,0.0008104012984765763,0.0,On,0.01832310326979444,0,On,0.006673852014838391,0,On,0.07477923345251103,0.05608442508938326,On,0.03965827959191662,0,On,0.0028243364151672766,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,20717.489915555558,Off,0.0,0.0,35.92238809260343,51.666666666666686,46.10666666666668,0.0,50.97207076183226,0.0,0.0,0.0,35.92238809260343,50.97635921758896,50.97850344546731,50.97207076183226,12.43753247303448,20.102071981277618,0.0,-0.09931221467300594,10.426093093498107,2.8,9.236100170605994,-3400.3187203982484,2779.39176178602,-1478.4806173153509,-3490.4430877249997,-0.0,-0.0,198.17314894474504,0.0,1.0,0.15479780378045985,0.0,0,2.003244936788597,65.99961422222222,-108.04878161799368,0.18321108738288303,9.14569521992244,0.002614731755532232,-74.76549233490412,1.2216949308235285,0.7249112727551998,2739.0344238323123,40.35733795370772,0.11815480252629784,-1174.2785640873992,-304.2020532279517
2025-01-01 00:03:00,0.17706636065611522,0.0810680598081853,0.0028243364151672766,0.002951106010935254,0.0013511343301364216,4.707227358612128e-05,0.022643482638446455,0.0,0.15442287801766877,0.0,0.0028243364151672766,0.0,0.0,0.0,0.0810680598081853,0,1,0,0,Off,0,0,Off,0,0,Off,0.03331151295840272,0.024983634718802033,On,0,0,Off,0.0035099780701754383,0.0,On,0.0008104012984765763,0.0,On,0.01832310326979444,0,On,0.006673852014838391,0,On,0.07477923345251103,0.05608442508938326,On,0.03965827959191662,0,On,0.0028243364151672766,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,20717.489915555558,Off,0.0,0.0,36.14616993764343,51.666666666666686,46.10666666666668,0.0,50.968823579933506,0.0,0.0,0.0,36.14616993764343,50.97333437386021,50.97558977082356,50.968823579933506,12.43753247303448,19.90670569324408,0.0,0.3327131327595285,9.986789574588737,2.8,9.236100170605994,-3344.048909740126,2370.188092283234,-1391.213698687789,-3431.1449153906096,-0.0,-0.0,198.17314894474504,0.0,1.0,0.15390581368297146,0.0,0,1.9917016551475126,65.99961422222222,-111.07714329426132,0.18541634317577776,9.055427044389717,0.002614373171772235,-73.8549828570052,1.2225096385563292,0.7249112727551998,2330.8920055728536,39.29608671038032,0.11714919150340086,-1097.2153550638743,-293.99834362391476
2025-01-01 00:04:00,0.17706636065611522,0.0810680598081853,0.0028243364151672766,0.002951106010935254,0.0013511343301364216,4.707227358612128e-05,0.022643482638446455,0.0,0.15442287801766877,0.0,0.0028243364151672766,0.0,0.0,0.0,0.0810680598081853,0,1,0,0,Off,0,0,Off,0,0,Off,0.03331151295840272,0.024983634718802033,On,0,0,Off,0.0035099780701754383,0.0,On,0.0008104012984765763,0.0,On,0.01832310326979444,0,On,0.006673852014838391,0,On,0.07477923345251103,0.05608442508938326,On,0.03965827959191662,0,On,0.0028243364151672766,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,20717.489915555558,Off,0.0,0.0,36.36235282165476,51.666666666666686,46.10666666666668,0.0,50.96555620011646,0.0,0.0,0.0,36.36235282165476,50.97029068658718,50.97265792982254,50.96555620011646,12.43753247303448,19.717851572630817,0.0,0.7094873909921948,9.57304002304403,2.8,9.236100170605994,-3285.213430362574,2013.3348368579677,-1310.1338294667994,-3374.210614031082,-0.0,-0.0,198.17314894474504,0.0,1.0,0.15304153919689895,0.0,0,1.980517042407943,65.99961422222222,-109.17596527623607,0.1875760503575619,8.967737256203058,0.0026140191909767305,-72.97152296949439,1.2232982281762015,0.7249112727551998,1974.946323665826,38.38851319214175,0.11619411793746452,-1025.6175348082581,-284.5162946585413
2025-01-01 00:05:00,0.17706636065611522,0.0810680598081853,0.0028243364151672766,0.002951106010935254,0.0013511343301364216,4.707227358612128e-05,0.022643482638446455,0.0,0.15442287801766877,0.0,0.0028243364151672766,0.0,0.0,0.0,0.0810680598081853,0,1,0,0,Off,0,0,Off,0,0,Off,0.03331151295840272,0.024983634718802033,On,0,0,Off,0.0035099780701754383,0.0,On,0.0008104012984765763,0.0,On,0.01832310326979444,0,On,0.006673852014838391,0,On,0.07477923345251103,0.05608442508938326,On,0.03965827959191662,0,On,0.0028243364151672766,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,20717.489915555558,Off,0.0,0.0,36.57120253577489,51.666666666666686,46.10666666666668,0.0,50.962269309639424,0.0,0.0,0.0,36.57120253577489,50.967228795640175,50.96970853864056,50.962269309639424,12.43753247303448,19.53528182216709,0.0,1.0381460646379845,9.183150836509771,2.8,9.236100170605994,-3224.9733639718684,1702.0695304985975,-1234.6119162022035,-3319.533957867922,-0.0,-0.0,198.17314894474504,0.0,1.0,0.15220412877657563,0.0,0,1.9696800786813398,65.99961422222222,-103.61255504869126,0.18969035632672535,8.88325450514752,0.002613669669992358,-72.1142130380422,1.224061549281126,0.7249112727551998,1664.4563335740152,37.61319692458224,0.11528688150205102,-959.0310112501899,-275.5809049520135
2025-01-01 00:06:00,0.17706636065611522,0.0810680598081853,0.0028243364151672766,0.002951106010935254,0.0013511343301364216,4.707227358612128e-05,0.022643482638446455,0.0,0.15442287801766877,0.0,0.0028243364151672766,0.0,0.0,0.0,0.0810680598081853,0,1,0,0,Off,0,0,Off,0,0,Off,0.03331151295840272,0.024983634718802033,On,0,0,Off,0.0035099780701754383,0.0,On,0.0008104012984765763,0.0,On,0.01832310326979444,0,On,0.006673852014838391,0,On,0.07477923345251103,0.05608442508938326,On,0.03965827959191662,0,On,0.0028243364151672766,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,20717.489915555558,Off,0.0,0.0,36.772987094198626,51.666666666666686,46.10666666666668,0.0,50.958963571722244,0.0,0.0,0.0,36.772987094198626,50.96414931850859,50.966742191901766,50.958963571722244,12.43753247303448,19.35876671155723,-0.14123328844282668,1.32489955231323,8.81557669237048,2.8,9.236100170605994,-3166.0369861226613,1430.5070698664551,-1164.2149530842003,-3267.0110045689853,-0.0,-0.0,198.17314894474504,0.0,1.0,0.15139270814674444,0.0,0,1.9591794499345618,65.99961422222222,-97.199130498421,0.1917595895221683,8.8004285665024,0.002613324470773918,-71.28214490136945,1.224800467392695,0.7249112727551998,1393.5549556811707,36.95211418528446,0.11442498291248791,-897.0481939013396,-267.16675918286074
2025-01-01 00:07:00,0.9502491731561153,0.0810680598081853,0.7670513634421944,0.015837486219268587,0.0013511343301364216,0.01278418939070324,0.022643482638446455,0.0,0.15442287801766877,0.7731828125000001,0.0028243364151672766,0.764227027027027,0.0,0.0,0.0810680598081853,0,1,0,0,Off,0,0,Off,0,0,Off,0.03331151295840272,0.024983634718802033,On,0,0,Off,0.0035099780701754383,0.0,On,0.0008104012984765763,0.0,On,0.01832310326979444,0,On,0.006673852014838391,0,On,0.07477923345251103,0.05608442508938326,On,0.03965827959191662,0,On,0.0028243364151672766,On,0,0,Off,On,15948.146456186518,20.000000000000057,0.9250000000000002,5542.526271869039,22.397286395195195,0.7731828125000001,1,20717.489915555558,20717.489915555558,Off,0.0,0.0,36.9680275682299,51.666666666666686,46.10666666666668,0.0,50.95563962534558,0.0,0.0,0.0,36.9680275682299,50.96105285011365,50.96375946249769,50.95563962534558,12.43753247303448,19.188030886906553,-0.31196911309350384,1.5751533461169431,8.468886149784916,2.8,9.236100170605994,12838.781614080921,1193.525086326044,4443.990955686671,-3216.5271131760855,-0.0,-0.0,198.17314894474504,0.0,1.0,0.15060617919931846,0.0,0,1.9490009455043353,65.99961422222222,-91.01087787425519,0.193784786477153,8.72057696628474,0.0026129834603873764,-70.4742370869023,1.2255160468094284,0.7249112727551998,1157.135520597905,36.38956572813898,0.11360606067972645,-839.2993518673126,-259.23596431505473
2025-01-01 00:08:00,0.9502491731561153,0.0810680598081853,0.7670513634421944,0.015837486219268587,0.0013511343301364216,0.01278418939070324,0.022643482638446455,0.0,0.15442287801766877,0.7731828125000001,0.0028243364151672766,0.764227027027027,0.0,0.0,0.0810680598081853,0,1,0,0,Off,0,0,Off,0,0,Off,0.03331151295840272,0.024983634718802033,On,0,0,Off,0.0035099780701754383,0.0,On,0.0008104012984765763,0.0,On,0.01832310326979444,0,On,0.006673852014838391,0,On,0.07477923345251103,0.05608442508938326,On,0.03965827959191662,0,On,0.0028243364151672766,On,0,0,Off,On,15948.146456186518,20.000000000000057,0.9250000000000002,5542.526271869039,22.397286395195195,0.7731828125000001,1,20717.489915555558,20717.489915555558,Off,0.0,0.0,36.69081719068446,51.666666666666686,46.10666666666668,0.0,50.95229808045415,0.0,0.0,0.0,36.69081719068446,50.957939958340816,50.96076089728415,50.95229808045415,12.43753247303448,19.423162907756733,-0.07683709224332347,1.7936125365490347,8.973698419258001,2.8,9.236100170605994,12758.480194204687,986.6649635774878,4348.747449089671,-3286.1335702052284,-0.0,-0.0,198.17314894474504,0.0,1.0,0.1516889339328514,0.0,0,1.9630129203822864,65.99961422222222,-101.70584072134596,0.19094325229653422,8.829528596546414,0.002612646511852704,-71.1980037703437,1.2245313864923313,0.7249112727551998,950.753041412743,35.911922164744695,0.11479654448197482,-923.616915293952,-270.16190748541544
2025-01-01 00:09:00,0.9502491731561153,0.0810680598081853,0.7670513634421944,0.015837486219268587,0.0013511343301364216,0.01278418939070324,0.022643482638446455,0.0,0.15442287801766877,0.7731828125000001,0.0028243364151672766,0.764227027027027,0.0,0.0,0.0810680598081853,0,1,0,0,Off,0,0,Off,0,0,Off,0.03331151295840272,0.024983634718802033,On,0,0,Off,0.0035099780701754383,0.0,On,0.0008104012984765763,0.0,On,0.01832310326979444,0,On,0.006673852014838391,0,On,0.07477923345251103,0.05608442508938326,On,0.03965827959191662,0,On,0.0028243364151672766,On,0,0,Off,On,15948.146456186518,20.000000000000057,0.9250000000000002,5542.526271869039,22.397286395195195,0.7731828125000001,1,20717.489915555558,20717.489915555558,Off,0.0,0.0,36.42338372387678,51.666666666666686,46.10666666666668,0.0,50.94898163490226,0.0,0.0,0.0,36.42338372387678,50.954850409060406,50.957784796139485,50.94898163490226,12.43753247303448,19.649915397711826,0.0,1.984372765900729,9.450711589853087,2.8,9.236100170605994,12681.859690711306,806.0456707690639,4258.18464215685,-3353.8230810720256,-0.0,-0.0,198.17314894474504,0.0,1.0,0.1527301480182295,0.0,0,1.9764873159725804,65.99961422222222,-110.63683334793056,0.18824607007829694,8.934911374911618,0.002612305829147495,-71.88372511060656,1.2235833266151384,0.7249112727551998,770.5382883247019,35.507382444362094,0.1159102353406823,-1004.6332655068238,-279.7083642053653
