occupants,plug_loads_other,plug_loads_tv,lighting_interior,hot_water_dishwasher,dishwasher,hot_water_clothes_washer,clothes_washer,clothes_dryer,cooking_range,hot_water_fixtures,Vacancy,Power Outage,No Space Heating,No Space Cooling
0.756,0.612,0.0424,0.074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.612,0.0424,0.074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.612,0.038,0.0696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.612,0.026,0.0576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.612,0.026,0.0576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.612,0.026,0.0576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.612,0.024,0.0554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.612,0.0183,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.612,0.0183,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.612,0.0183,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.612,0.0179,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.612,0.0166,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0628,0,0,0,0
1.0,0.612,0.0166,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.612,0.0166,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0628,0,0,0,0
1.0,0.6,0.0164,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.566,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.566,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.566,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.566,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.566,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.578,0.0186,0.0583,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0,0,0,0
1.0,0.612,0.026,0.0831,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0,0,0,0
1.0,0.632,0.0338,0.128,0.0,0.0,0.0,0.0,0.0,0.0,0.0628,0,0,0,0
1.0,0.685,0.0551,0.252,0.0,0.0,0.0,0.0,0.0,0.0,0.0834,0,0,0,0
1.0,0.685,0.0551,0.252,0.0,0.0,0.0,0.0,0.0,0.267,0.125,0,0,0,0
1.0,0.685,0.0551,0.252,0.0,0.0,0.0,0.0,0.0,1.0,0.126,0,0,0,0
1.0,0.717,0.0679,0.304,0.0,0.0,0.0,0.0,0.0,1.0,0.123,0,0,0,0
1.0,0.804,0.103,0.447,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0
0.911,0.783,0.0953,0.412,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0
0.667,0.724,0.074,0.315,0.0,0.0,0.0,0.0,0.0,1.0,0.0834,0,0,0,0
0.667,0.728,0.0781,0.32,0.0,0.0,0.0,0.0,0.0,0.933,0.125,0,0,0,0
0.667,0.738,0.0895,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.667,0.738,0.0895,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.312,0,0,0,0
0.667,0.738,0.0895,0.333,0.0,0.0,0.0,0.0,0.0,0.267,0.177,0,0,0,0
0.667,0.738,0.0936,0.336,0.0,0.0,0.0,0.0,0.0,0.733,0.126,0,0,0,0
0.667,0.738,0.105,0.342,0.0,0.0,0.0,0.0,0.0,0.0,0.155,0,0,0,0
0.667,0.738,0.105,0.342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.667,0.738,0.105,0.342,0.0,0.0,0.0,0.0,0.0,0.0,0.0628,0,0,0,0
0.667,0.738,0.108,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.667,0.738,0.117,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.667,0.738,0.117,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.667,0.738,0.117,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.667,0.738,0.12,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.667,0.738,0.129,0.321,0.0,0.0,0.0,0.0,0.0,0.0,0.0628,0,0,0,0
0.667,0.738,0.129,0.321,0.0,0.0,0.0,0.0,0.0,0.0,0.0628,0,0,0,0
0.578,0.715,0.114,0.285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.333,0.652,0.0734,0.184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.333,0.652,0.0759,0.181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.333,0.652,0.0759,0.181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.333,0.652,0.0759,0.181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.333,0.652,0.0782,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.333,0.652,0.0845,0.179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.333,0.652,0.0845,0.179,0.0,0.0,0.0,0.0,0.0,0.0,0.126,0,0,0,0
0.333,0.652,0.0845,0.179,0.0,0.0,0.0,0.0,0.0,0.0,0.251,0,0,0,0
0.333,0.652,0.0856,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.126,0,0,0,0
