Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 00:00:00,3.024579331220177,0.3389470519937832,0.0,3.0245793312201776,0.3389470519937832,0.0,0.020072027701392058,0.0,0.4947186131993408,2.5097886903194446,0.0,0.0,0.3389470519937832,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03345341991205265,0.025090064934039476,0.0,0.0,0.0035099780701754383,0.0,0.01656204963121662,0.0,0.04278921054096301,0.0,0.41847598274632514,0.31385698705974374,1777.6936452415127,16.666666666666686,0.21666666666666667,732.0950450779318,2.4194925184444447,0.09029617187500001,0.21666666666666667,2419.4925184444446,11166.888546666667,0.0,0.0,22.28886035524736,51.66666666666668,46.10666666666668,0.0,50.84199629826095,0.0,0.0,0.0,22.28886035524736,47.83371563730771,50.84199629826095,46.329575306831096,12.43753247303448,16.295268455266644,-0.07007417318675581,0.21153691166124952,2.8,9.236100170605994,2010.622452306504,580.4137444524812,-417.29254517189787,0.0,0.0,671.41823537249,0.0,2.817,0.023721564535392245,0.0,0.0,0.30698177162528284,185.92091326399998,-21.196883135600558,0.2860596168816399,8.06017811458911,0.003216759840409424,88.15037775376547,1.2372547562263592,0.0031540623634287728,10.639712781070491,-162.3210134065211
2025-01-01 01:00:00,1.8461155557545157,0.33831980037043224,0.0,1.8461155557545155,0.33831980037043224,0.0,0.016480722134623524,0.0,0.4782101542171142,1.351424679402778,0.0,0.0,0.33831980037043224,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032617084414251325,0.024462813310688485,0.0,0.0,0.0032467297149122803,0.0,0.013233992419711245,0.0,0.027117087056537717,0.0,0.41847598274632514,0.31385698705974374,957.2196551300452,16.666666666666686,0.11666666666666667,394.20502427273254,1.3028036637777778,0.04862101562500001,0.11666666666666667,1302.8036637777777,11166.888546666667,0.0,0.0,22.144019194467585,51.66666666666668,46.10666666666668,0.0,50.70057271379013,0.0,0.0,0.0,22.144019194467585,47.72156925769844,50.70057271379013,46.232067529652596,12.43753247303448,16.387711808230236,-0.040753636993297766,1.6308309228048092,2.5,9.236100170605994,1197.4720247091777,438.5955375044546,-396.90482535894466,0.0,0.0,663.3964002261616,0.0,3.0,0.02195456916540877,0.0,0.0,0.28411500968292047,197.99884266666666,-26.239205288084616,0.28680670699963356,8.136734560362516,0.003244219482317921,101.45431765307713,1.2368991644297977,0.0031540623634287728,179.05670314078077,-134.66618990905872
2025-01-01 02:00:00,3.9122832571245563,0.33769254874708127,0.0,3.912283257124556,0.33769254874708127,0.0,0.015114593767513724,0.9166775903703706,0.4707023826672272,2.5097886903194446,0.0,0.0,0.33769254874708127,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03178074891645001,0.0238355616873375,0.0,0.0,0.0032467297149122803,0.0,0.011867864052601445,0.0,0.020445651004452083,0.0,0.41847598274632514,0.31385698705974374,1777.6936452415127,16.666666666666686,0.21666666666666667,732.0950450779318,2.4194925184444447,0.09029617187500001,0.21666666666666667,2419.4925184444446,11166.888546666667,916.6775903703705,0.16666666666666666,22.493000679065982,51.66666666666668,46.10666666666668,0.0,50.655984207537124,0.047802823882962975,128.1318882130402,916.6775903703705,22.493000679065982,48.19013927335443,50.65620115928076,46.956999854519445,12.43753247303448,16.373770469345956,-0.06184482970439576,2.7578074771491865,1.6500000000000001,9.236100170605994,2015.1932845997503,611.3067207098538,-392.8236813983348,0.0,0.0,654.5225003091649,0.0,3.0,0.020369554429269576,0.0,0.0,0.2636032668328132,197.99884266666666,-24.19917955259224,0.2897119886436392,8.165239205294204,0.0032742715720672153,108.10935788483128,1.2369365957273961,0.0031540623634287728,48.55653121924411,-169.3448555873221
2025-01-01 03:00:00,0.47327992325993723,0.32962914301855656,0.0,0.47327992325993723,0.32962914301855656,0.0,0.01493909486400495,0.0,0.45834082839593226,0.0,0.0,0.0,0.32962914301855656,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03094441341864869,0.02320831006398651,0.0,0.0,0.003071230811403509,0.0,0.011867864052601445,0.0,0.018835304371190034,0.0,0.40856111060609357,0.30642083295457007,0.0,13.333333333333371,0.0,0.0,0.0,0.0,0.0,0.0,11166.888546666667,0.0,0.0,24.97409553054259,51.66666666666668,46.10666666666668,0.0,51.55347744992618,0.046947224877566175,128.13188821304024,0.0,24.97409553054259,51.07386935117439,51.55347744992618,50.834065301798496,12.43753247303448,15.6240464194624,0.0,1.893735627777817,1.6500000000000001,9.236100170605994,259.6686270266413,-155.2748714625284,-378.8878495208708,0.0,0.0,642.6794881841774,0.0,3.0,0.020742384691080005,0.0,0.0,0.2684280790459926,197.99884266666666,-4.123011636665309,0.30676154901184094,7.843309082289536,0.0033044743738077265,97.4228999517945,1.2401258002579836,0.0031540623634287728,-1.0129383308882505,-154.26193313164015
2025-01-01 04:00:00,0.45035801516012586,0.31284748764948345,0.0,0.45035801516012586,0.31284748764948345,0.0,0.01493909486400495,0.0,0.4354189202961209,0.0,0.0,0.0,0.31284748764948345,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030108077920847374,0.022581058440635526,0.0,0.0,0.003071230811403509,0.0,0.011867864052601445,0.0,0.018288936763476128,0.0,0.38702190561179733,0.29026642920884793,0.0,13.333333333333371,0.0,0.0,0.0,0.0,0.0,0.0,11166.888546666667,0.0,0.0,25.356879903255386,51.66666666666668,46.10666666666668,0.0,51.37533601084535,0.0,0.0,0.0,25.356879903255386,50.698668085912374,51.37533601084535,50.360334123445895,12.43753247303448,14.71779581824619,0.0,0.9286572925381901,0.55,9.236100170605994,236.66845349870718,-126.8508300015522,-384.2777673526622,0.0,0.0,621.2653244339667,0.0,3.0,0.020667991080265062,0.0,0.0,0.26746534817672385,197.99884266666666,-0.3191035825973158,0.32751240630225936,7.434302089298186,0.003330809528399572,104.97944972497605,1.2434245561582986,0.0031540623634287728,-1.599687103890304,-125.2511428976619
2025-01-01 05:00:00,0.5318604461236311,0.3440024091590904,0.0,0.5318604461236311,0.3440024091590904,0.0,0.034801053755471725,0.0,0.49705939236815944,0.0,0.0,0.0,0.3440024091590904,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030108077920847374,0.022581058440635526,0.0,0.0,0.0034222286184210525,0.0,0.031378825137050675,0.0,0.03838951348937206,0.0,0.42856180095794,0.3214213507184549,0.0,13.333333333333371,0.0,0.0,0.0,0.0,0.0,0.0,11166.888546666667,0.0,0.0,24.76393907791423,51.66666666666668,46.10666666666668,0.0,51.035148073009395,0.20188855776608924,543.1323032215176,0.0,24.76393907791423,49.26457575256451,51.035148073009395,48.379289592342076,12.43753247303448,14.143831981710969,0.0,-0.03239320437247736,-0.25000000000000006,9.236100170605994,311.6628424410065,-154.44339956752964,-381.0279327573843,0.0,0.0,699.859962723242,0.0,3.0,0.020102645847467168,0.0,0.0,0.2601491915680284,197.99884266666666,-7.169187524851265,0.3430277634727062,7.190439348496593,0.003363545493504448,109.10368430505497,1.2452588313518578,0.0031540623634287728,-0.9160481146082884,-153.52735145292135
2025-01-01 06:00:00,2.705449288939849,0.3944893809641836,0.0,2.705449288939849,0.3944893809641836,0.0,0.07938921819978331,1.0083453494074075,1.6177147213326581,0.0,0.0,0.0,0.3944893809641836,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03178074891645001,0.0238355616873375,1.010895230295301,0.0,0.0038609758771929823,0.0,0.07552824232259032,0.0,0.08083364975177892,0.0,0.4942050923691283,0.3706538192768461,0.0,13.333333333333371,0.0,0.0,0.0,0.0,0.0,0.0,11166.888546666667,1008.3453494074075,0.18333333333333332,25.052777345519864,51.66666666666668,46.10666666666668,0.0,51.25069809708103,0.28192384823115907,763.0784425426281,1008.3453494074075,25.052777345519864,49.73412023568706,51.25069809708103,48.975831304990066,12.43753247303448,14.225792727252976,0.0,-0.6646266903459144,0.3,9.236100170605994,1177.639848761969,-118.13998234676647,-368.7303221833042,0.0,0.0,1577.457761250585,0.0,3.0,0.02014932783176386,0.0,0.0,0.2607533051045113,197.99884266666666,-31.087590305311746,0.3451067733832824,7.277229600567234,0.003402340291990704,175.62594008341952,1.2448745758602662,0.0031540623634287728,3.996598494902413,-122.1365808416689
2025-01-01 07:00:00,2.491721169111718,0.4062570676009587,0.0,2.491721169111718,0.40625706760095864,0.0,0.08664870314358294,1.0083453494074075,1.3967271165607273,0.0,0.0,0.0,0.4062570676009587,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03345341991205265,0.025090064934039476,0.7581714227214758,0.0,0.0035977275219298247,0.0,0.0830509756216531,0.0,0.09687960370464005,0.0,0.5082226702225591,0.3811670026669192,0.0,13.333333333333371,0.0,0.0,0.0,0.0,0.0,0.0,11166.888546666667,1008.3453494074075,0.18333333333333332,24.86031588737741,51.66666666666668,46.10666666666668,0.0,51.260576627050604,0.1580178698301615,425.20199846492966,1008.3453494074075,24.86031588737741,49.59663849191804,51.260576627050604,48.76466942435176,12.43753247303448,14.380811134142881,0.0,-0.9680633614176661,-0.55,9.236100170605994,934.3206725522399,-97.97219069257717,-413.0279972834616,0.0,0.0,1379.6553918880516,6.56415576182916,2.184,0.02096900550993476,0.0,0.0,0.27136078866366603,144.14315746133335,-32.30672205234997,0.3461392612618688,7.406377556474493,0.0034471162344806164,120.1629546805603,1.2441697443549466,0.0031540623634287728,25.752555924021262,-123.72474661659844
2025-01-01 08:00:00,2.116457032131125,0.4041919186000226,0.0,2.116457032131125,0.4041919186000226,0.0,0.083604661435909,1.1000131084444444,0.9328392622507715,0.0,0.0,0.0,0.4041919186000226,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034289755409853954,0.025717316557390464,0.2853333311317382,0.0,0.002720233004385965,0.0,0.08088442843152303,0.0,0.10858337298566959,0.0,0.5046328027235097,0.37847460204263217,0.0,13.333333333333371,0.0,0.0,0.0,0.0,0.0,0.0,11166.888546666667,1100.0131084444445,0.2,25.430093364587183,51.66666666666668,46.10666666666668,0.0,51.4694194122464,0.5774681496536584,1571.043852293646,1100.0131084444445,25.430093364587183,50.06966583188003,51.4694194122464,49.369789041696855,12.43753247303448,13.992022595150784,0.0,-1.1506453148590239,-1.4,9.236100170605994,666.4743839092403,-24.429995318232166,-439.4317199454461,0.0,0.0,1033.291522837815,397.65731372700685,2.0010000000000003,0.021594200869561004,0.0,0.0,0.27945146829921974,132.0652280586667,72.61458101687137,0.3578229130511363,7.2521380830718325,0.003473347407861283,89.34850054199855,1.2464198278326644,0.0031540623634287728,100.17611971716953,-124.6061150354017
2025-01-01 09:00:00,0.7478725130984546,0.4041919186000226,0.0,0.7478725130984545,0.4041919186000226,0.0,0.08386052898848521,0.0,0.6640119841099693,0.0,0.0,0.0,0.4041919186000226,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034289755409853954,0.025717316557390464,0.0,0.0,0.0021937362938596492,0.0,0.08166679269462557,0.0,0.12508942597660558,0.0,0.5046328027235097,0.37847460204263217,0.0,13.333333333333371,0.0,0.0,0.0,0.0,0.0,0.0,11166.888546666667,0.0,0.0,24.580524852192752,51.66666666666668,46.10666666666668,0.0,51.28856368245768,0.04726538840486636,128.13188821304024,0.0,24.580524852192752,48.72853484707119,51.28856368245768,47.44852042937795,12.43753247303448,13.914260127094035,0.0,-0.7832177526544515,-0.85,9.236100170605994,695.3965761359111,-36.51870647605857,-411.45521592221695,0.0,0.0,844.6134449664755,1167.9034479782022,2.0010000000000003,0.021084068817188995,0.0,0.0,0.27284982779754224,132.0652280586667,262.23834709165254,0.36237238084536083,7.2478472828884115,0.0034982094400706617,87.90125901382198,1.247364468783074,0.0031540623634287728,-0.2862557929696183,-36.23245068308895
