Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W)
2025-01-01 00:00:00,0.2850027816546269,0.1938140469145429,0.0,0.004750046360910448,0.003230234115242382,0.0,0.01390229703391717,0.0,0.2711004846207097,0.0,0.0,0.0,0.0,0.1938140469145429,0.0,0.0,1,0,0,Off,0.041624513856088494,0.03121838539206636,On,0.0,0,Off,0.003412116228070175,0.0,On,0.010490180805846995,0,On,0.01268175540131911,0,On,0.2167942153633021,0.16259566152247654,On,Off,0.0,21.444444444444485,0.0,0.0,0.0,0.0,0,0.0,2264.2674044444443,Off,0.0,0.0,30.75821772455544,51.666666666666686,46.10666666666668,0.0,50.78935948262423,0.0,0.0,0.0,30.75821772455544,48.18076184988058,50.78935948262423,46.87646303350876,12.43753247303448,Off,0.0,22.444444444444485,0,0.0,0.0,0.0,0.0,0,0.0,0,3082.3843260587487,21.821250996639012,0.0,4.59992877885522,2.8,9.236100170605994,-472.38106947512887,-782.4037284735987,-842.6456131099926,-0.0,-0.0,335.8268008014179,0.0,1.0,0.033992901501496246,0.0,0.0,0.4746938438838122,65.99961422222222,34.43774283344582,0.1827047467420061,10.225571998484707,0.0029080641448878436,-3.929898115994126,1.2108225707114852,0.346716605855198,-813.2940880078298,30.890359534231056
2025-01-01 00:01:00,0.2850027816546269,0.1938140469145429,0.0,0.004750046360910448,0.003230234115242382,0.0,0.01390229703391717,0.0,0.2711004846207097,0.0,0.0,0.0,0.0,0.1938140469145429,0.0,0.0,1,0,0,Off,0.041624513856088494,0.03121838539206636,On,0.0,0,Off,0.003412116228070175,0.0,On,0.010490180805846995,0,On,0.01268175540131911,0,On,0.2167942153633021,0.16259566152247654,On,Off,0.0,21.444444444444485,0.0,0.0,0.0,0.0,0,0.0,2264.2674044444443,Off,0.0,0.0,30.79115303389595,51.666666666666686,46.10666666666668,0.0,50.784204962127696,0.0,0.0,0.0,30.79115303389595,48.17644519171224,50.784204962127696,46.87256530650452,12.43753247303448,Off,0.0,22.444444444444485,0,0.0,0.0,0.0,0.0,0,0.0,0,3082.49947148237,21.788601835828104,0.0,4.648733328368977,2.8,9.236100170605994,-471.9150496545183,-806.1375425229414,-840.3926544592704,-0.0,-0.0,335.8268008014179,0.0,1.0,0.03396030701474138,0.0,0.0,0.47423867820145904,65.99961422222222,32.65080400333406,0.18360299487412124,10.235697366551426,0.0029080436233889185,-3.8704276267923827,1.2144939826495555,0.3468733002189602,-835.7238471846051,29.586304661663775
2025-01-01 00:02:00,0.2850027816546269,0.1938140469145429,0.0,0.004750046360910448,0.003230234115242382,0.0,0.01390229703391717,0.0,0.2711004846207097,0.0,0.0,0.0,0.0,0.1938140469145429,0.0,0.0,1,0,0,Off,0.041624513856088494,0.03121838539206636,On,0.0,0,Off,0.003412116228070175,0.0,On,0.010490180805846995,0,On,0.01268175540131911,0,On,0.2167942153633021,0.16259566152247654,On,Off,0.0,21.444444444444485,0.0,0.0,0.0,0.0,0,0.0,2264.2674044444443,Off,0.0,0.0,30.823232561429016,51.666666666666686,46.10666666666668,0.0,50.7790457336202,0.0,0.0,0.0,30.823232561429016,48.17212391134916,50.7790457336202,46.86866300021365,12.43753247303448,Off,0.0,22.444444444444485,0,0.0,0.0,0.0,0.0,0,0.0,0,3082.2193631935297,21.756683591075593,0.0,4.694865718157725,2.8,9.236100170605994,-471.53439220362424,-828.423658240623,-838.1924682083283,-0.0,-0.0,335.8268008014179,0.0,1.0,0.03392842822206497,0.0,0.0,0.4737935068284513,65.99961422222222,30.83127520328613,0.18396016225519485,10.220924982396323,0.002908023473536043,-3.812258559738309,1.214625444134161,0.34702135016201446,-856.9436908986216,28.520032657998726
2025-01-01 00:03:00,0.2850027816546269,0.1938140469145429,0.0,0.004750046360910448,0.003230234115242382,0.0,0.01390229703391717,0.0,0.2711004846207097,0.0,0.0,0.0,0.0,0.1938140469145429,0.0,0.0,1,0,0,Off,0.041624513856088494,0.03121838539206636,On,0.0,0,Off,0.003412116228070175,0.0,On,0.010490180805846995,0,On,0.01268175540131911,0,On,0.2167942153633021,0.16259566152247654,On,Off,0.0,21.444444444444485,0.0,0.0,0.0,0.0,0,0.0,2264.2674044444443,Off,0.0,0.0,30.854488946024272,51.666666666666686,46.10666666666668,0.0,50.773881924317116,0.0,0.0,0.0,30.854488946024272,48.16779812889316,50.773881924317116,46.86475623118118,12.43753247303448,Off,0.0,22.444444444444485,0,0.0,0.0,0.0,0.0,0,0.0,0,3081.960323557711,21.725468329678648,0.0,4.7385304977593625,2.8,9.236100170605994,-471.29072785030127,-849.4063622101485,-836.0429744520906,-0.0,-0.0,335.8268008014179,0.0,1.0,0.03389723813873491,0.0,0.0,0.4733579529365204,65.99961422222222,28.925445800371307,0.1843102117351813,10.207273802837555,0.0029080036286655265,-3.7553360848306294,1.214754037873426,0.34716142278832696,-877.0447423217956,27.63838011164729
2025-01-01 00:04:00,0.2850027816546269,0.1938140469145429,0.0,0.004750046360910448,0.003230234115242382,0.0,0.01390229703391717,0.0,0.2711004846207097,0.0,0.0,0.0,0.0,0.1938140469145429,0.0,0.0,1,0,0,Off,0.041624513856088494,0.03121838539206636,On,0.0,0,Off,0.003412116228070175,0.0,On,0.010490180805846995,0,On,0.01268175540131911,0,On,0.2167942153633021,0.16259566152247654,On,Off,0.0,21.444444444444485,0.0,0.0,0.0,0.0,0,0.0,2264.2674044444443,Off,0.0,0.0,30.884956581572617,51.666666666666686,46.10666666666668,0.0,50.76871365658107,0.0,0.0,0.0,30.884956581572617,48.163467959865436,50.76871365658107,46.86084511150762,12.43753247303448,Off,0.0,22.444444444444485,0,0.0,0.0,0.0,0.0,0,0.0,0,3081.708074304335,21.694926606009098,0.0,4.779901383870645,2.8,9.236100170605994,-470.0856129300026,-869.3081248635815,-833.9420004678963,-0.0,-0.0,335.8268008014179,0.0,1.0,0.033866708201764434,0.0,0.0,0.472931617657862,65.99961422222222,28.029586736475714,0.18465342640322507,10.193974402757647,0.0029079840821767296,-3.699609104323036,1.2148798833694021,0.3472940846927837,-896.1043743500943,26.7962494865128
2025-01-01 00:05:00,0.2850027816546269,0.1938140469145429,0.0,0.004750046360910448,0.003230234115242382,0.0,0.01390229703391717,0.0,0.2711004846207097,0.0,0.0,0.0,0.0,0.1938140469145429,0.0,0.0,1,0,0,Off,0.041624513856088494,0.03121838539206636,On,0.0,0,Off,0.003412116228070175,0.0,On,0.010490180805846995,0,On,0.01268175540131911,0,On,0.2167942153633021,0.16259566152247654,On,Off,0.0,21.444444444444485,0.0,0.0,0.0,0.0,0,0.0,2264.2674044444443,Off,0.0,0.0,30.914635158069572,51.666666666666686,46.10666666666668,0.0,50.763541047661136,0.0,0.0,0.0,30.914635158069572,48.15913351496032,50.763541047661136,46.856929748609915,12.43753247303448,Off,0.0,22.444444444444485,0,0.0,0.0,0.0,0.0,0,0.0,0,3081.462329889045,21.66505879743648,0.0,4.819123787976125,2.8,9.236100170605994,-467.91833156714193,-888.112433350031,-831.8894332056038,-0.0,-0.0,335.8268008014179,0.0,1.0,0.03383683961228549,0.0,0.0,0.47251451776568226,65.99961422222222,28.144300837044035,0.18498975561641404,10.180276994893703,0.002907964827741051,-3.645078837028853,1.215002977354853,0.34741981039084335,-914.1872842404601,26.074850890429158
2025-01-01 00:06:00,0.2850027816546269,0.1938140469145429,0.0,0.004750046360910448,0.003230234115242382,0.0,0.01390229703391717,0.0,0.2711004846207097,0.0,0.0,0.0,0.0,0.1938140469145429,0.0,0.0,1,0,0,Off,0.041624513856088494,0.03121838539206636,On,0.0,0,Off,0.003412116228070175,0.0,On,0.010490180805846995,0,On,0.01268175540131911,0,On,0.2167942153633021,0.16259566152247654,On,Off,0.0,21.444444444444485,0.0,0.0,0.0,0.0,0,0.0,2264.2674044444443,Off,0.0,0.0,30.943525479376714,51.666666666666686,46.10666666666668,0.0,50.758364214851,0.0,0.0,0.0,30.943525479376714,48.15479490491563,50.758364214851,46.85301024994796,12.43753247303448,Off,0.0,22.444444444444485,0,0.0,0.0,0.0,0.0,0,0.0,0,3081.2091805492964,21.635864323864812,0.0,4.856332368751863,2.8,9.236100170605994,-465.1015952171363,-905.9187223871435,-829.8850967632462,-0.0,-0.0,335.8268008014179,0.0,1.0,0.03380763259765388,0.0,0.0,0.47210665643489136,65.99961422222222,28.95670074469203,0.18531916038889792,10.167682838089771,0.0029079458590274433,-3.59174479716261,1.2151233205450322,0.3475390388268376,-931.3535180784902,25.434795691346736
2025-01-01 00:07:00,0.2850027816546269,0.1938140469145429,0.0,0.004750046360910448,0.003230234115242382,0.0,0.01390229703391717,0.0,0.2711004846207097,0.0,0.0,0.0,0.0,0.1938140469145429,0.0,0.0,1,0,0,Off,0.041624513856088494,0.03121838539206636,On,0.0,0,Off,0.003412116228070175,0.0,On,0.010490180805846995,0,On,0.01268175540131911,0,On,0.2167942153633021,0.16259566152247654,On,Off,0.0,21.444444444444485,0.0,0.0,0.0,0.0,0,0.0,2264.2674044444443,Off,0.0,0.0,30.971637668729276,51.666666666666686,46.10666666666668,0.0,50.7531832753234,0.0,0.0,0.0,30.971637668729276,48.150452240356394,50.7531832753234,46.8490867228729,12.43753247303448,Off,0.0,22.444444444444485,0,0.0,0.0,0.0,0.0,0,0.0,0,3080.9764769687135,21.607334595322172,0.0,4.891647332481156,2.8,9.236100170605994,-462.5700804829026,-922.8326636264644,-827.9282692206901,-0.0,-0.0,335.8268008014179,0.0,1.0,0.03377907934982656,0.0,0.0,0.47170792463007843,65.99961422222222,29.53138793636957,0.18564169361211716,10.154687990219314,0.002907927169711264,-3.5395923941960117,1.2152409467176717,0.3476521616745364,-947.6567210725132,24.824057446048755
2025-01-01 00:08:00,0.2850027816546269,0.1938140469145429,0.0,0.004750046360910448,0.003230234115242382,0.0,0.01390229703391717,0.0,0.2711004846207097,0.0,0.0,0.0,0.0,0.1938140469145429,0.0,0.0,1,0,0,Off,0.041624513856088494,0.03121838539206636,On,0.0,0,Off,0.003412116228070175,0.0,On,0.010490180805846995,0,On,0.01268175540131911,0,On,0.2167942153633021,0.16259566152247654,On,Off,0.0,21.444444444444485,0.0,0.0,0.0,0.0,0,0.0,2264.2674044444443,Off,0.0,0.0,30.999010311803932,51.666666666666686,46.10666666666668,0.0,50.747998344744985,0.0,0.0,0.0,30.999010311803932,48.1461056304869,50.747998344744985,46.845159273357865,12.43753247303448,Off,0.0,22.444444444444485,0,0.0,0.0,0.0,0.0,0,0.0,0,3080.736318864478,21.5794365569466,0.0,4.925176333105869,2.8,9.236100170605994,-460.10306819898557,-938.8555134723518,-826.0165581188238,-0.0,-0.0,335.8268008014179,0.0,1.0,0.033751147531916346,0.0,0.0,0.4713178707828104,65.99961422222222,30.086689118420335,0.18595768819079814,10.14202522180846,0.0029079087535480714,-3.488563979010179,1.2153559905985325,0.34775952957289924,-963.1449733336337,24.289459861281863
2025-01-01 00:09:00,0.2850027816546269,0.1938140469145429,0.0,0.004750046360910448,0.003230234115242382,0.0,0.01390229703391717,0.0,0.2711004846207097,0.0,0.0,0.0,0.0,0.1938140469145429,0.0,0.0,1,0,0,Off,0.041624513856088494,0.03121838539206636,On,0.0,0,Off,0.003412116228070175,0.0,On,0.010490180805846995,0,On,0.01268175540131911,0,On,0.2167942153633021,0.16259566152247654,On,Off,0.0,21.444444444444485,0.0,0.0,0.0,0.0,0,0.0,2264.2674044444443,Off,0.0,0.0,31.025673519117035,51.666666666666686,46.10666666666668,0.0,50.74280953304591,0.0,0.0,0.0,31.025673519117035,48.14175517909628,50.74280953304591,46.84122800212147,12.43753247303448,Off,0.0,22.444444444444485,0,0.0,0.0,0.0,0.0,0,0.0,0,3080.502301339075,21.55214443286384,0.0,4.95702149392752,2.8,9.236100170605994,-457.73247137011134,-954.0525418968924,-824.1480801981946,-0.0,-0.0,335.8268008014179,0.0,1.0,0.033723812033309014,0.0,0.0,0.4709361442359364,65.99961422222222,30.588808026665333,0.18626739772518644,10.130427736497733,0.002907890604598995,-3.43861463792968,1.2154685570287473,0.34786147472789114,-977.8640011485778,23.81145925168541
