occupants,plug_loads_other,plug_loads_tv,lighting_interior,hot_water_dishwasher,dishwasher,cooking_range,hot_water_fixtures,Vacancy,Power Outage,No Space Heating,No Space Cooling
0.5,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
0.5,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
0.833,0.608,0.026,0.0576,0.0,0.0,0.0,0.259,0,0,0,0
1.0,0.585,0.021,0.0535,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.608,0.02,0.0512,0.0,0.0,0.0,0.28,0,0,0,0
1.0,0.631,0.0221,0.0521,0.0,0.0,0.0,0.35,0,0,0,0
1.0,0.631,0.0221,0.0521,0.0,0.0,0.0,0.07,0,0,0,0
1.0,0.631,0.0221,0.0521,0.0,0.0,0.0,0.07,0,0,0,0
1.0,0.678,0.0383,0.118,0.0,0.0,0.0,0.07,0,0,0,0
1.0,0.701,0.0464,0.151,0.0,0.0,0.0,0.21,0,0,0,0
1.0,0.701,0.0464,0.151,0.0,0.0,0.0,0.21,0,0,0,0
1.0,0.701,0.0464,0.151,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.727,0.0653,0.286,0.0,0.0,0.667,0.22,0,0,0,0
1.0,0.74,0.0747,0.353,0.0,0.0,1.0,0.14,0,0,0,0
1.0,0.74,0.0747,0.353,0.0,0.0,0.4,0.122,0,0,0,0
1.0,0.74,0.0747,0.353,0.0,0.0,0.0,0.18,0,0,0,0
1.0,0.779,0.0936,0.416,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.798,0.103,0.447,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.798,0.103,0.447,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.798,0.103,0.447,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.811,0.119,0.466,0.0,0.0,0.0,0.0,0,0,0,0
0.667,0.732,0.0895,0.333,0.0,0.0,0.0,0.0,0,0,0,0
0.5,0.69,0.0711,0.262,0.0,0.0,0.0,0.0,0,0,0,0
0.5,0.69,0.0711,0.262,0.0,0.0,0.0,0.0,0,0,0,0
0.5,0.69,0.0788,0.267,0.0,0.0,0.0,0.0,0,0,0,0
0.5,0.69,0.0827,0.269,0.0,0.0,0.0,0.0,0,0,0,0
0.167,0.604,0.0381,0.123,0.0,0.0,0.0,0.0,0,0,0,0
0.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
0.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
0.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
0.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
0.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
0.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
0.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
0.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
0.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
0.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
0.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
0.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
0.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
0.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
0.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
0.333,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
0.5,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0,0,0,0
0.5,0.647,0.0888,0.182,0.0,0.0,0.0,0.07,0,0,0,0
0.5,0.69,0.125,0.249,0.0,0.0,0.0,0.0,0,0,0,0
0.5,0.69,0.125,0.249,0.0,0.0,0.0,0.0,0,0,0,0
0.5,0.69,0.125,0.249,0.0,0.0,0.0,0.21,0,0,0,0
0.5,0.703,0.135,0.264,0.0,0.0,0.0,0.0,0,0,0,0
0.5,0.709,0.139,0.272,0.0,0.0,0.0,0.0,0,0,0,0
0.5,0.709,0.139,0.272,0.0,0.0,0.0,0.0,0,0,0,0
0.5,0.709,0.139,0.272,0.0,0.0,0.0,0.0,0,0,0,0
0.5,0.729,0.161,0.313,0.0,0.0,0.0,0.0,0,0,0,0
0.5,0.738,0.172,0.333,0.0,0.0,0.667,0.14,0,0,0,0
0.5,0.738,0.172,0.333,0.0,0.0,1.0,0.0,0,0,0,0
0.5,0.738,0.172,0.333,0.0,0.0,1.0,0.0,0,0,0,0
0.5,0.758,0.197,0.4,0.0,0.0,1.0,0.0,0,0,0,0
0.5,0.767,0.209,0.433,0.0,0.0,1.0,0.0,0,0,0,0
0.5,0.767,0.209,0.433,0.0,0.0,1.0,0.0,0,0,0,0
0.5,0.767,0.209,0.433,0.0,0.0,1.0,0.0,0,0,0,0
0.5,0.774,0.255,0.49,0.0,0.0,1.0,0.28,0,0,0,0
0.5,0.777,0.279,0.518,0.0,0.0,1.0,0.28,0,0,0,0
0.5,0.777,0.279,0.518,0.0,0.0,0.667,0.14,0,0,0,0
0.5,0.777,0.279,0.518,0.0,0.0,0.0,0.0,0,0,0,0
0.5,0.771,0.351,0.515,0.0,0.0,0.0,0.0,0,0,0,0
0.5,0.767,0.387,0.513,0.0,0.0,0.0,0.0,0,0,0,0
0.5,0.767,0.387,0.513,0.0,0.0,0.0,0.0,0,0,0,0
0.5,0.767,0.387,0.513,0.0,0.0,0.0,0.278,0,0,0,0
0.5,0.754,0.446,0.454,0.0,0.0,0.0,0.0834,0,0,0,0
0.5,0.748,0.476,0.424,0.0,0.0,0.0,0.0,0,0,0,0
0.5,0.748,0.476,0.424,0.0,0.0,0.0,0.465,0,0,0,0
0.5,0.748,0.476,0.424,0.0,0.0,0.0,0.0271,0,0,0,0
0.5,0.722,0.459,0.358,0.0,0.0,0.0,0.0,0,0,0,0
0.5,0.709,0.451,0.326,0.0,0.0,0.0,0.21,0,0,0,0
0.5,0.709,0.451,0.326,0.0,0.0,0.0,0.0,0,0,0,0
0.5,0.709,0.451,0.326,0.0,0.0,0.0,0.0529,0,0,0,0
